nquest,comprens,ita,veroaf,veroab,verored,klima,facil,INTS,durata
671153,9,9,9,9,8,10,7,8,92
671200,7,7,7,8,7,8,7,7,51
671206,10,9,10,9,10,9,9,9,57
671296,4,4,6,7,6,6,5,6,34
671300,7,6,7,7,7,6,5,6,71
671362,10,10,10,10,10,10,10,10,72
671480,10,10,10,10,10,10,10,10,57
671520,9,8,9,8,7,9,8,8,57
671582,8,7,8,7,4,8,7,6,38
671698,10,10,10,10,10,10,10,10,41
671733,10,10,10,10,10,10,10,10,41
671739,8,10,9,10,10,10,10,10,56
671838,6,6,6,6,5,6,6,6,59
671841,10,10,10,10,10,10,10,10,52
671893,9,8,8,9,8,8,8,8,70
671904,9,8,5,6,7,8,7,6,36
671909,9,8,7,8,8,9,8,7,38
672063,9,9,9,9,9,9,9,9,20
672065,10,10,10,10,10,10,10,10,28
672142,7,7,7,7,7,7,7,7,54
672351,8,9,8,8,6,8,8,8,49
672417,8,8,8,8,8,8,8,8,70
672430,6,6,6,7,6,6,6,7,28
672486,8,9,7,6,6,7,7,7,80
672541,10,10,10,10,10,10,10,10,63
672580,9,9,10,10,9,9,9,9,54
672620,9,8,9,8,9,8,9,9,86
672679,10,10,10,10,9,10,10,8,84
672854,6,6,6,6,6,6,6,6,38
672985,9,9,8,9,9,8,8,9,98
673050,8,7,7,8,7,8,8,6,31
673051,10,10,8,10,10,10,8,6,46
673145,10,10,10,10,10,10,9,10,88
673378,8,8,7,8,8,7,8,8,115
673419,2,2,4,9,9,6,5,8,35
673421,4,4,4,5,4,5,4,4,35
673423,3,3,3,3,3,3,3,3,28
673424,3,3,3,7,2,4,3,3,29
673451,8,8,9,8,8,9,8,8,72
673452,8,9,8,8,8,9,9,9,71
673454,9,9,9,9,9,9,10,10,85
673467,10,10,10,10,10,10,10,10,70
673540,6,6,6,8,6,10,6,7,74
673570,5,7,7,10,10,10,8,9,48
673661,6,8,6,6,6,7,7,7,61
673748,10,10,10,10,10,10,10,10,41
673816,9,9,8,8,8,9,8,7,32
673828,9,9,7,8,8,9,8,7,36
673847,10,10,10,10,10,10,10,10,48
673858,10,10,10,10,10,10,10,10,36
673882,9,9,9,9,7,9,9,9,59
673963,7,7,7,8,8,8,7,6,32
673970,8,8,7,7,7,8,6,7,40
674019,10,10,10,8,8,10,10,10,38
674063,7,7,7,7,6,7,6,6,42
674105,8,9,9,9,9,9,9,9,47
674106,9,9,9,9,9,9,9,9,43
674196,8,6,5,7,6,5,5,4,38
674226,8,8,7,8,8,8,8,7,55
674229,8,8,8,8,8,8,8,8,52
674237,5,6,6,6,7,7,6,6,38
674239,10,10,10,8,8,10,10,10,101
674272,10,10,10,10,10,10,10,10,77
674281,10,10,10,10,10,10,10,10,40
674283,10,10,10,10,10,10,10,10,52
674287,10,10,10,10,10,10,10,10,113
674361,7,6,7,7,6,7,6,7,126
674379,3,3,5,8,8,2,2,6,62
674440,8,8,8,8,8,7,7,7,36
674489,8,8,7,8,8,8,8,7,49
674542,9,9,9,9,9,9,9,9,35
674572,10,10,10,10,10,10,10,10,58
674613,10,10,10,10,10,10,10,10,64
674686,9,9,9,9,9,9,9,9,69
674768,10,10,10,10,10,10,10,10,130
674781,8,7,7,7,7,7,7,7,39
674800,6,8,6,8,8,9,8,7,64
674815,9,8,8,8,9,9,9,9,127
674817,9,9,9,9,9,9,9,9,25
674842,10,10,10,9,9,10,9,9,96
674868,6,6,6,6,6,6,6,6,92
674869,6,6,6,6,5,6,5,5,53
674968,7,7,7,7,7,7,7,7,72
674970,7,7,7,7,7,7,7,7,61
674974,7,7,7,7,7,7,7,7,55
675086,7,7,7,7,7,7,7,7,114
675132,8,8,8,8,8,8,8,8,81
675265,8,8,8,8,8,7,7,7,60
675280,10,10,10,10,10,10,10,10,101
675334,8,7,7,7,7,8,8,8,60
675645,10,10,10,10,10,8,10,10,38
675656,10,10,10,10,10,10,10,10,56
675667,10,10,10,10,10,10,10,10,27
675739,10,10,9,9,9,10,9,9,53
675801,6,7,6,6,6,7,7,6,64
675905,9,9,9,9,9,9,9,9,43
675906,9,9,9,9,9,9,9,9,75
675953,10,9,8,8,8,8,8,9,31
675977,5,3,6,6,9,8,7,7,40
675983,10,10,10,10,10,10,10,10,30
676000,8,8,6,8,7,7,8,7,50
676030,9,9,10,10,10,10,9,10,70
676060,7,10,10,10,10,10,7,10,32
676259,5,8,8,8,8,8,8,8,24
676304,8,8,8,9,8,9,8,8,36
676359,9,9,9,9,9,9,9,9,22
676374,8,8,8,8,8,8,8,8,75
676391,8,8,8,8,8,8,8,8,23
676521,9,9,9,10,9,10,9,9,73
676557,7,7,7,10,7,7,7,7,57
676580,10,10,8,10,10,10,10,10,40
676670,8,8,8,8,8,8,8,8,106
676772,7,7,7,7,7,9,8,8,55
676807,9,9,9,9,9,9,9,9,28
676844,7,7,7,7,6,10,7,7,95
676851,6,6,6,6,6,8,7,6,63
676941,8,8,7,8,10,10,10,10,32
676981,10,10,10,10,10,10,10,10,87
677112,9,9,10,10,8,10,9,9,74
677124,6,6,6,7,6,6,6,6,75
677130,8,8,8,9,8,9,8,8,33
677167,8,8,8,8,8,8,8,8,49
677176,9,9,9,9,9,9,9,8,30
677195,10,10,10,10,10,10,10,10,46
677220,10,10,10,10,10,10,10,10,35
677277,10,10,10,10,10,10,10,10,54
677280,10,10,10,10,10,10,10,10,71
677287,8,8,8,8,8,8,8,8,52
677339,6,5,5,6,6,8,5,5,41
677386,10,10,10,10,10,10,10,10,62
677422,9,10,10,10,10,10,10,10,31
677464,9,9,9,9,9,9,9,9,62
677474,10,10,10,10,10,10,10,10,35
677475,10,10,10,10,10,10,10,10,40
677476,8,8,8,10,10,10,8,8,44
677489,10,10,10,10,10,10,10,10,46
677627,8,9,10,10,10,9,9,9,49
677655,10,10,10,10,10,10,10,10,57
677775,10,10,10,6,7,10,10,10,41
677881,10,10,10,10,10,10,10,10,52
677897,9,9,9,9,9,9,9,9,65
677946,8,8,8,8,7,8,8,8,85
677964,8,8,9,9,9,8,9,9,52
677988,9,9,9,9,9,9,9,9,41
678132,8,8,8,8,8,9,9,9,113
678160,7,7,7,7,7,8,7,7,37
678214,8,8,8,8,8,8,8,8,35
680060,7,7,7,7,7,7,7,7,132
680143,8,8,8,7,7,8,8,8,40
680144,7,6,6,6,5,5,5,5,43
680146,7,7,6,7,8,8,6,6,31
680239,8,8,7,8,7,8,7,5,29
680243,8,9,8,8,9,7,9,7,56
680244,7,8,8,7,8,7,7,4,36
680274,9,9,9,9,9,9,9,9,57
680311,10,10,8,10,9,10,10,10,29
680391,9,8,6,7,7,8,7,6,40
680430,10,10,8,10,10,10,10,10,76
680498,10,10,10,10,10,10,10,10,73
680500,7,8,8,10,8,8,6,7,32
680537,8,9,8,9,9,9,9,9,45
680587,8,8,8,8,7,7,8,8,44
680601,10,10,10,10,10,10,10,10,45
680686,8,8,9,9,9,9,9,9,69
680732,8,8,7,8,7,8,8,8,84
680771,8,8,8,8,8,8,8,8,35
680861,8,8,8,8,8,8,8,8,99
680870,8,8,8,8,8,8,8,8,93
680914,8,8,8,7,8,7,7,8,59
680938,2,3,2,3,4,4,4,2,55
680943,7,7,7,7,6,7,6,7,75
680981,10,10,10,10,10,10,10,10,66
680982,10,10,8,9,9,8,9,9,68
681097,7,9,8,8,8,10,8,8,48
681133,8,7,6,7,6,8,7,7,67
681192,8,8,8,9,9,8,9,9,49
681329,10,10,10,10,10,10,10,10,52
681349,7,6,6,6,5,5,6,5,39
681380,8,6,8,8,6,8,7,7,74
681387,10,10,10,10,10,10,10,10,69
681394,10,10,10,10,10,10,10,10,58
681403,7,7,7,7,7,7,7,7,50
681430,9,9,8,9,8,9,8,8,76
681477,10,10,10,10,10,10,10,10,110
681499,10,10,10,10,10,10,10,10,59
681520,10,9,8,9,9,9,8,9,37
681640,10,10,10,10,10,10,10,10,36
681658,7,8,7,8,6,8,8,7,65
681668,10,10,10,10,10,10,10,10,51
681673,7,7,7,7,7,7,7,7,58
681713,8,9,8,8,7,9,8,8,28
681790,10,10,10,10,10,10,10,10,53
681822,10,9,8,8,9,7,8,7,31
681844,10,10,10,10,10,10,10,10,93
681929,6,6,6,6,6,7,6,7,49
682006,9,9,9,8,8,8,8,8,59
682118,7,8,7,8,7,9,8,8,46
682125,7,6,9,6,6,8,7,9,77
682169,8,7,7,8,6,9,7,7,38
682170,9,8,7,7,6,8,7,6,63
682192,8,8,7,7,5,8,7,7,38
682204,10,10,10,10,10,10,10,10,58
682210,8,7,7,7,7,8,7,7,59
682240,9,9,8,8,7,9,8,8,49
682272,7,7,6,7,7,7,7,7,101
682282,7,9,9,9,9,9,9,9,54
682298,10,10,10,10,10,10,10,10,51
682359,10,10,10,10,10,10,10,10,62
682360,8,8,8,10,10,10,8,10,29
682363,10,10,10,10,10,10,10,10,58
682398,9,9,9,9,9,9,9,9,67
682408,10,9,9,10,10,10,10,10,38
682457,9,8,8,7,6,7,7,6,36
682496,7,7,6,7,7,7,7,7,44
682532,8,8,8,8,8,9,8,8,47
682625,9,10,9,10,10,9,9,9,38
682704,6,7,7,7,7,8,7,7,60
682732,7,7,7,7,7,8,7,7,88
682737,10,10,8,10,7,10,9,9,77
682743,7,8,8,9,8,9,8,9,21
682782,7,8,7,9,7,9,8,7,42
682783,8,10,8,8,10,10,8,10,47
682791,9,9,9,9,9,9,9,9,88
682812,10,10,10,10,10,10,10,10,65
682829,10,10,10,10,10,10,10,10,42
682897,8,8,8,8,5,9,7,6,101
682900,10,10,7,8,7,2,8,2,63
682918,9,9,9,9,9,9,9,9,55
682969,10,10,10,10,10,9,9,10,42
683033,10,10,10,10,10,10,10,10,88
683034,10,10,10,10,10,10,10,10,103
683042,8,7,7,8,8,9,9,8,16
683043,9,9,9,9,9,9,9,9,23
683052,8,9,7,8,6,9,7,7,35
683081,5,5,7,7,7,6,6,5,28
683119,9,9,9,9,9,9,9,9,35
683120,9,9,9,9,9,9,9,9,36
683121,9,9,9,9,9,9,9,9,35
683164,8,8,8,8,8,8,8,8,50
683171,7,7,7,7,7,7,7,7,55
683177,7,6,8,8,8,9,7,7,50
683230,6,6,6,6,6,8,6,6,35
683245,7,7,7,7,6,7,7,7,62
683247,7,7,7,8,8,8,8,8,47
683248,7,7,7,7,7,7,7,7,52
683249,7,9,7,7,8,8,7,8,69
683250,7,7,6,6,4,7,7,6,66
683251,5,6,6,7,8,7,6,7,38
683349,10,10,10,10,10,10,10,10,98
683352,8,8,8,10,7,7,7,9,62
683373,10,10,8,8,7,10,10,10,68
683377,10,10,10,10,10,10,10,10,134
683399,10,10,10,10,10,10,10,10,93
683431,4,5,5,6,7,6,5,6,17
683437,8,8,8,8,8,9,9,8,55
683469,10,9,10,10,10,10,10,10,79
683472,10,10,10,10,9,10,10,10,87
683544,8,9,8,8,8,8,8,8,55
683611,6,6,5,7,4,7,6,7,61
683645,9,9,9,9,6,6,6,6,68
683650,8,7,8,8,8,8,8,8,25
683660,5,5,5,7,5,8,5,6,27
683661,7,7,8,7,6,8,7,7,44
683664,7,7,7,7,7,7,7,7,70
683665,7,7,7,7,7,7,7,7,61
683669,9,9,9,9,9,9,9,9,50
683675,9,9,9,9,9,9,9,9,47
683727,6,7,8,8,8,8,9,8,38
683737,7,7,7,7,7,7,7,7,52
683767,10,10,9,10,9,10,9,10,100
683782,9,9,9,9,7,9,9,9,47
683785,8,8,8,9,8,8,7,8,129
683829,10,10,10,10,10,10,10,8,55
683861,9,9,9,9,9,9,9,9,68
683881,5,4,5,5,5,5,5,5,29
683896,9,9,9,9,9,9,8,8,135
683974,8,8,9,10,9,10,8,7,53
683991,8,8,8,8,8,8,7,8,46
684000,6,7,8,7,7,6,7,7,79
684037,10,10,10,10,10,10,10,10,75
684063,10,10,10,10,10,10,10,10,70
684064,5,5,5,4,5,5,5,3,119
684218,7,7,7,7,7,7,7,7,39
684259,8,10,8,8,5,10,9,9,76
684279,9,9,9,9,9,9,9,9,58
684280,9,8,9,9,9,9,9,9,41
684326,9,9,9,9,9,9,9,9,86
684328,10,10,10,10,10,10,10,9,85
684359,8,8,8,8,8,8,8,8,54
684407,7,7,7,7,7,7,7,7,59
684423,7,5,6,6,6,6,6,7,68
684434,10,9,9,9,9,6,7,7,57
684437,9,9,9,8,9,7,8,6,28
684442,9,9,9,9,9,6,8,6,26
684454,10,10,10,10,10,10,10,10,26
684507,10,10,10,7,9,10,9,9,80
684524,7,8,8,8,8,8,8,8,32
684525,8,8,8,8,8,8,8,8,53
684557,9,9,9,9,9,9,9,9,22
684564,6,7,7,7,7,9,9,7,93
684609,8,8,8,8,8,8,8,8,57
684665,8,10,8,6,6,8,6,6,46
684671,7,6,7,7,7,7,7,7,63
684684,8,8,8,8,8,8,8,8,60
684740,8,9,8,8,6,8,8,7,65
684784,9,9,9,9,8,8,8,8,47
684882,5,6,8,8,8,8,6,5,40
684885,9,9,9,9,9,9,9,9,112
684886,8,8,8,9,8,9,9,9,18
684928,6,7,7,9,9,9,9,7,31
684937,10,10,10,10,10,10,10,10,64
684973,8,8,9,8,8,9,8,8,84
685002,9,9,8,8,7,8,8,7,71
685016,7,8,8,8,9,8,8,8,62
685024,10,10,7,10,7,8,7,6,47
685056,8,7,7,7,7,8,7,7,35
685058,10,10,10,10,6,10,10,10,36
685124,10,10,10,10,10,10,10,10,95
685130,10,10,10,10,9,10,10,10,40
685132,8,8,6,6,6,7,7,7,36
685148,8,8,7,7,8,8,6,8,94
685149,10,10,10,10,10,10,10,10,72
685150,8,10,8,8,9,6,10,8,35
685153,9,9,9,9,9,9,9,9,26
685164,10,10,8,9,10,9,9,9,61
685192,5,6,6,7,8,7,8,3,48
685258,10,10,10,10,10,10,10,10,62
685296,7,7,7,7,7,8,7,7,73
685297,6,7,6,7,7,8,7,7,65
685299,7,7,7,7,7,7,7,7,56
685300,9,9,9,8,8,9,9,9,16
685301,9,9,9,9,9,9,9,9,43
685368,8,7,7,7,7,8,7,7,57
685451,10,10,10,10,10,10,10,10,27
685454,10,10,10,10,10,10,10,10,29
685466,7,7,8,8,8,7,7,7,47
685487,9,8,9,7,7,8,8,5,33
685505,8,8,7,7,9,9,7,8,67
685528,6,6,6,6,6,6,6,6,55
685537,8,8,8,8,8,8,8,8,38
685560,5,6,5,6,6,7,6,6,68
685582,7,7,7,7,8,8,8,8,80
685630,4,3,3,4,3,6,4,5,79
685647,9,9,9,9,9,9,9,9,26
685727,6,5,7,8,6,8,6,6,29
685733,8,8,8,8,8,8,8,8,41
685734,10,10,10,10,10,10,10,10,40
685742,5,7,6,6,5,8,6,4,32
685747,6,7,7,8,7,8,7,7,72
685780,10,6,8,8,8,7,8,8,92
685812,10,10,10,10,7,10,10,10,48
685891,10,10,9,9,10,10,10,10,62
685895,10,10,10,10,10,10,10,10,48
685902,8,8,6,7,7,7,7,6,44
685903,6,7,6,8,9,9,8,6,51
685905,8,8,8,9,8,9,10,8,90
685906,8,8,9,10,10,10,10,10,62
685965,5,5,5,7,6,5,4,3,41
686006,10,10,8,10,8,10,10,10,67
686014,9,8,8,7,8,8,8,8,25
686032,8,8,8,7,7,8,7,8,37
686133,8,8,8,8,8,8,8,8,60
686134,10,10,10,10,10,10,10,10,47
686173,10,10,10,10,10,10,10,10,53
686178,8,8,8,8,8,8,8,8,38
686185,8,8,8,8,8,8,8,8,31
686190,8,8,8,8,8,8,8,8,63
686234,8,7,8,8,7,8,8,8,34
686235,9,8,9,7,7,8,8,8,24
686253,6,6,5,7,6,6,6,6,20
686325,7,7,7,7,7,7,7,7,16
686423,8,8,8,8,8,8,8,8,19
686429,7,7,7,7,7,7,7,7,15
686494,8,8,8,8,8,8,8,8,45
686528,7,7,7,7,7,7,7,7,74
686543,6,5,6,5,5,5,5,5,25
686559,7,6,7,8,10,8,8,8,28
686579,10,10,10,10,10,10,10,10,50
686602,8,8,8,8,8,8,8,8,24
686634,8,7,9,6,6,9,5,8,157
686657,10,10,10,10,10,10,10,10,50
686658,7,9,7,10,10,8,7,8,61
686661,10,10,10,10,9,10,9,9,62
686717,8,8,8,8,8,8,8,8,58
686763,9,8,8,9,8,9,8,8,61
686806,7,7,7,5,7,7,7,7,29
686831,6,8,7,8,8,8,6,8,25
686863,5,6,7,7,7,8,7,6,30
686866,7,7,7,7,7,8,7,5,41
686870,6,6,7,6,7,6,5,5,25
686898,8,8,7,8,7,9,8,8,44
686913,7,8,8,7,8,8,7,8,41
687007,8,8,8,8,8,9,8,8,59
687018,9,9,9,10,10,10,10,8,41
687022,10,10,8,10,10,8,9,8,48
687030,10,10,10,10,10,10,10,10,38
687033,6,6,6,8,8,8,9,4,22
687039,10,10,10,10,10,10,10,10,34
687056,8,8,8,8,8,8,8,8,30
687070,10,10,10,10,10,10,9,10,64
687075,9,10,9,10,8,10,10,10,59
687099,8,10,9,10,10,10,9,10,36
687148,8,8,8,7,8,9,9,8,117
687157,6,7,6,8,10,10,8,8,48
687164,6,6,4,8,6,6,6,6,42
687168,10,10,10,10,10,10,10,10,45
687250,10,10,5,7,8,7,9,7,88
687281,10,10,10,10,9,10,9,9,92
687287,10,10,10,10,10,10,10,10,50
687291,10,8,8,9,9,9,9,9,35
687304,8,7,8,7,7,8,7,8,68
687321,7,7,7,8,7,7,7,7,70
687328,9,9,9,8,9,10,8,10,62
687361,6,6,7,7,7,7,6,6,46
687404,9,8,9,8,7,9,9,8,66
687497,10,10,10,10,10,10,10,10,81
687508,8,8,8,8,7,9,8,8,52
687564,6,7,7,8,6,8,8,6,61
687569,8,8,8,8,7,8,7,7,71
687576,8,8,8,8,8,8,8,8,57
687685,9,9,9,9,9,9,9,9,80
687699,8,8,8,8,8,8,8,8,117
687845,7,8,8,8,8,8,9,9,34
687849,8,8,8,8,8,8,8,8,37
687878,9,8,9,9,9,9,9,8,39
687883,10,10,8,10,10,9,8,9,47
687892,9,9,9,9,9,9,9,9,49
687915,5,7,7,8,8,8,8,7,50
687916,7,7,8,8,7,8,8,8,62
687934,9,9,9,9,9,9,9,9,76
687938,4,3,1,6,1,3,3,2,32
687961,10,10,10,10,10,10,10,10,43
687971,10,10,7,10,10,8,7,8,56
687986,7,6,7,7,8,8,8,8,36
687987,10,8,10,10,9,10,10,10,51
687988,8,8,8,10,9,8,8,8,41
687990,10,10,10,10,8,10,10,10,41
687993,8,7,8,8,7,9,9,7,49
688009,8,8,9,9,9,8,8,8,60
688111,10,10,6,8,7,7,7,7,49
688123,7,7,7,7,7,7,7,7,35
688142,10,10,10,10,10,10,10,10,50
688149,6,6,6,8,8,7,7,7,47
688157,6,6,7,9,6,8,8,7,53
688159,6,6,6,8,6,7,6,6,60
688194,10,10,10,10,10,10,10,10,73
688210,9,8,8,8,8,10,8,8,49
688226,8,8,10,10,4,6,6,7,28
688250,6,6,6,6,5,7,6,5,55
688264,8,8,7,8,7,8,8,7,56
688277,10,10,10,10,10,10,10,10,84
688287,9,9,9,9,9,9,9,9,107
688323,9,9,9,9,9,9,9,9,40
700037,8,8,8,7,7,7,7,8,59
700073,8,9,9,9,9,8,8,8,39
700235,8,8,9,9,8,8,8,8,32
700410,9,8,8,8,8,10,8,8,95
700624,8,8,8,8,8,9,8,9,115
700729,8,7,9,9,9,8,8,6,38
700730,8,7,9,9,9,9,9,8,45
700740,9,9,8,8,8,9,8,7,68
700752,9,8,7,8,7,8,8,7,40
701002,9,9,9,9,9,9,9,9,35
701229,6,6,6,8,8,8,7,6,36
701240,6,6,6,7,7,7,7,7,49
701531,7,8,7,8,5,8,7,7,52
701536,7,7,7,7,7,8,7,7,43
701579,9,9,8,9,9,9,9,9,54
701638,8,8,8,8,8,8,8,8,28
701647,10,10,10,10,10,10,10,10,44
702643,8,8,8,8,8,8,8,8,48
703258,9,9,10,9,9,8,9,8,44
703830,10,10,10,10,10,10,10,10,66
703837,10,10,10,10,10,10,10,10,47
704118,10,7,9,9,10,10,10,10,112
704160,7,6,7,7,8,8,7,7,58
704702,6,6,6,6,7,7,6,7,79
704752,7,7,6,7,7,6,7,7,100
704766,6,6,6,6,6,6,6,6,93
704832,8,8,8,8,8,8,8,8,33
704836,6,7,7,8,8,6,6,5,23
704911,10,10,8,9,8,8,8,8,72
705115,9,9,9,9,9,9,9,9,22
705116,9,9,9,9,9,9,9,9,25
705215,6,6,6,6,8,8,7,5,25
705244,8,8,7,9,9,9,9,8,61
705513,10,10,10,10,10,10,10,10,68
705637,7,7,7,9,6,10,8,8,32
706224,8,8,8,8,8,8,8,8,40
706234,8,8,8,8,8,8,8,8,36
706258,8,8,8,9,8,9,8,8,32
706422,8,9,8,8,9,8,8,8,44
706436,7,7,7,7,7,7,7,7,91
706448,8,8,8,8,8,8,8,8,62
706628,8,8,8,8,8,8,8,8,44
706629,10,10,10,10,10,10,10,10,151
706634,8,8,8,8,8,8,8,8,44
706727,9,9,9,9,9,9,9,9,180
706900,10,10,10,10,10,10,10,10,33
706921,10,10,10,10,10,10,10,10,13
707104,10,10,8,6,7,7,7,8,34
707130,10,10,10,10,8,8,7,8,114
707253,9,9,9,9,8,9,9,8,94
707307,8,8,8,8,6,7,7,8,84
707312,9,10,9,9,9,10,8,9,141
707509,9,9,9,9,9,9,9,7,42
707523,9,9,9,9,9,9,9,9,42
707541,9,9,9,9,9,9,9,9,32
707857,9,9,9,9,9,9,9,9,44
707963,8,8,8,8,8,8,8,8,43
708219,9,9,9,9,9,9,9,9,46
708747,7,7,5,5,5,5,5,6,41
709002,9,9,9,8,9,9,8,7,44
709420,9,9,9,9,9,9,9,9,55
709421,8,8,9,9,9,8,8,8,49
709423,8,8,8,8,8,8,8,8,57
709438,9,9,9,9,9,9,9,9,41
709460,8,9,9,9,9,9,9,9,34
709470,8,8,8,8,8,9,9,9,63
709803,9,9,8,9,9,10,9,9,47
710165,10,10,10,10,10,10,10,10,75
710507,10,10,10,10,10,10,10,10,36
710556,10,10,10,10,10,10,10,10,36
710606,6,8,6,9,7,9,6,7,54
710905,6,10,10,10,10,10,10,10,45
711014,8,7,7,7,6,8,8,7,41
711611,9,9,9,10,10,7,8,8,22
711645,10,10,10,10,10,10,10,10,55
712022,7,9,9,9,9,9,9,9,43
712141,10,10,10,10,10,10,10,10,32
712148,10,10,10,10,10,10,10,10,50
712219,8,8,8,8,8,8,8,8,49
712244,8,8,8,8,8,9,8,8,35
712723,8,8,8,8,10,10,7,7,28
713134,8,9,9,10,9,8,9,9,46
713319,9,9,10,10,8,10,9,9,65
713400,9,7,7,10,8,7,7,7,57
713700,9,8,9,10,10,10,8,7,54
713802,8,8,8,10,10,9,8,10,35
713811,10,10,10,10,10,10,10,10,50
713837,10,10,10,10,10,10,10,10,51
713844,10,10,10,10,10,10,10,10,45
713851,10,10,10,10,10,10,10,10,49
714021,8,8,6,8,5,8,7,8,38
714029,9,10,10,10,10,10,10,9,35
714238,10,10,9,9,8,10,10,10,110
714416,10,9,9,9,9,9,8,8,32
714430,10,9,8,9,9,8,8,8,36
714437,10,9,8,9,8,9,8,9,52
714622,10,10,10,10,8,10,10,10,87
714734,7,6,6,8,7,6,9,4,29
714811,8,8,8,8,8,8,8,8,66
714820,9,10,9,10,9,10,10,10,51
714828,10,10,10,10,10,10,10,9,75
714833,10,8,9,10,7,9,8,9,48
714854,9,9,9,10,8,8,7,7,47
715014,6,7,7,7,7,7,6,6,56
715065,7,8,7,8,8,8,7,7,98
715469,9,10,10,9,9,9,10,10,72
715572,9,10,10,10,9,9,9,9,89
715782,6,8,6,7,6,5,2,8,65
716204,10,10,10,10,10,10,10,10,85
716305,7,7,7,7,7,7,7,7,114
716500,6,5,6,5,4,7,6,5,38
716507,10,7,6,6,7,8,8,6,40
716834,8,7,8,6,6,8,8,8,40
716849,8,8,8,5,5,8,8,8,35
716908,10,10,10,10,10,10,10,10,48
716937,10,10,9,9,10,10,10,10,108
717014,7,7,7,7,7,7,7,7,90
717242,8,8,8,8,8,8,8,8,80
717311,8,7,6,6,6,6,6,6,65
717312,10,10,10,5,5,10,10,10,51
717331,9,10,9,6,6,9,9,9,49
717409,8,8,8,8,8,8,8,8,76
717605,8,9,9,10,8,9,9,10,71
717669,8,7,7,10,8,10,8,8,87
717801,10,10,8,10,8,10,10,10,69
717804,10,10,10,10,10,10,10,10,56
717809,10,10,10,10,10,10,10,10,55
717834,10,10,10,10,10,10,10,10,57
717858,10,10,10,10,10,10,10,10,89
717885,10,10,10,10,10,10,10,10,51
717900,10,10,10,10,10,10,10,10,61
718006,10,10,5,6,7,10,10,10,46
718115,8,8,8,8,8,8,8,8,40
718506,7,9,10,10,10,10,10,10,71
718674,9,9,9,9,9,9,9,9,59
718764,8,8,8,8,8,9,8,8,89
718772,6,7,5,5,5,8,5,4,78
718832,8,9,8,9,9,9,9,6,43
719025,10,10,10,10,10,10,10,10,45
719334,10,10,10,10,9,8,6,8,41
719358,10,10,9,10,10,9,9,9,25
719571,7,6,6,6,6,7,7,6,55
719606,6,6,6,8,9,8,8,6,54
719611,6,7,7,8,6,8,9,7,60
719613,6,6,5,7,5,6,5,4,26
719615,6,7,6,8,6,7,6,6,60
719656,6,6,4,6,4,4,4,4,58
719666,6,5,6,7,7,7,5,6,29
719763,7,8,7,6,6,8,8,8,54
719801,8,8,8,8,8,8,8,8,59
719810,9,9,9,9,8,9,9,9,64
719840,8,9,8,9,7,8,8,7,59
719940,10,10,10,10,10,10,10,10,67
719963,10,10,10,10,10,10,10,10,63
720110,8,8,9,7,8,9,8,8,120
720117,8,9,9,8,9,9,8,8,120
720138,8,9,7,7,7,7,7,7,60
720139,8,8,9,8,8,9,8,8,75
720161,7,7,7,6,6,7,7,8,100
720163,9,9,8,8,8,7,7,9,90
720209,9,9,8,9,8,9,8,9,70
720312,10,10,9,9,9,10,9,10,48
720416,10,10,10,10,10,10,10,8,37
720603,10,8,9,9,9,8,8,8,29
720634,7,7,6,6,7,8,8,7,57
720784,8,8,8,10,8,10,9,10,21
720889,10,8,8,9,9,8,8,8,24
721521,6,6,6,7,7,7,6,6,58
721548,8,8,7,8,8,7,7,6,39
721631,3,3,3,9,4,5,3,3,28
721747,10,10,10,10,10,10,10,10,46
721777,10,10,10,10,10,10,10,10,37
721843,10,10,10,10,10,10,10,10,61
721871,10,10,10,10,10,10,10,10,59
722116,8,8,9,10,8,9,9,9,50
722141,6,5,6,7,6,6,5,6,75
722259,10,10,10,10,10,10,10,10,43
722310,9,8,8,8,8,9,8,8,71
722324,8,8,8,9,8,9,8,9,80
722331,9,9,8,9,8,9,9,8,100
722353,9,9,9,9,8,9,9,8,81
722365,9,9,8,9,8,9,8,9,68
722378,9,9,9,9,8,9,9,9,49
722518,8,6,6,6,6,7,7,7,44
722743,9,9,9,9,9,9,9,9,44
722875,9,8,5,6,5,7,7,5,100
723200,8,7,7,7,8,8,8,8,35
723207,10,10,10,10,10,10,10,10,82
723666,10,10,10,10,10,10,10,10,96
723986,7,8,6,8,7,8,7,7,61
724132,6,6,6,6,6,7,6,6,50
724209,10,10,8,10,8,10,9,10,54
724211,10,10,10,10,10,10,10,10,30
724213,10,10,10,10,10,10,10,10,42
724307,8,7,8,7,8,8,7,7,21
724353,9,9,9,9,9,9,9,9,32
724509,10,10,10,10,10,10,10,10,47
724523,10,9,7,5,4,7,9,8,22
724543,10,10,10,10,9,10,10,10,45
724635,9,8,9,8,9,9,9,8,19
724636,9,8,9,8,7,8,8,9,160
724708,6,5,7,8,7,9,6,6,79
724899,8,8,7,8,8,8,8,8,40
725236,9,9,9,9,9,9,9,9,43
725509,7,7,7,7,7,7,7,7,54
725701,6,6,6,6,6,6,6,6,17
725716,4,5,5,7,6,6,5,6,30
725726,4,5,4,4,4,4,4,4,16
725801,10,10,10,10,10,10,10,10,28
726146,10,10,10,10,10,10,10,10,68
726234,10,10,10,10,8,10,10,10,43
