nquest,Y,CN,CD1,CD2,CD,C,S
811447,133701.28614,18000,16000,0,16000,34000,99701.286141
811506,27360.995845,19000,0,0,0,19000,8360.9958446
811784,15129.322252,12010,0,0,0,12010,3119.3222522
811793,40431.154893,19600,0,0,0,19600,20831.154893
811794,19518.326408,14250,0,0,0,14250,5268.3264076
811807,19678.597507,17300,0,0,0,17300,2378.5975067
811952,15002.932225,16200,0,0,0,16200,-1197.067775
811991,9290,5200,0,0,0,5200,4090
812006,10002.280706,5400,10000,0,10000,15400,-5397.719294
812015,53005.488129,13600,0,400,400,14000,39005.488129
812035,29003.260362,18800,0,100,100,18900,10103.260362
812043,19212.087897,15600,0,0,0,15600,3612.0878971
812628,29101.099584,13200,0,0,0,13200,15901.099584
812794,34428.332776,27600,0,0,0,27600,6828.3327761
812849,30036.652815,41100,0,0,0,41100,-11063.34718
812896,10816.710279,13000,0,0,0,13000,-2183.289721
813109,50341.467871,21600,0,0,0,21600,28741.467871
813135,52081.600583,36000,0,0,0,36000,16081.600583
813141,21831.154893,26640,0,1000,1000,27640,-5808.845107
813246,10200,10000,0,0,0,10000,200
813283,46336.652815,28500,0,700,700,29200,17136.652815
813298,13381.739384,13800,0,0,0,13800,-418.2606162
813323,24240.318097,25800,0,0,0,25800,-1559.681903
813349,30630.677162,19200,0,0,0,19200,11430.677162
813379,27863.113855,26400,0,1000,1000,27400,463.11385526
813493,13278.326408,10600,-1000,0,-1000,9600,3678.3264076
813513,19017.021047,18000,0,0,0,18000,1017.0210472
813686,58564.075082,21600,0,0,0,21600,36964.075082
813713,31174.505556,18800,0,0,0,18800,12374.505556
813729,19747.991261,14140,0,0,0,14140,5607.991261
813818,8400,6600,0,0,0,6600,1800
813912,46755.656971,27600,0,0,0,27600,19155.656971
813932,16005.497922,18800,180,0,180,18980,-2974.502078
813952,37036.652815,43736,0,1500,1500,45236,-8199.347185
814027,15651.559269,15600,0,0,0,15600,51.55926861
814098,141366.52815,97800,20000,2000,22000,119800,21566.528152
814103,273078.98983,98800,4100,30,4130,102930,170148.98983
814136,10561.070856,39000,0,0,0,39000,-28438.92914
814466,37568.735067,20200,0,0,0,20200,17368.735067
814532,162325.25815,75700,0,1500,1500,77200,85125.258148
814546,25483.720029,33740,0,1000,1000,34740,-9256.279971
814586,69511.524058,64600,0,5000,5000,69600,-88.4759418
814735,24000,26200,10000,800,10800,37000,-13000
814738,13220,8740,0,0,0,8740,4480
814889,38605.497922,20240,0,699,699,20939,17666.497922
815135,29891.632038,13900,0,0,0,13900,15991.632038
815136,30776.846782,42700,0,0,0,42700,-11923.15322
815192,42738.002047,12600,0,0,0,12600,30138.002047
815291,31458.644504,22400,5000,0,5000,27400,4058.6445044
815403,32921.153404,38000,0,600,600,38600,-5678.846596
815411,40721.668389,29200,0,650,650,29850,10871.668389
815415,25360.988632,30000,0,1500,1500,31500,-6139.011368
815416,48365.87525,32400,0,0,0,32400,15965.87525
815465,15400,11600,0,0,0,11600,3800
815511,17510.995845,14400,0,0,0,14400,3110.9958446
815523,27074.896114,16800,0,300,300,17100,9974.8961143
815896,30203.665282,30900,0,600,600,31500,-1296.334718
815960,50202.166667,37200,0,0,0,37200,13002.166667
816001,59956.034922,56400,0,0,0,56400,3556.0349222
816029,27995.665282,21600,0,0,0,21600,6395.6652815
816139,3600,9400,0,0,0,9400,-5800
816196,25622.297757,19200,0,5000,5000,24200,1422.2977569
816249,22801.878953,15000,0,0,0,15000,7801.8789525
816383,13480,12800,0,0,0,12800,680
816433,25601.893223,21600,0,350,350,21950,3651.8932235
816585,0,18000,0,25,25,18025,-18025
816781,9115.2554431,9240,0,0,0,9240,-124.7445569
816816,23278.609039,14800,0,0,0,14800,8478.6090388
816827,40947.987075,33600,0,4500,4500,38100,2847.9870746
816839,38887.800651,19700,0,1500,1500,21200,17687.800651
816847,76125.081768,18000,0,1500,1500,19500,56625.081768
816897,41007.426384,36000,0,0,0,36000,5007.4263839
816919,24005.635807,20400,0,0,0,20400,3605.6358073
817160,12800,14200,0,0,0,14200,-1400
817180,35800,24000,0,800,800,24800,11000
817204,12714,9000,0,200,200,9200,3514
817276,20730.631636,16800,0,0,0,16800,3930.6316356
817402,42260.946348,29100,0,1000,1000,30100,12160.946348
817480,26378.284853,16800,0,500,500,17300,9078.2848533
817487,52926.210056,35200,0,1000,1000,36200,16726.210056
817675,11000,6000,250,0,250,6250,4750
817742,7000,8000,0,0,0,8000,-1000
817747,22918.326408,9600,0,0,0,9600,13318.326408
817749,23426.890554,22000,0,0,0,22000,1426.8905539
817842,7800,5400,0,0,0,5400,2400
817905,31170.7402,24300,0,250,250,24550,6620.7401998
817967,16800,16100,0,0,0,16100,700
818057,21713.454107,11470,0,0,0,11470,10243.454107
818064,19538.114867,15600,0,0,0,15600,3938.114867
818290,12200,6900,0,0,0,6900,5300
818345,64034.453766,33200,11100,0,11100,44300,19734.453766
818425,49877.351672,25200,0,350,350,25550,24327.351672
818426,22460.945857,18000,0,0,0,18000,4460.9458569
818640,24800,22800,0,0,0,22800,2000
819010,43017.313612,12000,0,0,0,12000,31017.313612
819031,16908.346658,33000,0,0,0,33000,-16091.65334
819125,18300,7860,0,0,0,7860,10440
819127,35205.810149,15700,0,0,0,15700,19505.810149
819156,7807.5658007,10832,0,0,0,10832,-3024.434199
819168,15962.117931,10280,0,0,0,10280,5682.1179306
819330,6157.1324979,29000,0,0,0,29000,-22842.8675
819350,40925.748207,35200,0,0,0,35200,5725.7482075
819433,8952.1991689,6300,0,0,0,6300,2652.1991689
819517,41443.798178,26650,0,2000,2000,28650,12793.798178
819575,91804.100058,47400,16000,0,16000,63400,28404.100058
819626,27770.30563,20776,0,700,700,21476,6294.3056305
819653,37702.137277,45100,0,0,0,45100,-7397.862723
819664,14422.987534,13000,0,0,0,13000,1422.9875337
819693,21236.652815,18000,0,0,0,18000,3236.6528152
819831,25952.949419,10200,0,0,0,10200,15752.949419
819972,19694.739217,17400,0,0,0,17400,2294.7392165
820115,4800,8400,-2000,0,-2000,6400,-1600
820171,22911.698692,21600,0,0,0,21600,1311.6986918
820465,66454.979223,44400,0,0,0,44400,22054.979223
820606,44962.3002,33400,0,0,0,33400,11562.3002
820675,20447.311202,12960,0,950,950,13910,6537.3112017
820697,37689.755026,24600,7500,0,7500,32100,5589.7550262
820707,38329.660098,12360,0,600,600,12960,25369.660098
820718,13593.782484,10000,0,0,0,10000,3593.7824838
820847,41233.458576,14400,0,0,0,14400,26833.458576
820966,27191.834167,24000,0,0,0,24000,3191.8341671
821008,38656.811864,27600,0,0,0,27600,11056.811864
821020,38141.063799,26500,0,0,0,26500,11641.063799
821170,58122.678813,53600,10000,0,10000,63600,-5477.321187
821350,58014.661126,57680,0,0,0,57680,334.6611261
821387,28040.318097,26950,0,0,0,26950,1090.3180968
821489,9100,10960,0,0,0,10960,-1860
821713,17482.967287,6600,0,0,0,6600,10882.967287
821727,36692.385988,12000,5000,1500,6500,18500,18192.385988
821770,30692.33744,13800,0,0,0,13800,16892.33744
821789,27633.063285,16800,0,0,0,16800,10833.063285
821841,27603.665282,22800,0,0,0,22800,4803.6652815
821844,23300.91632,18600,0,0,0,18600,4700.9163204
821854,24258.326408,23200,0,0,0,23200,1058.3264076
822033,25086.569707,11596,-7000,0,-7000,4596,20490.569707
822191,41326.623823,27600,0,0,0,27600,13726.623823
822266,30485.295519,13800,0,0,0,13800,16685.295519
822398,30250.276542,27600,0,0,0,27600,2650.2765425
822408,45385.975067,30000,0,6000,6000,36000,9385.9750674
822497,17291.005328,14060,0,0,0,14060,3231.0053276
822530,24836.652815,10800,0,0,0,10800,14036.652815
822826,24010.995845,21700,0,0,0,21700,2310.9958446
823046,24651.318477,21100,0,0,0,21100,3551.3184765
823053,9951.5172013,7800,0,0,0,7800,2151.5172013
823250,65086.832994,34800,0,800,800,35600,29486.832994
823258,54014.687433,52660,30,500,530,53190,824.68743298
823338,86426.134806,69100,10000,0,10000,79100,7326.1348064
823488,51722.980958,39400,0,0,0,39400,12322.980958
823506,0,7620,0,0,0,7620,-7620
823524,22264.530369,20500,0,270,270,20770,1494.5303686
823767,18979.598795,20600,0,0,0,20600,-1620.401205
823963,64350.285919,41100,0,0,0,41100,23250.285919
823993,27743.983378,26400,0,0,0,26400,1343.9833783
824236,11320,16280,0,10000,10000,26280,-14960
824302,14628,12000,0,400,400,12400,2228
824338,47579.875337,24800,0,0,0,24800,22779.875337
824574,3000,8200,0,0,0,8200,-5200
824637,34981.332093,9000,3000,0,3000,12000,22981.332093
824724,64739.793774,18000,0,0,0,18000,46739.793774
824730,20300,9600,0,1000,1000,10600,9700
824734,24905.56981,20810,0,0,0,20810,4095.5698097
824735,29323.292423,13500,0,0,0,13500,15823.292423
824808,45687.289009,33670,0,2000,2000,35670,10017.289009
824824,66021.258633,13800,0,0,0,13800,52221.258633
824887,45014.298753,33800,0,0,0,33800,11214.298753
824891,24671.991689,26300,0,0,0,26300,-1628.008311
825078,100288.6924,50000,0,0,0,50000,50288.692399
825172,19007.330563,13200,0,0,0,13200,5807.330563
825184,23269.958446,15600,0,0,0,15600,7669.9584457
825849,14160,13200,0,0,0,13200,960
825889,42070.328246,36560,0,2300,2300,38860,3210.3282462
825977,29841.417681,12000,0,500,500,12500,17341.417681
826006,23811.161314,16500,0,450,450,16950,6861.1613141
826115,29503.665282,15600,0,0,0,15600,13903.665282
826118,39629.240859,23400,2000,0,2000,25400,14229.240859
826132,15103.665282,10600,0,0,0,10600,4503.6652815
826234,16036.652815,15360,0,0,0,15360,676.65281524
826242,6103.6652815,6000,0,0,0,6000,103.66528152
826248,78441.188633,62300,0,4000,4000,66300,12141.188633
826266,40105.681031,36000,0,2400,2400,38400,1705.6810307
826307,21287.670984,16400,0,0,0,16400,4887.6709844
826347,33611.185394,25100,0,400,400,25500,8111.1853942
826362,31964.497922,19668,0,0,0,19668,12296.497922
826427,18159.958446,18100,0,0,0,18100,59.958445727
826456,37633.445872,28820,200,3200,3400,32220,5413.4458718
826565,11536.028806,10800,0,0,0,10800,736.02880566
826687,89821.167572,23040,0,0,0,23040,66781.167572
826744,66199.454732,42950,30000,500,30500,73450,-7250.545268
827006,22077.477588,10800,0,0,0,10800,11277.477588
827036,20951.313941,16800,0,0,0,16800,4151.3139413
827146,8829.3222522,10500,0,0,0,10500,-1670.677748
827188,22925.373692,24000,0,3000,3000,27000,-4074.626308
827386,17185.656971,7980,0,0,0,7980,9205.6569707
827447,6503.6652815,7600,0,0,0,7600,-1096.334718
827457,53319.916891,38600,0,0,0,38600,14719.916891
827578,18625.656971,18450,0,0,0,18450,175.65697067
827615,10202.199169,18820,0,0,0,18820,-8617.800831
827639,28234.658975,30600,0,0,0,30600,-2365.341025
827647,43285.479655,32400,0,0,0,32400,10885.479655
827847,19892.230088,9000,0,0,0,9000,10892.230088
828121,14914.747777,9680,0,0,0,9680,5234.7477773
828184,7800,9600,0,0,0,9600,-1800
850013,35214.661126,28850,26000,5000,31000,59850,-24635.33887
850016,41105.452564,21300,0,0,0,21300,19805.452564
850030,53277.244171,25200,0,300,300,25500,27777.244171
851025,31013.711923,20400,0,0,0,20400,10613.711923
851151,28366.987534,19200,0,0,0,19200,9166.9875337
851172,78885.672586,43500,0,1500,1500,45000,33885.672586
851493,50574.419376,45950,0,0,0,45950,4624.419376
851504,20292.945979,22200,0,0,0,22200,-1907.054021
851514,22050.366528,21850,0,180,180,22030,20.366528152
851627,39960.589905,29400,0,0,0,29400,10560.589905
851672,24266.169791,16700,0,0,0,16700,7566.169791
851693,13310.995845,8100,0,0,0,8100,5210.9958446
851699,16009.163204,10500,0,0,0,10500,5509.1632038
851703,39968.540765,16800,0,600,600,17400,22568.540765
851846,25618.326408,22400,0,0,0,22400,3218.3264076
851865,34221.991689,30000,0,300,300,30300,3921.9916891
851874,21607.330563,25000,0,400,400,25400,-3792.669437
851937,63373.30563,57800,0,1500,1500,59300,4073.3056305
851968,30146.611261,30000,0,1200,1200,31200,-1053.388739
851982,14800,10680,0,0,0,10680,4120
852021,35617.70415,15600,0,1000,1000,16600,19017.70415
852058,29044.525937,25040,0,0,0,25040,4004.5259373
852070,27295.25711,17700,0,0,0,17700,9595.2571103
852074,19336.652815,13200,0,0,0,13200,6136.6528152
852115,47780.122182,21600,0,600,600,22200,25580.122182
852120,45586.143492,45200,0,0,0,45200,386.14349231
852130,26073.30563,15000,0,1500,1500,16500,9573.3056305
852134,0,21600,1000,0,1000,22600,-22600
852140,39200,19200,3000,10000,13000,32200,7000
852204,20764.074583,22200,0,400,400,22600,-1835.925417
852283,15203.665282,15200,0,0,0,15200,3.6652815242
852304,6400,11000,0,0,0,11000,-4600
852321,46683.138307,9600,3000,0,3000,12600,34083.138307
852330,5.0035182506,4200,0,0,0,4200,-4194.996482
852332,9900,7200,0,0,0,7200,2700
852554,20779.886893,10760,0,0,0,10760,10019.886893
852573,24956.897669,21600,0,0,0,21600,3356.897669
852574,43747.571775,18000,0,0,0,18000,25747.571775
852595,11900,11400,0,0,0,11400,500
852658,9269.6,11469.6,0,0,0,11469.6,-2200
852762,73636.171174,32600,0,0,0,32600,41036.171174
853073,41395.758705,31200,0,0,0,31200,10195.758705
853175,11700,9600,0,0,0,9600,2100
853279,21601.695496,19200,0,0,0,19200,2401.6954961
853296,12481.303051,11400,0,0,0,11400,1081.3030507
853318,18600,13300,-2000,0,-2000,11300,7300
853352,26019.473707,18164,0,0,0,18164,7855.4737067
853354,37768.843338,22800,0,0,0,22800,14968.843338
853565,30318.326408,16358,0,0,0,16358,13960.326408
853569,24791.632038,16934,0,0,0,16934,7857.6320381
853617,41295.29732,28800,0,500,500,29300,11995.29732
853765,27577.607739,20400,0,0,0,20400,7177.6077386
853801,34114.971456,21600,0,0,0,21600,12514.971456
853849,13556.493767,12960,0,0,0,12960,596.49376686
853854,10460,9840,0,0,0,9840,620
853875,20513.338312,13200,0,0,0,13200,7313.3383119
853911,105072.64427,41700,9000,0,9000,50700,54372.644275
854058,89698.010674,47100,0,0,0,47100,42598.010674
854070,25936.652815,24000,0,700,700,24700,1236.6528152
854074,41805.630056,33400,0,1000,1000,34400,7405.630056
854078,10695.497922,10160,0,0,0,10160,535.49792229
854081,45344.611462,36400,0,700,700,37100,8244.6114616
854108,39116.389479,23400,0,0,0,23400,15716.389479
854112,29426.895409,16600,0,2000,2000,18600,10826.895409
854163,40812.625537,25700,0,0,0,25700,15112.625537
854188,32278.326408,24000,0,0,0,24000,8278.3264076
854197,16124.661126,13300,0,0,0,13300,2824.6611261
854223,20306.00283,19700,0,0,0,19700,606.00283045
854306,41283.819054,18900,0,0,0,18900,22383.819054
854346,20003.665282,13200,0,0,0,13200,6803.6652815
854352,11407.84921,11400,0,0,0,11400,7.849209983
854385,13834.814001,13800,0,500,500,14300,-465.1859989
854393,15608.249159,12000,0,60,60,12060,3548.2491591
854406,15207.330563,10800,0,0,0,10800,4407.330563
854435,39001.466113,18900,0,0,0,18900,20101.466113
854460,21000,16800,0,350,350,17150,3850
854501,19003.665282,20200,0,0,0,20200,-1196.334718
854534,32229.322252,28200,0,350,350,28550,3679.3222522
854535,12500,14400,0,250,250,14650,-2150
854554,12800,15600,0,0,0,15600,-2800
854559,42429.322252,38500,0,0,0,38500,3929.3222522
854592,15150,14750,0,0,0,14750,400
854593,6150,12150,-5000,0,-5000,7150,-1000
854714,17855.656971,9030,0,0,0,9030,8825.6569707
854730,38738.753582,15700,11000,0,11000,26700,12038.753582
854762,10850,9600,0,0,0,9600,1250
854858,25001.991689,47600,0,0,0,47600,-22598.00831
854862,54063.206092,20300,0,200,200,20500,33563.206092
854970,16311.481301,13400,0,0,0,13400,2911.4813006
855004,24612.723093,20020,0,0,0,20020,4592.7230927
855035,27587.447372,20500,0,0,0,20500,7087.4473723
855088,10405.87283,9480,0,0,0,9480,925.87282969
855111,75966.814046,38400,30000,3000,33000,71400,4566.8140459
855135,48119.916891,29400,3000,1200,4200,33600,14519.916891
855181,49852.805309,45800,0,0,0,45800,4052.8053089
855238,39888.82779,12800,0,0,0,12800,27088.82779
855259,54179.485989,40600,22000,300,22300,62900,-8720.514011
855268,19653.665282,18000,0,0,0,18000,1653.6652815
855295,17733.656971,20100,0,0,0,20100,-2366.343029
855308,37085.322252,40000,5000,0,5000,45000,-7914.677748
855344,43610.995845,36500,0,0,0,36500,7110.9958446
855371,18364.661126,17200,0,0,0,17200,1164.6611261
855376,62534.228023,52400,5000,700,5700,58100,4434.2280234
855396,40220.234063,25200,0,0,0,25200,15020.234063
855402,30832.783007,22800,0,450,450,23250,7582.7830067
855417,15170,16240,0,0,0,16240,-1070
855468,19614.661126,34200,0,0,0,34200,-14585.33887
855534,28549.322252,24400,0,0,0,24400,4149.3222522
855681,26136.652815,26700,0,0,0,26700,-563.3471848
855685,19223.82433,18100,0,0,0,18100,1123.8243299
855780,16028.106998,14800,0,700,700,15500,528.10699793
855790,46310.193459,33000,0,0,0,33000,13310.193459
855792,47591.632038,18000,5000,0,5000,23000,24591.632038
855809,19105.326408,16800,0,400,400,17200,1905.3264076
855839,53112.862609,30630,0,400,400,31030,22082.862609
855991,70593.119276,36000,0,500,500,36500,34093.119276
856128,18935.306513,13860,0,0,0,13860,5075.3065129
856134,16600,10800,0,0,0,10800,5800
856150,30944.517525,22800,2030,200,2230,25030,5914.5175251
856177,45111.672809,31000,0,0,0,31000,14111.672809
856218,31432.823494,23400,0,0,0,23400,8032.8234936
856297,148824.84,33800,0,15000,15000,48800,100024.84
856322,12815.975067,9000,0,450,450,9450,3365.9750674
856327,17107.058416,21700,0,550,550,22250,-5142.941584
856328,25318.326408,30000,0,0,0,30000,-4681.673592
856363,19562.309786,13200,0,0,0,13200,6362.3097859
856374,41249.355313,32700,0,0,0,32700,8549.3553128
856430,22444.467473,36900,0,1200,1200,38100,-15655.53253
856674,75376.701863,30000,0,0,0,30000,45376.701863
856688,41939.007737,36000,0,1000,1000,37000,4939.0077373
856708,54166.063852,36940,0,0,0,36940,17226.063852
856731,82228.181093,54150,32000,60000,92000,146150,-63921.81891
856759,32711.772614,20400,0,2000,2000,22400,10311.772614
856963,16586.611261,7240,0,0,0,7240,9346.611261
857044,12618.247624,12000,0,0,0,12000,618.24762365
857107,37931.549218,17581,0,200,200,17781,20150.549218
857172,31716.881216,31100,0,0,0,31100,616.88121578
857273,29155.114544,12300,0,800,800,13100,16055.114544
857353,31996.20809,21700,0,185,185,21885,10111.20809
857398,92611.757931,61700,0,0,0,61700,30911.757931
857466,37579.107603,24240,0,2000,2000,26240,11339.107603
857467,22585.019311,13800,0,230,230,14030,8555.0193108
857514,21414.661126,19200,16500,0,16500,35700,-14285.33887
857521,15100,14400,0,0,0,14400,700
857549,11902.143535,11360,0,0,0,11360,542.14353536
857621,21211,17400,0,0,0,17400,3811
857670,24231.465821,12260,0,0,0,12260,11971.465821
857679,69541.62435,45800,0,0,0,45800,23741.62435
857718,31495.757451,24000,0,0,0,24000,7495.7574506
857741,13000,18120,0,0,0,18120,-5120
857856,15018.326408,17400,0,500,500,17900,-2881.673592
857914,13045.497922,15000,0,0,0,15000,-1954.502078
858214,3000,1800,0,0,0,1800,1200
858238,24811.568226,14400,0,600,600,15000,9811.5682262
858353,23524.637262,14400,0,0,0,14400,9124.6372617
858445,4800.8883757,12000,-500,0,-500,11500,-6699.111624
858474,46829.45134,41800,0,500,500,42300,4529.45134
858481,29241.757647,18000,0,0,0,18000,11241.757647
858534,34007.330563,24540,0,0,0,24540,9467.330563
858712,13921.991689,17100,0,0,0,17100,-3178.008311
858735,23622.268834,19500,10000,2000,12000,31500,-7877.731166
858811,56396.328481,47000,0,1000,1000,48000,8396.3284814
859244,34358.326408,35480,0,0,0,35480,-1121.673592
859261,213438.37186,77800,14200,8000,22200,100000,113438.37186
859293,26087.217458,23400,0,40,40,23440,2647.2174577
859321,80237.021892,46200,-38000,0,-38000,8200,72037.021892
859360,21600,25000,0,0,0,25000,-3400
859449,36518.326408,30300,0,300,300,30600,5918.3264076
859456,51463.764607,32800,0,2000,2000,34800,16663.764607
859459,75658.276138,40850,24900,4000,28900,69750,5908.2761383
859507,17800,17000,0,0,0,17000,800
859573,7001.8326408,7700,3000,0,3000,10700,-3698.167359
859587,25737.7524,18000,0,0,0,18000,7737.7523997
859588,8200,7200,0,0,0,7200,1000
859592,75652.083986,48600,0,0,0,48600,27052.083986
859597,36337.659146,24400,0,1500,1500,25900,10437.659146
859611,63474.970394,43200,0,15000,15000,58200,5274.9703945
859616,17618.143144,9600,0,350,350,9950,7668.1431435
859696,5400,5706,0,0,0,5706,-306
859908,24429.322252,18000,11000,0,11000,29000,-4570.677748
859913,8200,8448,0,0,0,8448,-248
859920,23403.665282,28360,0,0,0,28360,-4956.334718
859946,12886.634296,14040,0,250,250,14290,-1403.365704
859993,60739.656971,45100,0,0,0,45100,15639.656971
860092,115786.62473,40000,0,0,0,40000,75786.624734
860095,55036.652815,38400,0,1000,1000,39400,15636.652815
860127,72723.787095,50800,0,1000,1000,51800,20923.787095
860164,18040.318097,7800,220,1500,1720,9520,8520.3180968
860182,23461.377524,16940,0,250,250,17190,6271.377524
860328,14600,13800,0,0,0,13800,800
860353,17100,16400,0,0,0,16400,700
860381,32640,20400,0,0,0,20400,12240
860525,41656.573372,23000,0,0,0,23000,18656.573372
860573,18008.548095,12000,0,0,0,12000,6008.5480953
860684,29942.632038,19300,0,0,0,19300,10642.632038
860688,84351.590484,27600,30000,0,30000,57600,26751.590484
860704,42729.90011,54200,0,700,700,54900,-12170.09989
860726,22674.8382,23269.6,0,0,0,23269.6,-594.7618002
860757,29500,15910,0,0,0,15910,13590
860780,16000,8780,0,0,0,8780,7220
860783,16300,4680,0,0,0,4680,11620
860787,8887,7200,0,0,0,7200,1687
860799,28703.665282,27600,0,250,250,27850,853.66528152
860820,23462.309786,20360,0,1200,1200,21560,1902.3097859
860826,30801.313941,23700,0,600,600,24300,6501.3139413
860900,23138.243299,25300,0,0,0,25300,-2161.756701
860929,22849.364281,20400,0,550,550,20950,1899.364281
860940,72440.781242,53100,0,800,800,53900,18540.781242
860963,6128.984388,19560,0,300,300,19860,-13731.01561
860977,10805.447156,16140,0,0,0,16140,-5334.552844
860985,104478.6279,60880,0,1500,1500,62380,42098.627898
861061,74897.655878,52200,0,0,0,52200,22697.655878
861065,44198.895107,34300,0,0,0,34300,9898.8951072
861272,19000,16320,0,0,0,16320,2680
861452,16357,15700,0,230,230,15930,427
861471,31407.330563,32400,-600,1000,400,32800,-1392.669437
861502,26908.571053,13520,0,0,0,13520,13388.571053
861508,6500,7800,0,0,0,7800,-1300
861578,19100,22800,0,0,0,22800,-3700
861581,37031.054693,30000,0,0,0,30000,7031.0546927
861584,31401.836637,28200,0,0,0,28200,3201.8366372
861731,21800,14400,0,600,600,15000,6800
861752,10660,16880,0,0,0,16880,-6220
861850,25980,21600,0,1500,1500,23100,2880
861949,46805.308482,21560,0,1200,1200,22760,24045.308482
861954,22694.697344,19300,0,300,300,19600,3094.6973436
861992,24460.224828,15850,0,0,0,15850,8610.2248278
862003,26886.134116,20400,0,400,400,20800,6086.1341158
862007,8651,8400,0,0,0,8400,251
862012,46393.792685,33100,0,700,700,33800,12593.792685
862062,24807.330563,19200,0,0,0,19200,5607.330563
862075,27255.468831,19200,0,0,0,19200,8055.4688306
862080,53368.884399,29200,0,0,0,29200,24168.884399
862146,32641.832641,20950,0,130,130,21080,11561.832641
862150,40018.695316,39500,0,760,760,40260,-241.3046838
862168,33096.103192,21200,0,750,750,21950,11146.103192
862302,40700,12500,0,0,0,12500,28200
862303,20450,22600,0,0,0,22600,-2150
862314,30804.156907,13700,0,0,0,13700,17104.156907
862358,10400,15124,0,0,0,15124,-4724
862416,24000,14700,0,0,0,14700,9300
862424,24766.907141,18000,0,0,0,18000,6766.907141
862455,47248.214253,31200,0,800,800,32000,15248.214253
862462,24018.326408,9600,0,0,0,9600,14418.326408
862466,6003.6652815,9600,0,0,0,9600,-3596.334718
862503,63300.986327,44000,0,0,0,44000,19300.986327
862583,49269.221012,35800,0,150,150,35950,13319.221012
862590,49040.318097,52600,7500,0,7500,60100,-11059.6819
862604,37830.636194,32100,7000,0,7000,39100,-1269.363806
862789,14511.665282,22600,0,0,0,22600,-8088.334718
862824,15200,9600,0,0,0,9600,5600
862826,15000,10800,0,0,0,10800,4200
862853,26872.268232,22300,0,0,0,22300,4572.2682316
862877,15310.995845,10800,0,0,0,10800,4510.9958446
862939,80152.157158,43000,0,100000,100000,143000,-62847.84284
863078,77309.958446,28800,0,7000,7000,35800,41509.958446
863087,15700,16800,0,0,0,16800,-1100
863099,17802.932225,15600,0,800,800,16400,1402.9322252
863223,20169.163204,14260,0,0,0,14260,5909.1632038
863239,56606.356784,55620,0,6000,6000,61620,-5013.643216
863308,60254.190268,46400,0,0,0,46400,13854.190268
863331,26018.326408,21100,0,0,0,21100,4918.3264076
863333,13650,12600,0,0,0,12600,1050
863387,68465.670725,51750,0,0,0,51750,16715.670725
863397,86845.790652,39500,25000,0,25000,64500,22345.790652
863402,73860.326886,46000,0,1000,1000,47000,26860.326886
863430,48020.144595,19600,0,0,0,19600,28420.144595
863447,43089.960501,19800,0,0,0,19800,23289.960501
863451,31010.243081,14400,0,0,0,14400,16610.243081
863458,38299.332675,12000,0,0,0,12000,26299.332675
863542,10406.597507,9600,0,0,0,9600,806.59750674
863575,20531.701686,18000,0,0,0,18000,2531.7016862
863673,70014.661126,48400,0,0,0,48400,21614.661126
863684,67821.189837,37600,0,0,0,37600,30221.189837
863863,60926.713906,34700,22000,1000,23000,57700,3226.7139064
864040,98198.549108,87000,0,0,0,87000,11198.549108
864120,38095.884188,21700,0,0,0,21700,16395.884188
864133,54053.387303,24000,0,0,0,24000,30053.387303
864138,7257.2037364,13200,0,0,0,13200,-5942.796264
864156,32038.059932,28400,0,0,0,28400,3638.059932
864213,23503.214751,14400,0,900,900,15300,8203.2147509
864395,9125.6569707,8640,0,0,0,8640,485.65697067
864441,23869.322252,19200,0,0,0,19200,4669.3222522
864452,31636.652815,25500,0,2000,2000,27500,4136.6528152
864456,61102.048989,49000,0,1500,1500,50500,10602.048989
864457,25263.941592,17300,0,0,0,17300,7963.9415922
864458,27418.326408,32500,0,1000,1000,33500,-6081.673592
864473,33503.665282,26880,0,0,0,26880,6623.6652815
864477,128060.35375,69500,0,1000,1000,70500,57560.353747
864482,21214.613319,25500,0,2200,2200,27700,-6485.386681
864754,14304.116031,13200,0,0,0,13200,1104.1160315
864809,71553.044594,14650,0,0,0,14650,56903.044594
865142,32516.059361,14000,0,1500,1500,15500,17016.059361
865155,17506.147744,14980,0,0,0,14980,2526.1477445
865192,8450,12060,0,0,0,12060,-3610
865202,35281.002487,38400,0,0,0,38400,-3118.997513
865323,39560.340387,32300,0,0,0,32300,7260.3403873
865357,22004.215074,20400,0,349,349,20749,1255.2150738
865481,25661.832641,21600,0,0,0,21600,4061.8326408
865483,11005.982151,13400,0,400,400,13800,-2794.017849
865491,9800,9200,0,0,0,9200,600
865494,22244.568974,16200,0,0,0,16200,6044.5689736
865498,23888.665282,21600,0,0,0,21600,2288.6652815
865500,26507.122126,16200,0,0,0,16200,10307.122126
865504,18446.492221,16800,0,500,500,17300,1146.492221
865515,10800,6400,0,0,0,6400,4400
865680,28217.705596,20800,0,0,0,20800,7417.7055963
865764,15331.959359,13200,0,0,0,13200,2131.959359
865780,40226.829205,19200,0,0,0,19200,21026.829205
865806,57874.247487,35400,0,0,0,35400,22474.247487
865882,63954.525887,24600,0,0,0,24600,39354.525887
866028,48516.205979,34500,0,0,0,34500,14016.205979
866035,16905.108337,16280,0,0,0,16280,625.1083373
866041,15906.493767,18800,0,0,0,18800,-2893.506233
866071,69776.984517,43500,0,0,0,43500,26276.984517
