nquest,Y,CN,CD1,CD2,CD,C,S
910046,18910.924245,12000,0,0,0,12000,6910.9242449
910051,23525.181399,32320,0,0,0,32320,-8794.818601
910057,13321.183905,19000,0,0,0,19000,-5678.816095
910060,39894.700481,14400,0,0,0,14400,25494.700481
910061,53556.028812,33600,0,0,0,33600,19956.028812
910065,45837.173088,16800,0,0,0,16800,29037.173088
910067,31248.0955,18600,0,0,0,18600,12648.0955
910087,21185.793561,19200,0,0,0,19200,1985.7935609
910093,19325.394182,18560,0,0,0,18560,765.3941824
910094,34322.904384,31200,0,500,500,31700,2622.9043843
910096,31458.778126,27510,0,0,0,27510,3948.7781256
910100,26520.017515,27550,0,0,0,27550,-1029.982485
910102,18367.363671,16560,0,0,0,16560,1807.3636711
910104,14977.814861,13440,0,0,0,13440,1537.8148609
910105,38412.461957,48400,0,0,0,48400,-9987.538043
910106,25841.161085,18960,0,0,0,18960,6881.1610854
910107,20454.646516,18600,0,150,150,18750,1704.6465162
910108,29006.597507,26640,0,0,0,26640,2366.5975067
910148,46536.652815,14400,0,0,0,14400,32136.652815
910150,40120.95429,12000,0,0,0,12000,28120.95429
910152,51727.247455,29900,0,0,0,29900,21827.247455
910153,63405.86445,9000,0,0,0,9000,54405.86445
910154,49373.30563,14400,0,0,0,14400,34973.30563
910155,6660.4661493,8900,0,0,0,8900,-2239.533851
910156,54924.619572,26200,0,0,0,26200,28724.619572
910160,38073.30563,11200,0,0,0,11200,26873.30563
910164,51173.30563,26500,0,0,0,26500,24673.30563
910166,40509.958446,21600,0,0,0,21600,18909.958446
910167,57397.925202,19600,0,0,0,19600,37797.925202
910169,24450,12000,0,0,0,12000,12450
910172,75876.970912,13300,0,0,0,13300,62576.970912
910173,33495.444616,10800,0,0,0,10800,22695.444616
910175,30218.326408,7800,0,0,0,7800,22418.326408
910176,14689.099584,19880,0,350,350,20230,-5540.900416
910178,18016.338909,17900,0,390,390,18290,-273.6610907
910180,24008.152065,22700,0,0,0,22700,1308.1520653
910183,36609.852135,31800,0,0,0,31800,4809.8521347
910186,19344.607913,16800,0,0,0,16800,2544.6079132
910187,35785.362373,30900,0,500,500,31400,4385.3623727
910190,10402.368642,9600,0,0,0,9600,802.36864241
910191,19664.456507,17400,0,300,300,17700,1964.4565067
910194,30133.541788,22800,0,800,800,23600,6533.5417882
910199,14319.067505,15840,0,0,0,15840,-1520.932495
910208,31748.298434,39600,0,0,0,39600,-7851.701566
910214,23847.11665,22855,0,680,680,23535,312.11665019
910216,16812.828485,15600,0,0,0,15600,1212.8284853
910218,51963.366524,62600,0,0,0,62600,-10636.63348
910220,20445.728151,13200,0,0,0,13200,7245.7281511
910225,26627.036109,25800,0,650,650,26450,177.03610867
910226,17364,21300,0,0,0,21300,-3936
910229,20923.221896,20100,0,0,0,20100,823.22189591
910231,30569.646233,34320,0,800,800,35120,-4550.353767
910236,24225.606971,21000,0,0,0,21000,3225.6069706
910237,50645.247782,37200,0,2400,2400,39600,11045.247782
910238,30118.199169,26528,-9000,0,-9000,17528,12590.199169
910250,24760.484206,20940,0,0,0,20940,3820.4842065
910251,17564.884528,18600,0,0,0,18600,-1035.115472
910266,113683.98899,38100,0,0,0,38100,75583.988994
910268,21254.932225,20000,0,450,450,20450,804.93222522
910272,23392.743472,14400,0,0,0,14400,8992.7434723
910274,251572.92139,160600,45000,0,45000,205600,45972.921391
910278,21402.565697,20400,0,0,0,20400,1002.5656971
910285,54749.523408,17100,0,0,0,17100,37649.523408
910296,22363.864518,9600,0,0,0,9600,12763.864518
910297,60734.919226,43800,0,0,0,43800,16934.919226
910304,58520.793907,41569.6,0,0,0,41569.6,16951.193907
910305,45899.195474,18000,0,0,0,18000,27899.195474
910312,41717.502582,25800,0,1200,1200,27000,14717.502582
910316,34649.826367,29520,0,1800,1800,31320,3329.8263669
910326,12602.343694,9600,0,0,0,9600,3002.3436941
910335,44865.146388,21600,0,0,0,21600,23265.146388
910338,31618.034604,29400,0,1000,1000,30400,1218.0346036
910350,41132.828365,40460,0,850,850,41310,-177.1716346
910351,25085.239369,22200,0,800,800,23000,2085.2393695
910356,14600,11650,0,0,0,11650,2950
910357,32286.350171,19400,2500,1500,4000,23400,8886.3501714
910358,101053.94182,35100,0,0,0,35100,65953.941824
910364,20406.094612,27200,0,0,0,27200,-6793.905388
910368,8010.4408904,11400,0,0,0,11400,-3389.55911
910373,7140,7300,0,0,0,7300,-160
910376,18420.395562,10800,0,0,0,10800,7620.3955622
910377,17400,15800,0,0,0,15800,1600
910386,71635.34615,15000,0,0,0,15000,56635.34615
910394,7000,12600,5000,0,5000,17600,-10600
910398,16405.994924,19920,0,0,0,19920,-3514.005076
910409,17686.597507,18280,0,0,0,18280,-593.4024933
910413,40278.758455,27400,0,0,0,27400,12878.758455
910415,11012.124174,9600,0,0,0,9600,1412.124174
910420,18002.281708,19160,0,6000,6000,25160,-7157.718292
910422,16805.748628,13200,0,0,0,13200,3605.7486279
910433,29800.710407,18600,0,750,750,19350,10450.710407
910440,20820.291482,8400,0,0,0,8400,12420.291482
910458,14505.978105,13400,0,0,0,13400,1105.9781054
910459,49321.600658,41200,0,1300,1300,42500,6821.600658
910463,15015.264928,21540,0,0,0,21540,-6524.735072
910465,23007.697091,24020,0,500,500,24520,-1512.302909
910466,14104.398338,15020,0,0,0,15020,-915.6016622
910472,30038.045393,18400,0,0,0,18400,11638.045393
910475,21314.294598,22980,0,0,0,22980,-1665.705402
910476,23916.693033,21580,0,700,700,22280,1636.6930328
910480,23390.86397,20000,0,650,650,20650,2740.8639704
910482,38457.662411,32880,0,450,450,33330,5127.6624115
910483,69234.032751,47100,0,1200,1200,48300,20934.032751
910484,55813.725046,49800,0,800,800,50600,5213.7250456
910485,34094.377671,24024,0,855,855,24879,9215.3776709
910488,55945.962134,42000,0,900,900,42900,13045.962134
910492,17057.123288,15000,0,0,0,15000,2057.1232878
910493,17555.497922,14160,0,900,900,15060,2495.4979223
910503,52814.661126,47900,0,1700,1700,49600,3214.6611261
910504,16909.163204,15600,0,450,450,16050,859.16320381
910509,29449.529732,26640,0,0,0,26640,2809.529732
910511,16555.681186,15270,0,350,350,15620,935.68118636
910513,26705.893895,22800,0,850,850,23650,3055.8938948
910514,25565.597507,23640,0,550,550,24190,1375.5975067
910518,20609.529732,22780,0,600,600,23380,-2770.470268
910519,64802.701313,54400,0,950,950,55350,9452.7013128
910523,19534.985787,11760,0,0,0,11760,7774.9857872
910525,25509.162135,7880,0,0,0,7880,17629.162135
910528,62928.752168,34720,33000,1500,34500,69220,-6291.247832
910542,46479.563905,20710,0,30,30,20740,25739.563905
910555,52098.613669,15570,0,500,500,16070,36028.613669
910556,32046.023798,11150,0,0,0,11150,20896.023798
910561,36095.478383,14150,0,0,0,14150,21945.478383
910564,11506.597507,14640,0,0,0,14640,-3133.402493
910565,28956.690253,17904,0,1400,1400,19304,9652.6902534
910566,28911.073118,25800,0,0,0,25800,3111.0731183
910567,19205.765267,16680,0,0,0,16680,2525.7652674
910570,43795.094432,23400,0,0,0,23400,20395.094432
910571,16188,11600,0,0,0,11600,4588
910573,30025.656971,25000,16000,0,16000,41000,-10974.34303
910584,13501.366649,22200,0,0,0,22200,-8698.633351
910585,44662.779683,19300,0,0,0,19300,25362.779683
910586,28089.717246,21900,0,0,0,21900,6189.7172456
910596,25000,19400,0,0,0,19400,5600
910598,13200,13180,0,0,0,13180,20
910599,3600,11600,0,0,0,11600,-8000
910605,15001.538372,15920,0,0,0,15920,-918.4616276
910607,20001.875095,20120,12000,0,12000,32120,-12118.12491
910608,4800,8400,0,0,0,8400,-3600
910610,4800,13000,0,0,0,13000,-8200
910615,17459.471104,14600,0,0,0,14600,2859.4711043
910618,31350.883033,20900,0,0,0,20900,10450.883033
910621,29453.385217,16400,0,0,0,16400,13053.385217
910624,30451.661126,18000,0,0,0,18000,12451.661126
910626,21628.839463,19400,0,0,0,19400,2228.8394625
910629,27263.983378,44200,0,0,0,44200,-16936.01662
910632,19817.615475,16400,0,0,0,16400,3417.6154746
910633,24921.991689,7800,8000,0,8000,15800,9121.9916891
910637,23640.325367,6000,0,0,0,6000,17640.325367
910639,5032.8883822,16800,0,0,0,16800,-11767.11162
910641,26821.991689,7200,8000,0,8000,15200,11621.991689
910644,32107.330563,20600,-3500,2000,-1500,19100,13007.330563
910646,5897.9056636,7200,0,0,0,7200,-1302.094336
910647,15000,12600,0,0,0,12600,2400
910648,29601.873222,12088,0,0,0,12088,17513.873222
910649,25494.929395,11469.6,9800,0,9800,21269.6,4225.3293954
910651,2400,6000,0,0,0,6000,-3600
910652,26810.847498,18100,0,0,0,18100,8710.8474975
910657,17272.180261,19000,0,0,0,19000,-1727.819739
910659,11745.403974,12200,0,5000,5000,17200,-5454.596026
910661,16153.330563,7200,0,0,0,7200,8953.330563
910662,31684.591274,21600,10000,0,10000,31600,84.591273996
910666,41699.09942,30200,0,0,0,30200,11499.09942
910672,44235.392752,26800,0,0,0,26800,17435.392752
910675,31674.659251,19900,0,0,0,19900,11774.659251
910676,63674.891583,42060,0,0,0,42060,21614.891583
910680,26450.995845,27700,12000,0,12000,39700,-13249.00416
910681,49834.980276,28800,13000,0,13000,41800,8034.9802761
910685,40960,29160,0,0,0,29160,11800
910686,813.54242618,10400,0,0,0,10400,-9586.457574
910697,42136.617734,51900,0,0,0,51900,-9763.382266
910701,15796.165089,13200,0,0,0,13200,2596.1650892
910703,69030.309061,10800,0,0,0,10800,58230.309061
910709,15008.08034,5784,1000,1000,2000,7784,7224.0803402
910714,42213.418721,20400,0,0,0,20400,21813.418721
910715,16746.810332,8400,0,0,0,8400,8346.8103318
910722,23318.034494,11800,0,0,0,11800,11518.034494
910727,42817.54405,40800,-3000,0,-3000,37800,5017.5440498
910749,15346.954963,6040,0,0,0,6040,9306.9549633
910753,18914.322252,8095,0,1300,1300,9395,9519.3222522
910757,54932.137277,18194,8000,0,8000,26194,28738.137277
910795,26861.967686,19200,0,0,0,19200,7661.9676861
910800,35031.704425,30600,0,600,600,31200,3831.7044248
910804,21260.117863,15600,0,860,860,16460,4800.1178631
910805,40748.608876,31200,0,0,0,31200,9548.6088763
910807,18544.661538,16300,0,0,0,16300,2244.6615384
910809,32549.120772,19200,0,0,0,19200,13349.120772
910814,31966.517507,37900,0,750,750,38650,-6683.482493
910816,38414.294598,28800,0,1600,1600,30400,8014.2945979
910817,47976.834578,34800,0,900,900,35700,12276.834578
910819,12002.199169,16632,0,0,0,16632,-4629.800831
910827,78014.84166,66900,0,0,0,66900,11114.84166
910833,84211.406305,69600,0,650,650,70250,13961.406305
910835,18905.238932,17280,0,350,350,17630,1275.2389324
910838,17700.608872,11800,0,0,0,11800,5900.6088725
910839,19127.535107,12600,0,0,0,12600,6527.5351069
910841,44114.524393,33600,0,0,0,33600,10514.524393
910842,38007.019773,26900,0,600,600,27500,10507.019773
910852,39042.190862,27800,0,1500,1500,29300,9742.1908616
910855,40214.123352,26400,0,250,250,26650,13564.123352
910859,32953.903296,23400,0,0,0,23400,9553.9032955
910860,46861.882436,34800,0,1200,1200,36000,10861.882436
910873,18030.118714,15000,0,500,500,15500,2530.1187139
910874,11503.135992,10080,0,2500,2500,12580,-1076.864008
910882,55427.994851,17400,0,0,0,17400,38027.994851
910883,17806.592489,15400,0,0,0,15400,2406.5924885
910885,19570,17960,0,0,0,17960,1610
910886,19109.931933,17000,0,0,0,17000,2109.9319328
910888,11560,12860,0,0,0,12860,-1300
910890,22000.107534,20460,0,0,0,20460,1540.1075344
910933,15510,13800,0,0,0,13800,1710
910934,20205.637735,22800,0,0,0,22800,-2594.362265
910937,37858.377895,26500,0,1100,1100,27600,10258.377895
910940,16201.845816,15600,0,0,0,15600,601.84581552
910943,46002.285516,27900,0,1600,1600,29500,16502.285516
910949,9000,7200,0,0,0,7200,1800
910951,7000,10500,0,0,0,10500,-3500
910964,10920,10560,0,0,0,10560,360
910974,16517.87365,14200,0,0,0,14200,2317.8736501
910981,6000,13200,0,0,0,13200,-7200
910983,28355.456347,22700,0,0,0,22700,5655.4563474
910984,15637.083214,13020,0,0,0,13020,2617.0832144
910985,51908.059515,31200,0,0,0,31200,20708.059515
910994,31989.128705,21600,0,0,0,21600,10389.128705
910997,20807.73145,12069.6,20000,0,20000,32069.6,-11261.86855
910999,52652.342675,53200,0,0,0,53200,-547.6573251
911004,47343.889772,36060,0,0,0,36060,11283.889772
911005,11400,9700,0,0,0,9700,1700
911007,23234.410514,14400,0,0,0,14400,8834.4105138
911011,5400,6000,0,0,0,6000,-600
911016,55040,37200,0,0,0,37200,17840
911029,21369.053009,19600,0,0,0,19600,1769.0530088
911030,30919.336776,16300,0,0,0,16300,14619.336776
911033,25313.900027,22800,0,0,0,22800,2513.9000266
911034,36016.830094,24300,0,0,0,24300,11716.830094
911038,18057.602729,12200,0,0,0,12200,5857.6027293
911044,42594.91557,40600,0,0,0,40600,1994.9155704
911047,34269.6,16429.6,0,0,0,16429.6,17840
911048,15600,7700,0,0,0,7700,7900
911061,31100,45600,0,0,0,45600,-14500
911067,55402.045105,23800,0,0,0,23800,31602.045105
911068,16094.609476,16600,0,0,0,16600,-505.3905244
911070,21236.868331,20200,0,0,0,20200,1036.8683308
911071,22350.45573,11750,0,700,700,12450,9900.4557295
911078,66517.096552,28800,0,0,0,28800,37717.096552
911082,39186.698709,24000,0,0,0,24000,15186.698709
911083,42810.784541,26200,0,0,0,26200,16610.784541
911085,13600,6000,0,0,0,6000,7600
911086,2400,4800,0,0,0,4800,-2400
911087,55318.804431,25200,0,0,0,25200,30118.804431
911093,32436.168457,18000,0,0,0,18000,14436.168457
911097,21205.969824,12800,0,0,0,12800,8405.9698241
911115,25350.135653,19200,8800,350,9150,28350,-2999.864347
911116,27955.418833,14890,5000,0,5000,19890,8065.4188326
911117,22053.51311,19900,0,0,0,19900,2153.5131103
911118,52623.724376,57740,0,17500,17500,75240,-22616.27562
911119,34853.915523,31530,0,1000,1000,32530,2323.9155233
911120,15455.83792,12800,0,0,0,12800,2655.8379196
911122,37632.4087,27600,0,500,500,28100,9532.4087
911125,14112,13560,0,0,0,13560,552
911133,38276.524041,29800,0,0,0,29800,8476.5240413
911158,40263.567958,23000,0,0,0,23000,17263.567958
911164,22560.132138,20400,0,0,0,20400,2160.1321377
911168,38615.70236,28700,0,0,0,28700,9915.7023604
911175,41342.512952,30100,22000,800,22800,52900,-11557.48705
911178,14421.84145,19800,0,1000,1000,20800,-6378.15855
911188,21177.111934,15000,0,0,0,15000,6177.1119335
911205,18000,18100,0,0,0,18100,-100
911211,32151.163204,35800,0,0,0,35800,-3648.836796
911219,31003.665282,33800,12000,300,12300,46100,-15096.33472
911233,14005.497922,9900,0,0,0,9900,4105.4979223
911241,13022.343624,9600,0,0,0,9600,3422.343624
911242,27030.980881,19200,0,0,0,19200,7830.9808814
911246,26330.632954,15000,0,0,0,15000,11330.632954
911248,35506.435927,30000,0,0,0,30000,5506.4359269
911268,18009.336912,10800,0,0,0,10800,7209.3369121
911289,18484.239909,13800,0,0,0,13800,4684.2399093
911290,22117.373835,16800,0,0,0,16800,5317.3738345
911291,15623.504201,15640,0,0,0,15640,-16.49579887
911296,9612.0566875,9600,0,0,0,9600,12.056687498
911298,20528.635328,16800,0,0,0,16800,3728.6353282
911299,13007.632044,9960,0,0,0,9960,3047.6320443
911306,25578.262322,36000,0,0,0,36000,-10421.73768
911309,23037.4013,16800,0,0,0,16800,6237.4012997
911312,20431.936823,16800,0,0,0,16800,3631.936823
911320,4800,9400,0,0,0,9400,-4600
911327,18009.462316,16080,0,0,0,16080,1929.4623156
911328,31323.299905,27500,0,0,0,27500,3823.2999046
911332,74713.950816,46250,7100,0,7100,53350,21363.950816
911338,31538.538068,25800,0,0,0,25800,5738.5380676
911344,23425.656971,10800,0,0,0,10800,12625.656971
911350,25514.383199,10440,0,0,0,10440,15074.383199
911351,86373.877813,21600,0,0,0,21600,64773.877813
911353,62000,12800,0,0,0,12800,49200
911364,36190,23950,0,0,0,23950,12240
911366,28690.832942,13200,0,0,0,13200,15490.832942
911371,43812.5118,26500,0,0,0,26500,17312.5118
911377,45321.242128,14400,0,0,0,14400,30921.242128
911382,17000,6000,0,0,0,6000,11000
911383,27730.131624,19800,0,0,0,19800,7930.131624
911384,21608.805245,20000,0,0,0,20000,1608.8052447
911385,38616.755512,21600,0,0,0,21600,17016.755512
911386,10409.000857,8040,0,0,0,8040,2369.0008569
911394,43345.331296,33000,0,0,0,33000,10345.331296
911418,18009.382179,15360,0,0,0,15360,2649.3821794
911419,15600,14400,0,0,0,14400,1200
911422,21573.30563,18528,0,250,250,18778,2795.3056305
911423,42718.971311,32200,0,0,0,32200,10518.971311
911425,38929.920557,28900,0,0,0,28900,10029.920557
911426,33274.326408,18100,0,0,0,18100,15174.326408
911428,17166.652815,21200,0,0,0,21200,-4033.347185
911432,38738.160191,12900,0,0,0,12900,25838.160191
911433,18641.652815,13100,0,300,300,13400,5241.6528152
911445,34840.318097,16800,10200,300,10500,27300,7540.3180968
911448,47880.531202,35200,0,0,0,35200,12680.531202
911460,31868.907293,21600,0,0,0,21600,10268.907293
911461,31229.673523,16560,0,0,0,16560,14669.673523
911466,13065.975067,15480,0,1750,1750,17230,-4164.024933
911467,24337.330563,19200,0,0,0,19200,5137.330563
911470,23568.784345,6940,0,0,0,6940,16628.784345
911479,11715.894598,9600,0,0,0,9600,2115.8945976
911482,16876.652815,13800,0,0,0,13800,3076.6528152
911485,18021.08589,5500,0,250,250,5750,12271.08589
911509,19110.995845,16800,0,0,0,16800,2310.9958446
911512,18635.4395,7350,0,0,0,7350,11285.4395
911513,14373.811541,13880,0,0,0,13880,493.81154116
911516,49300,35300,0,0,0,35300,14000
911522,10531.632038,9600,0,0,0,9600,931.63203811
911528,13007.923021,8400,0,0,0,8400,4607.9230215
911531,185743.31341,115800,0,0,0,115800,69943.313411
911534,21609.163204,18000,0,2000,2000,20000,1609.1632038
911547,35707.330563,27700,0,1000,1000,28700,7007.330563
911563,103645.81138,74000,0,800,800,74800,28845.811379
911566,45073.986863,13200,0,800,800,14000,31073.986863
911568,28940.335571,10400,0,900,900,11300,17640.335571
911570,40022.89937,34100,0,0,0,34100,5922.8993702
911578,82520.859305,51600,0,0,0,51600,30920.859305
911579,44023.688738,29800,0,0,0,29800,14223.688738
911580,131830.84048,41100,0,500,500,41600,90230.840481
911605,18619.60048,9520,0,0,0,9520,9099.6004805
911606,34257.330563,24200,0,0,0,24200,10057.330563
911607,168298.82914,132400,0,0,0,132400,35898.829138
911608,33076.462645,13200,0,0,0,13200,19876.462645
911609,91825.862551,46500,2000,400,2400,48900,42925.862551
911621,28467.184872,15000,0,0,0,15000,13467.184872
911631,17011.834617,20060,0,0,0,20060,-3048.165383
911638,79151.813149,40000,0,0,0,40000,39151.813149
911652,65816.493767,56800,0,4000,4000,60800,5016.4937669
911679,20024.863825,19100,0,0,0,19100,924.86382484
911681,29224.164418,23800,0,1200,1200,25000,4224.1644181
911689,16028.540216,7200,0,0,0,7200,8828.5402162
911703,12804.07037,14400,0,0,0,14400,-1595.92963
911706,39199.515857,28788,0,0,0,28788,10411.515857
911727,40765.272122,41400,0,0,0,41400,-634.7278777
911729,23618.312607,19300,3500,1000,4500,23800,-181.6873928
911743,16008.09153,11160,0,0,0,11160,4848.0915299
911748,3600,6200,0,0,0,6200,-2600
911751,10857.733056,5200,0,0,0,5200,5657.7330563
911758,28180.322001,19200,-500,1000,500,19700,8480.3220005
911765,3600,4800,0,0,0,4800,-1200
911795,18010.299498,19680,0,0,0,19680,-1669.700502
911808,14473.857954,17700,0,0,0,17700,-3226.142046
911811,18228.91873,11400,0,0,0,11400,6828.91873
911816,24926.885009,21600,0,0,0,21600,3326.8850087
911821,13470.422705,13560,0,0,0,13560,-89.57729517
911823,11455.610559,8760,0,0,0,8760,2695.6105589
911824,56161.867664,35200,0,0,0,35200,20961.867664
911849,6400,5400,0,0,0,5400,1000
911850,6500,12640,0,0,0,12640,-6140
911851,18000,16660,0,0,0,16660,1340
911854,18437.827756,19160,0,1500,1500,20660,-2222.172244
911858,29193.555323,24600,3000,0,3000,27600,1593.5553231
911864,67888.733837,42000,0,0,0,42000,25888.733837
911867,17287,14400,0,0,0,14400,2887
911871,70611.841707,43100,40000,0,40000,83100,-12488.15829
911883,14554,11760,0,0,0,11760,2794
911886,52334.301475,31200,0,0,0,31200,21134.301475
911888,17022.6561,19180,0,0,0,19180,-2157.3439
911889,27838.706531,33800,0,0,0,33800,-5961.293469
911898,16009.267068,15600,0,0,0,15600,409.26706849
911900,15000,15760,0,0,0,15760,-760
911901,19007.330563,16520,0,2000,2000,18520,487.33056305
911911,56350.729997,38400,0,0,0,38400,17950.729997
911913,32115.01707,22800,0,0,0,22800,9315.0170701
911914,11803.76945,11080,0,0,0,11080,723.76945019
911917,35802.215076,25200,11500,0,11500,36700,-897.7849238
911918,20738.594788,14650,0,0,0,14650,6088.5947884
911919,101361.27598,49800,0,0,0,49800,51561.275984
911922,30623.883919,24000,0,0,0,24000,6623.8839188
911923,15605.853219,16800,0,0,0,16800,-1194.146781
911926,23011.250218,19100,0,0,0,19100,3911.2502179
911932,25130.252483,14100,0,100,100,14200,10930.252483
911937,43758.384091,58400,0,0,0,58400,-14641.61591
911938,50492.420426,20470,0,0,0,20470,30022.420426
911940,27948.998072,13960,0,0,0,13960,13988.998072
911947,32482.76725,20400,0,300,300,20700,11782.76725
911950,71536.243299,43450,0,0,0,43450,28086.243299
911952,38664.937669,30000,0,0,0,30000,8664.9376686
911956,46651.271845,24000,0,0,0,24000,22651.271845
911960,29483.056305,14000,0,0,0,14000,15483.056305
911962,70029.875337,21624,0,800,800,22424,47605.875337
911963,33018.326408,19800,0,0,0,19800,13218.326408
911966,23262.979223,22700,0,0,0,22700,562.97922286
911972,14156.652815,15400,0,0,0,15400,-1243.347185
911976,34012.897391,17400,7800,150,7950,25350,8662.8973913
911977,26249.049536,23860,0,700,700,24560,1689.0495358
911983,13259.163204,14050,0,0,0,14050,-790.8367962
911992,25256.926992,21400,0,0,0,21400,3856.9269919
911993,22753.057118,18600,0,0,0,18600,4153.0571176
911994,14922.332286,11400,0,0,0,11400,3522.3322856
911997,26857.645929,23100,0,0,0,23100,3757.6459286
911999,9222.7465623,7040,0,0,0,7040,2182.7465623
912001,25135.14233,39400,0,0,0,39400,-14264.85767
912017,24859.309543,12000,0,0,0,12000,12859.309543
912020,45334.077547,29600,0,0,0,29600,15734.077547
912022,34888.825544,15200,0,4000,4000,19200,15688.825544
912030,130049.04254,11800,0,0,0,11800,118249.04254
912033,7005.3398225,15700,0,0,0,15700,-8694.660178
912042,55811.974023,35300,0,0,0,35300,20511.974023
912051,86911.703441,49420,3500,0,3500,52920,33991.703441
912054,58719.829142,32900,0,3500,3500,36400,22319.829142
912087,52154.979223,26800,16000,2000,18000,44800,7354.9792229
912095,52264.937669,27600,-3000,0,-3000,24600,27664.937669
912096,50328.831647,41700,0,400,400,42100,8228.8316466
912104,25622.71014,15600,8000,0,8000,23600,2022.7101401
912134,31171.632038,13200,0,0,0,13200,17971.632038
912142,69196.728666,24440,0,0,0,24440,44756.728666
912146,65124.126159,30090,0,200,200,30290,34834.126159
912147,89110.522895,75850,3600,0,3600,79450,9660.5228955
912148,29316.732917,20390,0,0,0,20390,8926.7329175
912150,45283.280487,30900,0,0,0,30900,14383.280487
912151,27991.045811,19200,0,0,0,19200,8791.0458109
912154,23003.889121,16800,0,0,0,16800,6203.889121
912165,6370,6580,0,0,0,6580,-210
912173,40063.628629,22800,0,0,0,22800,17263.628629
912185,78592.590588,29200,0,0,0,29200,49392.590588
912192,24016.81417,23400,0,400,400,23800,216.81417016
912205,41068.959623,14400,0,0,0,14400,26668.959623
912209,18007.334718,16300,0,0,0,16300,1707.3347184
912210,44017.077525,15600,0,0,0,15600,28417.077525
912214,17008.035831,18000,0,0,0,18000,-991.964169
912216,24100,19100,0,0,0,19100,5000
912220,44286.652815,17800,0,0,0,17800,26486.652815
912222,42107.330563,26700,0,0,0,26700,15407.330563
912223,23320,18800,0,0,0,18800,4520
912227,20996.765233,15500,0,0,0,15500,5496.7652334
912229,45636.811864,19300,12000,700,12700,32000,13636.811864
912241,28580.65512,21600,0,0,0,21600,6980.65512
912258,15205.219001,14000,0,0,0,14000,1205.2190015
912261,14800,12400,0,0,0,12400,2400
912262,20415.992627,18600,0,0,0,18600,1815.9926273
912266,28695.492447,19200,0,0,0,19200,9495.4924475
912267,23223.814269,16000,0,0,0,16000,7223.8142685
912270,26603.665282,17900,0,0,0,17900,8703.6652815
912271,21303.665282,20400,500,600,1100,21500,-196.3347185
912273,23942.068201,20300,0,1500,1500,21800,2142.0682013
912274,31082.661126,22000,500,1000,1500,23500,7582.6611261
912281,20696.818718,12600,0,230,230,12830,7866.8187179
912290,57254.555288,22400,0,0,0,22400,34854.555288
912292,9100,9380,0,0,0,9380,-280
912310,45008.284853,18380,0,0,0,18380,26628.284853
912313,39533.066703,32400,0,0,0,32400,7133.0667035
912315,37431.264076,21600,0,0,0,21600,15831.264076
912335,49142.205086,24000,0,0,0,24000,25142.205086
912336,19221.991689,18000,3000,0,3000,21000,-1778.008311
912338,27021.713128,16000,0,0,0,16000,11021.713128
912342,24657.115057,19740,0,0,0,19740,4917.1150571
912351,22936.063378,16000,0,0,0,16000,6936.0633783
912360,16300,8400,0,0,0,8400,7900
912362,26759.916891,24000,8000,0,8000,32000,-5240.083109
912364,28540.342958,14400,0,0,0,14400,14140.342958
912367,54139.417157,16300,0,0,0,16300,37839.417157
912368,55924.248843,31200,0,2000,2000,33200,22724.248843
912372,74320.830489,34000,32000,0,32000,66000,8320.8304894
912376,62675.951626,48400,6000,0,6000,54400,8275.9516261
912377,0,9600,0,0,0,9600,-9600
912382,34907.330563,49460,0,0,0,49460,-14552.66944
912385,28846.906495,9000,0,0,0,9000,19846.906495
912398,14454.979223,10800,0,0,0,10800,3654.9792229
912400,100593.94554,29050,11000,0,11000,40050,60543.945543
912409,45362.543689,56400,0,0,0,56400,-11037.45631
912411,8806.4252815,14950,0,0,0,14950,-6143.574718
912441,41459.935067,39600,0,0,0,39600,1859.9350672
912444,99776.078892,93600,0,0,0,93600,6176.0788922
912445,16633.722582,15700,0,0,0,15700,933.72258162
912446,20953.80922,22200,0,0,0,22200,-1246.19078
912449,19537.150904,20600,0,0,0,20600,-1062.849096
912451,80254.257622,20400,0,0,0,20400,59854.257622
912452,41183.318426,32400,0,0,0,32400,8783.3184257
912453,24238.959632,22400,0,0,0,22400,1838.959632
912456,24132.333151,19200,0,0,0,19200,4932.3331511
912459,27226.021934,20400,0,0,0,20400,6826.0219337
912467,24817.095073,16800,0,0,0,16800,8017.0950727
912473,18010.224918,19600,0,0,0,19600,-1589.775082
912476,31015.497214,32200,0,0,0,32200,-1184.502786
912482,22805.67166,18600,0,0,0,18600,4205.6716604
912488,16678.571857,14400,0,0,0,14400,2278.5718573
912493,22505.097334,18820,0,0,0,18820,3685.0973342
912494,18786.806443,24800,0,0,0,24800,-6013.193557
912495,35677.054703,22500,0,0,0,22500,13177.054703
912497,31373.254595,31700,0,0,0,31700,-326.7454048
912500,40556.985693,32600,0,0,0,32600,7956.9856929
912501,21012.066415,14400,0,0,0,14400,6612.0664148
912502,17018.923118,20800,0,0,0,20800,-3781.076882
912504,36427.059125,32200,0,0,0,32200,4227.059125
912515,42796.662914,31200,0,0,0,31200,11596.662914
912535,11850,10600,0,0,0,10600,1250
912536,10538,10500,0,0,0,10500,38
912538,22930.557219,14400,0,0,0,14400,8530.5572186
912540,58490.893359,43200,0,0,0,43200,15290.893359
912541,23117.445556,19200,0,0,0,19200,3917.445556
912543,18482.950033,15600,0,0,0,15600,2882.9500331
