nquest,TDEBITC,TDEBITD,TDEBITE,TDEBITF,TDEBITG,PFIMM,PFCONS,PFAZ,PFCARTE,PFCC,RATADEB_RES,RATADEB_AIMM,RATADEB_FAM,RATADEB,RATADEB_PROF,PFCOLL,PFNOCOLL
909708,0,0,0,0,0,0,0,0,0,0,,,,,,,
909710,0,0,0,0,0,0,0,0,0,0,,,,,,,
909713,0,0,0,0,0,80000,0,0,0,0,4500,,,4500,,80000,0
909714,0,0,0,0,0,0,0,0,0,0,,,,,,,
909720,0,0,0,0,0,0,0,0,0,0,,,,,,,
909726,0,0,0,0,0,0,0,0,0,0,,,,,,,
909727,0,0,0,0,0,0,0,0,0,0,,,,,,,
909728,0,0,0,0,0,0,0,0,0,0,,,,,,,
909732,0,0,0,0,0,0,0,0,0,0,,,,,,,
909737,0,0,0,0,0,0,0,0,0,0,,,,,,,
909744,0,0,0,0,0,0,0,0,0,0,,,,,,,
909745,0,0,0,0,0,0,0,0,0,0,,,,,,,
909752,0,0,0,0,0,0,0,0,0,0,,,,,,,
909753,0,0,0,0,0,0,0,0,0,0,,,,,,,
909754,0,0,0,0,0,0,0,0,0,0,,,,,,,
909766,0,0,0,0,0,0,0,0,0,0,,,,,,,
909770,0,0,0,0,0,0,0,0,0,0,,,,,,,
909772,0,0,0,0,0,0,0,0,0,0,,,,,,,
909774,0,0,0,0,0,0,0,0,0,0,,,,,,,
909775,0,0,0,0,0,0,0,0,0,0,,,,,,,
909780,0,0,0,0,0,0,0,0,0,0,,,,,,,
909783,0,0,0,0,0,0,0,0,0,0,,,,,,,
909790,0,0,0,0,0,0,0,0,0,1988.7106091,,,,,,0,1988.7106091
909794,10900,0,0,0,0,0,10900,0,0,0,,,3600,3600,,0,10900
909798,0,0,0,0,0,0,0,0,0,0,,,,,,,
909800,0,0,0,0,0,30000,0,0,0,0,3200,,,3200,,30000,0
909802,0,1200,0,0,0,0,1200,0,0,0,,,1200,1200,,0,1200
909810,0,0,0,0,0,0,0,0,0,0,,,,,,,
909813,0,0,0,0,0,0,0,0,0,0,,,,,,,
909830,0,0,0,0,0,0,0,0,0,0,,,,,,,
909847,1000,0,0,0,0,0,1000,0,0,0,,,1000,1000,,1000,0
909856,0,0,0,0,0,0,0,0,0,0,,,,,,,
909869,0,0,0,0,0,0,0,0,0,0,,,,,,,
909884,0,0,0,0,0,0,0,0,0,0,,,,,,,
909900,0,0,0,0,0,0,0,0,0,0,,,,,,,
909905,0,0,0,0,0,0,0,0,0,0,,,,,,,
909914,0,0,0,0,0,0,0,0,0,0,,,,,,,
909926,0,0,0,0,0,0,0,0,0,0,,,,,,,
909951,0,51,0,0,0,0,51,0,0,0,,,2000,2000,,51,0
909952,0,0,0,0,0,68000,0,0,1500,700,7200,,,7200,,68000,2200
909956,0,0,0,0,0,0,0,0,0,0,,,,,,,
909958,0,0,0,0,0,0,0,0,0,0,,,,,,,
909978,0,0,0,0,0,118000,0,3000,0,1000,6500,,,6500,,118000,1000
909988,0,0,0,0,0,0,0,0,0,0,,,,,,,
909993,0,0,0,0,0,0,0,0,0,0,,,,,,,
909996,0,0,0,0,0,0,0,0,0,0,,,,,,,
909997,0,0,0,0,0,0,0,0,0,0,,,,,,,
910001,0,0,0,0,0,0,0,0,0,0,,,,,,,
910009,0,0,0,0,0,0,0,0,0,0,,,,,,,
910010,9000,0,0,0,0,0,9000,0,0,0,,,1300,1300,,9000,0
910011,0,0,0,0,0,0,0,0,0,0,,,,,,,
910013,0,0,0,0,0,0,0,0,0,0,,,,,,,
910016,0,0,0,0,0,0,0,0,0,0,,,,,,,
910018,0,0,0,0,0,57000,0,0,0,0,4500,,,4500,,57000,0
910021,0,0,0,0,0,0,0,0,0,0,,,,,,,
910041,0,0,0,0,0,0,0,0,0,0,,,,,,,
910042,0,0,0,0,4000,0,4000,0,0,0,,,2800,2800,,0,4000
910045,0,0,0,0,0,0,0,0,0,0,,,,,,,
910046,0,0,0,0,0,0,0,0,0,0,,,,,,,
910051,0,0,0,0,0,0,0,0,0,0,,,,,,,
910057,0,0,0,0,0,0,0,0,0,0,,,,,,,
910060,0,0,0,0,0,0,0,0,0,0,,,,,,,
910061,0,0,0,0,0,0,0,0,0,0,,,,,,,
910065,0,0,0,0,0,0,0,0,0,0,,,,,,,
910067,0,0,0,0,0,0,0,0,0,0,,,,,,,
910087,0,0,0,0,0,0,0,0,0,0,,,,,,,
910093,0,0,0,0,0,0,0,0,0,0,,,,,,,
910094,0,0,0,0,0,0,0,0,0,0,,,,,,,
910096,0,0,0,0,0,0,0,0,0,0,,,,,,,
910100,0,0,0,0,0,0,0,0,0,0,,,,,,,
910102,0,0,0,0,0,0,0,0,0,0,,,,,,,
910104,0,0,0,0,0,0,0,0,0,0,,,,,,,
910105,0,0,0,0,0,0,0,0,0,0,,,,,,,
910106,0,0,0,0,0,11000,0,0,0,0,4200,,,4200,,0,11000
910107,0,0,0,0,0,0,0,0,0,0,,,,,,,
910108,0,0,0,0,0,0,0,0,0,0,,,,,,,
910148,0,0,0,0,0,0,0,0,0,0,,,,,,,
910150,0,0,0,0,0,0,0,0,0,0,,,,,,,
910152,0,0,0,0,0,0,0,0,0,0,,,,,,,
910153,0,0,0,0,0,0,0,0,0,0,,,,,,,
910154,0,0,0,0,0,0,0,0,0,0,,,,,,,
910155,0,0,0,0,0,120000,0,0,0,0,2400,,,2400,,120000,0
910156,0,0,0,0,0,0,0,0,0,0,,,,,,,
910160,0,0,0,0,0,0,0,0,0,0,,,,,,,
910164,12000,0,0,0,0,0,12000,0,0,0,,,3000,3000,,12000,0
910166,0,0,0,0,0,0,0,0,0,0,,,,,,,
910167,0,0,0,0,0,0,0,0,0,0,,,,,,,
910169,0,0,0,0,0,0,0,0,0,0,,,,,,,
910172,0,0,0,0,0,0,0,0,0,0,,,,,,,
910173,0,0,0,0,0,73000,0,0,0,0,6000,,,6000,,73000,0
910175,0,0,0,0,0,0,0,0,0,0,,,,,,,
910176,0,0,0,0,0,0,0,0,0,0,,,,,,,
910178,0,0,0,0,0,0,0,0,0,0,,,,,,,
910180,0,0,0,0,0,0,0,0,0,0,,,,,,,
910183,0,0,0,0,0,0,0,0,0,0,,,,,,,
910186,0,0,0,0,0,0,0,0,0,0,,,,,,,
910187,0,0,0,0,0,0,0,0,0,0,,,,,,,
910190,0,0,0,0,0,0,0,0,0,0,,,,,,,
910191,0,0,0,0,0,0,0,0,0,0,,,,,,,
910194,0,0,0,0,0,0,0,0,0,0,,,,,,,
910199,0,0,0,0,0,0,0,0,0,0,,,,,,,
910208,0,0,0,0,0,0,0,0,0,0,,,,,,,
910214,0,0,0,0,0,0,0,0,0,0,,,,,,,
910216,0,0,0,0,0,0,0,0,0,0,,,,,,,
910218,0,0,0,0,0,0,0,0,0,0,,,,,,,
910220,0,0,0,0,0,0,0,0,0,0,,,,,,,
910225,0,0,0,0,0,0,0,0,0,0,,,,,,,
910226,0,0,0,0,0,0,0,0,0,0,,,,,,,
910229,0,0,0,0,0,0,0,0,0,0,,,,,,,
910231,0,0,0,0,0,0,0,0,0,900,,,,,,0,900
910236,0,0,0,0,0,0,0,0,0,0,,,,,,,
910237,0,0,0,0,0,0,0,0,0,0,,,,,,,
910238,0,0,0,0,0,0,0,0,0,0,,,,,,,
910250,0,0,0,0,0,0,0,0,0,0,,,,,,,
910251,0,0,0,0,0,0,0,0,0,0,,,,,,,
910266,0,0,0,0,0,0,0,0,0,0,,,,,,,
910268,0,0,0,0,0,0,0,0,0,0,,,,,,,
910272,0,0,0,0,0,0,0,0,0,0,,,,,,,
910274,121000,0,0,0,0,570000,121000,1340000,0,8000,20000,,5160,348760,323600,1771000,268000
910278,0,0,0,0,0,0,0,0,0,0,,,,,,,
910285,0,0,0,0,0,0,0,0,0,0,,,,,,,
910296,0,0,0,0,0,0,0,0,0,0,,,,,,,
910297,0,0,0,0,0,0,0,0,0,2054.8091838,,,,,,0,2054.8091838
910304,0,0,0,0,0,0,0,0,0,0,,,,,,,
910305,0,0,0,0,0,0,0,0,0,0,,,,,,,
910312,0,0,0,0,0,0,0,0,0,0,,,,,,,
910316,0,0,0,0,0,11000,0,0,0,0,3670,,,3670,,11000,0
910326,0,0,0,0,0,0,0,0,0,0,,,,,,,
910335,0,0,0,0,0,0,0,0,0,0,,,,,,,
910338,0,0,0,0,0,0,0,0,0,0,,,,,,,
910350,0,0,0,0,0,6950,0,0,0,0,3480,,,3480,,6950,0
910351,0,0,0,0,0,0,0,0,0,0,,,,,,,
910356,0,0,0,0,0,0,0,0,0,0,,,,,,,
910357,0,0,0,0,0,25000,0,0,0,0,6000,,,6000,,25000,0
910358,0,0,0,0,0,0,0,0,0,0,,,,,,,
910364,0,0,0,0,0,0,0,0,0,0,,,,,,,
910368,0,0,0,0,0,0,0,0,0,0,,,,,,,
910373,0,0,0,0,0,0,0,0,0,0,,,,,,,
910376,0,0,0,0,0,0,0,0,0,0,,,,,,,
910377,0,0,0,0,0,0,0,0,0,0,,,,,,,
910386,0,0,0,0,0,0,0,0,0,0,,,,,,,
910394,0,0,0,0,0,0,0,0,0,0,,,,,,,
910398,0,0,0,0,0,0,0,0,0,0,,,,,,,
910409,0,0,0,0,0,0,0,0,0,0,,,,,,,
910413,0,0,0,0,0,50000,0,0,0,0,6000,,,6000,,50000,0
910415,0,0,0,0,0,0,0,0,0,0,,,,,,,
910420,0,5300,0,0,0,0,5300,0,0,0,,,900,900,,0,5300
910422,0,0,0,0,0,0,0,0,0,0,,,,,,,
910433,0,0,0,0,0,0,0,0,0,0,,,,,,,
910440,0,0,0,0,0,0,0,0,0,0,,,,,,,
910458,0,0,0,0,0,0,0,0,0,0,,,,,,,
910459,5600,0,0,0,0,0,5600,0,0,0,,,2800,2800,,5600,0
910463,0,0,0,0,0,0,0,0,0,0,,,,,,,
910465,0,0,0,0,0,0,0,0,0,0,,,,,,,
910466,0,0,0,0,0,0,0,0,0,0,,,,,,,
910472,0,0,0,0,0,0,0,0,0,0,,,,,,,
910475,0,0,0,0,0,0,0,0,0,0,,,,,,,
910476,0,0,0,0,0,0,0,0,0,0,,,,,,,
910480,0,0,0,0,0,0,0,0,0,0,,,,,,,
910482,0,0,0,0,0,0,0,0,0,0,,,,,,,
910483,0,0,0,0,0,0,0,0,0,0,,,,,,,
910484,0,0,0,0,0,0,0,0,0,0,,,,,,,
910485,0,0,0,0,0,0,0,0,0,0,,,,,,,
910488,0,0,0,0,0,0,0,0,0,0,,,,,,,
910492,0,0,0,0,0,0,0,0,0,0,,,,,,,
910493,0,0,0,0,0,0,0,0,0,0,,,,,,,
910503,1000,0,0,0,0,0,1000,0,0,0,,,3840,3840,,1000,0
910504,0,0,0,0,0,0,0,0,0,0,,,,,,,
910509,0,0,0,0,0,0,0,0,0,0,,,,,,,
910511,0,0,0,0,0,0,0,0,0,0,,,,,,,
910513,280,0,0,0,0,0,280,0,0,0,,,3360,3360,,280,0
910514,0,0,0,0,0,0,0,0,0,0,,,,,,,
910518,0,0,0,0,0,0,0,0,0,0,,,,,,,
910519,0,0,0,0,0,0,0,0,0,0,,,,,,,
910523,0,0,0,0,0,0,0,0,0,0,,,,,,,
910525,0,0,0,0,0,0,0,0,0,0,,,,,,,
910528,0,0,0,0,0,0,0,0,0,0,,,,,,,
910542,0,0,0,0,0,70000,0,65000,0,5000,,4410,,21340,16930,70000,55000
910555,6000,0,0,0,0,30000,6000,0,0,0,5760,,2040,7800,,30000,6000
910556,0,0,0,0,0,0,0,0,0,0,,,,,,,
910561,0,0,0,0,0,57000,0,0,0,3000,5040,5760,,10800,,20000,40000
910564,0,0,0,0,0,0,0,0,0,0,,,,,,,
910565,0,0,0,0,0,0,0,0,0,0,,,,,,,
910566,0,0,0,0,0,0,0,0,0,0,,,,,,,
910567,0,0,0,0,0,0,0,0,0,0,,,,,,,
910570,0,0,0,0,0,0,0,0,0,0,,,,,,,
910571,0,0,0,0,0,0,0,0,0,0,,,,,,,
910573,0,0,0,0,0,0,0,0,0,0,,,,,,,
910584,0,0,0,0,0,0,0,0,0,0,,,,,,,
910585,0,0,0,0,0,0,0,0,0,0,,,,,,,
910586,0,0,0,0,0,0,0,0,0,0,,,,,,,
910596,0,0,0,0,0,0,0,0,1471.1182289,2000,,,,,,0,3471.1182289
910598,0,0,0,0,0,0,0,0,0,0,,,,,,,
910599,0,0,0,0,0,0,0,0,0,0,,,,,,,
910605,0,0,0,0,0,0,0,0,0,0,,,,,,,
910607,0,0,0,0,0,0,0,0,0,0,,,,,,,
910608,0,0,0,0,0,0,0,0,0,0,,,,,,,
910610,0,0,0,0,0,0,0,0,0,0,,,,,,,
910615,0,0,0,0,0,0,0,0,0,0,,,,,,,
910618,0,0,0,0,0,0,0,0,1537.4250597,0,,,,,,0,1537.4250597
910621,0,0,0,0,0,0,0,0,0,0,,,,,,,
910624,0,0,0,0,0,0,0,0,0,0,,,,,,,
910626,0,0,0,0,0,0,0,0,0,0,,,,,,,
910629,0,0,0,0,0,0,0,0,0,0,,,,,,,
910632,9000,0,0,0,0,0,9000,0,0,0,,,2000,2000,,0,9000
910633,0,0,0,0,0,0,0,0,0,0,,,,,,,
910637,0,0,0,0,0,0,0,0,0,0,,,,,,,
910639,0,0,0,0,0,0,0,0,0,0,,,,,,,
910641,0,0,0,0,0,0,0,0,1263.3850672,0,,,,,,0,1263.3850672
910644,0,0,0,0,0,0,0,0,0,0,,,,,,,
910646,0,0,0,0,0,15000,0,0,984.9056506,0,1300,,,1300,,15000,984.9056506
910647,0,0,0,0,0,0,0,0,0,0,,,,,,,
910648,0,0,0,0,0,0,0,0,0,0,,,,,,,
910649,0,0,0,0,0,0,0,0,0,0,,,,,,,
910651,0,0,0,0,0,0,0,0,0,0,,,,,,,
910652,0,0,0,0,0,0,0,0,0,0,,,,,,,
910657,0,0,0,0,0,90000,0,0,0,0,500,,,500,,90000,0
910659,0,0,0,0,0,0,0,0,0,0,,,,,,,
910661,0,0,0,0,0,0,0,0,0,2048.4428565,,,,,,0,2048.4428565
910662,0,0,0,0,0,0,0,0,0,0,,,,,,,
910666,0,0,0,0,0,0,0,0,0,0,,,,,,,
910672,0,0,0,0,0,0,0,0,0,0,,,,,,,
910675,0,0,0,0,0,0,0,0,0,0,,,,,,,
910676,0,0,0,0,0,75000,0,0,0,0,,1500,,1500,,75000,0
910680,0,0,0,0,0,0,0,0,0,0,,,,,,,
910681,0,0,0,0,0,75000,0,0,0,0,5900,,,5900,,75000,0
910685,0,0,0,0,0,0,0,0,0,2000,,,,,,0,2000
910686,0,0,0,0,0,0,0,0,0,0,,,,,,,
910697,0,0,0,0,0,0,0,0,0,2108.7439757,,,,,,0,2108.7439757
910701,0,0,0,0,0,0,0,0,0,0,,,,,,,
910703,0,0,0,0,0,0,0,0,0,0,,,,,,,
910709,0,0,0,0,0,0,0,0,0,0,,,,,,,
910714,0,0,0,0,0,0,0,0,0,0,,,,,,,
910715,0,0,0,0,0,0,0,0,0,0,,,,,,,
910722,0,0,0,0,0,0,0,0,0,0,,,,,,,
910727,0,0,0,0,0,0,0,0,0,0,,,,,,,
910749,0,0,0,0,0,0,0,0,0,0,,,,,,,
910753,0,0,0,0,0,0,0,0,0,0,,,,,,,
910757,0,0,0,0,0,0,0,0,0,0,,,,,,,
910795,0,0,0,0,0,0,0,0,0,0,,,,,,,
910800,0,0,0,0,0,0,0,0,0,0,,,,,,,
910804,280,0,0,0,0,0,280,0,0,0,,,3300,3300,,280,0
910805,0,0,0,0,0,0,0,0,0,1918.9829491,,,,,,0,1918.9829491
910807,0,0,0,0,0,0,0,0,0,0,,,,,,,
910809,0,0,0,0,0,0,0,0,0,0,,,,,,,
910814,0,0,0,0,0,7000,0,0,0,0,3360,,,3360,,7000,0
910816,5500,0,0,0,0,0,5500,0,0,0,,,3800,3800,,5500,0
910817,0,0,0,0,0,0,0,0,0,0,,,,,,,
910819,0,0,0,0,0,0,0,0,0,0,,,,,,,
910827,0,0,0,0,0,0,0,1500,0,0,,,,,,,
910833,0,0,0,0,0,0,0,0,0,0,,,,,,,
910835,0,0,0,0,0,0,0,0,0,0,,,,,,,
910838,0,0,0,0,0,0,0,0,0,0,,,,,,,
910839,0,0,0,0,0,0,0,0,0,0,,,,,,,
910841,0,0,0,0,0,0,0,0,0,0,,,,,,,
910842,0,0,0,0,0,0,0,0,0,0,,,,,,,
910852,0,0,0,0,0,0,0,0,0,0,,,,,,,
910855,0,0,0,0,0,0,0,0,0,0,,,,,,,
910859,0,0,0,0,0,0,0,0,0,0,,,,,,,
910860,0,0,0,0,0,0,0,0,0,0,,,,,,,
910873,10500,0,0,0,0,0,10500,0,0,0,,,4200,4200,,0,10500
910874,0,2000,0,0,0,0,2000,0,0,0,,,1300,1300,,0,2000
910882,0,0,0,0,0,0,0,0,0,0,,,,,,,
910883,0,0,0,0,0,0,0,0,0,0,,,,,,,
910885,0,0,0,0,0,0,0,0,0,0,,,,,,,
910886,0,0,0,0,0,0,0,0,0,0,,,,,,,
910888,0,0,0,0,0,0,0,0,0,0,,,,,,,
910890,0,0,0,0,0,0,0,0,0,0,,,,,,,
910933,0,0,0,0,0,0,0,0,0,0,,,,,,,
910934,0,0,0,0,0,0,0,0,0,0,,,,,,,
910937,0,0,0,0,0,0,0,0,0,0,,,,,,,
910940,0,0,0,0,0,0,0,0,0,0,,,,,,,
910943,0,7200,0,0,0,0,7200,0,0,0,,,4200,4200,,0,7200
910949,0,0,0,0,0,0,0,0,0,0,,,,,,,
910951,0,0,0,0,0,0,0,0,0,0,,,,,,,
910964,0,0,0,0,0,0,0,0,0,0,,,,,,,
910974,0,0,0,0,0,0,0,0,0,0,,,,,,,
910981,0,0,0,0,0,0,0,0,0,0,,,,,,,
910983,0,0,0,0,0,0,0,0,0,0,,,,,,,
910984,0,0,0,0,0,0,0,0,0,0,,,,,,,
910985,0,0,0,0,0,0,0,0,0,0,,,,,,,
910994,0,0,0,0,0,0,0,0,0,0,,,,,,,
910997,0,0,0,0,0,0,0,0,0,0,,,,,,,
910999,0,0,0,0,0,0,0,0,0,0,,,,,,,
911004,0,0,0,0,0,0,0,0,0,0,,,,,,,
911005,0,0,0,0,0,0,0,0,0,0,,,,,,,
911007,0,0,0,0,0,0,0,0,0,0,,,,,,,
911011,0,0,0,0,0,0,0,0,0,0,,,,,,,
911016,0,0,0,0,0,0,0,0,0,0,,,,,,,
911029,0,0,0,0,0,0,0,0,0,0,,,,,,,
911030,0,0,0,0,0,0,0,0,0,0,,,,,,,
911033,0,0,0,0,0,0,0,0,0,0,,,,,,,
911034,0,0,0,0,0,0,0,0,0,0,,,,,,,
911038,0,0,0,0,0,0,0,0,0,0,,,,,,,
911044,0,0,0,0,0,168000,0,0,0,0,12000,,,12000,,168000,0
911047,0,0,0,0,0,0,0,0,0,0,,,,,,,
911048,0,0,0,0,0,0,0,1000,0,2211.9551681,,,,,,0,2211.9551681
911061,0,0,0,0,0,0,0,0,0,0,,,,,,,
911067,0,0,0,0,0,0,0,0,0,0,,,,,,,
911068,0,0,0,0,0,0,0,0,0,0,,,,,,,
911070,0,0,0,0,0,0,0,0,0,0,,,,,,,
911071,0,0,0,0,0,0,0,0,0,0,,,,,,,
911078,0,0,0,0,0,0,0,0,0,0,,,,,,,
911082,0,0,0,0,0,0,0,0,0,0,,,,,,,
911083,0,0,0,0,0,0,0,0,0,0,,,,,,,
911085,0,0,0,0,0,0,0,0,0,0,,,,,,,
911086,0,0,0,0,0,0,0,0,0,0,,,,,,,
911087,0,0,0,0,0,0,0,0,0,0,,,,,,,
911093,0,0,0,0,0,0,0,0,0,0,,,,,,,
911097,0,0,0,0,0,0,0,0,0,0,,,,,,,
911115,0,0,0,0,0,0,0,0,0,0,,,,,,,
911116,0,0,0,0,0,0,0,0,0,0,,,,,,,
911117,0,0,0,0,0,0,0,0,0,0,,,,,,,
911118,0,0,0,0,0,0,0,0,0,0,,,,,,,
911119,0,0,0,0,0,0,0,0,0,0,,,,,,,
911120,0,0,0,0,0,0,0,0,0,0,,,,,,,
911122,0,0,0,0,0,0,0,0,0,0,,,,,,,
911125,0,0,0,5000,0,0,5000,0,0,400,,,4800,4800,,0,5400
911133,0,0,0,0,0,0,0,2000,0,0,,,,,,,
911158,0,0,0,0,0,0,0,0,0,0,,,,,,,
911164,0,0,0,0,0,0,0,0,0,0,,,,,,,
911168,0,0,0,0,0,0,0,0,1312.8917268,0,,,,,,0,1312.8917268
911175,28000,0,0,0,0,0,28000,0,0,0,,,3000,3000,,0,28000
911178,0,0,0,0,0,0,0,0,0,0,,,,,,,
911188,0,0,0,0,0,0,0,0,0,0,,,,,,,
911205,0,0,0,0,0,0,0,0,0,0,,,,,,,
911211,0,0,0,0,0,0,0,0,0,0,,,,,,,
911219,12000,0,0,0,0,0,12000,0,0,2031.6271873,,,1500,1500,,0,14031.627187
911233,0,0,0,0,0,0,0,0,0,0,,,,,,,
911241,0,0,0,0,0,0,0,0,0,0,,,,,,,
911242,0,0,0,0,0,0,0,0,0,0,,,,,,,
911246,0,0,0,0,0,0,0,0,0,0,,,,,,,
911248,5000,0,0,0,0,0,5000,0,0,0,,,2400,2400,,5000,0
911268,0,0,0,0,0,0,0,0,0,0,,,,,,,
911289,0,0,0,0,0,0,0,0,0,0,,,,,,,
911290,0,0,0,0,0,0,0,0,0,0,,,,,,,
911291,0,0,0,0,0,0,0,0,0,0,,,,,,,
911296,0,0,0,0,0,0,0,0,0,0,,,,,,,
911298,0,0,0,0,0,0,0,0,0,0,,,,,,,
911299,0,0,0,0,0,0,0,0,0,0,,,,,,,
911306,0,0,0,0,0,0,0,0,0,0,,,,,,,
911309,0,0,0,0,0,0,0,0,0,0,,,,,,,
911312,0,0,0,0,0,0,0,0,0,0,,,,,,,
911320,0,0,0,0,0,0,0,0,0,0,,,,,,,
911327,0,0,0,0,0,0,0,0,0,0,,,,,,,
911328,0,0,0,0,0,0,0,0,0,0,,,,,,,
911332,0,0,0,0,0,0,0,0,0,0,,,,,,,
911338,0,0,0,0,0,0,0,0,0,0,,,,,,,
911344,0,0,0,0,0,0,0,0,0,0,,,,,,,
911350,0,0,0,0,0,0,0,0,0,0,,,,,,,
911351,0,0,0,0,0,0,0,0,0,0,,,,,,,
911353,0,0,0,0,0,0,0,0,0,0,,,,,,,
911364,0,0,0,0,0,0,0,0,0,1857.2154247,,,,,,0,1857.2154247
911366,0,0,0,0,0,79000,0,89644,0,15000,6900,,,20900,14000,158000,15644
911371,0,0,0,0,0,0,0,0,0,0,,,,,,,
911377,0,0,0,0,0,0,0,0,0,0,,,,,,,
911382,0,0,0,0,0,0,0,0,0,0,,,,,,,
911383,0,0,0,0,0,0,0,0,0,0,,,,,,,
911384,0,0,0,0,0,0,0,0,0,0,,,,,,,
911385,0,0,0,0,0,0,0,0,0,0,,,,,,,
911386,0,0,0,0,0,0,0,0,0,0,,,,,,,
911394,0,0,0,0,0,0,0,0,0,0,,,,,,,
911418,0,0,0,0,0,0,0,0,0,0,,,,,,,
911419,0,0,0,0,0,0,0,0,0,0,,,,,,,
911422,0,0,0,0,0,0,0,0,0,0,,,,,,,
911423,0,0,0,0,0,9000,0,0,0,0,4800,,,4800,,0,9000
911425,0,0,0,0,0,0,0,0,0,0,,,,,,,
911426,0,0,0,0,0,0,0,0,0,0,,,,,,,
911428,0,0,0,0,0,0,0,0,0,0,,,,,,,
911432,0,0,0,0,0,0,0,0,0,0,,,,,,,
911433,0,0,0,0,0,0,0,0,0,0,,,,,,,
911445,8333,0,0,0,0,0,8333,0,0,0,,,1666,1666,,0,8333
911448,0,0,0,0,0,0,0,0,1290.6182274,0,,,,,,0,1290.6182274
911460,0,0,0,0,0,0,0,0,0,0,,,,,,,
911461,0,0,0,0,0,0,0,0,0,0,,,,,,,
911466,0,0,0,0,0,0,0,0,0,0,,,,,,,
911467,0,0,0,0,0,0,0,0,0,0,,,,,,,
911470,0,0,0,0,0,0,0,0,0,0,,,,,,,
911479,0,0,0,0,0,0,0,0,0,0,,,,,,,
911482,0,0,0,0,0,0,0,0,0,0,,,,,,,
911485,0,0,0,0,0,0,0,0,0,0,,,,,,,
911509,0,0,0,0,0,0,0,0,0,0,,,,,,,
911512,0,0,0,0,0,0,0,0,0,0,,,,,,,
911513,0,0,0,0,0,0,0,0,0,0,,,,,,,
911516,0,0,0,0,0,0,0,0,0,0,,,,,,,
911522,0,0,0,0,0,0,0,0,0,0,,,,,,,
911528,0,0,0,0,0,0,0,0,0,0,,,,,,,
911531,0,0,0,0,0,0,0,0,0,0,,,,,,,
911534,0,0,0,0,0,0,0,0,0,0,,,,,,,
911547,0,180,0,0,0,0,180,0,0,0,,,840,840,,0,180
911563,0,0,0,0,0,0,0,0,0,0,,,,,,,
911566,0,0,0,0,0,0,0,0,0,0,,,,,,,
911568,0,0,0,0,0,0,0,0,0,0,,,,,,,
911570,0,0,0,0,0,0,0,0,0,0,,,,,,,
911578,0,0,0,0,0,0,0,0,0,0,,,,,,,
911579,0,0,0,0,0,0,0,0,0,0,,,,,,,
911580,0,0,0,0,0,0,0,0,0,0,,,,,,,
911605,0,0,0,0,0,0,0,0,0,0,,,,,,,
911606,0,0,0,0,0,0,0,0,0,0,,,,,,,
911607,0,0,0,0,0,81000,0,0,0,0,,13200,,13200,,81000,0
911608,0,0,0,0,0,0,0,0,0,0,,,,,,,
911609,0,0,0,0,0,0,0,0,0,0,,,,,,,
911621,0,0,0,0,0,0,0,0,0,0,,,,,,,
911631,0,0,0,0,0,0,0,0,0,0,,,,,,,
911638,0,0,0,0,0,0,0,0,0,0,,,,,,,
911652,0,0,0,0,0,0,0,0,0,0,,,,,,,
911679,0,0,0,0,0,0,0,0,0,0,,,,,,,
911681,0,0,0,0,0,0,0,0,0,0,,,,,,,
911689,0,0,0,0,0,0,0,0,0,0,,,,,,,
911703,0,0,0,0,0,0,0,0,0,0,,,,,,,
911706,0,0,0,0,0,0,0,0,0,0,,,,,,,
911727,0,0,0,0,0,67900,0,0,0,0,6420,,,6420,,67900,0
911729,0,0,0,0,0,0,0,0,0,0,,,,,,,
911743,0,0,0,0,0,0,0,0,0,0,,,,,,,
911748,0,0,0,0,0,0,0,0,0,0,,,,,,,
911751,0,0,0,7000,0,0,7000,0,4000,0,,,2000,2000,,0,11000
911758,0,0,0,0,0,45000,0,0,0,0,5000,,,5000,,0,45000
911765,0,0,0,0,0,0,0,0,0,0,,,,,,,
911795,0,0,0,0,0,0,0,0,0,0,,,,,,,
911808,0,0,0,0,0,0,0,0,0,0,,,,,,,
911811,0,0,0,0,0,0,0,0,0,0,,,,,,,
911816,0,0,0,0,0,0,0,0,0,0,,,,,,,
911821,0,0,0,0,0,0,0,0,0,0,,,,,,,
911823,0,0,0,0,0,0,0,0,0,0,,,,,,,
911824,0,0,0,0,0,0,0,0,0,0,,,,,,,
911849,0,0,0,0,0,0,0,0,0,0,,,,,,,
911850,0,0,0,0,0,0,0,0,0,0,,,,,,,
911851,0,0,0,0,0,0,0,0,0,0,,,,,,,
911854,0,0,0,0,0,0,0,0,0,0,,,,,,,
911858,0,0,0,0,0,0,0,0,0,0,,,,,,,
911864,0,0,0,0,0,9000,0,0,0,10000,9000,,,9000,,9000,10000
911867,0,0,0,0,0,0,0,0,0,0,,,,,,,
911871,0,0,0,0,0,0,0,0,0,0,,,,,,,
911883,0,0,0,0,0,0,0,0,0,0,,,,,,,
911886,0,0,0,0,0,0,0,0,0,0,,,,,,,
911888,0,0,0,0,0,0,0,0,0,0,,,,,,,
911889,0,0,0,0,0,80000,0,0,0,1964.1108321,4500,,,4500,,80000,1964.1108321
911898,0,0,0,0,0,0,0,0,0,0,,,,,,,
911900,0,0,0,0,0,0,0,0,0,0,,,,,,,
911901,0,0,0,0,0,0,0,0,0,1000,,,1440,1440,,0,1000
