nquest,TDEBITC,TDEBITD,TDEBITE,TDEBITF,TDEBITG,PFIMM,PFCONS,PFAZ,PFCARTE,PFCC,RATADEB_RES,RATADEB_AIMM,RATADEB_FAM,RATADEB,RATADEB_PROF,PFCOLL,PFNOCOLL
863402,0,0,0,0,0,0,0,10000,0,0,,,,,,,
863430,0,0,0,0,0,0,0,0,0,0,,,,,,,
863447,0,0,0,0,0,0,0,0,0,0,,,,,,,
863451,0,0,0,0,0,0,0,0,0,0,,,,,,,
863458,0,0,0,0,0,0,0,0,0,0,,,,,,,
863542,0,0,0,0,0,0,0,0,0,0,,,,,,,
863575,0,0,0,0,0,0,0,0,0,0,,,,,,,
863673,0,0,0,0,0,0,0,0,0,0,,,,,,,
863684,0,0,0,0,0,0,0,0,0,0,,,,,,,
863863,7000,0,0,0,0,0,7000,0,0,0,,,3000,3000,,0,7000
864040,0,0,0,0,0,0,0,0,0,0,,,,,,,
864120,0,0,0,0,0,15000,0,0,0,0,3600,,,3600,,15000,0
864133,0,0,0,0,0,0,0,0,0,0,,,,,,,
864138,0,0,0,0,0,0,0,0,0,0,,,,,,,
864156,0,0,0,0,0,0,0,0,0,0,,,,,,,
864213,0,0,0,0,0,15000,0,0,0,0,4000,,,4000,,15000,0
864395,0,0,0,0,0,0,0,0,0,0,,,,,,,
864441,0,0,0,0,0,0,0,0,0,0,,,,,,,
864452,0,0,0,0,0,0,0,0,0,0,,,,,,,
864456,0,0,0,0,0,180000,0,180000,0,0,,12000,,24000,12000,360000,0
864457,0,0,0,0,0,80000,0,0,0,0,4500,,,4500,,80000,0
864458,0,0,0,0,0,0,0,0,0,0,,,,,,,
864473,0,0,0,0,0,0,0,0,0,0,,,,,,,
864477,0,0,0,0,0,0,0,0,0,0,,,,,,,
864482,0,0,0,0,0,0,0,0,0,0,,,,,,,
864754,0,0,0,0,0,0,0,0,0,0,,,,,,,
864809,0,0,0,0,0,0,0,0,0,0,,,,,,,
865142,0,0,0,0,0,0,0,0,0,0,,,,,,,
865155,0,0,0,0,0,0,0,0,0,0,,,,,,,
865192,0,0,0,0,0,0,0,0,0,0,,,,,,,
865202,0,0,0,0,0,0,0,0,0,0,,,,,,,
865323,0,0,0,0,0,6500,0,0,0,0,,8770,,8770,,6500,0
865357,4000,0,0,0,0,0,4000,0,0,0,,,2070,2070,,0,4000
865481,0,0,0,0,0,0,0,0,0,0,,,,,,,
865483,0,0,0,0,0,0,0,0,0,0,,,,,,,
865491,0,0,0,0,0,0,0,0,0,0,,,,,,,
865494,0,0,0,0,0,0,0,0,0,0,,,,,,,
865498,0,0,0,0,0,0,0,0,0,0,,,,,,,
865500,0,0,0,0,0,0,0,0,0,0,,,,,,,
865504,0,0,0,0,0,0,0,0,0,0,,,,,,,
865515,0,0,0,0,0,0,0,0,0,0,,,,,,,
865680,0,0,0,0,0,0,0,0,0,0,,,,,,,
865764,0,0,0,0,0,0,0,0,0,0,,,,,,,
865780,0,0,0,10000,0,0,10000,0,0,0,,,2600,2600,,0,10000
865806,0,0,0,0,0,0,0,0,0,0,,,,,,,
865882,0,0,0,0,0,0,0,0,0,0,,,,,,,
866028,0,0,0,0,0,0,0,0,0,0,,,,,,,
866035,0,0,0,0,0,0,0,0,0,0,,,,,,,
866041,0,0,0,0,0,0,0,0,0,0,,,,,,,
866071,0,0,0,0,0,5000,0,0,0,15000,4800,,,4800,,5000,15000
866106,0,0,0,0,0,0,0,0,0,0,,,,,,,
866220,0,0,0,0,0,0,0,0,0,0,,,,,,,
866382,0,0,0,0,0,0,0,0,0,0,,,,,,,
866386,0,0,0,0,0,0,0,0,0,0,,,,,,,
866387,0,0,0,0,0,0,0,0,0,600,,,,,,0,600
866452,0,0,0,0,0,0,0,0,0,0,,,,,,,
866489,0,0,0,0,0,0,0,0,0,0,,,,,,,
866507,0,0,0,0,0,0,0,0,0,0,,,,,,,
866541,0,0,0,0,0,0,0,0,0,0,,,,,,,
866855,0,0,0,0,0,0,0,0,0,0,,,,,,,
866960,0,0,0,0,0,0,0,0,0,0,,,,,,,
866985,0,0,0,0,0,0,0,0,0,0,,,,,,,
867003,0,0,0,0,0,0,0,0,0,0,,,,,,,
867008,0,0,0,0,0,0,0,0,0,0,,,,,,,
867019,0,0,0,0,0,0,0,0,0,0,,,,,,,
867025,0,0,0,0,0,0,0,0,0,0,,,,,,,
867090,0,0,0,0,0,0,0,0,0,0,,,,,,,
867104,0,0,0,0,0,0,0,0,0,0,,,,,,,
867114,0,0,0,0,0,0,0,0,0,0,,,,,,,
867201,0,0,0,0,0,4000,0,0,0,0,696,,,696,,0,4000
867205,0,0,0,0,0,1300,0,0,0,0,7560,,,7560,,1300,0
867275,0,0,0,0,0,0,0,0,0,0,,,,,,,
867318,0,0,0,0,0,0,0,0,0,0,,,,,,,
867344,0,0,0,0,0,0,0,0,0,0,,,,,,,
867373,0,0,0,0,0,0,0,0,0,0,,,,,,,
867433,0,0,0,0,0,0,0,0,0,0,,,,,,,
867462,5500,0,0,0,0,30000,5500,0,0,5000,,7700,5500,13200,,30000,10500
867498,0,0,0,0,0,0,0,0,0,0,,,,,,,
867505,0,0,0,0,0,0,0,0,0,0,,,,,,,
867522,0,0,0,0,0,0,0,0,0,0,,,,,,,
867653,0,0,0,0,0,0,0,0,0,0,,,,,,,
867674,0,0,0,0,0,0,0,0,0,0,,,,,,,
867686,0,0,0,0,0,0,0,0,0,0,,,,,,,
867784,0,0,0,0,0,0,0,0,0,0,,,,,,,
867799,0,0,0,0,0,0,0,0,0,0,,,,,,,
867801,0,0,0,0,0,0,0,0,0,0,,,,,,,
867914,0,0,0,0,0,0,0,0,0,1000,,,,,,0,1000
867925,0,0,0,0,0,0,0,0,0,0,,,,,,,
867929,0,0,0,0,0,0,0,0,0,0,,,,,,,
867993,0,0,0,0,0,0,0,0,0,0,,,,,,,
868013,0,0,0,0,0,0,0,0,0,0,,,,,,,
868093,0,0,0,0,0,0,0,0,0,2000,,,,,,0,2000
868098,0,0,0,0,0,0,0,0,0,0,,,,,,,
868165,0,0,0,0,0,0,0,0,0,0,,,,,,,
868231,0,0,0,0,0,0,0,0,0,0,,,,,,,
868264,0,0,0,0,0,0,0,0,0,0,,,,,,,
868280,0,0,0,0,0,0,0,0,0,0,,,,,,,
868283,0,0,0,0,0,65000,0,0,1500,0,3000,,,3000,,65000,1500
868294,0,0,0,0,0,0,0,5000,0,0,,,,,,,
868337,0,0,0,0,0,0,0,0,0,0,,,,,,,
868406,0,0,0,0,0,0,0,0,0,0,,,,,,,
868456,0,0,0,0,0,0,0,0,0,0,,,,,,,
868463,0,0,0,0,0,0,0,0,0,0,,,,,,,
868474,0,0,0,0,0,0,0,0,1474.0898594,0,,,,,,0,1474.0898594
868478,0,0,0,0,0,0,0,50000,0,0,,,,5400,5400,50000,0
868483,0,0,0,0,0,0,0,0,0,0,,,,,,,
868489,0,0,0,0,0,0,0,0,0,0,,,,,,,
868500,0,0,0,0,0,0,0,0,0,0,,,,,,,
868504,0,0,0,0,0,0,0,0,0,0,,,,,,,
868505,0,0,0,0,0,0,0,0,0,0,,,,,,,
868564,0,0,0,0,0,0,0,0,0,0,,,,,,,
868583,0,0,0,0,0,0,0,0,0,1200,,,,,,0,1200
868697,0,0,0,0,0,0,0,0,0,0,,,,,,,
868805,0,0,0,0,0,0,0,0,0,0,,,,,,,
868843,0,0,0,0,0,0,0,0,0,0,,,,,,,
869003,0,0,0,0,0,83000,0,0,0,0,1500,,,1500,,83000,0
869006,0,0,0,0,0,30000,0,0,1276.7372728,0,3000,,,3000,,0,31276.737273
869019,0,0,0,0,0,0,0,0,0,0,,,,,,,
869021,0,0,0,0,0,0,0,0,0,0,,,,,,,
869022,0,0,0,0,0,0,0,0,0,200,,,,,,0,200
869023,0,0,0,0,0,30000,0,0,0,0,6300,,,6300,,30000,0
869042,0,0,0,0,0,0,0,0,0,0,,,,,,,
869043,0,0,0,0,0,55000,0,0,0,0,8000,,,8000,,55000,0
871009,0,0,0,0,0,0,0,0,0,0,,,,,,,
871078,0,0,0,0,0,0,0,0,0,0,,,,,,,
871085,0,0,0,0,0,0,0,0,0,0,,,,,,,
871090,0,0,0,0,0,0,0,0,0,0,,,,,,,
871145,0,0,0,0,0,0,0,0,0,0,,,,,,,
871191,10000,0,0,0,0,150000,10000,0,0,5000,,30000,5000,35000,,0,165000
871218,0,0,0,0,0,0,0,0,0,0,,,,,,,
871237,0,0,0,0,0,0,0,0,0,0,,,,,,,
871242,0,0,0,0,0,0,0,0,0,0,,,,,,,
871268,0,0,0,0,0,0,0,0,0,0,,,,,,,
871272,0,0,0,0,0,0,0,0,0,0,,,,,,,
871273,0,0,0,0,0,0,0,0,0,0,,,,,,,
871320,0,0,0,0,0,0,0,0,0,0,,,,,,,
871385,0,0,0,0,0,19000,0,0,0,0,3960,,,3960,,19000,0
871395,0,0,0,0,0,0,0,0,0,0,,,,,,,
871412,0,0,0,0,0,0,0,170000,0,0,,,,,,,
871440,0,0,0,0,0,0,0,0,0,0,,,,,,,
871442,0,0,0,0,0,0,0,0,0,0,,,,,,,
871461,0,0,0,0,0,0,0,0,0,0,,,,,,,
871470,9000,0,0,0,0,0,9000,0,0,0,,,4500,4500,,9000,0
871517,0,0,0,0,0,0,0,0,0,0,,,,,,,
871521,0,0,0,0,0,0,0,0,0,0,,,,,,,
871533,0,0,0,0,0,0,0,0,0,0,,,,,,,
871572,0,0,0,0,0,0,0,0,0,0,,,,,,,
871580,0,0,0,0,0,0,0,0,0,0,,,,,,,
871610,0,0,0,0,0,0,0,0,0,0,,,,,,,
871617,0,0,0,0,0,0,0,0,0,0,,,,,,,
871618,0,0,0,0,0,0,0,0,0,0,,,,,,,
871631,0,0,0,0,0,0,0,0,0,0,,,,,,,
871634,0,0,0,0,0,0,0,0,0,0,,,,,,,
871642,0,0,0,0,0,0,0,0,0,0,,,,,,,
871695,0,0,0,0,0,0,0,0,0,0,,,,,,,
871697,0,0,0,0,0,0,0,0,0,0,,,,,,,
871747,0,0,0,0,0,0,0,0,0,0,,,,,,,
871798,0,0,0,0,0,90000,0,0,0,0,4500,,,4500,,90000,0
871807,0,0,0,0,0,0,0,0,0,0,,,,,,,
871811,0,0,0,0,0,0,0,10000,0,0,,,,,,,
871886,0,0,0,0,0,0,0,0,0,0,,,,,,,
871892,0,0,0,0,0,0,0,0,0,0,,,,,,,
871903,0,0,0,0,0,0,0,0,0,0,,,,,,,
872005,0,0,0,0,0,0,0,0,0,0,,,,,,,
872027,0,0,0,0,0,0,0,0,0,0,,,,,,,
872065,0,0,0,0,0,0,0,0,0,0,,,,,,,
872073,0,0,0,0,0,0,0,0,0,0,,,,,,,
872077,0,0,0,0,0,25000,0,0,0,0,5000,,,5000,,25000,0
872082,0,0,0,0,0,10000,0,0,0,0,7000,,,7000,,10000,0
872107,0,0,0,0,0,0,0,0,0,0,,,,,,,
872112,0,0,0,0,0,0,0,0,0,0,,,,,,,
872122,0,0,0,0,0,0,0,0,0,0,,,,,,,
872125,0,0,0,0,0,0,0,0,0,0,,,,,,,
872133,0,0,0,0,0,0,0,0,0,0,,,,,,,
872161,0,0,0,0,0,0,0,0,0,0,,,,,,,
872166,0,0,0,0,0,0,0,0,0,0,,,,,,,
872190,0,0,0,0,0,100000,0,0,0,0,7200,,,7200,,100000,0
872192,0,0,0,0,0,0,0,0,0,0,,,,,,,
872199,7600,840,0,0,0,0,8440,0,0,0,,,3240,3240,,0,8440
872217,0,0,0,0,0,0,0,0,0,0,,,,,,,
872228,0,0,0,0,0,0,0,0,0,0,,,,,,,
872229,0,0,0,0,0,0,0,0,0,0,,,,,,,
872233,0,0,0,0,0,0,0,0,0,0,,,,,,,
872261,0,0,0,0,0,0,0,0,0,0,,,,,,,
872306,0,0,0,0,0,0,0,0,0,0,,,,,,,
872312,0,0,0,0,0,0,0,0,0,0,,,,,,,
872357,0,0,0,0,0,0,0,0,0,0,,,,,,,
872367,0,0,0,0,0,0,0,0,0,0,,,,,,,
872377,0,0,0,0,0,0,0,0,0,0,,,,,,,
872385,0,0,0,0,0,0,0,0,0,0,,,,,,,
872407,0,0,0,0,0,0,0,0,0,0,,,,,,,
872413,0,0,0,0,0,0,0,0,0,0,,,,,,,
872417,0,0,0,0,0,0,0,0,0,0,,,,,,,
872422,0,0,0,0,0,0,0,0,0,0,,,,,,,
872432,0,0,0,0,0,0,0,0,0,0,,,,,,,
872433,0,0,0,0,0,0,0,0,0,0,,,,,,,
872434,8500,0,0,0,0,0,8500,0,0,0,,,6000,6000,,0,8500
872443,0,0,0,0,0,0,0,0,0,0,,,,,,,
872450,0,0,0,0,0,0,0,14000,0,0,,,,7200,7200,14000,0
872555,0,0,0,0,0,0,0,0,0,0,,,,,,,
872556,0,0,0,0,0,0,0,0,0,0,,,,,,,
872572,0,0,0,0,0,11000,0,0,0,0,5200,,,5200,,11000,0
872583,0,0,0,0,0,0,0,0,0,0,,,,,,,
872602,0,0,0,0,0,0,0,0,0,0,,,,,,,
872619,0,0,0,0,0,0,0,0,0,0,,,,,,,
872633,0,0,0,0,0,72000,0,0,0,0,5000,,,5000,,72000,0
872646,0,0,0,0,0,0,0,0,0,0,,,,,,,
872661,0,0,0,0,0,0,0,0,0,0,,,,,,,
872698,0,0,0,0,0,0,0,0,0,0,,,,,,,
872702,0,0,0,0,0,0,0,0,0,0,,,,,,,
872710,0,0,0,0,0,0,0,0,0,0,,,,,,,
872732,0,0,0,0,0,0,0,0,0,0,,,,,,,
872747,0,1000,0,0,0,0,1000,0,0,0,,,80,80,,0,1000
872748,0,0,0,0,0,0,0,0,0,0,,,,,,,
872750,0,0,0,0,0,0,0,0,0,0,,,,,,,
872781,0,0,0,0,0,0,0,0,0,0,,,,,,,
872794,0,0,0,0,0,0,0,0,0,0,,,,,,,
872795,0,0,0,0,0,0,0,0,0,0,,,,,,,
872847,0,0,0,0,0,0,0,0,0,0,,,,,,,
872919,0,0,0,0,0,0,0,0,0,0,,,,,,,
872924,0,0,0,0,0,0,0,0,0,0,,,,,,,
872930,0,5000,0,0,0,0,5000,0,0,0,,,3500,3500,,0,5000
872935,0,0,0,0,0,0,0,0,0,0,,,,,,,
872951,0,0,0,0,0,0,0,0,0,0,,,,,,,
872963,8000,0,0,0,0,130000,8000,0,0,0,,13800,1980,15780,,130000,8000
873011,0,0,0,0,0,1500,0,0,0,0,6000,,,6000,,1500,0
873023,0,0,0,0,0,0,0,0,0,0,,,,,,,
873037,0,0,0,0,0,0,0,0,0,0,,,,,,,
873042,0,0,0,0,0,0,0,0,0,0,,,,,,,
873043,0,0,0,0,0,0,0,0,0,0,,,,,,,
873048,0,0,0,0,0,0,0,0,0,0,,,,,,,
873052,0,0,0,0,0,0,0,0,0,0,,,,,,,
873072,0,0,0,0,0,0,0,0,0,0,,,,,,,
873073,0,0,0,0,0,0,0,0,0,0,,,,,,,
873133,0,0,0,0,0,0,0,0,0,0,,,,,,,
873157,0,0,0,0,0,0,0,0,0,0,,,,,,,
873158,0,0,0,0,0,60000,0,0,0,0,7200,,,7200,,60000,0
873166,0,0,0,0,0,0,0,0,0,0,,,,,,,
873194,6000,0,0,0,0,0,6000,0,0,0,,,2400,2400,,6000,0
873202,0,0,0,0,0,0,0,0,1175.2423322,0,,,,,,0,1175.2423322
873207,0,0,0,0,0,0,0,0,0,0,,,,,,,
873221,0,0,0,0,0,0,0,0,0,0,,,,,,,
873224,0,0,0,0,0,0,0,0,0,0,,,,,,,
873231,0,0,0,0,0,0,0,0,0,0,,,,,,,
873232,0,0,0,0,0,0,0,0,0,0,,,,,,,
873243,0,0,0,0,0,0,0,0,0,0,,,,,,,
873260,0,0,0,0,0,0,0,0,0,0,,,,,,,
873272,0,0,0,0,0,0,0,0,0,2139.1832755,,,,,,0,2139.1832755
873275,0,0,0,0,0,0,0,0,0,0,,,,,,,
873279,0,0,0,0,0,0,0,0,0,0,,,,,,,
873280,9630,0,0,0,0,0,9630,0,0,0,,,2222,2222,,9630,0
873281,0,0,0,0,0,0,0,0,0,0,,,,,,,
873282,0,0,0,0,0,0,0,0,0,0,,,,,,,
873286,0,0,0,0,0,0,0,0,0,0,,,,,,,
873287,0,0,0,0,0,0,0,0,0,0,,,,,,,
873299,14767,0,0,0,0,0,14767,0,0,0,,,2332,2332,,14767,0
873337,0,0,0,0,0,0,0,0,0,0,,,,,,,
873380,0,0,0,0,0,0,0,0,0,0,,,,,,,
873390,0,0,0,0,0,0,0,0,0,0,,,,,,,
873399,0,0,0,0,0,0,0,0,0,0,,,,,,,
873401,0,0,0,0,0,85000,0,0,0,0,5760,,,5760,,0,85000
873402,0,0,0,0,0,0,0,0,0,0,,,,,,,
873457,0,0,0,0,0,0,0,0,0,0,,,,,,,
873490,0,0,0,0,0,0,0,0,0,0,,,,,,,
873491,0,0,0,0,0,0,0,0,0,0,,,,,,,
873559,0,0,0,0,0,0,0,0,0,0,,,,,,,
873588,0,0,0,0,0,0,0,0,0,0,,,,,,,
873597,0,0,0,0,0,0,0,0,0,0,,,,,,,
873607,0,0,0,0,0,0,0,0,0,0,,,,,,,
873674,0,0,0,0,0,0,0,0,0,0,,,,,,,
873772,0,0,0,0,0,0,0,0,0,0,,,,,,,
873788,0,0,0,0,0,0,0,0,0,0,,,,,,,
873791,0,0,0,0,0,0,0,0,0,0,,,,,,,
873809,0,0,0,0,0,120000,0,10000,0,0,5500,,,9500,4000,130000,0
873811,0,0,0,0,0,0,0,0,0,0,,,,,,,
873859,0,0,0,0,0,60000,0,0,0,0,12000,,,12000,,60000,0
874026,0,0,0,0,0,0,0,0,0,0,,,,,,,
874111,0,0,0,0,0,0,0,0,0,0,,,,,,,
874115,0,0,0,0,0,0,0,0,0,0,,,,,,,
874134,0,0,0,0,0,0,0,0,0,0,,,,,,,
874152,0,0,0,0,0,0,0,0,0,0,,,,,,,
874157,0,0,0,0,0,0,0,0,0,0,,,,,,,
874163,0,0,0,0,0,0,0,0,0,0,,,,,,,
874168,0,0,0,0,0,0,0,0,0,0,,,,,,,
874213,300,0,0,0,0,0,300,0,0,0,,,1800,1800,,0,300
874225,0,0,0,0,0,0,0,0,0,0,,,,,,,
874249,0,0,0,0,0,0,0,0,0,0,,,,,,,
874274,0,0,0,0,0,0,0,0,0,0,,,,,,,
874278,0,0,0,0,0,0,0,0,0,0,,,,,,,
874294,0,0,0,0,0,0,0,0,0,0,,,,,,,
874312,0,0,0,0,0,0,0,0,0,0,,,,,,,
874323,0,0,0,0,0,0,0,0,0,0,,,,,,,
874325,14000,0,0,0,0,0,14000,0,0,0,,,3360,3360,,0,14000
874330,0,0,0,0,0,0,0,0,0,0,,,,,,,
874347,0,0,0,0,0,14000,0,0,0,0,3000,,,3000,,14000,0
874350,0,0,0,0,0,0,0,0,0,0,,,,,,,
874375,0,0,0,0,0,0,0,0,0,0,,,,,,,
874376,4300,0,0,0,0,0,4300,0,0,0,,,700,700,,0,4300
874392,0,0,0,0,0,0,0,0,0,0,,,,,,,
874404,0,0,0,0,0,0,0,0,0,0,,,,,,,
874514,0,0,0,0,0,0,0,0,0,0,,,,,,,
874515,20000,0,0,0,0,0,20000,0,0,0,,,3600,3600,,0,20000
874517,10000,1100,0,0,0,22000,11100,0,0,4000,9500,,3600,13100,,22000,15100
874545,0,0,0,0,0,0,0,0,0,0,,,,,,,
874556,0,0,0,0,0,55000,0,0,0,0,4000,,,4000,,55000,0
874587,0,0,0,0,0,0,0,0,0,0,,,,,,,
874593,0,0,0,0,0,0,0,0,0,0,,,,,,,
874597,0,0,0,0,0,0,0,0,0,0,,,,,,,
874607,0,0,0,0,0,0,0,0,0,0,,,,,,,
874612,0,0,0,0,0,0,0,0,0,0,,,,,,,
874631,0,0,0,0,0,0,0,0,0,0,,,,,,,
874670,0,0,0,4000,0,0,4000,0,0,0,,,2500,2500,,0,4000
874681,0,0,0,0,0,40000,0,0,0,0,2300,,,2300,,40000,0
874704,0,0,0,0,0,0,0,0,0,0,,,,,,,
874705,0,0,0,0,0,15000,0,0,0,0,7200,,,7200,,15000,0
874717,8600,0,0,0,0,0,8600,0,0,0,,,1400,1400,,0,8600
874745,0,0,0,0,0,0,0,0,0,0,,,,,,,
874756,0,0,0,0,0,0,0,28000,0,25000,,,,550,550,0,53000
874761,2500,0,0,0,0,0,2500,0,0,0,,,2600,2600,,0,2500
874777,0,0,0,0,0,0,0,0,0,0,,,,,,,
874791,0,0,0,0,0,0,0,0,0,0,,,,,,,
874877,0,0,0,0,0,0,0,0,0,0,,,,,,,
874891,0,0,0,0,0,0,0,0,0,0,,,,,,,
874947,0,0,0,0,0,0,0,0,0,0,,,,,,,
874961,0,0,0,0,0,0,0,0,0,0,,,,,,,
875011,0,0,0,0,0,0,0,0,0,0,,,,,,,
875017,0,0,0,0,0,0,0,0,0,0,,,,,,,
875020,0,0,0,0,0,0,0,0,0,0,,,,,,,
875027,0,0,0,0,0,0,0,0,0,0,,,,,,,
875028,0,0,0,0,0,0,0,0,0,0,,,,,,,
875044,0,0,0,0,0,0,0,0,0,0,,,,,,,
875088,0,0,0,0,0,0,0,0,0,0,,,,,,,
875095,0,0,0,0,0,12600,0,0,0,0,6350,,,6350,,12600,0
875096,0,0,0,0,0,6000,0,0,0,0,6000,,,6000,,6000,0
875100,0,0,0,0,0,0,0,0,0,0,,,,,,,
875126,0,0,0,0,0,0,0,0,0,0,,,,,,,
875139,11000,0,0,0,0,55000,11000,0,0,0,5000,,2000,7000,,55000,11000
875154,0,0,0,0,0,0,0,0,0,0,,,,,,,
875184,0,0,0,0,0,0,0,0,0,0,,,,,,,
875206,0,0,0,0,0,0,0,0,0,0,,,,,,,
875211,0,8500,0,0,0,0,8500,0,0,0,,,2200,2200,,0,8500
875214,0,0,0,0,0,40000,0,0,0,0,4500,,,4500,,40000,0
875217,3700,0,0,0,0,0,3700,0,0,0,,,1880,1880,,0,3700
875221,0,0,0,0,0,0,0,0,0,0,,,,,,,
875224,0,0,0,0,0,0,0,0,0,0,,,,,,,
875280,3000,0,0,0,0,0,3000,0,0,0,,,3000,3000,,0,3000
875281,0,0,0,0,0,0,0,0,0,0,,,,,,,
875293,0,0,0,0,0,0,0,0,0,0,,,,,,,
875326,0,0,0,0,0,0,0,0,0,0,,,,,,,
875336,0,0,0,0,0,0,0,0,0,0,,,,,,,
875341,0,0,0,0,0,0,0,0,0,0,,,,,,,
875365,0,0,0,0,0,0,0,0,0,0,,,,,,,
875382,0,600,0,0,0,0,600,0,0,0,,,600,600,,0,600
875415,0,0,0,0,0,0,0,0,0,0,,,,,,,
875426,0,0,0,0,0,0,0,0,0,0,,,,,,,
875431,0,0,0,0,0,0,0,0,0,0,,,,,,,
875436,0,0,0,0,0,0,0,0,0,0,,,,,,,
875439,0,0,0,0,0,131000,0,0,0,0,9000,,,9000,,131000,0
875449,0,0,0,0,0,0,0,0,0,0,,,,,,,
875452,0,0,0,0,0,0,0,0,0,0,,,,,,,
875514,0,0,0,0,0,0,0,0,0,0,,,,,,,
875523,0,1560,0,0,0,0,1560,0,0,0,,,720,720,,0,1560
875527,0,0,0,0,0,0,0,0,0,0,,,,,,,
875528,0,0,0,0,0,0,0,0,0,0,,,,,,,
875539,0,0,0,0,0,0,0,0,0,0,,,,,,,
875542,0,0,0,0,0,47000,0,0,0,0,7800,,,7800,,47000,0
875548,0,0,0,0,0,0,0,0,0,0,,,,,,,
875557,0,0,0,0,0,0,0,0,0,0,,,,,,,
875562,0,0,0,0,0,0,0,0,0,0,,,,,,,
875568,0,0,0,0,0,0,0,0,0,0,,,,,,,
875573,0,0,0,0,0,0,0,0,0,0,,,,,,,
875577,0,0,0,0,0,0,0,0,0,0,,,,,,,
875582,0,0,0,0,0,0,0,0,0,0,,,,,,,
875585,0,0,0,0,0,70000,0,0,0,0,6800,,,6800,,70000,0
875602,0,0,0,0,0,0,0,0,0,0,,,,,,,
875606,0,0,0,0,0,0,0,0,0,0,,,,,,,
875623,0,0,0,0,0,0,0,0,0,0,,,,,,,
875635,0,0,0,0,0,0,0,0,0,0,,,,,,,
875649,0,0,0,0,0,0,0,20000,0,0,,,,,,,
875654,0,0,0,0,0,0,0,0,0,0,,,,,,,
875658,0,0,0,0,0,0,0,0,0,0,,,,,,,
875668,0,0,0,0,0,0,0,0,0,0,,,,,,,
875679,0,0,0,0,0,0,0,0,0,0,,,,,,,
875686,0,0,0,0,0,0,0,0,0,0,,,,,,,
875726,0,0,0,0,0,0,0,0,0,0,,,,,,,
875731,0,0,0,0,0,0,0,0,0,0,,,,,,,
875737,0,0,0,0,0,0,0,0,0,0,,,,,,,
875758,0,0,0,0,0,0,0,0,0,0,,,,,,,
875765,0,0,0,0,0,0,0,0,0,0,,,,,,,
875817,0,0,0,0,0,45000,0,0,0,0,4200,,,4200,,45000,0
875851,0,0,0,0,0,70000,0,0,0,0,9000,,,9000,,70000,0
875855,0,0,0,15000,0,0,15000,0,0,0,,,5000,5000,,15000,0
875909,0,0,0,0,0,0,0,0,0,0,,,,,,,
875914,0,0,0,0,0,0,0,0,0,0,,,,,,,
875920,0,0,0,0,0,0,0,0,0,0,,,,,,,
875967,0,0,0,0,0,0,0,0,0,0,,,,,,,
875969,0,0,0,0,0,0,0,0,0,0,,,,,,,
875976,0,0,0,0,0,0,0,0,0,0,,,,,,,
875977,0,0,0,0,0,0,0,0,0,0,,,,,,,
876017,0,0,0,0,0,0,0,0,0,0,,,,,,,
876018,0,0,0,0,0,0,0,0,0,0,,,,,,,
876020,0,0,0,0,0,0,0,0,0,0,,,,,,,
876023,0,3000,0,0,0,0,3000,0,0,0,,,1200,1200,,0,3000
876037,0,0,0,0,0,0,0,0,0,0,,,,,,,
876042,0,0,0,0,0,0,0,0,0,0,,,,,,,
876052,0,0,0,0,0,0,0,0,0,0,,,,,,,
876069,0,0,0,0,0,80000,0,0,0,0,2000,,,2000,,80000,0
876079,0,0,0,0,0,0,0,0,0,0,,,,,,,
876093,0,0,0,0,0,0,0,0,2500,0,,,,,,0,2500
876104,0,0,0,0,0,0,0,0,0,0,,,,,,,
876105,0,0,0,0,0,0,0,0,0,0,,,,,,,
876108,0,0,0,0,0,0,0,0,0,0,,,,,,,
876109,0,0,0,0,0,0,0,0,0,0,,,,,,,
876115,0,0,0,0,0,0,0,10000,0,0,,,,,,,
876125,0,0,0,0,0,0,0,0,0,0,,,,,,,
876127,0,0,0,0,0,0,0,0,0,0,,,,,,,
876218,0,0,0,0,0,0,0,0,0,0,,,,,,,
876272,0,0,0,0,0,0,0,0,0,0,,,,,,,
876314,0,0,0,0,0,0,0,0,0,0,,,,,,,
876364,0,0,0,0,0,0,0,0,0,0,,,,,,,
876383,0,0,0,0,0,0,0,0,0,0,,,,,,,
876388,0,0,0,0,0,0,0,0,0,0,,,,,,,
876391,0,0,0,0,0,0,0,0,0,0,,,,,,,
876444,0,0,0,0,0,0,0,0,0,0,,,,,,,
876523,0,0,0,0,0,0,0,2000,0,0,,,,4200,4200,0,2000
876542,0,0,0,0,0,0,0,0,0,0,,,,,,,
876551,0,0,0,0,0,0,0,0,0,0,,,,,,,
876562,0,0,0,0,0,0,0,0,0,0,,,,,,,
876571,0,0,0,0,0,0,0,0,0,0,,,,,,,
876577,0,0,0,0,0,0,0,0,0,0,,,,,,,
876581,0,0,0,0,0,0,0,0,0,0,,,,,,,
876587,0,0,0,0,0,0,0,0,0,0,,,,,,,
876624,0,0,0,0,0,0,0,0,0,0,,,,,,,
876632,0,0,0,0,0,0,0,0,0,0,,,,,,,
876649,0,0,0,0,0,0,0,0,0,0,,,,,,,
876651,0,0,0,0,0,0,0,0,0,0,,,,,,,
876666,0,0,0,0,0,0,0,0,0,0,,,,,,,
876694,0,0,0,0,0,65000,0,0,0,0,4500,,,4500,,65000,0
