nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,attest,dimaz,oretot,pstra,orestra,b1bonus,ylm,integ,ylnm,contaz_1,contaz_2,contaz_3
639971,2,1,1,1,1,1,12,1,2,36,2,,2,15000,2,0,2,2,2
639971,4,1,1,1,1,2,9,1,2,36,2,,2,10000,2,0,2,2,2
640212,1,1,1,1,1,1,12,1,3,50,2,,2,25000,2,0,2,2,2
640821,1,1,1,1,1,1,12,1,8,36,2,,1,16000,2,0,2,2,2
641628,2,1,1,1,1,1,12,1,8,40,2,,2,21000,2,0,2,2,2
641628,3,1,1,2,2,1,12,1,1,20,2,,2,10000,2,0,2,2,2
648534,1,1,1,1,2,2,4,1,1,38,2,,2,5000,2,0,2,2,2
648534,3,1,1,2,1,1,12,1,2,25,2,,2,10000,2,0,2,2,2
649054,1,1,1,2,1,1,12,1,3,20,2,,2,7800,2,0,2,1,2
649054,2,2,1,1,1,1,12,1,2,40,2,,2,18200,2,0,2,1,2
649089,1,1,1,1,1,1,12,1,4,40,2,,2,19500,2,0,2,1,2
649089,3,1,1,1,1,1,12,1,2,40,2,,2,15600,2,0,2,1,2
670338,2,2,1,2,1,1,12,1,2,20,2,,2,11700,2,0,2,2,2
670485,2,2,1,1,2,2,4,1,1,40,2,,2,3200,2,0,2,2,2
670711,1,1,1,2,1,1,12,1,7,32,2,,2,16000,2,0,2,2,2
670857,2,1,1,1,2,1,12,1,2,40,2,,2,16800,2,0,2,2,2
671136,1,1,1,1,1,1,12,1,8,40,2,,2,14900,2,0,2,2,2
671149,2,1,1,1,1,1,12,1,8,40,1,3,2,28000,2,0,2,2,2
671206,1,1,1,1,1,1,12,1,6,50,1,8,2,32000,1,1500,1,1,2
671206,2,1,1,2,1,1,12,1,2,27,2,,2,13000,2,0,2,1,2
671362,1,1,1,1,1,1,12,1,8,30,2,,2,22100,2,0,2,2,2
671480,1,1,1,1,1,1,12,1,7,42,1,2,1,23000,2,0,2,2,2
671698,1,1,1,1,1,1,12,1,6,40,2,,2,22000,2,0,2,2,2
671733,2,1,1,1,1,1,12,1,4,40,2,,2,14000,2,0,2,2,2
671841,1,1,1,1,1,1,12,1,8,36,1,2,2,17000,1,1540,2,2,2
671841,2,1,1,1,1,1,12,1,7,40,1,1,2,63000,2,0,1,2,2
671893,1,1,1,1,2,1,12,1,4,40,2,,2,13400,2,0,2,2,2
671893,2,1,1,1,1,1,12,1,5,40,2,,2,13700,2,0,2,2,2
671909,1,1,1,1,1,1,12,1,6,40,2,,2,17400,2,0,2,2,2
671909,2,2,1,1,1,1,12,1,2,40,1,3,2,15300,2,0,2,2,2
672063,3,1,2,2,3,2,6,1,8,40,1,0,2,7000,2,0,2,2,2
672142,1,1,1,1,1,1,12,1,6,40,2,,2,16000,2,0,2,2,2
672351,3,1,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,2,2
672417,1,1,1,1,1,1,12,1,6,40,2,,2,20000,2,0,2,2,2
672417,2,1,1,2,1,1,12,1,6,20,2,,2,5000,2,0,2,2,2
672580,1,1,1,1,1,1,12,1,8,36,1,2,2,19000,2,0,2,2,2
672620,2,2,1,1,1,1,12,1,7,36,2,,2,16000,2,0,2,2,2
672679,2,1,1,1,1,1,12,1,7,40,1,1,2,14000,1,1269.6,1,2,2
673145,1,1,1,1,1,1,12,1,4,36,2,,2,15600,2,0,2,2,2
673145,2,1,1,1,1,1,12,1,2,40,2,,1,19500,2,0,2,2,2
673378,3,1,1,2,1,1,12,1,2,20,2,,2,10500,2,0,2,2,2
673421,1,1,1,1,1,1,12,1,1,40,2,,2,20000,2,0,2,2,2
673451,2,1,1,1,1,1,12,1,8,38,2,,2,14000,2,0,2,2,2
673452,2,1,2,2,2,2,3,1,2,25,2,,2,1500,2,0,2,2,2
673454,1,1,1,1,1,1,12,1,6,45,2,,1,85000,1,10000,1,1,2
673454,2,1,1,2,1,1,12,1,7,25,2,,2,15000,2,0,1,1,2
673467,1,1,1,1,1,1,12,1,7,50,1,7,2,18000,2,0,2,2,2
673540,1,1,1,2,2,1,12,1,1,20,1,4,2,6500,2,0,2,2,2
673661,2,1,1,1,1,1,12,1,6,18,2,,2,23790,2,0,2,2,2
673661,3,1,1,2,1,1,12,1,2,25,2,,2,750,2,0,2,2,2
673748,2,1,1,1,1,1,12,1,7,42,1,0,2,20000,2,0,2,2,2
673748,3,1,1,1,1,1,12,1,7,50,1,6,2,15000,2,0,2,2,2
673858,1,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
673882,1,1,1,1,1,1,12,1,5,38,2,,2,17000,2,0,2,2,2
673882,2,1,1,1,1,1,12,1,5,40,1,10,2,25000,2,0,2,2,2
673882,3,3,1,1,2,3,,1,1,40,2,,2,300,2,0,2,2,2
674105,2,1,1,2,1,1,12,1,6,20,2,,2,7000,2,0,2,2,2
674106,1,1,1,1,1,1,12,1,2,36,2,,2,14500,2,0,2,2,2
674226,1,1,1,1,1,1,12,1,5,36,1,10,2,23000,2,0,2,2,2
674226,2,1,1,1,1,1,12,1,5,40,1,5,2,23000,2,0,2,2,2
674229,2,1,1,1,1,1,12,1,4,40,2,,2,19000,2,0,2,2,2
674239,1,1,1,1,1,1,12,1,5,22,2,,2,22000,2,0,2,2,2
674239,2,1,1,1,1,1,12,1,5,22,2,,2,20000,2,0,2,2,2
674281,1,1,1,2,2,2,8,1,1,6,2,,2,2500,2,0,2,2,2
674361,1,1,1,1,1,1,12,1,4,40,2,,2,16000,2,0,2,2,2
674379,1,1,1,1,1,1,12,1,2,48,2,,2,13700,2,0,2,2,2
674613,1,1,1,1,1,1,12,2,8,40,2,,1,50000,2,0,2,2,2
674613,2,2,1,2,2,2,8,1,8,24,2,,2,8000,2,0,2,2,2
674815,2,2,1,2,1,1,12,1,2,24,2,,1,9600,2,0,2,2,2
674817,1,1,1,1,1,1,12,1,8,36,2,,2,18000,2,0,2,2,2
674842,1,1,1,2,1,1,12,1,6,24,2,,2,13000,2,0,2,2,2
674842,2,2,1,1,2,1,12,1,6,42,2,,2,19000,2,0,2,2,2
674869,2,1,1,1,1,1,12,1,4,40,2,,2,16000,2,0,2,2,2
674869,3,3,1,1,1,1,12,1,3,40,2,,2,17500,2,0,2,2,2
674968,3,1,1,2,1,1,12,1,1,16,2,,2,5500,2,0,2,2,2
674968,4,1,1,1,2,2,3,1,2,30,2,,2,2500,2,0,2,2,2
674970,2,1,1,1,3,3,,1,1,24,2,,2,5000,2,0,2,2,2
674974,2,1,1,1,2,2,5,1,1,40,2,,2,6000,2,0,2,2,2
675086,2,1,1,1,1,1,12,1,4,40,2,,2,23000,2,0,2,2,2
675132,1,1,1,2,1,1,12,1,4,24,1,4,2,9900,2,0,2,1,2
675132,3,1,1,1,2,2,6,1,2,40,1,8,2,5000,2,0,2,2,2
675280,2,2,1,1,1,1,12,1,8,40,1,4,2,35000,1,800,2,2,2
675334,2,1,1,1,1,1,12,1,8,36,2,,2,18000,1,500,2,2,2
675656,1,1,1,1,1,1,12,1,4,40,1,2,2,16000,2,0,2,2,2
676000,1,1,1,1,1,1,12,1,8,44,2,,2,45000,2,0,2,2,2
676000,2,1,1,1,1,1,12,1,8,38,2,,2,25000,2,0,2,2,2
676304,1,1,1,1,1,1,12,1,1,48,2,,2,6500,2,0,2,2,2
676359,1,1,1,1,1,1,12,1,6,40,2,,2,12500,2,0,2,2,2
676374,3,2,1,1,1,1,12,1,5,40,2,,2,18000,2,0,2,2,2
676521,3,1,1,1,1,1,12,1,7,42,1,0,2,21000,2,0,2,2,2
676851,2,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
676981,1,1,1,1,1,1,12,1,8,24,2,,2,23400,2,0,2,2,2
676981,2,1,1,1,1,1,12,1,8,36,1,1,2,17000,1,230,2,2,2
676981,3,1,1,2,3,1,12,1,1,20,2,,2,4800,2,0,2,2,2
676981,4,4,1,1,1,1,12,1,8,36,2,,1,23400,1,990,2,2,2
676981,5,1,1,1,3,1,12,1,1,40,2,,2,9600,2,0,2,2,2
677112,1,1,1,1,1,1,12,1,8,40,2,,2,17400,2,0,2,2,2
677220,3,1,1,1,1,1,12,1,3,48,2,,2,10000,2,0,2,2,2
677277,2,1,1,1,1,1,12,1,8,36,2,,1,15000,2,0,2,2,2
677280,1,1,1,1,1,1,12,1,8,18,2,,2,19383,2,0,2,2,2
677280,2,1,1,1,1,1,12,1,8,19,1,2,2,27000,2,0,2,2,2
677386,1,1,1,2,1,1,12,1,4,30,2,,2,13000,2,0,2,2,2
677386,2,1,1,1,1,1,12,1,6,40,2,,2,18500,2,0,2,2,2
677489,1,1,1,1,1,1,12,1,8,30,2,,2,22000,2,0,2,2,2
677775,1,1,1,1,1,2,6,1,2,40,2,,2,6000,2,0,2,2,2
677775,2,1,1,2,1,1,12,1,2,32,2,,2,10000,2,0,2,2,2
677881,1,1,1,1,1,1,12,1,8,30,2,,2,16400,1,170,2,2,2
677964,3,2,1,2,1,1,12,1,1,3,2,,2,6000,2,0,2,2,2
677988,1,1,1,1,1,1,12,1,8,40,2,,2,20500,2,0,2,2,2
677988,2,1,1,1,1,1,12,1,4,40,1,3,1,21500,2,0,2,2,2
678160,1,1,1,1,1,1,12,1,4,36,2,,2,17600,2,0,2,2,2
680060,3,1,1,1,1,1,12,1,5,45,2,,2,13000,2,0,2,2,2
680144,2,1,1,1,1,1,12,1,4,40,1,0,2,14500,1,100,2,2,2
680244,2,1,1,1,1,1,12,1,6,40,1,10,2,30000,2,0,2,2,2
680498,1,1,1,1,1,1,12,1,2,40,2,,2,23000,2,0,2,2,2
680498,4,4,1,2,2,2,2,1,2,40,2,,2,1000,2,0,2,2,2
680537,1,1,1,2,1,1,12,1,1,20,2,,2,10000,2,0,2,2,2
680537,2,1,1,1,1,1,12,1,2,40,2,,2,22400,2,0,2,2,2
680587,1,1,1,1,1,1,12,1,8,36,2,,2,30000,1,450,2,2,2
680601,1,1,1,1,1,1,12,1,4,35,2,,2,27000,2,0,2,2,2
680601,2,1,1,1,1,1,12,1,4,40,2,,2,32000,2,0,2,2,2
680686,3,1,1,1,1,1,12,1,6,40,2,,2,22000,2,0,2,2,2
680686,4,4,1,1,2,1,12,1,6,40,2,,2,16000,2,0,2,2,2
680732,2,1,1,1,1,1,12,1,3,40,1,10,2,19000,1,3000,2,2,2
680732,3,1,1,1,1,1,12,1,5,40,1,1,2,19000,2,0,2,1,2
680870,1,1,1,1,1,1,12,1,6,40,2,,2,26000,1,3500,2,2,2
680870,2,1,1,1,1,1,12,1,5,38,2,,2,15000,2,0,2,2,2
680914,2,1,1,1,1,1,12,1,1,50,2,,1,30000,2,0,2,2,2
680938,1,1,1,2,2,2,5,1,1,20,2,,2,2500,2,0,2,2,2
680981,1,1,1,1,1,1,12,1,6,40,1,10,2,27000,1,1100,2,2,2
680981,2,2,1,2,1,1,12,1,2,25,1,10,2,12000,2,0,2,2,2
680982,1,1,1,1,1,1,12,1,2,40,2,,2,14000,2,0,2,2,2
680982,2,1,1,1,2,2,10,1,2,40,2,,2,9000,2,0,2,2,2
681329,1,1,1,1,2,2,4,1,1,40,2,,2,5000,2,0,2,2,2
681394,2,2,1,1,2,1,12,1,1,35,2,,2,10000,2,0,2,2,2
681403,2,1,1,1,3,2,5,1,1,36,2,,2,5000,2,0,2,2,2
681477,1,1,1,1,1,1,12,1,6,36,1,1,1,22000,1,350,2,2,2
681520,2,1,1,1,1,1,12,1,2,45,2,,2,15600,2,0,2,2,2
681640,1,1,1,1,1,1,12,1,6,40,2,,2,16900,2,0,2,2,2
681673,1,1,1,2,1,1,12,1,8,24,2,,2,12000,2,0,2,2,2
681713,2,1,1,1,1,1,12,1,1,36,2,,1,40000,2,0,2,2,2
681790,1,1,1,1,1,1,12,1,8,36,2,,2,20000,2,0,2,2,2
681822,1,1,1,1,1,1,12,1,8,45,2,,2,23400,2,0,2,2,2
681844,1,1,1,2,1,1,12,1,2,20,2,,2,11500,1,250,2,1,2
682170,1,1,1,1,2,2,7,1,1,40,2,,2,10500,2,0,2,2,2
682170,2,1,1,1,1,1,12,1,2,40,1,3,2,19500,2,0,2,2,2
682204,2,3,1,1,1,1,12,1,7,50,2,,2,24000,2,0,2,2,2
682272,2,2,1,2,1,2,8,1,2,8,2,,2,2000,2,0,2,2,2
682272,3,3,1,1,1,1,12,1,1,40,2,,2,9100,2,0,2,2,2
682272,4,4,1,2,1,1,12,1,1,24,2,,2,10400,2,0,2,2,2
682298,1,1,1,1,1,1,12,1,4,40,2,,2,17000,2,0,2,2,2
682298,2,1,1,2,1,1,12,1,4,20,2,,2,7000,2,0,2,2,2
682359,1,1,1,1,1,1,12,1,8,36,2,,1,22000,2,0,2,2,2
682408,1,1,1,1,1,1,12,1,6,38,1,2,2,19000,2,0,2,2,2
682532,3,1,1,1,2,2,3,1,2,40,2,,2,4200,2,0,1,2,2
682704,1,1,1,1,1,1,12,1,8,36,2,,2,17000,2,0,2,2,2
682704,2,1,1,2,2,1,12,1,8,26,2,,2,12000,2,0,2,2,2
682704,3,1,1,2,2,2,10,1,1,20,2,,2,6000,2,0,2,2,2
682737,3,1,1,1,1,1,12,1,4,40,2,,2,16000,2,0,2,2,2
682791,1,1,1,1,1,1,12,1,6,36,2,,2,70000,1,1200,2,2,2
682897,1,1,2,1,1,1,12,1,6,38,2,,1,20000,1,1000,2,1,2
682897,2,2,1,2,1,1,12,1,1,25,2,,2,10000,2,0,2,2,2
682897,3,3,2,1,1,1,12,1,1,38,2,,2,12000,2,0,2,2,2
682897,4,1,1,1,1,1,12,1,1,38,2,,2,12000,2,0,2,2,2
682900,1,1,1,1,1,1,12,1,8,36,2,,2,18000,2,0,2,2,2
682900,2,1,1,1,1,1,12,1,1,40,2,,2,13000,2,0,2,2,2
682918,3,1,1,2,3,1,12,1,1,40,2,,2,5000,2,0,2,2,2
683033,2,1,1,1,2,2,9,1,4,24,2,,2,11000,2,0,2,2,2
683034,1,1,1,1,1,1,12,1,5,40,2,,2,28590,2,0,2,2,2
683034,2,1,2,1,2,2,6,1,7,40,2,,2,10000,2,0,2,2,2
683119,1,1,1,1,1,1,12,1,6,40,2,,2,18500,2,0,2,2,2
683119,2,2,1,2,1,1,12,1,5,25,2,,2,14900,2,0,2,2,2
683120,1,1,1,1,1,1,12,1,2,36,2,,2,16900,2,0,2,2,2
683164,1,1,1,1,1,1,12,1,4,36,1,6,2,28000,1,700,2,2,2
683171,1,1,1,1,1,1,12,1,8,36,2,,2,23000,1,700,2,2,2
683171,2,1,1,1,1,1,12,1,8,36,2,,2,17000,2,0,2,2,2
683177,3,1,1,1,1,1,12,1,5,48,1,4,2,17000,2,0,2,2,2
683247,1,1,1,1,1,1,12,1,3,30,2,,2,18000,2,0,2,2,2
683249,1,1,1,1,1,1,12,1,3,30,2,,2,18000,2,0,2,2,2
683249,2,2,1,1,1,1,12,1,8,36,2,,2,19000,2,0,2,2,2
683249,3,2,1,1,1,1,12,1,2,35,2,,2,12000,2,0,2,2,2
683250,3,1,1,1,1,1,12,1,2,30,2,,2,15000,2,0,2,2,2
683349,1,1,1,1,1,1,12,1,7,45,2,,1,40000,1,1000,1,1,1
683349,2,1,1,1,1,1,12,1,7,43,2,,2,24000,1,5000,1,1,1
683349,3,1,1,2,2,3,,1,2,10,2,,2,700,2,0,2,2,2
683352,1,1,1,1,1,1,12,1,6,40,2,,2,18200,2,0,2,2,2
683352,3,2,1,2,2,2,10,1,2,16,2,,2,4000,2,0,2,2,2
683352,4,2,1,1,2,2,4,2,3,40,2,,2,4400,2,0,2,2,2
683373,2,2,2,1,1,1,12,1,1,60,2,,2,6000,2,0,2,2,2
683377,2,2,1,1,1,1,12,1,6,40,2,,2,37800,2,0,2,1,2
683469,2,1,1,1,1,1,12,1,6,40,2,,2,16000,2,0,2,2,2
683472,2,1,1,1,1,1,12,1,8,36,2,,2,21000,2,0,2,2,2
683611,2,1,1,2,2,1,12,1,1,20,2,,2,6000,2,0,2,2,2
683661,1,1,1,1,1,1,12,1,8,30,2,,2,15600,2,0,2,2,2
683664,1,1,1,1,1,1,12,1,7,36,2,,1,40000,1,1000,2,2,2
683664,2,1,1,1,1,1,12,1,8,30,2,,1,19000,2,0,2,2,2
683665,2,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
683665,3,1,1,1,2,2,7,1,1,36,2,,2,6000,2,0,2,2,2
683669,1,1,1,1,1,1,12,1,8,24,2,,2,19500,2,0,2,2,2
683675,3,1,1,1,1,1,12,1,2,32,2,,2,11000,2,0,2,2,2
683782,2,2,1,1,2,2,3,2,4,40,2,,2,3000,2,0,2,2,2
683785,2,2,1,2,1,1,12,1,4,30,2,,2,10000,2,0,2,2,2
683785,3,1,1,1,2,2,8,2,7,40,2,,2,24000,2,0,2,2,2
683861,2,1,1,2,2,1,12,1,1,24,2,,2,6000,2,0,2,2,2
684000,2,1,1,1,2,1,12,1,1,40,2,,2,15000,2,0,2,2,2
684000,3,3,1,1,2,2,4,1,3,40,2,,2,3000,2,0,2,2,2
684063,1,1,1,1,1,1,12,1,7,36,1,0,1,25389,1,2100,2,2,2
684064,1,1,1,1,1,1,12,1,2,40,2,,2,14500,2,0,2,2,2
684279,1,1,1,2,1,1,12,1,2,24,2,,2,8500,2,0,2,2,2
684280,2,1,1,1,1,1,12,1,6,40,2,,2,13500,2,0,2,2,2
684326,1,1,1,2,1,1,12,1,7,30,2,,1,19000,2,0,2,2,2
684326,2,1,1,1,1,1,12,1,6,40,2,,1,30000,1,400,2,2,2
684328,1,1,1,1,1,1,12,1,2,45,1,5,2,22000,1,1000,1,2,2
684407,1,1,1,1,1,1,12,1,7,40,2,,1,48000,1,5000,1,2,1
684423,1,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
684423,2,1,1,1,1,1,12,1,6,38,2,,2,17000,2,0,2,2,2
684437,1,1,1,1,1,1,12,1,3,40,2,,2,18200,2,0,2,2,2
684507,1,1,1,1,1,1,12,1,3,40,2,,1,25600,2,0,2,2,2
684507,2,2,1,2,1,1,12,1,1,27,2,,2,11500,2,0,2,2,2
684525,2,1,1,1,1,1,12,1,2,40,2,,2,15600,2,0,2,2,2
684609,1,1,1,1,1,1,12,1,7,40,2,,2,20000,2,0,2,2,2
684671,1,1,1,1,1,1,12,1,2,48,2,,2,14000,2,0,2,2,2
684671,3,2,1,1,1,1,12,1,2,40,2,,2,11400,2,0,2,2,2
684740,1,1,1,2,3,3,,1,3,20,2,,2,5000,2,0,2,2,2
684784,3,3,1,1,2,1,12,1,6,40,2,,2,14000,2,0,2,2,2
684937,3,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
684973,1,1,1,1,1,1,12,1,8,40,1,0,1,28993,2,0,2,2,2
684973,2,1,1,1,1,1,12,1,7,55,1,10,1,20300,1,1523,2,2,1
685016,2,1,1,1,1,1,12,1,8,30,2,,2,12000,2,0,2,2,2
685124,2,2,1,1,1,1,12,1,2,40,1,6,2,15600,2,0,2,2,2
685164,1,1,1,1,1,1,12,1,8,50,2,,2,27000,2,0,2,2,2
685164,2,1,1,1,1,2,5,1,8,41,2,,1,22000,2,0,2,2,2
685296,1,1,1,1,1,1,12,1,6,40,2,,2,20000,2,0,2,2,2
685296,3,3,1,1,2,2,9,2,6,40,2,,2,10000,2,0,2,2,2
685299,1,1,1,1,1,1,12,1,4,40,1,7,2,28000,2,0,2,2,2
685301,2,1,1,1,1,1,12,1,2,35,2,,2,17000,2,0,2,2,2
685368,2,1,1,1,1,1,12,1,2,50,2,,2,18000,2,0,2,2,2
685487,1,1,1,1,1,1,12,1,1,30,2,,2,19000,2,0,2,2,2
685630,1,1,1,1,1,1,12,1,5,40,2,,2,14000,2,0,2,1,2
685630,3,3,1,2,1,1,12,1,1,24,2,,2,5200,2,0,2,1,2
685647,1,1,1,2,1,1,12,1,3,18,2,,2,8000,2,0,2,2,2
685647,2,1,1,1,1,1,12,1,3,40,2,,2,17000,2,0,2,2,2
685812,1,1,1,1,1,1,12,1,5,32,2,,2,13000,2,0,2,2,2
685812,2,1,1,2,1,1,12,1,1,29,2,,2,13000,2,0,2,2,2
685902,1,1,1,1,1,1,12,1,8,36,2,,2,21000,2,0,2,2,2
685905,1,1,1,2,1,1,12,1,3,36,2,,2,8500,2,0,2,2,2
685905,2,2,1,1,2,1,12,1,2,40,2,,2,17000,2,0,2,2,2
686006,2,1,1,2,1,1,12,1,2,24,2,,2,10400,2,0,2,2,2
686185,1,1,1,1,1,1,12,1,8,20,2,,2,20000,2,0,2,2,2
686234,1,1,1,1,1,1,12,1,2,36,2,,2,18000,2,0,2,2,2
686235,1,1,1,1,1,1,12,1,8,36,2,,2,19000,2,0,2,2,2
686253,1,1,1,1,1,1,12,1,4,40,2,,2,13000,2,0,2,2,2
686528,1,1,1,1,1,1,12,1,2,40,2,,2,14000,2,0,2,2,2
686528,2,1,1,1,1,1,12,1,2,40,2,,2,13000,2,0,2,2,2
686528,4,1,1,1,1,1,12,1,1,40,2,,2,14000,2,0,2,2,2
686543,1,1,1,1,1,1,12,1,8,36,2,,2,20000,2,0,2,2,2
686634,1,1,1,1,1,1,12,1,5,40,2,,2,26260,2,0,2,2,2
686634,2,1,1,2,1,1,12,1,5,20,2,,2,7000,2,0,2,2,2
686661,4,1,1,1,1,1,12,1,6,40,2,,2,13000,1,600,2,2,2
686717,1,1,1,2,2,2,8,1,1,20,2,,2,6000,2,0,2,2,2
686866,2,1,1,1,1,1,12,1,4,32,2,,2,15500,2,0,2,2,2
686898,1,1,1,1,1,1,12,1,8,30,2,,2,18000,1,500,2,2,2
686898,2,1,1,1,2,1,12,1,2,25,2,,2,8000,2,0,2,2,2
687022,1,1,1,1,2,2,9,1,8,40,2,,2,10350,2,0,2,2,2
687022,2,1,1,1,1,1,12,1,4,45,1,5,2,15600,2,0,2,2,2
687056,3,1,1,1,1,1,12,1,1,40,2,,2,16900,2,0,2,2,2
687070,2,1,1,1,1,1,12,1,4,36,2,,2,16500,2,0,2,2,2
687070,3,3,1,1,1,1,12,1,6,40,2,,2,14000,2,0,2,2,2
687148,1,1,1,1,1,1,12,1,6,50,2,,2,17000,2,0,2,2,2
687148,2,2,1,1,1,1,12,1,4,40,2,,2,18900,2,0,2,2,2
687148,3,2,1,1,3,1,12,1,4,35,2,,2,10000,1,500,2,2,2
687148,4,5,1,1,3,1,12,1,4,30,2,,2,9500,2,0,2,2,2
687168,2,2,1,1,1,1,12,1,4,36,1,2,2,20000,2,0,2,2,2
687281,2,1,1,1,1,1,12,1,2,40,2,,2,15000,2,0,2,2,2
687281,3,1,1,1,1,1,12,1,3,40,2,,2,15600,2,0,2,2,2
687304,1,1,1,1,1,1,12,1,7,24,2,,2,27500,2,0,2,2,2
687321,2,1,1,1,1,1,12,1,2,36,2,,2,25000,2,0,2,2,2
687497,1,1,1,2,1,1,12,1,7,34,1,2,2,16000,1,1270,2,1,2
687508,1,1,1,1,1,1,12,1,8,35,2,,2,15000,2,0,2,2,2
687508,2,1,1,1,1,1,12,1,5,40,2,,2,19000,2,0,2,2,2
687569,1,1,1,1,1,1,12,1,7,50,1,10,2,60000,1,3000,1,2,2
687699,1,1,1,1,1,1,12,1,8,36,1,5,2,24000,1,700,2,2,2
687699,2,2,1,1,1,1,12,1,4,38,2,,2,20000,2,0,2,2,2
687849,3,1,1,1,1,1,12,1,2,40,2,,2,12000,2,0,2,2,2
687883,3,1,1,1,1,1,12,1,1,40,1,3,2,15000,2,0,2,2,2
687934,1,1,1,1,2,1,12,1,6,40,2,,2,15000,2,0,2,2,2
687971,4,1,1,1,2,2,4,1,3,40,2,,2,4200,2,0,2,2,2
687986,1,1,1,1,1,1,12,1,3,40,2,,2,11700,2,0,2,2,2
687987,1,1,1,1,1,1,12,1,2,40,2,,2,19500,2,0,2,2,2
687987,2,1,2,2,2,3,,1,1,4,2,,2,800,2,0,2,2,2
687988,1,1,1,1,2,2,10,1,3,40,2,,2,10000,2,0,2,2,2
687993,2,2,1,1,1,1,12,1,4,40,2,,2,17000,2,0,2,2,2
688009,1,1,1,1,1,1,12,1,2,40,1,2,2,16700,2,0,2,2,2
688111,1,1,1,1,1,1,12,1,6,45,2,,1,24000,1,1100,2,2,2
688142,1,1,1,1,1,1,12,1,5,40,2,,2,20540,1,1200,2,2,2
688226,1,1,1,2,2,2,3,1,2,30,2,,2,3000,2,0,2,2,2
688264,1,1,1,2,1,1,12,1,1,20,2,,2,6000,2,0,2,2,2
688264,2,1,1,1,1,1,12,1,8,38,1,2,2,21000,2,0,2,2,2
688287,1,1,1,1,1,1,12,1,7,40,1,1,1,35000,1,100,2,2,2
688287,2,1,1,1,1,1,12,1,2,40,2,,2,25000,2,0,2,2,2
688323,1,1,1,1,1,1,12,1,2,40,2,,2,25000,2,0,2,2,2
688323,2,2,1,1,1,1,12,1,1,37,2,,2,16000,2,0,2,2,2
700235,1,1,1,1,1,1,12,1,1,40,2,,2,12000,2,0,2,2,2
700410,2,1,1,1,1,1,12,1,5,40,2,,2,15000,2,0,2,2,2
700624,1,1,1,2,2,1,12,1,1,30,2,,2,10000,2,0,2,2,2
700740,1,1,1,1,1,1,12,1,6,40,1,11,1,21700,2,0,2,2,2
700752,3,1,1,1,1,1,12,1,6,40,2,,2,14760,2,0,2,2,2
701240,3,1,1,2,2,1,12,1,1,25,2,,2,6500,2,0,2,2,2
701240,4,1,1,1,1,1,12,1,1,40,2,,2,11000,2,0,2,2,2
702643,1,1,1,2,1,1,12,1,2,22,2,,2,10400,2,0,2,2,2
702643,2,1,1,2,2,1,12,1,2,22,2,,2,11700,2,0,2,2,2
704118,3,3,1,1,1,1,12,1,2,40,2,,2,24000,2,0,2,2,2
704118,4,1,1,1,1,1,12,1,2,40,2,,2,18000,2,0,2,2,2
704752,1,1,1,1,1,1,12,1,5,20,2,,2,23000,2,0,2,2,2
704911,2,1,1,2,1,2,9,1,6,58,2,,2,10000,2,0,2,2,2
704911,3,3,1,2,1,1,12,1,2,33,2,,2,12000,2,0,2,2,2
705115,1,1,1,1,1,1,12,1,1,40,2,,2,12800,2,0,2,2,2
705116,1,1,1,1,1,1,12,1,2,40,1,6,2,21000,1,2000,2,2,2
705116,2,1,1,2,2,1,12,1,2,20,2,,2,9000,2,0,2,2,2
706224,1,1,1,1,1,1,12,1,7,36,2,,2,16900,2,0,2,2,2
706436,4,1,1,1,1,1,12,1,2,40,2,,2,12500,2,0,2,2,2
706628,2,1,1,1,1,1,12,1,1,40,2,,2,16000,2,0,2,2,2
706629,1,1,1,1,1,1,12,1,7,40,1,5,2,17000,2,0,2,2,2
706634,1,1,1,1,1,1,12,1,1,40,2,,2,15600,2,0,2,2,2
706634,3,1,1,1,1,1,12,1,4,32,2,,2,10400,2,0,2,2,2
706634,4,1,1,1,1,1,12,1,5,40,2,,2,15600,2,0,2,2,2
706727,3,1,1,1,2,2,6,1,5,48,2,,2,12000,2,0,2,2,2
707312,1,1,1,1,1,2,6,1,5,20,1,0,2,13000,2,0,2,2,2
707312,2,2,1,1,1,1,12,1,5,21,2,,2,21000,2,0,2,2,2
707541,1,1,1,1,2,1,12,1,1,40,2,,2,13000,2,0,2,2,2
709420,3,1,1,2,1,1,12,1,7,15,2,,2,5850,2,0,2,2,2
709470,2,1,1,1,1,1,12,1,3,36,2,,2,13500,2,0,2,2,2
709803,2,2,1,1,1,1,12,1,8,40,2,,2,20000,2,0,2,2,2
710165,2,1,1,1,1,1,12,1,1,40,2,,2,18000,2,0,2,2,2
710507,1,1,1,2,1,1,12,1,4,15,1,4,1,4800,2,0,2,2,2
710507,2,2,1,2,1,1,12,1,3,15,2,,2,5000,2,0,2,2,2
710507,3,2,1,1,1,1,12,1,2,36,2,,2,10000,2,0,2,2,2
