nquest,quest,nquestp,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,vitgen,ngen,figli,nfigli,vitf,nfratsore,parnoit,ANCONV,contint,NCOMP,CAPI
918428,2,,5,1,4,1,,,,,1,1,2,,1,3,2,,6,3,0
918430,2,,5,1,4,1,,,,,2,,1,1,1,4,,,3,1,1
918443,2,,2,1,3,1,,,,,2,,2,,1,1,2,,2,2,1
918449,2,,3,1,4,1,2,1,7,1,2,,2,,1,4,,1979,2,4,1
918452,2,,4,2,5,2,4,1,3,1,1,1,1,2,1,4,,1985,3,2,1
918455,2,,3,1,2,1,,,,,2,,2,,2,,2,,1,1,1
918456,2,,3,1,2,1,,,,,2,,2,,1,5,2,,2,2,1
918457,2,,2,1,2,1,,,,,2,,2,,1,1,2,,3,1,1
918459,2,,4,1,2,1,2,1,2,1,1,3,2,,1,1,,2000,2,3,1
918464,2,,5,1,5,1,,,,,1,2,2,,1,1,2,,2,1,0
918473,2,,2,1,2,1,3,1,3,1,1,2,2,,1,4,,1999,4,3,0
918475,2,,2,1,3,1,2,2,2,2,1,1,2,,1,4,,2014,3,4,1
918476,2,,2,1,2,1,,,,,1,2,1,1,2,,,,4,2,1
918482,2,,1,1,1,1,3,1,4,1,1,2,2,,1,2,,1994,2,3,1
918490,2,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,0
918503,2,,5,1,4,1,5,1,4,1,1,3,2,,1,3,,2004,4,3,0
918506,2,,4,1,4,1,3,1,3,1,1,2,1,1,1,3,,1995,4,3,1
918510,2,,3,1,3,1,,,,,1,2,2,,2,,2,,2,1,1
918511,2,,3,2,3,2,3,2,3,2,1,4,2,,1,4,,2009,2,3,1
918517,2,,1,2,2,2,,,,,1,1,2,,2,,2,,1,1,1
918546,2,,7,1,7,1,1,1,1,1,2,,1,2,2,,,1955,3,2,1
918561,2,,2,1,2,1,4,1,4,1,1,4,2,,1,6,,2004,3,4,1
918573,2,,1,2,2,2,,,,,1,1,2,,1,1,2,,3,1,0
918576,2,,4,1,4,1,,,,,1,1,2,,1,1,2,,3,1,1
918580,2,,1,2,1,2,,,,,2,,1,1,1,2,1,,2,1,0
918590,2,,5,1,3,1,5,1,5,1,2,,1,4,1,2,,1985,4,2,1
918593,2,,3,1,4,1,,,,,1,2,2,,1,2,2,,3,1,1
918596,2,,2,2,2,2,,,,,1,1,2,,1,4,2,,1,1,1
918615,2,,3,2,3,2,,,,,1,1,2,,1,2,2,,4,1,1
918616,2,,5,1,5,1,,,,,1,2,2,,1,1,2,,3,1,1
918622,2,,7,1,1,1,4,1,3,1,1,3,2,,1,3,,1999,1,6,1
918626,1,,1,1,1,1,2,1,2,1,2,,1,2,1,3,,1968,3,2,1
918632,1,,1,1,2,1,2,1,2,1,2,,1,2,1,5,,1977,2,2,1
918633,1,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1966,2,2,1
918639,2,,2,1,3,1,2,1,2,1,2,,2,,1,4,,1972,3,2,1
918648,2,,3,1,3,1,3,1,3,1,2,,2,,1,4,,1981,2,3,1
918673,1,,1,1,2,1,2,1,2,1,2,,1,3,1,2,,1966,3,2,1
918674,1,,1,1,2,1,2,1,2,1,1,1,1,1,1,1,,1974,3,3,1
918675,1,,1,1,1,1,1,1,2,1,2,,1,2,1,3,,1975,2,2,1
918679,1,,1,1,2,1,7,1,7,1,2,,1,2,1,2,,1963,3,2,1
918680,1,,2,1,2,1,,,,,2,,1,3,1,3,,,4,1,1
918684,2,,3,1,3,1,2,1,2,1,1,1,1,2,1,1,,1977,2,2,1
918686,2,,2,1,2,1,,,,,2,,1,2,1,3,,,2,1,1
918694,2,,2,1,2,1,2,1,2,1,1,3,2,,2,,,1995,2,3,1
918702,2,,4,1,4,1,3,1,3,1,1,2,2,,1,3,,2005,2,3,1
918720,1,,4,1,2,1,2,1,2,1,1,1,2,,1,2,,1971,1,3,1
918729,2,,2,1,1,1,2,1,2,1,2,,1,1,1,2,,1970,2,3,1
918730,2,,2,1,2,1,2,1,2,1,2,,2,,2,,,1987,3,2,1
918741,2,,3,1,4,1,4,1,3,1,1,3,2,,1,1,,1999,4,4,1
918746,2,,2,1,2,1,2,1,2,1,1,2,1,1,2,,,1982,2,2,1
918758,2,,2,1,2,1,,,,,2,,1,1,2,,2,,3,2,1
918761,1,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1968,1,2,1
918763,1,,2,1,2,1,,,,,2,,1,1,1,1,,,1,2,1
918768,1,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1971,1,2,1
918769,1,,2,1,2,1,2,1,2,1,2,,2,,1,5,,1966,1,2,1
918771,1,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1974,2,2,1
918774,2,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1967,1,3,1
918775,2,,2,1,2,1,,,,,1,1,1,2,1,2,,,1,2,1
918777,2,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1968,1,2,0
918778,2,,2,1,2,1,2,1,2,1,1,3,2,,1,4,,2002,1,4,1
918813,1,,3,1,2,1,3,1,2,1,2,,2,,2,,,1968,2,2,1
918815,1,,3,1,3,1,7,1,7,1,1,4,2,,1,3,,2015,2,4,1
918816,1,,2,1,2,1,3,2,4,2,1,1,2,,1,1,,2009,3,2,1
918820,2,,2,1,2,1,,,,,2,,1,2,1,1,2,,4,1,0
918821,2,,4,1,4,1,,,,,2,,2,,2,,2,,1,1,1
918822,2,,2,1,2,1,2,1,2,1,2,,1,3,1,6,,1973,2,2,0
918839,2,,3,2,3,2,3,2,3,2,1,4,2,,1,4,,1997,4,4,0
918851,1,,2,1,1,1,2,1,2,1,2,,1,2,1,11,,1999,1,2,1
918853,1,,2,1,2,1,4,1,4,1,2,,1,1,1,2,,1967,3,2,1
918854,1,,2,1,2,1,2,1,2,1,2,,1,2,1,5,,1957,2,2,1
918857,1,,2,1,1,1,2,1,2,1,1,1,1,2,1,2,,1962,2,2,1
918860,1,,2,1,2,1,2,1,2,1,2,,1,3,1,6,,1968,1,2,1
918863,2,,2,1,3,1,,,,,1,1,1,1,1,1,2,,1,3,1
918869,2,,2,2,2,2,2,2,2,2,1,4,2,,1,5,,1995,1,6,1
918870,2,,1,1,2,1,1,1,1,1,2,,1,2,1,4,,1963,1,2,1
918891,2,,3,2,2,2,,,,,1,1,1,2,1,2,2,,1,1,1
918898,1,,2,1,1,1,5,2,5,2,1,1,1,2,1,1,,2007,1,4,1
918905,1,,2,1,2,1,7,1,7,1,2,,1,2,2,,,1968,2,2,1
918910,2,,4,1,2,1,,,,,2,,2,,2,,2,,1,2,1
918917,2,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
918921,2,,2,2,2,2,2,2,2,2,1,4,2,,1,5,,2011,3,2,1
918922,2,,5,1,4,1,4,1,4,1,1,2,2,,1,6,,1996,1,3,1
918929,2,,3,2,4,2,,,,,1,2,2,,1,3,2,,1,1,1
918930,2,,3,2,3,2,,,,,1,2,2,,1,2,2,,1,1,1
918931,2,,2,2,1,2,,,,,1,2,2,,1,3,2,,1,1,1
918936,2,,3,2,3,2,,,,,1,2,2,,1,2,2,,1,1,1
918939,2,,2,2,2,2,,,,,2,,2,,2,,2,,1,2,1
918940,2,,3,1,3,1,,,,,1,2,2,,1,1,2,,3,1,1
918942,1,,2,1,2,1,,,,,2,,1,1,2,,,,1,3,1
918946,1,,2,1,2,1,,,,,2,,1,2,2,,,,2,1,1
918954,2,,3,1,2,1,2,1,2,1,1,3,2,,1,3,,1990,1,4,1
918956,2,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
918957,2,,2,1,2,1,1,1,1,1,2,,1,2,1,3,,1977,1,2,1
918958,2,,1,1,1,1,,,,,2,,2,,2,,2,,2,1,1
918960,2,,3,1,3,1,,,,,2,,2,,1,1,2,,1,1,1
918964,2,,2,1,2,1,1,1,2,1,1,1,1,1,1,5,,1993,1,5,1
918973,2,,4,2,4,2,,,,,2,,2,,1,1,2,,1,1,1
918986,1,,7,3,7,3,7,1,7,3,2,,1,2,1,1,,1957,4,2,1
918997,2,,2,1,2,1,7,1,7,1,1,1,1,1,1,4,,1971,1,3,0
919002,2,,4,1,2,1,,,,,1,2,2,,1,1,2,,3,2,1
919010,2,,2,1,2,1,,,,,2,,1,2,2,,2,,2,1,1
919031,1,,1,1,1,1,2,1,2,1,2,,1,2,1,2,,1969,2,2,1
919033,1,,2,1,2,1,,,,,2,,1,1,1,1,,,2,2,1
919039,1,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1994,3,4,1
919040,1,,2,1,2,1,,,,,2,,2,,1,2,2,,1,2,1
919041,1,,2,1,2,1,,,,,2,,1,2,1,2,,,3,1,1
919046,2,,2,1,2,1,3,1,2,1,2,,1,1,1,1,,1976,3,2,1
919051,2,,3,1,2,1,3,1,3,1,1,4,2,,1,3,,1993,2,3,1
919082,1,,2,1,2,1,2,1,2,1,2,,2,,2,,,1981,4,2,1
919089,2,,2,1,2,1,2,1,2,1,1,2,2,,1,2,,1986,1,3,1
919095,2,,1,2,1,2,,,,,2,,2,,2,,2,,1,1,1
919097,2,,2,1,2,1,,,,,2,,2,,1,1,,,1,1,1
919098,2,,2,1,2,1,2,1,2,1,1,2,2,,1,3,,1992,1,3,1
919100,2,,2,1,2,1,2,1,2,1,1,3,1,1,1,2,,2003,1,3,1
919103,2,,2,1,2,1,2,1,2,1,1,3,2,,1,2,,2000,1,3,1
919108,2,,2,1,2,1,,,,,2,,2,,1,1,2,,1,2,1
919110,2,,2,2,1,2,,,,,2,,2,,2,,2,,1,1,1
919112,2,,2,1,2,1,,,,,2,,2,,2,,2,,1,2,1
919116,2,,2,1,2,1,,,,,1,2,2,,2,,2,,4,1,1
919121,1,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
919123,1,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
919126,1,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
919127,1,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
919129,1,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
919134,2,,2,1,2,1,,,,,2,,1,3,1,2,,,1,1,1
919136,2,,2,1,2,1,2,1,2,1,1,1,1,2,1,3,,1980,1,2,1
919137,2,,2,1,2,1,,,,,2,,1,1,1,1,2,,1,2,1
919139,2,,2,1,2,1,,,,,2,,1,2,1,2,,,1,1,1
919168,1,,1,1,2,1,,,,,2,,2,,2,,,,1,1,1
919170,1,,4,1,4,1,,,,,2,,1,1,2,,,,1,1,1
919190,2,,3,1,2,1,,,,,1,2,1,2,1,1,2,,1,1,1
919256,1,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
919257,1,,1,1,1,1,,,,,2,,1,5,2,,,,1,2,1
919260,1,,3,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
919264,1,,2,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
919265,1,,2,1,2,1,,,,,2,,1,1,1,1,,,1,2,1
919271,2,,1,1,1,1,1,1,1,1,2,,1,2,1,1,,1974,2,2,1
919278,2,,3,1,3,1,3,2,3,2,1,4,1,2,1,8,,1999,3,4,1
919286,2,,2,1,2,1,2,1,2,1,1,3,2,,1,2,,1999,2,2,1
919294,2,,3,1,3,1,3,1,3,1,1,4,2,,1,4,,2012,1,4,1
919295,2,,3,1,3,1,,,,,1,1,2,,1,2,2,,2,1,1
919303,1,,2,1,2,1,,,,,2,,1,1,1,3,,,1,1,1
919311,1,,3,1,2,1,4,1,4,1,1,1,1,2,1,7,,1969,1,2,1
919316,2,,1,1,1,1,,,,,2,,1,1,1,4,,,2,4,1
919318,2,,2,1,2,1,,,,,2,,1,3,1,2,,,3,1,1
919320,2,,2,1,2,1,,,,,1,1,2,,1,1,,,2,3,1
919324,2,,2,1,2,1,2,1,2,1,1,1,1,2,1,5,,1978,2,3,1
919328,2,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1983,1,3,1
919333,2,,5,1,5,1,,,,,1,1,2,,1,2,2,,2,1,1
919347,1,,1,1,1,1,,,,,2,,1,2,1,3,,,1,1,1
919349,1,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1972,4,2,1
919352,1,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1982,3,3,1
919353,1,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1980,3,2,1
919354,1,,2,1,2,1,2,1,2,1,1,1,1,2,1,1,,1980,1,2,1
919357,2,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1973,3,2,0
919368,2,,2,1,2,1,2,1,2,1,2,,1,3,1,5,,1972,1,2,1
919370,2,,3,1,2,1,2,1,2,1,2,,2,,1,3,,2003,4,4,1
919371,2,,3,1,2,1,3,1,3,1,2,,2,,1,1,,2003,5,4,1
919374,2,,7,1,4,1,2,1,2,1,1,3,2,,1,3,,2000,2,4,1
919391,1,,2,1,2,1,2,1,1,1,2,,1,1,1,4,,1967,2,4,1
919393,1,,2,1,2,1,,,,,2,,1,2,1,2,,,2,1,1
919394,1,,2,1,1,1,1,1,1,1,1,1,1,2,1,4,,1974,1,2,1
919397,1,,2,1,2,1,,,,,2,,1,1,1,5,,,1,1,1
919414,2,,2,1,2,1,3,1,2,1,2,,1,2,1,2,,1998,2,3,1
919417,2,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
919432,2,,2,2,2,2,,,,,2,,2,,2,,2,,1,2,1
919438,1,,2,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
919440,1,,2,1,2,1,2,1,2,1,1,1,1,1,1,2,,1973,2,3,1
919442,1,,3,1,2,1,2,1,2,1,2,,1,1,1,2,,1975,2,2,1
919443,1,,4,1,3,1,3,2,3,2,2,,1,2,1,6,,2016,2,2,1
919444,1,,2,1,2,1,2,1,2,1,1,1,2,,1,2,,1978,2,3,1
919445,1,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1973,3,2,1
919446,1,,2,1,1,1,2,1,2,1,2,,1,1,1,3,,1966,2,3,1
919450,2,,2,1,2,1,2,1,2,1,1,1,2,,1,6,,1987,1,3,1
919451,2,,2,1,2,1,2,1,2,1,1,1,1,2,1,3,,1976,1,2,1
919453,2,,2,1,2,1,2,1,2,1,1,2,1,1,1,3,,1988,2,4,1
919460,2,,4,2,4,2,1,2,2,2,2,,2,,1,1,,1984,1,4,1
919464,2,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1955,1,2,1
919482,1,,1,1,1,1,,,,,2,,1,2,1,5,,,2,2,1
919487,1,,1,1,1,1,2,1,1,1,2,,1,3,1,6,,1952,2,2,1
919489,1,,2,1,2,1,,,,,2,,1,1,1,2,,,2,1,1
919492,2,,2,1,1,1,3,1,3,1,1,1,1,2,1,5,,2005,2,3,1
919494,2,,1,1,1,1,2,1,2,1,1,1,1,1,1,6,,1978,2,3,1
919500,2,,3,1,2,1,,,,,1,2,2,,1,1,2,,2,1,1
919505,2,,4,2,3,2,5,2,4,2,2,,1,3,1,4,,1981,2,2,1
919516,2,,3,1,2,1,3,1,2,1,1,3,2,,1,3,,2004,2,3,1
919521,2,,3,1,3,1,4,1,4,1,1,2,2,,1,2,,2008,1,4,1
919525,2,,6,1,5,1,3,1,3,1,1,4,2,,1,2,,2015,2,4,1
919527,1,,2,1,2,1,2,1,2,1,1,3,2,,1,2,,1998,2,5,1
919529,1,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1974,3,2,1
919533,1,,4,1,3,1,,,,,1,2,1,2,1,1,2,,3,3,1
919536,1,,2,1,1,1,2,1,2,1,1,1,2,,1,3,,1976,2,2,1
919541,2,,2,1,2,1,2,1,2,1,1,3,2,,1,1,,1988,2,4,1
919547,2,,2,1,7,1,2,1,2,1,1,4,2,,1,3,,1997,2,3,1
919574,1,,2,1,2,1,1,1,1,1,2,,1,2,1,4,,1963,2,2,1
919576,1,,4,1,2,1,2,1,2,1,1,3,1,1,1,4,,1983,3,2,1
919579,1,,2,1,1,1,1,1,1,1,2,,1,2,1,3,,1968,2,3,1
919581,1,,1,1,1,1,2,1,2,1,1,1,1,3,1,2,,1972,1,2,1
919582,1,,2,1,2,1,3,2,3,2,2,,1,4,1,7,,2016,2,2,1
919585,2,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
919586,2,,2,1,2,1,2,1,2,1,2,,1,2,1,5,,1967,2,2,1
919588,2,,4,1,4,1,3,1,4,1,1,4,2,,1,2,,2001,3,4,1
919590,2,,2,2,2,2,2,1,2,1,1,2,1,2,1,3,,1986,2,2,1
919617,1,,2,1,1,1,,,,,2,,2,,1,1,,,2,2,1
919622,1,,2,1,2,1,2,1,1,1,1,4,1,2,1,1,,1981,2,2,1
919631,2,,1,1,1,1,1,1,1,1,2,,2,,1,5,,1990,2,4,1
919643,2,,2,1,2,1,7,1,7,1,1,2,2,,1,2,,2004,4,4,1
919665,1,,1,1,1,1,2,1,2,1,2,,2,,2,,,1972,2,2,1
919668,1,,4,1,4,1,,,,,2,,2,,1,1,,,3,1,1
919673,2,,2,1,2,1,,,,,1,1,2,,2,,,,3,2,0
919684,2,,2,1,2,1,3,1,3,1,1,3,2,,1,2,,1995,4,4,0
919685,2,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,2005,1,2,1
919686,2,,5,1,4,1,5,1,4,1,1,3,2,,1,3,,1999,3,5,1
919706,1,,2,1,1,1,,,,,2,,2,,1,2,2,,2,1,1
919707,1,,1,1,1,1,,,,,2,,2,,2,,,,2,1,1
919710,1,,1,1,1,1,,,,,2,,1,3,2,,,,2,1,1
919711,1,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1967,2,2,1
919717,2,,1,1,7,1,7,1,7,1,2,,1,2,1,4,,1973,1,2,1
919723,2,,1,1,1,1,,,,,2,,1,1,1,2,,,2,1,1
919726,2,,2,1,2,1,2,1,2,2,2,,1,1,1,2,,1978,2,3,1
919727,2,,1,1,1,1,1,1,1,1,2,,2,,1,4,,1988,2,7,1
919731,2,,2,1,2,1,2,1,2,1,1,2,1,2,1,2,,1989,1,2,1
919733,2,,3,1,2,1,,,,,2,,1,1,1,2,2,,1,1,1
919740,2,,2,1,1,1,,,,,2,,2,,1,1,2,,2,2,1
919741,2,,2,1,2,1,2,1,2,1,1,2,1,2,1,2,,2010,2,3,1
919752,1,,1,1,1,1,1,1,1,1,2,,2,,2,,,1981,3,3,1
919757,1,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1990,4,4,1
919758,1,,1,1,1,1,,,,,2,,2,,1,2,2,,1,1,1
919759,1,,2,1,2,1,,,,,2,,2,,1,2,2,,2,2,1
919762,2,,2,1,2,1,,,,,2,,2,,1,1,2,,2,4,1
919766,2,,2,1,2,1,2,1,2,1,2,,2,,2,,,1984,3,4,1
919771,2,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1969,1,2,1
919774,2,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,1969,1,2,1
919775,2,,3,1,3,1,,,,,2,,1,1,2,,2,,2,3,1
919777,2,,1,1,1,1,,,,,2,,2,,2,,2,,1,1,1
919778,2,,2,2,2,2,2,2,2,2,1,2,2,,1,3,,1989,1,4,1
919793,2,,3,1,3,1,3,1,3,1,1,1,2,,1,2,,2010,1,2,1
919795,2,,3,2,4,2,,,,,1,2,2,,1,2,2,,1,1,1
919799,1,,1,1,1,1,,,,,2,,1,2,1,1,,,2,2,1
919802,1,,2,1,2,1,,,,,2,,2,,1,3,2,,1,1,1
919808,2,,5,1,3,1,4,1,4,1,2,,1,2,1,2,,1965,2,2,1
919814,2,,3,1,2,1,,,,,2,,1,1,1,1,2,,1,1,1
919828,2,,1,1,2,1,5,1,4,1,1,3,2,,1,5,,2008,4,2,1
919849,1,,2,1,2,1,,,,,2,,1,1,2,,,,3,2,1
919851,1,,3,1,2,1,2,1,3,1,1,3,1,3,1,4,,2014,3,2,1
919856,2,,2,1,2,1,,,,,2,,1,1,1,1,2,,2,3,1
919866,2,,4,1,3,1,4,1,4,1,1,3,2,,1,2,,2000,1,3,1
919870,2,,2,1,2,1,2,1,2,1,2,,1,3,1,3,,1968,2,2,1
919871,2,,4,1,4,1,,,,,1,2,1,1,1,1,2,,2,1,1
919886,1,,1,1,1,1,2,1,1,1,2,,1,2,1,3,,1971,2,2,1
919901,2,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,1
919903,2,,1,1,1,1,,,,,2,,1,1,1,1,,,1,1,1
919920,2,,3,1,3,1,,,,,1,2,2,,1,1,2,,1,1,1
919922,2,,2,2,2,2,,,,,1,1,2,,1,2,2,,1,1,1
919923,2,,1,2,1,2,,,,,1,2,1,2,1,3,2,,1,1,1
919930,2,,1,2,1,2,,,,,1,2,2,,1,3,2,,2,1,1
919937,1,,1,1,1,1,,,,,2,,1,3,1,1,,,1,1,1
919938,1,,2,1,1,1,1,3,7,3,2,,2,,2,,,1960,1,2,1
919939,1,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
919940,1,,2,1,2,1,2,1,2,1,1,2,1,1,1,2,,1982,1,3,1
919941,1,,1,1,1,1,,,,,2,,2,,2,,,,1,4,1
919945,1,,2,1,2,1,5,2,5,2,2,,2,,1,3,,2009,1,4,1
919947,1,,2,1,1,1,2,1,2,1,2,,1,2,1,2,,1967,1,2,1
919953,1,,7,1,7,1,7,1,7,1,1,2,1,1,1,2,,1980,2,2,1
919955,2,,4,1,4,1,3,1,3,1,1,2,2,,1,1,,2005,1,5,1
919956,2,,1,1,1,1,,,,,2,,1,2,1,2,,,1,1,1
919957,2,,2,1,3,1,,,,,1,1,2,,1,1,2,,1,2,1
919958,2,,7,1,7,1,,,,,1,1,1,1,1,2,2,,1,1,1
919961,2,,1,1,1,1,,,,,2,,2,,1,1,2,,1,1,1
919970,2,,1,1,1,1,3,1,3,1,1,1,1,3,1,9,,1972,1,2,1
919972,2,,2,1,2,1,2,1,2,1,1,2,1,1,1,2,,2013,1,5,1
919974,2,,1,2,1,2,,,,,1,2,2,,1,4,2,,2,1,1
919979,1,,2,1,2,1,2,1,2,1,1,1,1,1,1,8,,1979,1,3,1
919981,1,,1,1,1,1,1,1,1,1,2,,1,3,1,7,,1956,1,2,1
919985,1,,1,1,1,1,1,1,1,1,1,1,1,3,1,6,,1971,1,2,1
919987,1,,2,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
919990,2,,3,1,2,1,2,1,1,1,2,,1,2,1,2,,1961,1,2,1
919996,2,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
919997,2,,2,1,2,1,2,1,2,1,1,2,2,,1,4,,1992,1,4,1
919998,2,,2,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
920010,2,,3,1,3,1,,,,,1,2,2,,1,3,,,1,6,1
920013,2,,2,2,2,2,,,,,1,1,1,2,1,3,1,,1,1,1
920022,1,,2,1,2,1,,,,,1,1,2,,2,,,,1,3,1
920024,1,,1,1,1,1,2,2,1,2,2,,1,2,1,3,,2007,1,3,1
920027,1,,2,1,1,1,,,,,2,,2,,1,2,2,,1,2,1
920032,2,,2,1,2,1,,,,,1,1,1,1,1,1,,,1,2,1
920041,2,,2,1,2,2,2,1,2,1,1,1,1,1,1,3,,1983,1,3,1
920045,2,,2,1,2,1,,,,,1,2,2,,1,1,,,1,1,1
920069,1,,3,1,2,1,,,,,2,,1,1,1,2,2,,3,1,1
920075,1,,2,1,3,1,,,,,2,,1,2,1,1,,,2,1,1
920080,2,,2,1,2,1,3,1,2,1,2,,1,1,1,4,,1980,1,2,1
920085,2,,2,1,2,1,3,1,2,1,2,,1,1,1,1,,1971,3,2,1
920118,1,,3,1,3,1,,,,,2,,2,,2,,,,1,1,1
920120,1,,4,1,4,1,,,,,2,,2,,2,,,,1,2,1
920123,1,,3,1,3,1,,,,,2,,2,,2,,,,1,1,1
920126,2,,4,1,4,1,,,,,2,,2,,2,,,,1,2,1
920127,2,,4,1,4,1,,,,,2,,2,,2,,,,1,2,1
920130,2,,3,1,3,1,,,,,2,,2,,2,,2,,1,1,1
920133,2,,3,1,3,1,,,,,2,,2,,2,,,,1,1,1
920134,2,,4,1,4,1,,,,,2,,2,,2,,,,1,1,1
920140,2,,3,1,3,1,,,,,2,,2,,2,,,,1,2,1
920143,2,,3,1,3,1,,,,,2,,2,,2,,2,,1,1,1
920148,2,,4,1,4,1,,,,,2,,2,,2,,2,,1,2,1
920151,2,,4,1,4,1,4,1,4,1,2,,2,,2,,,2008,1,2,1
920152,2,,3,2,3,2,,,,,2,,2,,2,,2,,1,1,1
920155,2,,3,1,3,1,,,,,2,,2,,2,,2,,1,2,1
920159,1,,1,1,1,1,1,1,1,1,2,,1,1,1,1,,1958,2,2,0
920161,1,,2,1,1,1,2,1,2,1,2,,1,2,1,4,,1977,1,3,1
920171,1,,4,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
920172,1,,4,1,4,1,4,1,2,1,2,,1,1,1,3,,1973,3,3,1
920173,1,,2,1,1,1,1,1,2,1,2,,1,2,1,1,,1975,1,2,1
920176,2,,1,1,1,1,,,,,2,,1,2,1,3,,,3,1,1
920177,2,,2,1,1,1,,,,,2,,2,,1,3,,,2,3,1
920185,2,,3,1,2,1,2,1,2,1,2,,1,2,1,2,,1965,1,2,1
920187,2,,2,1,2,1,,,,,2,,2,,1,2,2,,4,1,1
920191,2,,5,1,4,1,,,,,3,,2,,1,2,2,,1,2,1
920197,2,,3,1,2,1,,,,,2,,2,,1,1,2,,1,2,1
920199,2,,4,1,4,1,,,,,1,2,2,,1,2,2,,3,1,1
920202,1,,2,1,2,1,2,1,2,1,2,,2,,1,7,,1991,3,3,1
920213,1,,1,1,2,1,,,,,1,2,2,,1,3,2,,1,1,1
920214,1,,3,1,3,1,,,,,2,,1,2,1,2,,,1,1,1
920215,1,,2,2,2,2,2,2,2,2,1,3,2,,1,4,,1994,1,2,1
920218,1,,2,2,2,2,4,2,2,2,1,4,1,2,1,2,,2003,1,2,0
920222,1,,3,1,3,1,,,,,1,2,2,,1,1,2,,1,3,1
920225,2,,3,1,4,1,,,,,1,2,1,1,1,1,2,,2,1,1
920226,2,,3,1,3,1,2,1,2,1,2,,1,1,1,1,,1983,1,3,1
920229,2,,3,1,3,1,,,,,2,,1,2,1,1,,,1,1,1
920238,2,,3,1,3,1,,,,,1,2,2,,1,1,2,,3,1,1
920239,2,,2,2,2,2,,,,,1,2,2,,1,3,2,,1,1,1
920243,2,,4,1,3,1,,,,,1,2,2,,1,2,2,,2,1,1
920246,1,,2,1,1,1,1,1,1,1,2,,1,3,1,2,,1986,2,2,1
920279,2,,3,2,4,2,,,,,1,2,2,,1,4,2,,1,1,1
920289,2,,1,2,1,2,,,,,2,,1,3,1,4,1,,2,1,1
920290,2,,3,2,1,2,,,,,1,2,2,,1,6,2,,1,1,1
920291,1,,2,1,2,1,,,,,2,,1,1,2,,,,2,1,1
920294,1,,2,1,2,1,,,,,1,2,2,,1,2,2,,1,1,1
920295,1,,1,1,1,1,,,,,2,,1,2,1,1,,,2,1,1
920297,1,,4,1,4,1,,,,,1,2,2,,1,1,2,,3,1,1
920303,1,,2,1,2,1,,,,,1,2,1,1,1,1,2,,2,1,1
920305,1,,1,1,1,1,,,,,1,1,1,1,1,1,2,,3,2,1
920306,1,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,1
920307,1,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1968,2,2,1
920308,1,,2,1,2,1,2,1,2,1,1,1,2,,1,3,,1990,2,3,1
920310,1,,2,1,2,1,,,,,1,2,2,,1,2,2,,2,2,1
920312,1,,2,1,2,1,4,1,3,1,1,3,2,,1,4,,1998,2,4,1
920315,2,,2,1,2,1,2,1,2,1,2,,2,,1,3,,2003,1,3,1
