nquest,quest,nquestp,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,vitgen,ngen,figli,nfigli,vitf,nfratsore,parnoit,ANCONV,contint,NCOMP,CAPI
173,3,,2,1,2,1,,,,,2,,1,2,1,3,2,,1,1,1
375,3,,3,1,1,1,,,,,2,,2,,1,1,,,1,1,1
633,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
923,3,,1,1,1,1,,,,,2,,1,4,1,1,,,1,1,1
1367,3,,1,1,1,1,1,1,1,1,2,,1,3,1,4,,1953,1,2,1
1763,3,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,1971,2,2,1
1946,3,,4,1,2,1,,,,,2,,2,,1,5,2,,4,1,1
2886,3,,2,1,1,1,2,1,2,1,1,1,1,2,1,5,,1976,1,3,1
3717,3,,3,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
5416,3,,2,1,2,1,,,,,2,,2,,2,,2,,5,5,1
7886,3,,7,1,7,1,7,1,7,1,2,,2,,2,,,1986,4,2,1
11972,3,,1,1,2,1,2,1,2,1,2,,1,2,1,6,,1966,1,2,1
20297,3,,2,1,2,1,2,2,2,2,1,2,1,2,1,6,,2007,2,2,1
20711,3,,2,1,2,1,2,1,2,1,2,,1,5,1,9,,1970,2,2,1
20837,3,,2,1,3,1,1,1,1,1,2,,1,3,1,1,,1956,2,2,1
22099,3,,2,1,1,1,2,1,2,1,2,,1,3,1,2,,1981,3,2,1
22169,3,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1964,4,2,1
22173,3,,1,1,1,1,1,1,1,1,2,,1,1,2,,,1970,1,4,1
22208,3,,2,1,1,1,,,,,2,,2,,1,2,,,2,1,1
22276,3,,2,1,2,1,,,,,1,1,2,,2,,2,,1,2,1
22286,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1976,1,2,1
22624,3,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,1980,3,4,1
22657,3,,2,1,2,1,2,1,2,1,2,,1,1,1,6,,1973,2,2,1
22996,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1961,1,2,1
23370,3,,2,1,2,1,2,1,3,1,2,,1,3,1,4,,1963,2,2,1
23490,3,,2,1,2,1,,,,,2,,2,,1,1,2,,2,1,1
23797,3,,4,1,2,1,2,1,2,1,2,,1,2,1,11,,1984,2,2,1
23821,3,,1,1,1,1,,,,,2,,1,4,1,6,,,1,2,0
23823,3,,2,1,2,1,,,,,2,,1,2,1,4,,,1,2,0
24147,3,,4,1,4,1,3,1,2,1,1,1,1,2,1,3,,1978,1,2,1
24149,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
24194,3,,2,1,1,1,3,1,2,1,1,3,2,,1,3,,1980,3,4,1
24382,3,,1,1,1,1,,,,,2,,2,,2,,,,1,1,1
24616,3,,1,1,2,1,3,1,3,1,2,,2,,2,,,1964,2,2,1
24760,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
24764,3,,2,1,2,1,2,1,2,1,1,2,2,,1,9,,1989,1,5,1
24809,3,,2,1,2,1,1,1,1,1,2,,1,2,1,6,,1960,2,2,1
24853,3,,2,1,2,1,4,1,2,1,1,1,1,2,1,4,,1985,2,2,1
25007,3,,3,1,3,1,,,,,2,,1,3,1,2,,,1,1,1
26349,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
27109,3,,1,1,1,1,,,,,2,,1,1,2,,,,4,1,1
27114,3,,1,1,1,1,,,,,2,,1,2,1,3,,,2,1,1
27116,3,,2,1,2,1,,,,,2,,1,1,1,1,,,3,1,1
27157,3,,1,1,3,1,3,1,3,1,1,2,2,,1,4,,1986,2,4,1
27238,3,,1,1,1,1,2,1,2,1,1,3,1,2,1,5,,1977,4,2,1
27509,3,,1,1,1,1,,,,,2,,2,,2,,,,3,1,1
27730,3,,2,1,1,1,1,1,1,1,2,,1,1,1,5,,1970,2,4,1
27734,3,,1,1,2,1,3,1,1,1,2,,2,,1,11,,1971,4,2,1
27739,3,,1,1,1,1,,,,,2,,1,4,1,2,,,4,1,1
27742,3,,1,1,2,1,,,,,2,,1,2,1,1,,,2,1,1
27912,3,,2,1,2,1,2,1,2,1,2,,1,1,1,5,,1979,1,3,1
27923,3,,2,1,2,1,2,1,2,1,2,,2,,1,9,,1978,2,4,1
27947,3,,1,1,2,1,2,1,1,1,2,,1,3,1,2,,1958,1,2,1
28362,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
28441,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1978,2,2,1
28802,3,,4,1,3,1,2,1,3,1,1,1,1,3,1,1,,1981,2,2,1
28859,3,,2,1,1,1,,,,,2,,1,2,1,1,,,11,1,1
28992,3,,2,1,2,1,2,1,2,1,2,,1,3,1,6,,1962,2,2,1
29140,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1978,3,2,1
29678,3,,1,1,1,1,1,1,1,1,2,,2,,1,1,,1957,2,2,1
29680,3,,3,1,2,1,2,1,2,1,1,3,2,,1,4,,1989,1,4,1
29737,3,,3,1,4,1,4,1,2,1,2,,2,,1,4,,1984,2,2,1
29742,3,,2,1,2,1,2,1,2,1,2,,1,1,1,15,,1974,3,4,1
29798,3,,2,1,2,1,2,1,2,1,2,,1,3,1,16,,1960,2,2,1
29823,3,,3,1,2,1,2,1,1,1,1,1,2,,1,2,,1993,1,6,1
31093,3,,3,1,3,1,,,,,2,,2,,2,,2,,2,1,1
31220,3,,1,1,1,1,1,1,1,1,2,,1,2,1,12,,1962,2,2,1
31221,3,,3,1,3,1,,,,,2,,2,,1,1,,,2,2,1
31246,3,,2,1,1,1,2,1,2,1,2,,1,1,1,2,,1965,1,2,1
31625,3,,1,1,1,1,,,,,2,,2,,1,3,,,2,2,1
31652,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1969,2,2,1
31665,3,,3,1,2,1,,,,,2,,2,,2,,,,1,1,1
31671,3,,1,1,1,1,,,,,1,1,1,2,1,1,,,1,1,1
31695,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1987,2,3,1
31724,3,,2,1,2,1,3,1,3,1,1,1,2,,1,2,,1985,2,5,1
31757,3,,2,1,2,1,,,,,2,,1,1,2,,,,2,1,1
31799,3,,2,1,1,1,2,1,4,1,2,,1,1,2,,,1968,1,2,1
31860,3,,3,1,2,1,2,1,2,1,1,2,1,1,1,4,,1984,2,3,1
32034,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1970,1,2,1
32044,3,,1,1,1,1,,,,,2,,1,3,1,2,,,1,1,1
32052,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1963,1,2,1
32057,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1964,1,3,1
32190,3,,4,1,3,1,,,,,2,,2,,1,2,2,,3,1,1
32318,3,,2,1,2,1,,,,,2,,1,3,1,1,,,2,1,1
32320,3,,3,1,2,1,4,1,2,1,1,2,1,1,1,4,,1988,2,3,1
32471,3,,1,1,1,1,,,,,2,,1,4,1,5,,,1,1,1
32524,3,,3,1,4,1,4,1,4,1,2,,2,,1,5,,1976,2,2,1
32556,3,,2,1,2,1,,,,,2,,1,1,1,1,,,2,1,1
32668,3,,2,1,2,1,2,1,2,1,2,,1,1,1,5,,1972,3,3,1
32703,3,,2,1,2,1,,,,,2,,1,1,1,5,,,2,1,1
32709,3,,2,1,2,1,1,1,2,1,2,,2,,1,3,,1969,3,4,1
32729,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1977,2,2,1
32734,3,,2,1,2,1,,,,,2,,2,,1,2,2,,2,1,1
32751,3,,1,1,1,1,,,,,2,,1,1,2,,,,2,1,1
32765,3,,3,1,1,1,2,1,2,1,1,2,2,,1,4,,1988,2,2,1
32772,3,,1,1,2,1,1,1,1,1,2,,1,2,1,5,,1973,2,2,1
32810,3,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,0
32822,3,,2,1,2,1,3,1,5,1,2,,1,2,1,1,,1960,2,3,1
32839,3,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1969,2,2,1
32861,3,,2,1,2,1,2,1,2,1,2,,1,2,1,7,,1974,2,3,0
32887,3,,3,1,2,1,2,1,2,1,1,3,1,1,1,1,,1987,1,3,0
33036,3,,1,1,1,1,1,1,1,1,2,,1,1,1,4,,1956,2,3,1
33038,3,,2,1,2,1,1,1,2,1,1,2,2,,1,3,,1986,2,6,1
33275,3,,2,1,2,1,4,1,4,1,2,,1,3,1,5,,1971,2,2,1
33303,3,,4,1,4,1,2,1,2,1,2,,1,2,1,5,,1967,2,2,1
33335,3,,2,1,1,1,1,1,1,1,1,3,2,,1,2,,1982,2,4,1
33336,3,,2,1,2,1,,,,,2,,2,,1,2,2,,3,2,1
33348,3,,1,1,1,1,2,1,1,1,2,,1,2,1,1,,1964,2,2,0
33451,3,,2,1,2,1,,,,,2,,2,,2,,,,1,3,1
33455,3,,2,1,2,1,,,,,2,,1,1,1,3,2,,3,1,1
33479,3,,4,1,4,1,,,,,2,,2,,1,5,2,,3,2,1
33644,3,,2,1,1,1,,,,,2,,1,2,1,1,2,,3,1,1
33823,3,,2,1,2,1,,,,,2,,2,,2,,,,2,1,1
33839,3,,2,1,1,1,,,,,2,,1,2,1,2,,,1,1,0
33877,3,,3,1,3,1,3,1,3,1,2,,2,,2,,,1988,3,2,1
33882,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1980,5,2,1
33937,3,,1,1,1,1,1,1,1,1,2,,1,2,1,5,,1971,1,2,1
33985,3,,3,1,3,1,3,1,3,1,1,1,1,2,2,,,1979,1,3,1
33994,3,,1,1,1,1,2,1,2,1,2,,1,1,2,,,1973,2,3,1
34059,3,,2,1,2,1,,,,,1,1,1,2,1,1,,,2,1,1
34252,3,,3,1,3,1,,,,,2,,2,,2,,2,,1,1,1
34732,3,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,1968,3,2,1
34778,3,,2,1,1,1,,,,,2,,1,3,1,1,,,2,2,1
34825,3,,7,1,1,1,2,1,1,1,1,1,1,2,1,2,,1976,3,2,1
34900,3,,2,1,2,1,2,1,2,1,1,1,2,,1,7,,1990,1,4,1
35005,3,,2,1,2,1,,,,,2,,2,,1,6,,,4,2,0
35022,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,7,,1990,2,3,1
35032,3,,2,1,2,1,3,1,3,1,1,1,2,,1,5,,1987,1,4,0
35234,3,,2,1,1,1,2,2,1,2,2,,1,2,1,3,,2005,2,2,1
35319,3,,1,1,1,1,,,,,2,,2,,2,,,,1,1,1
35322,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1958,1,2,1
35323,3,,1,1,2,1,3,1,3,1,2,,2,,2,,,1970,1,2,1
35326,3,,2,1,1,1,,,,,2,,2,,1,1,2,,1,2,1
35340,3,,1,1,1,1,,,,,2,,1,5,1,2,,,1,1,1
35349,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
35355,3,,1,1,1,1,,,,,2,,1,1,2,,,,1,1,1
35370,3,,1,1,1,1,,,,,2,,2,,2,,2,,1,1,1
35372,3,,2,1,2,1,2,1,2,1,1,1,2,,1,4,,1975,1,3,1
35374,3,,4,1,4,1,,,,,2,,2,,2,,2,,1,4,1
35379,3,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,1976,1,2,1
35502,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,8,,1976,2,2,1
35507,3,,3,1,3,1,,,,,,,2,,1,1,2,,3,3,1
35508,3,,1,1,2,1,,,,,1,1,2,,1,3,,,4,6,1
35518,3,,3,1,2,1,,,,,2,,1,3,1,1,,,3,1,1
35600,3,,1,1,1,1,,,,,2,,1,2,1,2,,,1,1,1
35640,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1972,1,2,1
35682,3,,2,1,2,1,2,1,2,1,2,,1,3,1,4,,1976,1,2,1
35788,3,,2,1,2,1,2,1,2,1,2,,1,3,1,5,,1977,3,2,1
35968,3,,3,1,2,1,,,,,2,,1,2,1,1,,,7,1,1
36067,3,,2,1,2,1,2,1,2,1,2,,1,1,1,10,,1976,1,3,1
36130,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,2,,1986,2,2,1
36164,3,,2,1,2,1,2,1,1,1,2,,1,2,1,10,,1985,2,2,1
36186,3,,1,1,1,1,,,,,2,,1,1,1,5,,,3,3,1
36250,3,,2,1,2,1,,,,,2,,2,,1,1,,,2,3,1
36321,3,,1,1,1,1,2,1,2,1,2,,1,1,1,12,,1981,2,3,0
36333,3,,1,1,2,1,,,,,2,,1,1,1,1,,,3,2,1
36378,3,,1,1,1,1,1,1,1,1,2,,1,1,1,2,,1971,2,2,1
36403,3,,1,1,1,1,1,1,1,1,2,,1,3,1,2,,1963,3,2,1
36409,3,,2,1,2,1,2,1,3,1,2,,1,2,1,2,,1980,3,2,1
36443,3,,2,1,2,1,2,1,2,1,1,2,2,,1,4,,1990,3,2,1
36450,3,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1976,1,3,1
36522,3,,4,1,4,1,4,1,2,1,1,2,1,2,1,6,,1987,1,4,1
36524,3,,4,1,2,1,4,1,2,1,2,,1,1,1,3,,1967,2,3,1
36697,3,,3,1,4,1,,,,,2,,2,,2,,,,2,1,1
36893,3,,2,1,1,1,2,1,1,1,1,2,1,1,1,4,,1980,1,3,1
37001,3,,2,1,2,1,2,1,1,1,1,1,1,1,1,10,,1974,3,4,1
37011,3,,1,1,1,1,2,1,2,1,2,,1,2,1,5,,1973,3,2,1
37299,3,,2,2,2,1,1,1,1,1,2,,1,2,1,2,,1987,11,3,1
37459,3,,2,1,2,1,3,1,3,1,1,1,2,,1,3,,1988,2,3,0
37521,3,,2,1,2,1,,,,,1,1,2,,2,,2,,2,1,1
37665,3,,2,1,1,1,2,1,2,1,1,1,2,,1,2,,1988,1,3,0
37677,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1966,2,2,1
37810,3,,2,1,2,1,,,,,2,,2,,2,,2,,4,1,1
38014,3,,2,1,2,1,3,1,2,1,2,,2,,1,2,,1978,2,2,1
38095,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,3,,1985,1,3,1
38106,3,,2,1,2,1,,,,,2,,2,,2,,,,2,1,1
38135,3,,2,1,1,1,,,,,2,,2,,2,,2,,1,1,1
38272,3,,2,1,2,1,,,,,2,,2,,1,1,2,,3,1,1
38316,3,,3,1,3,1,3,1,3,1,1,2,1,1,1,2,,1984,3,4,1
38349,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1968,2,2,1
38554,3,,2,1,2,1,2,1,2,1,1,1,2,,1,1,,1995,2,4,1
38877,3,,2,1,2,1,7,1,7,1,2,,1,1,1,8,,1970,1,2,1
38885,3,,1,1,1,1,2,1,1,1,1,1,1,2,1,2,,1973,2,2,1
38939,3,,2,1,2,1,,,,,2,,1,1,1,3,,,5,4,1
38940,3,,1,1,1,1,1,1,1,1,2,,1,2,1,9,,1971,1,2,1
38957,3,,2,2,3,2,2,1,2,1,2,,1,2,1,5,,1957,1,2,1
38979,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
38992,3,,4,1,3,1,4,1,4,1,2,,2,,1,3,,1978,2,2,1
39056,3,,3,1,2,1,4,1,4,1,1,1,1,2,1,1,,1979,3,2,1
39086,3,,1,1,2,1,2,1,2,1,2,,1,3,1,4,,1965,2,2,1
39095,3,,3,1,2,1,,,,,1,1,1,1,1,3,,,3,1,1
39218,3,,3,1,3,1,,,,,2,,2,,1,1,2,,3,1,1
39227,3,,2,1,1,1,,,,,1,1,1,1,1,1,2,,3,2,1
39284,3,,2,1,1,1,4,1,2,1,2,,1,1,1,3,,1959,2,3,1
39317,3,,7,1,4,1,,,,,1,2,2,,2,,2,,2,1,1
39318,3,,2,1,2,2,2,1,2,1,1,2,2,,2,,,1991,2,3,1
39351,3,,1,1,1,1,2,1,2,1,2,,1,2,2,,,1959,1,2,1
39488,3,,2,1,2,1,,,,,2,,1,2,2,,2,,2,2,1
39491,3,,2,1,2,1,3,1,2,1,2,,1,1,2,,,1968,3,2,1
39697,3,,2,1,1,1,3,1,2,1,1,1,1,1,1,2,,1983,2,3,1
50052,3,,1,1,2,1,,,,,2,,1,5,1,3,,,2,1,1
50060,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1984,1,3,1
50085,3,,1,1,1,1,,,,,2,,1,1,1,6,,,2,2,1
50231,3,,1,1,1,1,,,,,2,,1,3,1,2,,,1,2,1
50232,3,,1,1,1,1,,,,,2,,1,2,2,,,,1,1,1
51013,3,,3,1,3,1,3,1,2,1,2,,1,1,1,3,,1975,1,3,1
51363,3,,1,1,2,1,,,,,2,,1,2,1,1,,,1,1,1
51444,3,,2,1,2,1,2,1,2,1,2,,2,,1,4,,1977,1,4,0
51467,3,,1,1,1,1,1,1,1,1,2,,1,1,2,,,1960,2,3,1
51544,3,,2,1,2,1,2,1,1,1,2,,1,1,1,6,,1972,2,2,1
51733,3,,2,1,1,1,2,1,2,1,2,,1,3,1,4,,1962,1,2,1
51895,3,,2,1,2,1,2,1,2,1,2,,1,3,1,4,,1964,1,2,1
52700,3,,1,1,1,1,,,,,1,1,1,3,1,4,,,1,1,0
52718,3,,1,1,1,1,,,,,2,,1,2,1,1,,,1,2,1
52736,3,,2,1,2,1,,,,,2,,2,,1,2,2,,1,3,0
53008,3,,3,1,7,1,7,1,2,1,1,1,1,2,1,2,,1988,2,2,1
53028,3,,7,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
53086,3,,2,1,2,1,,,,,2,,2,,1,4,2,,2,1,1
53109,3,,2,1,7,1,,,,,2,,1,3,1,2,,,3,1,1
53202,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1975,1,2,1
53234,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1972,1,4,0
53373,3,,4,2,4,1,4,1,3,1,2,,1,2,1,4,,1973,2,2,1
53380,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,2,1
53520,3,,2,1,2,1,2,1,2,1,2,,1,3,1,2,,1975,1,2,1
53549,3,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,1971,2,2,1
53552,3,,2,1,2,1,,,,,1,1,1,2,1,1,2,,2,2,1
53564,3,,4,1,2,1,,,,,2,,1,1,2,,,,2,2,0
53596,3,,2,1,2,1,,,,,1,1,2,,1,1,2,,3,3,1
53871,3,,1,1,1,1,1,1,1,1,2,,1,2,1,10,,1976,1,2,1
53997,3,,4,1,4,1,,,,,2,,1,2,1,3,,,1,2,1
54143,3,,5,1,4,1,2,1,2,1,2,,1,2,1,1,,1968,3,3,1
55147,3,,1,1,2,1,1,1,1,1,2,,2,,2,,,1965,1,2,1
55308,3,,1,1,1,1,,,,,2,,1,3,2,,,,2,1,1
55425,3,,2,1,2,1,,,,,2,,2,,1,5,2,,2,1,1
55430,3,,3,1,4,1,,,,,2,,2,,1,1,2,,2,2,1
55636,3,,2,1,2,1,2,1,2,1,2,,1,2,1,6,,1982,2,4,1
55774,3,,1,1,1,1,,,,,2,,1,1,1,3,,,1,3,1
56251,3,,1,1,1,1,,,,,2,,2,,2,,,,4,3,1
56465,3,,1,1,1,1,2,1,2,1,2,,2,,2,,,1974,2,2,1
56563,3,,2,1,2,1,2,1,2,1,2,,2,,1,3,,1959,2,2,1
56582,3,,2,1,2,1,2,1,2,1,1,1,2,,1,5,,1983,3,3,1
56603,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1990,3,2,1
56624,3,,2,1,2,1,2,2,2,2,2,,2,,1,1,,1974,2,2,1
56658,3,,2,1,2,1,,,,,1,1,2,,1,1,2,,2,2,1
56677,3,,4,1,2,1,7,1,7,1,2,,1,4,1,5,,1963,2,2,1
56721,3,,1,1,2,1,1,1,1,1,1,1,1,2,1,3,,1981,2,3,1
56761,3,,3,1,2,1,2,1,2,1,1,1,2,,1,2,,2003,2,6,1
56762,3,,1,1,1,1,1,1,2,1,2,,1,1,2,,,1983,2,2,1
57027,3,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1985,2,4,1
57042,3,,2,1,1,1,1,1,1,1,2,,1,2,1,6,,1970,2,2,1
57138,3,,1,1,3,2,,,,,2,,1,2,1,2,,,1,1,1
57546,3,,4,1,4,1,2,1,1,1,1,3,1,2,1,1,,1986,2,2,1
57547,3,,2,1,1,1,2,1,2,1,1,1,2,,1,1,,1979,2,3,1
57621,3,,2,1,3,1,2,1,2,1,1,1,1,3,1,5,,1978,2,2,1
57670,3,,2,1,2,1,,,,,2,,2,,2,,1,,3,1,0
57779,3,,2,1,2,1,2,1,1,1,1,1,1,3,1,4,,1976,1,2,1
57962,3,,2,1,3,1,2,1,2,1,1,1,1,2,1,2,,1982,2,2,1
58366,3,,7,1,7,1,,,,,2,,2,,2,,,,2,1,1
60078,3,,2,1,2,1,2,1,2,1,1,2,1,2,1,2,,1983,1,3,1
91067,3,,2,1,1,1,,,,,2,,1,1,1,1,2,,2,3,1
91071,3,,3,1,2,1,2,1,2,1,1,2,2,,1,1,,1995,4,4,1
91074,3,,4,1,3,1,,,,,2,,2,,2,,2,,4,3,1
91079,3,,2,1,2,1,3,1,2,1,1,2,2,,1,3,,1995,2,3,1
91081,3,,2,1,2,1,2,1,2,1,1,1,2,,1,4,,1996,5,3,1
91095,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,2,,2001,3,3,1
111052,3,,1,1,1,1,1,1,1,1,2,,1,2,1,4,,1970,1,2,1
138399,3,,4,1,2,1,,,,,2,,1,1,1,2,,,1,1,1
145007,3,,5,1,3,1,5,1,5,1,2,,1,2,1,5,,1981,1,4,1
178001,3,,2,1,2,1,,,,,2,,1,1,1,3,2,,2,1,1
193016,3,,1,1,1,1,,,,,2,,2,,2,,2,,3,1,1
213440,3,,3,1,2,1,2,1,2,1,1,2,1,2,1,5,,1973,3,2,1
224048,3,,1,1,1,1,,,,,2,,1,3,1,1,,,1,1,1
230029,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1972,1,2,1
230037,3,,3,1,3,1,2,1,2,1,2,,2,,1,4,,1974,2,2,1
237003,3,,3,1,2,1,3,1,2,1,2,,1,2,1,3,,1974,1,2,1
243067,3,,3,1,3,1,2,1,3,1,1,3,1,1,1,2,,1985,3,3,1
244013,3,,1,1,2,1,1,1,1,1,2,,1,2,1,9,,1968,2,2,1
244058,3,,1,1,1,1,1,1,1,1,1,1,2,,1,7,,1995,1,3,1
250005,3,,2,1,3,1,1,1,1,1,2,,1,3,1,1,,1968,2,2,1
250010,3,,2,1,1,1,,,,,2,,2,,1,4,2,,2,2,1
250039,3,,2,1,1,1,,,,,1,1,1,2,1,1,,,2,1,1
256015,3,,2,1,2,1,2,1,2,1,1,3,2,,1,9,,1993,3,6,1
279054,3,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,1
282083,3,,2,1,1,1,,,,,2,,1,2,1,3,2,,2,1,1
282089,3,,2,1,2,1,2,1,2,1,2,,1,2,1,5,,1979,2,2,1
284086,3,,1,1,1,1,2,1,4,1,2,,2,,1,5,,1970,2,3,1
310002,3,,1,1,1,1,1,1,1,1,2,,1,2,1,7,,1965,3,2,1
310005,3,,2,1,2,1,,,,,2,,1,2,1,5,,,2,1,1
321009,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1960,1,2,1
330057,3,,1,1,1,1,,,,,2,,1,1,1,1,,,2,1,1
332080,3,,2,1,1,1,1,1,2,1,2,,1,2,1,3,,1975,1,2,1
333081,3,,3,1,3,1,4,1,3,1,2,,1,3,1,3,,1965,2,2,1
355063,3,,2,1,2,1,,,,,1,1,2,,2,,,,1,1,1
365034,3,,1,1,1,1,2,1,2,1,2,,1,3,1,2,,1972,2,2,1
387029,3,,3,1,2,1,2,1,2,1,2,,1,2,1,6,,1971,1,2,1
389084,3,,2,1,1,1,1,1,1,1,2,,1,2,1,9,,1978,2,2,1
500001,3,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1966,1,2,1
500004,3,,1,1,1,1,,,,,2,,1,1,1,9,,,1,4,1
500026,3,,2,1,2,1,2,1,2,1,2,,1,1,1,4,,1981,2,2,1
500090,3,,3,1,2,1,7,1,7,1,2,,1,2,1,8,,1960,2,2,1
500176,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1969,2,3,1
500669,3,,2,1,2,1,3,1,3,1,2,,2,,2,,,1989,2,2,1
500674,3,,2,1,2,2,2,1,2,1,2,,2,,2,,,1966,1,2,1
500726,3,,3,1,2,1,2,1,2,1,1,3,1,1,2,,,1993,1,2,1
501068,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1978,2,2,1
501082,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1980,1,2,1
501627,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
501694,3,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1978,3,3,1
501816,3,,2,1,2,1,,,,,2,,2,,1,9,,,1,3,1
501874,3,,1,1,2,1,,,,,2,,2,,1,1,2,,1,2,1
502060,3,,2,1,2,1,,,,,2,,2,,1,2,1,,1,1,1
502355,3,,2,1,2,1,2,1,2,1,1,3,1,1,1,3,,1983,3,3,1
502364,3,,2,1,2,1,,,,,2,,1,4,1,4,,,1,1,1
502772,3,,1,1,1,1,2,2,2,2,2,,2,,1,4,,1996,1,3,1
503560,3,,3,1,1,1,2,1,1,1,1,1,1,2,1,7,,1980,2,2,1
503561,3,,2,1,2,1,2,1,2,1,2,,1,2,1,11,,1975,2,2,1
503593,3,,5,1,5,1,,,,,2,,1,2,1,2,2,,2,1,1
503674,3,,2,1,4,1,5,1,4,1,2,,1,1,1,2,,1978,2,3,1
503788,3,,2,1,1,1,1,1,1,1,2,,1,5,1,6,,1966,2,2,0
503931,3,,2,1,2,1,2,1,2,1,2,,1,2,1,4,,1976,3,2,1
503950,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,4,,1993,2,3,1
503981,3,,2,1,2,1,,,,,2,,1,2,1,2,,,1,1,1
504091,3,,2,1,2,1,1,1,1,1,2,,1,2,2,,,1959,2,2,1
504157,3,,2,1,2,1,,,,,2,,2,,2,,2,,2,1,1
504363,3,,2,1,2,1,,,,,2,,1,5,1,3,2,,2,1,1
504380,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
504395,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,2,,2013,1,4,1
504453,3,,2,1,2,1,2,1,2,1,1,2,1,1,1,2,,1990,3,3,1
504551,3,,2,1,2,1,,,,,2,,1,2,2,,,,2,1,0
504584,3,,2,1,2,1,,,,,1,1,1,2,1,3,,,1,1,1
504730,3,,2,1,2,1,2,1,2,1,2,,1,4,1,4,,1968,2,2,1
504792,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1972,3,2,1
504821,3,,4,1,5,1,3,1,3,1,1,2,2,,1,4,,1998,2,3,1
504885,3,,2,1,1,1,,,,,2,,2,,2,,2,,3,1,1
504889,3,,2,1,2,1,2,1,2,1,1,2,1,2,1,5,,1977,2,2,1
504921,3,,2,1,2,1,2,1,2,1,1,2,2,,1,2,,1993,1,3,1
504937,3,,3,1,2,1,2,1,7,1,1,1,2,,1,4,,1996,3,4,1
505022,3,,2,1,2,1,2,1,2,1,2,,1,1,1,13,,1974,3,2,1
505167,3,,2,1,1,1,2,1,7,1,2,,1,2,1,2,,1960,2,2,1
505228,3,,2,1,2,1,,,,,2,,2,,1,1,,,3,3,1
505243,3,,2,1,2,1,3,1,2,1,2,,1,2,1,3,,1971,1,2,1
505390,3,,4,1,4,1,5,1,4,1,1,3,1,1,1,3,,1990,3,3,1
505407,3,,2,1,2,1,,,,,2,,1,2,1,2,,,2,1,1
