nquest,nord,intper,entepen,tipopen,decor,tpens,mesipen,arret,tarret,quotape
803055,1,1,3,1,2000,1490,13,2,0,100
803101,1,1,1,1,2010,1200,13,2,0,80
803566,2,1,1,1,2015,790,12,2,0,80
803661,1,1,1,1,1988,1700,13,2,0,100
803736,1,1,6,1,2009,150,12,2,0,80
803736,2,1,6,1,2001,,12,2,0,80
804040,1,1,1,5,2004,590,13,2,0,
804163,2,1,1,3,1978,280,12,2,0,
804172,1,1,1,1,1992,1200,13,2,0,60
804172,2,2,1,1,1999,1500,13,2,0,60
804210,1,1,1,1,2016,2000,13,2,0,85
804324,1,1,1,1,1985,900,14,2,0,70
804457,1,1,1,5,2012,1000,13,2,0,
804495,1,1,1,1,1983,850,13,2,0,80
804515,1,1,1,5,1987,800,13,2,0,
804547,1,1,1,1,1990,800,13,2,0,50
804547,2,2,1,2,1990,450,13,2,0,
804631,1,1,1,1,1999,890,13,2,0,100
804720,1,1,7,8,2016,50,12,2,0,
804880,1,1,1,2,2013,448,13,2,0,
804880,2,2,1,2,2015,419,13,2,0,
804966,1,1,1,1,1988,1200,13,2,0,75
804966,1,1,1,5,2003,350,13,2,0,
805179,1,1,1,5,2000,750,13,2,0,
805189,1,1,1,5,2006,700,13,2,0,
805227,1,1,1,1,2008,2350,13,2,0,92
805330,1,1,1,1,2012,1000,13,2,0,70
805330,2,1,1,1,2016,800,13,2,0,70
805449,1,1,1,1,2000,1000,13,2,0,70
805475,5,1,1,1,2001,900,13,2,0,70
805556,1,1,1,1,1990,640,13,2,0,50
805664,1,1,1,1,2008,160,13,2,0,50
805664,1,1,1,5,2015,1000,13,2,0,
805719,1,1,1,1,1992,1100,13,2,0,70
806289,1,1,1,1,1997,500,13,2,0,80
806289,2,1,1,1,1990,700,13,2,0,80
806289,2,1,1,3,2005,300,12,2,0,
806339,1,1,1,1,2006,1700,13,2,0,80
806339,2,1,1,1,1981,800,13,2,0,80
806532,1,1,1,1,1999,495,13,2,0,70
806532,2,2,1,1,1989,750,13,2,0,70
806540,1,1,1,1,2016,2000,11,2,0,90
806540,2,2,1,1,2015,1400,13,2,0,90
806557,1,1,1,1,1992,1100,13,2,0,80
806586,1,1,2,5,1987,1100,13,2,0,
806650,1,1,1,1,2015,1100,13,2,0,80
807066,1,1,1,1,2000,2500,13,2,0,90
807066,2,1,2,1,2013,1300,13,2,0,90
807142,3,3,1,1,2016,800,13,2,0,65
807142,4,4,1,1,2010,2200,13,2,0,90
807165,1,1,1,1,2001,3000,13,2,0,60
807165,2,1,1,1,2004,1200,13,2,0,75
807255,5,1,1,2,2015,520,13,2,0,
807303,2,2,1,1,2012,2500,13,2,0,75
807404,1,1,1,1,2002,1300,13,2,0,70
807538,1,1,1,1,1994,1100,13,2,0,80
807538,2,1,1,1,2012,3300,13,2,0,80
807538,2,1,5,7,2016,91,6,2,0,
807849,1,1,1,5,2016,700,12,2,0,
807962,1,1,1,2,2015,550,13,2,0,
807962,1,1,1,4,1975,280,12,2,0,
808122,2,1,1,4,2016,450,13,2,0,
808122,2,1,1,5,1979,700,13,2,0,
808169,1,1,1,1,2016,700,13,2,0,70
808169,2,1,1,1,2004,780,13,2,0,70
808182,2,2,1,1,2006,786,13,2,0,60
808310,2,1,1,2,2015,470,13,2,0,
808310,2,1,1,5,1995,300,12,2,0,
808379,1,1,1,1,1995,1304,13,2,0,80
808379,2,1,1,1,1999,304,13,2,0,100
809268,1,1,1,5,1995,600,13,2,0,
809285,1,1,1,1,2001,3000,13,2,0,65
809446,1,1,1,1,1991,1000,13,2,0,60
809446,2,2,1,1,2001,600,13,2,0,60
809628,1,1,1,1,1997,1300,13,2,0,80
809628,1,1,6,1,1997,96,12,2,0,70
809628,1,1,6,1,1997,195,12,2,0,70
809644,1,1,1,1,2007,1700,13,2,0,72
809644,2,2,1,1,2007,1400,13,2,0,82
809644,3,1,1,1,1995,1050,13,2,0,70
809918,1,1,1,1,2010,1300,13,2,0,100
809918,2,2,1,1,2016,3200,4,2,0,100
810042,1,1,1,1,2001,700,12,2,0,70
810042,1,1,1,5,2008,300,13,2,0,
810099,1,1,1,1,1987,520,13,2,0,75
810099,1,1,1,5,2016,240,13,2,0,
810104,1,1,1,5,2000,500,13,2,0,
810104,2,1,1,1,1991,460,13,2,0,70
810104,2,1,1,5,1996,270,13,2,0,
810150,1,1,1,1,2006,900,13,2,0,85
810150,2,1,1,1,2000,280,13,2,0,85
810180,1,1,1,1,2000,700,12,2,0,80
810180,2,1,1,1,1997,490,12,2,0,80
810778,1,1,1,1,2007,1500,13,2,0,95
811035,1,1,1,1,1996,1500,12,2,0,90
811035,2,1,1,1,2002,1500,12,2,0,90
811075,2,1,1,1,1996,900,12,2,0,80
811447,4,1,1,4,2010,6000,12,2,0,
811506,1,1,1,1,2008,700,13,2,0,80
811506,2,1,1,1,2000,850,13,2,0,70
811784,1,1,1,1,2000,700,13,2,0,10
811794,1,1,1,1,2004,900,13,2,0,40
811807,1,1,1,1,2000,1044,13,2,0,70
811991,1,1,1,5,2004,530,13,2,0,
812035,1,1,1,1,1989,1000,13,2,0,70
812035,2,1,1,1,1990,1000,13,2,0,70
812043,1,1,1,1,2015,1200,13,2,0,80
812628,1,1,1,1,2007,1500,13,2,0,50
812849,2,1,1,1,1999,1000,12,2,0,70
813109,1,1,1,1,2015,1600,13,2,0,80
813135,4,1,1,1,2000,600,13,2,0,70
813135,4,1,1,5,2007,290,13,2,0,
813141,1,1,1,1,1980,800,13,2,0,80
813246,1,1,1,5,1995,600,13,2,0,
813283,1,1,1,1,1999,1500,13,2,0,90
813283,2,1,1,1,1999,1500,13,2,0,90
813323,1,1,1,1,1989,1400,13,2,0,90
813379,1,1,1,5,2007,499,13,2,0,
813379,2,1,1,3,1990,300,13,2,0,
813379,2,1,1,5,2004,600,13,2,0,
813493,1,1,2,1,2006,1020,13,2,0,90
813686,1,1,1,1,2003,1740,13,2,0,50
813686,1,1,2,1,2003,1740,13,2,0,50
813713,1,1,1,1,2010,1950,13,2,0,10
813729,1,1,1,1,1991,1500,13,2,0,80
813818,1,1,1,2,2007,450,12,2,0,
813912,3,1,6,1,1992,510,13,2,0,70
814027,1,1,1,5,2006,880,13,2,0,
814103,1,1,1,1,2016,1235,6,2,0,3
814136,2,2,2,1,1987,750,13,2,0,80
814466,1,1,1,1,2005,1500,13,2,0,70
814532,1,1,1,1,2001,4000,13,2,0,70
814532,2,1,2,1,2000,1600,13,2,0,90
814546,1,1,1,1,1990,800,13,2,0,40
814586,2,1,1,1,2009,2336,13,2,0,80
814738,3,1,1,4,2010,230,13,2,0,
815135,1,1,1,1,1989,1900,13,2,0,70
815136,1,1,2,1,2012,1900,13,2,0,85
815291,1,1,4,4,1998,450,12,2,0,
815403,2,1,1,1,1990,860,13,2,0,75
815411,1,1,1,1,2013,500,13,2,0,45
815411,2,1,1,1,2009,900,13,2,0,75
815415,1,1,1,1,2000,1300,13,2,0,85
815416,1,1,1,1,2012,1090,13,2,0,80
815416,2,1,1,1,2013,1200,13,2,0,85
815465,1,1,1,1,2009,500,13,2,0,70
815465,1,1,6,1,2009,200,12,2,0,50
815465,2,1,1,1,2005,500,13,2,0,80
815511,1,1,1,2,1990,500,13,2,0,
815511,1,1,1,5,2014,200,13,2,0,
815896,1,1,1,1,1998,1100,13,2,0,110
815896,2,2,1,3,2008,900,13,2,0,
816001,1,1,1,1,2002,1200,13,2,0,70
816001,2,1,1,1,2000,1600,13,2,0,70
816029,1,1,1,2,2001,384,13,2,0,
816029,2,2,1,1,1997,1400,13,2,0,70
816249,1,1,1,2,2015,600,13,2,0,
816383,2,1,1,4,1995,280,13,2,0,
816383,2,1,1,4,1995,480,13,2,0,
816781,1,1,1,5,1995,700,13,2,0,
816816,1,1,1,1,1999,1200,12,2,0,90
816839,1,1,1,1,2015,550,12,2,0,60
816839,2,1,1,1,1998,550,12,2,0,60
816847,1,1,1,1,2014,1750,12,2,0,90
817204,2,1,1,1,2000,978,13,2,0,60
817276,1,1,1,1,2000,1200,13,2,0,90
817480,1,1,1,1,2008,800,13,2,0,70
817480,2,1,1,1,1994,850,13,2,0,80
817487,1,1,1,1,1994,1700,13,2,0,90
817487,2,1,1,1,1993,500,13,2,0,50
817747,1,1,1,1,1995,600,13,2,0,70
817747,1,1,1,5,2008,700,13,2,0,
817749,1,1,3,5,2015,1000,13,2,0,
817842,3,3,1,5,1999,600,13,2,0,
818064,1,1,1,1,2008,1037,13,2,0,75
818345,2,1,1,1,2014,500,13,2,0,100
818345,2,1,1,1,2014,500,13,2,0,100
818425,1,1,1,1,1996,1000,13,1,700,60
818425,1,1,1,5,2007,250,13,2,0,
818425,2,2,1,1,2009,1500,13,2,0,80
818426,1,1,1,1,1997,800,13,2,0,50
819031,1,1,1,1,1994,1300,13,2,0,80
819127,1,1,1,1,1990,1000,13,2,0,90
819127,1,1,1,1,2000,,13,2,0,20
819127,2,2,1,1,2001,400,13,2,0,30
819156,1,1,1,2,1997,600,13,2,0,
819168,2,2,1,1,1996,950,13,2,0,90
819350,1,1,1,1,2015,900,13,2,0,70
819350,2,1,1,1,2008,1000,13,2,0,70
819350,3,1,1,5,1992,600,13,2,0,
819433,1,1,1,5,2012,550,13,2,0,
819575,3,1,6,1,2008,200,12,2,0,90
819626,1,1,1,1,1988,1170,13,2,0,80
819626,2,1,1,1,1980,499,13,2,0,70
819653,1,1,1,1,2016,900,13,2,0,60
819653,2,1,1,1,2004,1200,13,2,0,80
819664,1,1,1,5,2005,830,13,2,0,
819972,2,2,1,1,2013,994,12,2,0,70
820171,1,1,1,1,2007,1300,13,2,0,65
820465,1,1,1,1,2000,1600,13,2,0,90
820465,2,1,1,1,1994,1400,13,2,0,80
820718,1,1,1,1,1998,860,13,2,0,90
821170,1,1,1,1,1988,110,13,2,0,100
821170,1,1,1,1,1995,1800,13,2,0,90
821170,2,2,1,1,1994,1200,13,2,0,100
821387,1,1,1,5,1972,1600,13,2,0,
821489,1,1,1,5,2004,700,13,2,0,
821713,1,1,1,5,2013,1100,12,2,0,
821770,1,1,1,1,1992,550,12,2,0,50
821770,1,1,1,4,2013,1300,12,2,0,
821770,1,1,1,5,2003,300,12,2,0,
821789,1,1,1,1,2006,1100,12,2,0,90
821789,2,1,1,1,1997,1200,12,2,0,90
821854,1,1,1,1,1999,1370,12,2,0,80
822033,1,1,1,1,2014,810,13,2,0,70
822033,2,1,1,1,1980,1100,13,2,0,60
822266,1,1,1,2,2008,530,13,2,0,
822266,2,1,1,3,1960,600,13,2,0,
822398,1,1,1,1,2007,800,13,2,0,50
822398,2,2,1,1,2015,500,13,2,0,80
822408,1,1,1,1,2000,960,13,2,0,90
822408,2,2,1,1,2010,560,14,2,0,50
823053,1,1,1,5,2000,580,13,2,0,
823338,1,1,1,1,2001,4050,13,2,0,80
823338,2,2,1,1,1998,188,14,2,0,60
823488,1,1,3,1,2003,1300,13,2,0,90
823524,1,1,1,1,2004,1680,13,2,0,90
823993,1,1,1,1,1991,1300,13,2,0,70
824236,1,1,1,4,2008,640,13,2,0,
824302,1,1,1,1,1995,756,13,2,0,40
824338,1,1,1,1,2016,1450,13,2,0,100
824338,2,1,1,1,1973,300,13,2,0,90
824338,2,1,1,5,1991,900,13,2,0,
824637,1,1,1,1,1982,1100,13,2,0,80
824637,2,2,1,1,1987,1300,13,2,0,80
824724,1,1,3,1,2006,1500,13,2,0,80
824724,2,2,3,1,2012,1350,13,2,0,80
824730,1,1,2,5,2009,1100,13,2,0,
824734,1,1,1,1,2009,1100,13,2,0,80
824887,1,1,1,1,2000,166,13,2,0,20
824887,1,1,6,1,2004,960,12,2,0,40
824887,2,1,1,1,2000,145,13,2,0,40
824887,2,1,6,1,2005,504,12,2,0,50
824891,1,1,1,5,2011,450,14,2,0,
824891,2,1,1,3,1978,200,13,2,0,
824891,2,1,1,4,1977,750,13,2,0,
825184,1,1,1,1,1986,1320,13,2,0,90
825849,1,1,1,4,2010,480,12,2,0,
825849,1,1,1,5,1997,600,12,2,0,
825977,3,1,1,1,2016,1000,13,2,0,70
826115,1,1,1,1,2007,1300,13,2,0,80
826132,1,1,1,1,1980,700,13,2,0,50
826248,1,1,2,1,1997,2200,13,2,0,80
826248,2,1,2,1,1998,1360,13,2,0,80
826266,1,1,1,1,1999,1250,13,2,0,80
826266,2,1,1,1,1982,850,13,2,0,50
826307,1,1,1,1,1998,705,13,2,0,50
826307,1,1,1,5,1999,300,13,2,0,
826362,1,1,1,5,2012,643,13,2,0,
826362,4,1,1,3,1993,800,13,2,0,
826427,1,1,1,1,2001,1250,13,2,0,90
826565,1,1,1,1,1995,700,13,2,0,80
826687,1,1,1,1,1996,1590,13,2,0,100
826687,2,2,1,1,2012,800,13,2,0,50
826687,3,3,1,1,2005,800,13,2,0,50
826687,3,3,1,5,2000,160,13,2,0,
827006,1,1,1,1,2006,1098,13,2,0,90
827006,1,1,1,5,2002,221,13,2,0,
827146,1,1,1,4,1980,350,12,2,0,
827188,1,1,1,1,2007,1300,13,2,0,80
827386,1,1,1,5,2004,200,13,2,0,
827386,1,1,1,5,2015,1120,13,2,0,
827447,1,1,1,1,1990,500,13,2,0,50
827578,1,1,1,1,2001,900,13,2,0,80
827639,1,1,1,1,1990,800,13,2,0,70
827639,2,1,1,4,2010,1000,13,2,0,
827647,1,1,1,1,2008,1200,13,2,0,70
827847,1,1,1,1,2009,900,13,2,0,60
827847,2,2,1,1,2011,630,13,2,0,100
828121,1,1,1,3,1989,400,12,2,0,
828121,1,1,1,5,2006,600,12,2,0,
828184,1,1,1,2,1996,300,13,2,0,
828184,2,1,1,2,2000,300,13,2,0,
851151,1,1,1,1,1997,1718,13,2,0,70
851493,1,1,1,1,1991,600,14,2,0,50
851493,2,2,1,1,2013,2100,13,2,0,70
851493,2,2,5,1,1997,200,13,2,0,80
851504,1,1,1,1,2005,1050,13,2,0,80
851504,2,2,1,1,2000,500,13,2,0,50
851627,1,1,1,1,2000,1600,13,2,0,85
851627,1,1,1,3,2005,500,12,2,0,
851672,1,1,1,1,2005,1000,13,2,0,80
851672,2,2,1,1,1974,500,13,2,0,60
851693,1,1,1,2,1992,400,13,2,0,
851693,1,1,1,5,2011,300,13,2,0,
851846,1,1,1,1,1987,1100,13,2,0,80
851846,2,2,1,4,2016,500,13,2,0,
851865,1,1,1,5,1982,1800,13,2,0,
851937,1,1,1,1,2006,1700,13,2,0,90
851937,1,1,5,7,2006,250,12,2,0,
852021,1,1,1,1,2002,1000,13,2,0,80
852021,2,2,1,1,2016,1000,13,2,0,90
852074,1,1,1,1,1997,400,13,2,0,100
852074,1,1,1,5,2010,900,13,2,0,
852204,1,1,1,1,2002,690,13,2,0,50
852204,2,2,1,1,2003,510,13,2,0,40
852283,5,1,1,5,2016,800,13,2,0,
852321,2,1,1,1,2007,1400,13,2,0,60
852321,4,1,1,4,2010,600,13,2,0,
852332,3,1,1,4,2015,300,12,2,0,
852554,1,1,1,1,2015,243,13,2,0,10
852554,1,1,1,5,2007,,13,2,0,
852574,1,1,1,1,2002,1400,13,2,0,90
852595,1,1,1,1,2011,500,13,2,0,60
852762,2,1,1,4,2016,500,12,2,0,
852762,2,1,1,5,2016,600,13,2,0,
853073,2,2,1,1,2007,1400,13,2,0,80
853175,1,1,1,4,2000,900,13,2,0,
853279,1,1,1,1,2010,1200,12,2,0,90
853296,2,1,1,5,2010,690,12,2,0,
853352,1,1,1,1,1996,1050,13,2,0,80
853352,2,2,1,1,2007,950,13,2,0,80
853565,1,1,1,5,1994,1500,13,2,0,
853565,1,1,3,7,1994,400,12,2,0,
853569,1,1,1,1,1999,1900,13,2,0,70
853617,1,1,1,1,2005,1600,13,2,0,90
853617,2,1,1,1,2009,1200,13,2,0,90
853801,1,1,1,1,2008,2000,13,2,0,80
853849,1,1,1,1,2003,580,13,2,0,60
853854,1,1,1,1,2002,620,13,2,0,60
853875,2,1,1,1,2013,1300,13,2,0,80
853911,1,1,1,1,2015,700,13,2,0,60
853911,2,1,1,1,2015,1400,13,2,0,90
854058,1,1,1,1,2011,1330,13,1,125,90
854058,1,1,1,4,2016,913,12,1,2000,
854074,1,1,1,1,1990,1250,13,2,0,80
854074,2,2,1,1,2007,1207,13,2,0,60
854078,1,1,1,1,1978,610,13,2,0,50
854078,1,1,1,2,2011,230,12,2,0,
854108,1,1,1,1,2003,1400,13,2,0,80
854108,2,1,1,1,2000,1000,13,2,0,70
854163,1,1,1,1,2000,1750,13,2,0,90
854163,2,1,1,1,2008,560,13,2,0,60
854188,1,1,1,1,1981,480,13,2,0,70
854188,2,1,1,1,1985,1540,13,2,0,90
854197,1,1,1,5,2009,870,13,2,0,
854223,2,3,1,1,2003,1100,13,2,0,80
854306,1,1,1,1,2001,1425,13,2,0,80
854306,2,2,1,1,2008,1200,13,2,0,80
854346,3,1,3,3,2000,700,12,2,0,
854352,1,1,1,1,2000,650,12,2,0,70
854385,2,1,1,1,2005,1000,12,2,0,80
854393,1,1,1,5,1992,1000,12,2,0,
854406,2,1,1,1,1999,1200,12,2,0,90
854534,1,1,1,1,2001,1300,12,2,0,100
854534,2,2,1,1,2002,400,13,2,0,100
854554,1,1,1,5,2016,800,4,2,0,
854559,1,1,1,1,2010,1600,13,2,0,80
854592,1,1,1,5,2014,600,13,2,0,
854714,1,1,1,1,1997,500,13,2,0,50
854714,2,2,1,1,2001,500,13,2,0,50
854762,1,1,1,1,2016,450,13,2,0,30
854858,4,1,1,5,1985,960,13,2,0,
854970,1,1,1,1,2016,974,13,2,0,82
855004,1,1,1,1,2016,1250,13,2,0,100
855035,1,1,1,1,2004,590,13,2,0,100
855035,2,1,1,1,1994,560,13,2,0,100
855088,1,1,1,5,2010,800,13,2,0,
855181,1,1,1,1,2002,1600,13,2,0,100
855181,2,1,1,1,2002,1200,13,2,0,80
855238,2,1,1,1,2012,1300,13,2,0,100
855259,1,1,1,1,2011,1710,13,2,0,110
855259,2,1,1,1,2015,1650,13,2,0,100
855268,1,1,1,1,2005,750,13,2,0,80
855268,1,1,1,5,2016,300,13,2,0,
855295,1,1,1,1,1995,516,13,2,0,65
855308,1,1,1,1,2008,912,13,2,0,70
855371,2,1,1,1,1990,500,13,2,0,70
855371,3,3,1,1,1995,450,13,2,0,70
855417,1,1,1,4,2007,290,13,2,0,
855534,1,1,1,1,1995,620,13,2,0,60
855534,2,2,1,1,1995,310,13,2,0,40
855534,2,2,1,4,1995,310,13,2,0,
855681,1,1,1,1,2009,2000,13,2,0,90
855685,1,1,1,1,2001,1200,13,2,0,90
855790,1,1,1,1,2015,2300,13,2,0,80
855790,2,1,1,1,2007,900,13,2,0,70
855809,1,1,1,1,1980,499,13,2,0,100
855809,2,1,1,1,1980,600,13,2,0,80
855991,1,1,1,1,2012,1400,13,2,0,70
855991,2,1,1,1,2013,700,13,2,0,40
856128,2,1,1,1,2000,900,13,2,0,70
856134,2,1,1,3,2014,900,13,2,0,
856150,1,1,1,1,2002,2000,13,2,0,90
856177,1,1,1,1,2002,1136,13,2,0,60
856322,1,1,1,5,1986,250,13,2,0,
856322,1,1,1,5,2000,500,13,2,0,
856327,1,1,1,1,2014,900,13,2,0,80
856363,1,1,1,1,1996,500,13,2,0,60
856363,2,1,1,1,1988,1000,13,2,0,80
856374,1,1,1,1,2005,520,13,2,0,60
856374,2,1,1,1,1999,860,13,2,0,70
856674,1,1,1,1,1991,802,13,2,0,80
856674,1,1,1,1,1991,2509,13,2,0,80
856674,2,2,2,1,1983,1219,13,2,0,80
856708,1,1,5,1,2009,1690,13,2,0,50
856708,2,1,1,1,2012,315,13,2,0,30
856963,1,1,1,1,1990,480,13,2,0,20
856963,2,1,1,1,1985,600,13,2,0,20
857044,1,1,1,5,2005,600,13,2,0,
857172,1,1,1,1,1998,600,13,2,0,70
857172,2,1,1,1,2008,1100,13,2,0,70
857353,1,1,1,1,2004,1800,13,2,0,80
857398,2,1,1,1,2004,1000,13,2,0,70
857467,2,1,1,3,1998,420,13,2,0,
857549,1,1,1,5,2009,800,13,2,0,
857621,1,1,1,1,1990,1247,13,2,0,90
857670,1,1,1,1,2013,1500,13,2,0,100
857679,1,1,1,1,2016,1200,13,2,0,70
857679,1,1,5,1,2016,170,13,2,0,20
857718,1,1,1,1,1991,760,13,2,0,55
857718,1,1,1,5,2014,1200,13,2,0,
857741,1,1,1,1,2008,1000,13,2,0,80
857914,1,1,1,5,1997,680,13,2,0,
858474,1,1,1,5,2010,900,5,2,0,
858474,1,1,2,1,2005,1600,13,2,0,85
858474,2,1,2,1,2005,1600,13,2,0,80
858481,1,1,1,1,1984,1560,13,2,0,80
858481,1,1,3,6,1970,120,13,2,0,
859244,1,1,1,1,1996,1800,13,2,0,80
859244,2,2,1,3,2015,880,13,2,0,
859293,1,1,1,1,2008,2000,13,2,0,75
859449,1,1,1,1,2006,1000,13,2,0,45
859449,2,1,1,3,1998,400,13,2,0,
859696,1,1,1,5,2008,300,12,2,0,
859946,2,1,1,3,2005,760,13,2,0,
859993,1,1,1,1,1997,1978,13,2,0,40
860092,1,1,1,1,1992,4800,13,2,0,80
860092,2,2,1,1,2005,1200,13,2,0,80
860182,1,1,1,4,2012,500,12,2,0,
860182,1,1,1,5,1974,697,13,2,0,
860328,1,1,1,5,2016,800,13,2,0,
860381,1,1,1,1,2004,1100,13,2,0,80
860381,2,1,1,1,2004,580,13,2,0,70
860684,1,1,1,1,1997,500,13,2,0,50
860684,1,1,1,5,2014,577,13,2,0,
860684,2,1,1,4,2010,850,12,2,0,
860684,2,1,1,5,2014,250,13,2,0,
860688,1,1,1,1,2008,850,13,2,0,80
860757,1,1,1,1,2013,700,13,2,0,100
860757,2,1,1,2,2015,500,13,2,0,
860757,3,1,1,5,2014,700,13,2,0,
860780,1,1,1,4,2009,1000,13,2,0,
860783,1,1,1,4,1965,700,13,2,0,
860783,1,1,2,5,1999,600,12,2,0,
860787,1,1,1,4,2006,499,13,2,0,
860799,1,1,1,1,2013,700,13,2,0,50
860826,2,1,1,5,2001,850,13,2,0,
860929,1,1,1,1,1990,900,13,2,0,90
860929,1,1,1,5,1957,300,13,2,0,
861065,1,1,1,1,1999,2600,13,2,0,30
861452,1,1,1,4,1987,600,13,2,0,
861452,2,2,1,4,1990,289,13,2,0,
861502,1,1,1,1,1995,300,13,2,0,80
861502,1,1,1,5,2012,1300,13,2,0,
861508,1,1,1,5,2013,500,13,2,0,
861578,2,1,1,5,2016,700,13,2,0,
861584,1,1,2,1,2011,1000,13,2,0,60
861584,2,1,2,1,1994,1000,13,2,0,60
861752,1,1,1,5,2010,820,13,2,0,
861850,1,1,1,1,2014,1260,13,2,0,70
861992,1,1,2,1,2012,1500,13,2,0,80
862003,1,1,1,1,1999,1200,13,2,0,90
862007,1,1,1,2,2011,327,13,2,0,
862012,1,1,1,1,2010,2600,12,2,0,70
862012,2,1,1,1,2015,223,13,2,0,40
862075,1,1,1,1,1979,900,13,2,0,90
862075,1,1,1,5,1994,550,13,2,0,
862080,1,1,1,1,2003,1616,13,2,0,100
862168,6,1,1,2,1988,489,14,2,0,
862168,6,1,1,3,2012,420,12,2,0,
862303,1,1,1,5,2006,1250,13,2,0,
862314,1,1,1,1,2003,2000,13,2,0,80
862424,1,1,1,1,1996,1350,13,2,0,80
862503,1,1,1,1,2006,2670,13,2,0,95
862503,1,1,5,1,2010,260,13,2,0,100
862503,2,1,1,1,2010,1350,13,2,0,100
862604,1,1,1,1,1987,630,13,2,0,70
862604,1,1,1,5,2010,520,13,2,0,
862789,1,1,1,1,1993,620,13,2,0,40
862789,2,2,1,2,1999,496,13,2,0,
862853,1,1,1,1,2014,1500,13,2,0,90
862877,1,1,1,5,2005,900,13,2,0,
862939,1,1,1,1,1999,4500,13,2,0,90
863087,2,3,1,1,1994,800,13,2,0,60
863239,1,1,1,1,2011,2307,13,2,0,80
863308,1,1,1,1,2003,1600,13,2,0,95
863331,1,1,1,1,2007,500,14,2,0,50
863331,2,1,1,1,2007,1000,13,2,0,80
863387,1,1,1,1,2002,1500,13,2,0,80
863387,2,2,1,1,2004,1650,13,2,0,80
863397,1,1,1,1,2009,3169,13,2,0,80
863397,1,1,1,7,2009,,13,2,0,
863397,2,1,1,1,2009,1252,13,2,0,70
863430,1,1,1,1,1994,1800,12,2,0,80
863430,2,1,1,1,1995,1200,12,2,0,90
863447,1,1,1,1,2010,1350,12,2,0,90
863447,2,1,1,5,1990,590,12,2,0,
863458,1,1,1,1,2006,1350,12,2,0,95
863458,2,1,1,1,2006,1340,12,2,0,90
863575,1,1,1,1,1992,600,13,2,0,80
863575,2,1,1,1,1992,600,13,2,0,70
863673,1,1,1,1,1995,2000,13,2,0,80
863673,2,2,1,1,1990,2000,13,2,0,80
864040,1,1,1,1,2003,3950,13,2,0,90
864156,2,1,1,1,2007,1600,14,2,0,50
864395,1,1,1,1,1995,700,13,2,0,70
864441,1,1,1,1,2006,1280,13,2,0,70
864452,1,1,4,4,1980,400,13,2,0,
864452,2,2,2,1,2008,1200,13,2,0,70
864477,1,1,1,1,2014,5500,13,2,0,100
864482,1,1,1,1,2015,1350,13,2,0,90
864754,2,1,1,1,2000,700,13,2,0,60
864754,2,1,1,3,2003,400,13,2,0,
864809,1,1,1,1,2014,1300,13,2,0,80
865155,1,1,1,1,2012,1250,13,2,0,80
865192,1,1,1,5,1994,650,13,2,0,
865323,1,1,2,1,2001,932,13,2,0,20
865323,2,1,1,1,1993,1450,13,2,0,20
865481,6,1,1,5,2013,640,13,2,0,
865481,7,1,1,1,2001,980,13,2,0,80
865498,4,4,1,1,2000,845,13,2,0,80
865515,1,1,1,5,1994,800,12,2,0,
865680,1,1,1,1,1993,1400,13,2,0,78
865764,1,1,1,1,1983,510,13,2,0,60
865764,1,1,1,5,1987,300,13,2,0,
865882,1,1,1,1,1997,850,13,2,0,80
865882,1,1,1,5,1997,250,13,2,0,
866028,1,1,2,1,2011,1350,13,2,0,80
866028,2,1,2,1,2007,1300,13,2,0,80
866035,1,1,1,1,1993,1300,13,2,0,80
866041,2,1,1,1,2014,730,13,2,0,50
866106,1,1,1,1,2004,1000,13,2,0,70
866106,1,1,1,1,2004,1000,13,2,0,70
866386,1,1,1,1,1998,1125,13,2,0,70
866452,1,1,1,5,2000,1000,12,2,0,
866452,1,1,1,4,1996,600,12,2,0,
866489,1,1,1,2,1990,560,13,2,0,
866960,1,1,1,1,2000,1700,12,2,0,95
866985,1,1,1,5,2016,790,12,2,0,
867008,1,1,1,1,2009,590,12,2,0,90
867008,2,2,1,4,2005,490,12,2,0,
867019,1,1,1,2,2000,300,13,2,0,
867019,2,1,1,1,1995,900,13,2,0,60
867025,1,1,1,4,2013,480,12,2,0,
867025,2,1,1,1,2010,590,12,2,0,80
867090,1,1,1,5,2012,800,12,2,0,
867114,1,1,1,1,2006,630,12,2,0,60
867201,1,1,1,1,2012,1370,13,2,0,80
867318,1,1,1,1,1984,398,13,2,0,90
867318,1,1,1,5,2006,602,13,2,0,
867344,1,1,1,1,2008,4460,13,2,0,90
867344,2,1,1,1,2012,1700,13,2,0,80
867373,1,1,2,5,2003,980,13,2,0,
867373,2,2,1,1,1994,890,13,2,0,90
867433,1,1,1,5,1995,600,13,2,0,
867498,1,1,1,1,1997,1097,13,2,0,80
867498,2,1,1,1,2014,499,13,2,0,70
867505,1,1,1,7,2002,1200,13,2,0,
867522,1,1,1,1,2000,600,13,2,0,80
867522,1,1,1,5,1975,900,13,2,0,
867686,1,1,1,1,1990,1300,13,2,0,70
867686,1,1,1,5,2016,200,13,2,0,
867784,1,1,1,1,2007,980,12,2,0,80
867784,2,1,1,1,2001,1170,12,2,0,80
867784,4,1,1,1,1990,745,12,2,0,75
867784,4,1,1,5,2004,355,12,2,0,
867801,1,1,1,5,2006,280,13,2,0,
