nquest,nord,intper,entepen,tipopen,decor,tpens,mesipen,arret,tarret,quotape
905069,1,1,1,1,2016,1300,12,2,0,90
905073,1,1,1,1,1996,950,12,2,0,70
905115,1,1,1,5,2002,1200,13,2,0,
905119,1,1,1,1,1995,1188,13,2,0,60
905119,2,2,1,2,2016,519,8,2,0,
905122,1,1,1,1,2003,1250,13,2,0,70
905122,2,1,1,1,1991,1200,13,2,0,70
905165,1,1,1,5,2009,600,12,1,300,
905170,1,1,1,1,2014,1500,13,2,0,85
905171,1,1,1,1,1997,1300,12,2,0,90
905171,2,1,1,1,2003,550,12,2,0,50
905213,1,1,1,1,2006,1100,13,2,0,70
905269,1,1,1,1,2000,700,13,2,0,90
905387,1,1,1,1,2013,1119,13,2,0,60
905387,2,2,1,1,1981,900,13,2,0,60
905418,1,1,1,1,2000,1200,13,2,0,50
905429,1,1,1,1,1994,1200,13,2,0,80
905470,1,1,1,1,2000,1037,13,2,0,80
905470,2,2,1,1,1998,1346,13,2,0,80
905718,1,1,1,5,2007,760,13,2,0,
905725,1,1,1,1,2004,1200,13,2,0,80
905725,2,2,1,1,2007,1090,13,2,0,80
905772,1,1,1,1,2000,980,13,2,0,80
905772,1,1,1,5,2013,220,13,2,0,
905836,1,1,1,1,2008,810,13,2,0,80
905836,1,1,1,3,2008,300,13,2,0,
905836,2,1,1,5,2009,740,13,2,0,
905914,1,1,1,1,1987,700,13,2,0,50
905914,1,1,1,3,2016,512,5,2,0,
905922,1,1,1,5,2012,1200,13,2,0,
905925,2,1,1,1,2007,700,13,2,0,50
906015,1,1,1,1,2015,550,13,2,0,50
906027,1,1,1,5,2006,1100,13,2,0,
906031,1,1,1,1,2011,1200,13,2,0,70
906031,2,1,1,1,1997,1300,13,2,0,80
906033,1,1,1,1,1998,1200,13,2,0,80
906048,1,1,1,1,2004,1400,13,2,0,70
906049,2,2,1,1,2002,1200,13,2,0,80
906069,1,1,1,1,1991,1800,13,2,0,80
906069,2,2,1,3,1983,500,13,2,0,
906080,2,1,1,4,2007,500,12,2,0,
906080,4,1,1,1,1997,1100,13,2,0,90
906126,1,1,1,1,1998,500,13,2,0,5
906126,2,1,1,1,1998,885,13,2,0,60
906265,1,1,1,1,2010,700,13,2,0,68
906265,2,1,1,1,2009,1300,13,2,0,85
906266,1,1,1,1,2000,400,13,2,0,55
906266,2,2,1,1,1996,1200,13,2,0,90
906276,1,1,1,1,1998,1100,13,2,0,85
906362,1,1,1,1,2009,1500,13,2,0,80
906427,1,1,1,1,2003,3000,13,2,0,90
906427,2,1,1,1,2009,1300,13,2,0,80
906436,1,1,1,1,2013,1250,13,2,0,75
906466,1,1,1,1,2006,1800,13,2,0,70
906514,1,1,1,1,1993,1200,13,2,0,90
906566,1,1,1,5,1993,1300,13,2,0,
906566,2,2,1,1,2012,800,13,2,0,80
906624,1,1,1,1,2002,1400,12,2,0,80
906624,2,1,1,5,1969,1000,13,2,0,
906629,1,1,1,1,1965,610,13,2,0,100
906629,1,1,1,5,1967,500,13,2,0,
906726,1,1,1,1,2010,1000,13,2,0,80
906885,1,1,1,1,2011,1030,13,2,0,70
906946,1,1,1,1,2006,1900,13,2,0,85
906948,2,1,1,1,2010,1200,13,2,0,80
907074,1,1,1,5,2012,1100,13,2,0,
907076,1,1,1,1,1993,600,13,2,0,70
907084,1,1,1,1,1998,1900,13,2,0,90
907123,1,1,1,3,1990,600,12,2,0,
907338,1,1,1,5,2012,1350,12,2,0,
907353,1,1,1,1,2005,1400,13,2,0,100
907373,1,1,1,1,2003,1430,12,2,0,80
907387,1,1,1,1,2010,1600,13,2,0,100
907396,1,1,2,1,2011,1000,13,2,0,99
907397,1,1,1,1,2008,1800,13,2,0,100
907399,1,1,1,1,2007,900,13,2,0,100
907490,1,1,1,1,1999,3000,13,2,0,100
907490,2,1,1,1,2002,1500,13,2,0,100
907535,1,1,1,1,1980,1300,13,2,0,80
907535,2,2,1,1,1985,500,13,2,0,50
907536,2,1,1,1,1997,1200,13,2,0,70
907544,1,1,1,5,2016,900,13,2,0,
907591,1,1,1,1,1997,1280,13,2,0,80
907607,2,1,1,1,2003,998,13,2,0,80
907609,1,1,1,1,2003,1200,13,2,0,90
907609,2,1,1,1,1996,1350,13,2,0,80
907614,1,1,1,1,1999,1935,12,2,0,70
907614,2,2,1,1,2004,2156,12,2,0,70
907648,1,1,1,1,1983,1240,13,2,0,75
907648,2,1,1,1,2004,150,12,2,0,10
907674,1,1,1,1,1998,2300,13,2,0,80
907692,1,1,1,1,2012,1350,13,2,0,80
907715,2,2,1,1,2015,1800,13,2,0,70
907738,1,1,1,1,1991,1200,13,2,0,90
907738,2,1,1,7,2005,190,13,1,440,
907776,1,1,1,1,2003,2040,12,2,0,85
907789,1,1,1,1,1986,1053,12,2,0,80
907789,2,2,1,1,1994,867,12,2,0,80
907795,1,1,1,5,2016,1000,13,2,0,
907944,1,1,1,1,2014,1000,13,2,0,50
907946,2,2,1,1,2012,1400,13,2,0,60
907985,1,1,1,1,1994,1020,13,2,0,80
907985,2,1,1,1,1994,600,13,2,0,50
908005,1,1,1,1,1995,1300,13,2,0,80
908005,2,1,1,1,2001,670,13,2,0,60
908051,2,1,1,5,2012,700,12,2,0,
908053,1,1,1,1,2006,1300,12,2,0,70
908053,2,1,4,3,2004,300,12,2,0,
908214,1,1,1,1,1992,500,13,2,0,50
908214,1,1,1,5,2016,500,5,2,0,
908344,1,1,1,5,1999,570,13,2,0,
908360,1,1,5,5,2010,820,10,2,0,
908384,1,1,1,2,2013,,13,2,0,
908391,1,1,1,1,2007,1400,13,2,0,80
908407,2,2,1,1,2009,1400,13,2,0,90
908414,1,1,1,1,1985,1000,13,2,0,90
908508,1,1,1,1,2005,1200,12,2,0,70
908513,2,2,1,1,1938,1000,13,2,0,70
908516,2,2,1,1,1987,1000,13,2,0,60
908516,2,2,1,5,2009,260,13,2,0,
908544,1,1,1,1,1994,600,13,2,0,80
908544,1,1,1,5,2012,1300,13,2,0,
908553,1,1,1,1,2006,170,13,2,0,50
908553,2,2,1,1,1997,930,13,2,0,50
908589,1,1,1,1,1998,705,13,2,0,40
908589,2,2,1,1,1996,620,13,2,0,50
908619,1,1,1,5,1989,780,13,2,0,
908654,1,1,1,5,2004,780,13,2,0,
908691,1,1,1,1,2010,2950,13,2,0,90
908691,2,1,1,1,2016,1300,13,2,0,80
908691,3,1,1,5,1990,500,13,2,0,
908691,3,1,1,5,1996,300,13,2,0,
908787,1,1,1,5,2014,1190,13,2,0,
908843,1,1,1,1,1999,1245,12,2,0,75
908956,1,1,1,1,2010,1500,13,2,0,90
908956,2,1,1,1,2011,2000,13,2,0,80
909006,1,1,1,1,2000,600,13,2,0,80
909006,2,1,1,1,2012,600,13,2,0,70
909096,1,1,1,1,1999,1300,13,2,0,80
909113,1,1,1,1,2001,530,13,2,0,60
909113,2,2,1,1,1987,800,13,2,0,80
909188,1,1,1,1,2011,2000,13,2,0,80
909190,1,1,1,1,2003,1100,13,2,0,70
909236,1,1,1,5,2008,1100,13,2,0,
909244,1,1,1,1,2005,1600,13,2,0,80
909244,2,2,1,1,2012,190,13,2,0,50
909250,1,1,1,1,2012,1550,13,2,0,80
909285,2,1,1,2,2002,550,13,2,0,
909285,3,1,1,4,2015,500,13,2,0,
909389,1,1,1,5,1990,800,13,2,0,
909390,1,1,1,1,1990,800,13,2,0,70
909390,2,1,1,1,1988,1000,13,2,0,70
909390,4,1,1,4,2005,500,13,2,0,
909390,5,1,1,4,2009,500,13,2,0,
909399,1,1,1,1,2005,1300,13,2,0,70
909399,2,1,1,1,2006,1100,13,2,0,70
909401,1,1,1,2,2015,150,13,2,0,
909493,1,1,1,1,2002,800,13,2,0,70
909502,1,1,1,1,2013,980,13,2,0,75
909502,2,1,1,4,2009,286,12,2,0,
909540,1,1,1,1,1997,1000,13,2,0,80
909543,1,1,1,1,1999,1000,12,2,0,80
909554,1,1,1,1,1998,1100,13,2,0,90
909554,2,1,1,1,2008,1040,13,2,0,95
909562,1,1,1,1,1997,988,13,2,0,80
909636,1,1,1,1,1990,980,13,2,0,90
909639,1,1,1,1,1992,1150,13,2,0,80
909639,2,2,1,7,2003,560,13,2,0,
909640,1,1,1,1,1997,1450,13,2,0,80
909643,1,1,1,4,2011,300,13,2,0,
909644,1,1,1,1,1992,800,13,2,0,70
909644,2,2,1,1,2004,1280,13,2,0,80
909645,1,1,1,5,2005,880,13,2,0,
909647,1,1,1,3,2010,250,14,2,0,
909647,1,1,1,5,2003,760,13,2,0,
909652,1,1,1,1,2006,1340,13,2,0,75
909652,2,2,1,1,2006,438,14,2,0,40
909653,1,1,1,5,2004,900,13,2,0,
909668,1,1,1,1,2013,442,13,2,0,60
909680,1,1,1,1,2012,1100,13,2,0,80
909682,1,1,1,1,1985,1045,13,2,0,80
909682,1,1,1,5,1995,640,13,2,0,
909695,1,1,1,1,2006,1340,13,2,0,75
909696,1,1,1,1,1997,1037,13,2,0,80
909700,1,1,1,5,2012,960,13,2,0,
909703,2,1,1,5,2015,1177,13,2,0,
909726,1,1,1,1,1998,2100,12,2,0,85
909726,2,1,1,1,1998,998,12,2,0,75
909727,1,1,1,1,2010,825,12,2,0,70
909728,1,1,1,1,2002,760,12,2,0,50
909737,1,1,1,1,2002,896,12,2,0,80
909744,1,1,1,1,1996,2400,12,2,0,80
909753,1,1,1,1,1996,1150,12,2,0,80
909753,2,1,1,1,2005,966,12,2,0,75
909770,1,1,1,1,2010,1070,13,2,0,40
909772,1,1,1,1,2007,970,13,2,0,70
909772,2,2,1,1,1994,1300,13,2,0,70
909774,1,1,1,5,2015,810,13,2,0,
909775,1,1,1,1,1995,1120,13,2,0,75
909775,2,1,1,1,1997,1070,13,2,0,80
909780,1,1,1,1,1994,910,13,2,0,70
909783,2,1,1,1,1996,1150,13,2,0,60
909790,2,1,1,1,2012,970,13,2,0,60
909794,1,1,1,1,2011,1300,13,2,0,75
909798,1,1,1,1,2004,1220,13,2,0,80
909800,1,1,1,1,2010,930,13,2,0,60
909830,1,1,1,5,1965,900,13,2,0,
909869,1,1,1,1,2001,1900,12,2,0,80
909869,2,1,1,1,1999,700,12,2,0,50
909914,1,1,1,5,2012,960,13,2,0,
909951,1,1,1,1,2010,1004,13,2,0,80
909956,1,1,1,2,1991,600,13,2,0,
909958,1,1,1,1,2004,3000,13,2,0,
909958,1,1,1,5,1997,130,13,2,0,
909958,1,1,5,1,2004,1100,13,2,0,90
909996,1,1,1,1,1986,300,13,2,0,60
909996,1,1,1,5,1996,640,13,2,0,
909997,1,1,1,5,1981,540,13,2,0,
909997,1,1,1,5,2016,430,13,1,2000,
910001,1,1,1,1,1987,730,13,2,0,70
910001,1,1,1,5,2001,539,13,2,0,
910009,1,1,1,1,1984,1100,13,2,0,90
910010,1,1,1,1,2015,1680,13,2,0,80
910013,1,1,1,1,2003,1100,13,2,0,90
910013,2,2,1,1,2007,1200,13,2,0,90
910021,1,1,1,1,2009,1650,13,2,0,80
910041,1,1,1,1,1985,865,13,2,0,80
910041,1,1,1,5,2003,640,13,2,0,
910045,2,1,1,1,2009,1100,13,2,0,70
910046,1,1,1,5,2003,990,13,2,0,
910051,1,1,1,5,2015,960,13,2,0,
910057,1,1,1,1,2005,870,13,2,0,80
910057,2,2,1,2,2015,151,13,2,0,
910060,1,1,1,1,2011,1050,13,2,0,80
910061,1,1,1,1,2014,1800,13,2,0,80
910087,1,1,1,1,2003,1055,13,2,0,75
910093,2,1,1,1,2013,1070,13,2,0,80
910094,1,1,1,1,1991,1350,13,2,0,85
910094,2,2,1,1,1998,1090,13,2,0,75
910096,1,1,1,1,1999,1124,13,2,0,80
910096,2,2,1,1,1992,972,13,2,0,80
910100,1,1,1,1,2015,1700,13,2,0,85
910102,1,1,1,5,1995,1150,13,2,0,
910104,1,1,1,5,2002,870,13,2,0,
910106,1,1,1,3,2012,435,13,2,0,
910107,1,1,1,5,2009,1245,13,2,0,
910148,1,1,1,1,1970,1000,12,2,0,60
910148,2,2,1,1,1980,900,12,2,0,50
910169,3,1,1,1,1998,1150,13,2,0,70
910176,1,1,1,1,1999,864,12,2,0,75
910176,3,1,1,3,2002,360,12,2,0,
910178,1,1,1,5,2007,974,12,2,0,
910180,1,1,1,1,1983,1200,13,2,0,90
910183,1,1,1,1,1995,1985,12,2,0,65
910186,1,1,1,5,2002,976,13,2,0,
910187,1,1,1,5,2011,1098,13,2,0,
910190,1,1,1,5,1984,800,13,2,0,
910191,1,1,1,5,2001,1160,13,2,0,
910194,1,1,1,1,1989,1793,12,2,0,80
910199,1,1,1,5,1994,1100,13,2,0,
910208,1,1,1,1,1982,1700,13,2,0,80
910214,1,1,1,1,2005,1365,12,2,0,80
910216,1,1,1,1,1980,1100,12,2,0,80
910218,1,1,1,1,2002,1200,12,2,0,40
910218,1,1,5,1,2002,635,12,2,0,60
910218,2,2,1,1,2007,1143,12,2,0,70
910220,1,1,1,1,2015,680,13,2,0,80
910225,1,1,1,1,1993,1235,12,2,0,80
910225,2,1,1,2,1995,213,12,2,0,
910226,1,1,1,5,2005,847,12,2,0,
910229,1,1,1,5,1997,1050,13,2,0,
910231,1,1,1,3,2014,593,12,2,0,
910231,2,1,1,1,2012,1246,12,2,0,75
910236,1,1,1,1,2000,1480,13,2,0,60
910237,1,1,1,1,2013,967,12,2,0,50
910238,1,1,1,3,2009,293,12,2,0,
910250,1,1,1,5,2007,1365,13,2,0,
910251,1,1,1,5,1997,980,13,2,0,
910266,1,1,1,1,2005,4700,13,2,0,40
910266,1,1,1,5,2000,400,13,2,0,
910268,1,1,1,1,2015,1471,12,2,0,75
910272,1,1,1,1,2010,1950,13,2,0,80
910274,2,1,1,1,2010,1700,13,2,0,100
910278,1,1,1,1,2005,1000,13,2,0,60
910285,1,1,1,1,2016,1830,13,2,0,80
910296,1,1,1,1,2007,1250,13,2,0,80
910297,1,1,1,1,2002,2400,12,2,0,80
910297,2,1,1,1,2006,1300,12,2,0,80
910305,1,1,1,1,1994,1250,13,2,0,70
910305,2,1,1,1,1992,1350,13,2,0,80
910326,1,1,1,1,2005,1050,12,2,0,
910335,2,1,1,3,2011,1200,13,2,0,
910356,1,1,1,5,2012,800,13,2,0,
910357,1,1,1,1,2015,980,13,2,0,80
910373,1,1,1,3,2009,295,12,2,0,
910409,1,1,1,1,2014,1160,13,2,0,70
910433,1,1,1,1,2010,2010,13,2,0,70
910459,1,1,1,1,2015,1864,13,2,0,75
910476,2,1,1,5,2007,590,12,2,0,
910482,1,1,1,1,2000,1236,12,2,0,85
910482,2,2,1,1,2002,1068,12,2,0,80
910483,1,1,2,1,1997,695,12,2,0,70
910483,2,1,1,1,2008,1647,12,2,0,80
910484,1,1,1,1,2012,1736,12,2,0,80
910484,2,2,1,1,2009,1595,12,2,0,80
910485,1,1,1,1,2007,1886,12,2,0,85
910492,1,1,1,1,2010,1069,12,2,0,80
910514,3,3,1,1,2005,430,13,2,0,60
910514,4,3,1,1,2005,463,13,2,0,40
910523,1,1,1,1,1986,1500,13,2,0,80
910525,1,1,1,1,1989,950,13,2,0,80
910525,1,1,1,5,1995,580,13,2,0,
910528,1,1,1,1,2007,1532,13,2,0,75
910528,2,2,1,1,2006,1630,13,2,0,75
910528,2,2,1,7,2006,320,13,2,0,
910567,1,1,1,1,1989,1200,12,2,0,90
910570,1,1,1,1,1994,1790,12,2,0,90
910570,2,2,1,1,2004,1258,12,2,0,80
910571,1,1,1,1,1990,876,13,2,0,100
910573,1,1,6,1,2000,1900,12,2,0,100
910585,1,1,1,1,1994,1500,12,2,0,90
910585,2,2,1,1,1998,1589,13,2,0,90
910598,1,1,1,5,2005,800,12,2,0,
910615,1,1,1,5,1999,880,13,2,0,
910618,1,1,6,1,2007,2000,13,2,0,100
910621,1,1,1,1,2005,1420,13,2,0,90
910624,1,1,1,5,1997,649,13,2,0,
910626,1,1,1,1,2011,1200,13,2,0,90
910629,1,1,1,1,1995,1540,13,2,0,95
910633,1,1,1,1,2016,1500,13,2,0,90
910644,2,1,1,1,2012,1500,13,2,0,95
910659,1,1,1,1,1990,480,13,2,0,80
910659,1,1,1,5,1990,200,13,2,0,
910661,1,1,1,1,2014,1242,13,2,0,90
910662,1,1,1,1,1995,1398,13,2,0,65
910662,2,2,1,1,1984,696,13,2,0,80
910666,1,1,1,1,1995,1347,13,2,0,99
910666,2,2,1,1,1996,1302,13,2,0,90
910672,1,1,1,1,2014,950,13,2,0,65
910672,2,1,1,1,2010,950,13,2,0,50
910675,1,1,2,1,2015,1550,13,2,0,85
910680,1,1,1,1,2015,1480,13,2,0,85
910685,1,1,1,1,2010,1300,13,2,0,65
910701,1,1,1,5,1990,815,12,2,0,
910715,1,1,1,3,1984,995,12,2,0,
910722,1,1,1,1,1997,1200,12,2,0,100
910749,1,1,1,1,1981,300,13,2,0,60
910749,1,1,1,5,2000,600,13,2,0,
910753,1,1,1,1,1992,420,13,2,0,90
910753,2,1,1,1,1995,800,13,2,0,80
910757,1,1,1,1,2015,1800,13,2,0,80
910795,1,1,1,1,2006,1075,13,2,0,50
910795,2,2,1,2,2009,245,13,2,0,
910800,1,1,1,1,2006,995,13,2,0,70
910800,2,1,1,1,2008,1085,13,2,0,80
910805,1,1,1,1,2004,1440,13,2,0,80
910805,2,2,1,1,1993,1210,13,2,0,75
910807,1,1,1,1,1995,1130,13,2,0,75
910809,1,1,1,5,2005,1580,13,2,0,
910827,3,2,1,1,1989,896,13,2,0,75
910838,1,1,1,5,2014,1080,13,2,0,
910839,1,1,1,5,2007,1100,13,2,0,
910841,1,1,1,1,2012,900,13,2,0,90
910841,2,1,1,1,2004,1100,13,2,0,80
910842,1,1,1,1,2007,2200,13,2,0,85
910852,2,1,1,1,2003,1180,13,2,0,70
910855,1,1,1,5,2014,1000,13,2,0,
910859,1,1,1,1,2002,1100,13,2,0,65
910859,2,1,1,5,1990,820,13,2,0,
910882,1,1,1,1,1999,1100,13,2,0,80
910882,2,1,1,1,1999,1200,13,2,0,75
910883,1,1,1,5,1992,1000,13,2,0,
910885,1,1,1,1,2015,690,13,2,0,70
910885,2,1,1,1,2003,400,13,2,0,70
910886,1,1,1,1,1995,510,13,2,0,70
910886,2,1,1,1,1991,590,13,2,0,60
910888,1,1,1,1,1987,520,13,2,0,60
910890,1,1,1,1,2007,630,13,2,0,70
910890,2,1,1,1,1991,600,13,2,0,70
910933,2,2,1,1,1992,870,13,2,0,60
910934,1,1,1,1,1991,1000,13,2,0,75
910937,1,1,1,1,2007,1300,13,2,0,75
910937,2,1,1,1,2014,1230,13,2,0,70
910940,1,1,1,1,1990,600,13,2,0,60
910964,1,1,1,5,2013,840,13,2,0,
910974,1,1,1,1,2002,900,13,2,0,70
910983,1,1,1,1,1997,1700,13,2,0,70
910984,1,1,1,1,2006,1200,13,2,0,70
910985,1,1,1,1,2004,850,13,2,0,70
910985,2,1,1,1,2008,1200,13,2,0,80
910994,1,1,1,1,2016,1200,13,2,0,70
911005,1,1,1,2,1996,600,13,2,0,
911007,1,1,1,1,2008,1400,13,2,0,70
911016,1,1,1,1,1994,3300,13,2,0,85
911016,2,1,1,2,2012,380,13,2,0,
911029,1,1,1,1,2003,900,13,2,0,80
911030,1,1,1,1,1986,,13,2,0,20
911030,1,1,1,5,1986,1000,13,2,0,
911033,1,1,1,1,2002,1300,13,2,0,10
911034,1,1,1,1,2006,1200,13,2,0,70
911034,2,1,1,1,2002,1200,13,2,0,80
911038,1,1,1,1,2013,,13,2,0,90
911061,2,1,1,1,2014,1700,13,2,0,80
911068,1,1,1,1,1990,800,13,2,0,80
911068,1,1,1,5,2005,250,13,2,0,
911070,1,1,1,3,2013,1000,13,2,0,
911071,1,1,1,1,1990,1000,13,2,0,80
911078,2,1,1,1,2014,900,13,2,0,60
911097,1,1,1,1,1999,980,13,2,0,
911097,1,1,1,3,1999,650,13,2,0,
911116,1,1,1,1,2011,850,13,2,0,40
911117,1,1,1,1,1993,900,13,2,0,70
911118,1,1,1,1,1995,1500,13,2,0,80
911118,2,2,2,1,1990,730,13,2,0,50
911119,1,1,1,1,1987,1585,13,2,0,80
911119,2,2,1,1,1991,499,13,2,0,50
911120,1,1,1,1,2001,400,13,2,0,30
911120,1,1,1,3,2001,450,13,2,0,
911125,1,1,1,4,2015,501,12,2,0,
911158,1,1,1,1,1997,1500,13,2,0,80
911158,2,2,1,1,2007,1250,13,2,0,85
911164,1,1,2,1,2011,1700,13,2,0,70
911168,1,1,1,1,2013,1050,13,2,0,50
911168,2,1,1,1,2005,1050,13,2,0,60
911188,1,1,1,1,1997,1300,13,2,0,85
911241,1,1,1,5,2013,1000,13,2,0,
911242,1,1,1,5,2013,1500,13,2,0,
911246,1,1,1,1,1991,1600,13,2,0,80
911289,1,1,1,1,1987,1000,13,2,0,70
911290,1,1,1,1,1998,500,13,2,0,60
911290,2,1,1,1,1987,1200,13,2,0,70
911291,1,1,1,1,1996,1200,13,2,0,70
911296,1,1,1,5,2012,800,12,2,0,
911298,1,1,1,1,1996,1200,13,2,0,80
911299,1,1,1,1,1990,1000,13,2,0,70
911306,1,1,1,1,1992,500,13,2,0,70
911306,2,2,1,1,1992,500,13,2,0,70
911309,1,1,1,1,1984,340,13,2,0,70
911309,1,1,1,5,1994,1100,13,2,0,
911312,1,1,1,5,2011,1200,12,2,0,
911328,1,1,1,1,2015,1200,13,2,0,80
911328,2,2,1,1,2015,1200,13,2,0,80
911338,1,1,1,1,1999,1300,13,2,0,90
911344,1,1,1,1,2002,1200,13,2,0,70
911344,2,1,1,1,2005,600,13,2,0,50
911350,1,1,1,1,1996,1500,13,2,0,70
911351,1,1,1,1,2008,3000,13,2,0,75
911351,2,1,1,1,2004,150,13,2,0,10
911353,1,1,5,5,2015,2000,13,2,0,
911364,1,1,1,1,1999,950,13,2,0,80
911364,1,1,1,5,2014,400,13,2,0,
911377,1,1,1,1,2016,1400,13,2,0,70
911377,2,1,1,5,1995,1700,13,2,0,
911383,1,1,1,1,1984,1000,13,2,0,70
911383,1,1,1,5,2006,700,13,2,0,
911384,1,1,1,5,2006,1200,13,2,0,
911385,2,1,1,1,2004,1200,13,2,0,70
911386,2,2,1,1,2000,800,13,2,0,70
911394,2,2,1,5,1981,990,12,2,0,
911422,1,1,1,5,2008,1100,13,2,0,
911423,1,1,1,1,1999,2580,13,2,0,80
911423,1,1,1,5,2010,70,13,2,0,
911425,1,1,1,2,2006,578,13,2,0,
911425,2,2,1,1,2016,1124,4,2,0,60
911426,1,1,1,1,2004,1100,13,2,0,60
911426,2,2,1,1,2016,512,13,1,4500,60
911428,1,1,1,1,1993,730,13,2,0,50
911428,1,1,1,5,2012,280,13,2,0,
911432,1,1,1,1,2002,430,13,2,0,50
911432,1,1,1,5,2007,230,13,2,0,
911433,1,1,1,1,2010,885,13,2,0,100
911460,4,1,1,4,2007,250,12,2,0,
911461,1,1,1,5,2014,1600,13,2,0,
911466,1,1,1,1,2014,1000,13,2,0,88
911467,1,1,1,1,2011,1410,13,2,0,80
911470,1,1,1,1,1981,980,13,2,0,80
911470,1,1,1,5,2015,600,13,2,0,
911479,1,1,1,1,1980,900,13,2,0,60
911482,1,1,1,1,2000,880,13,2,0,80
911485,1,1,1,5,1999,1200,13,2,0,
911509,1,1,1,1,1991,1100,13,2,0,80
911512,1,1,1,1,1996,700,13,2,0,80
911512,1,1,1,5,1960,500,13,2,0,
911513,1,1,1,1,1981,1100,13,2,0,80
911516,2,1,1,1,2006,2000,13,2,0,80
911516,2,1,1,3,2016,400,12,1,1200,
911522,1,1,1,5,1993,480,13,2,0,
911528,1,1,1,5,2000,1000,13,2,0,
911531,1,1,1,1,2009,7500,13,2,0,90
911531,2,1,1,1,1986,1500,13,2,0,90
911534,1,1,1,1,1994,1200,13,2,0,80
911563,1,1,2,1,2011,2950,13,2,0,90
911563,2,1,2,1,2011,2650,13,2,0,90
911566,1,1,1,1,2010,1600,13,2,0,90
911566,1,1,1,5,2004,1300,13,2,0,
911568,1,1,1,1,2016,1000,13,2,0,70
911568,2,2,1,1,2005,900,13,2,0,70
911570,1,1,1,1,2004,1400,13,2,0,70
911578,1,1,1,5,2013,2000,13,2,0,
911578,1,1,6,1,2016,1500,12,2,0,30
911578,2,1,1,4,2013,290,13,2,0,
911578,2,1,1,5,2013,600,13,2,0,
911580,1,1,1,1,2002,3300,13,2,0,60
911605,1,1,1,1,1981,1200,13,2,0,90
911606,1,1,1,1,1980,1450,13,2,0,90
911607,1,1,1,1,2007,2550,13,2,0,68
911607,2,1,1,1,2014,750,13,2,0,55
911608,1,1,1,1,2016,1400,13,2,0,85
911609,1,1,1,1,2010,2700,13,2,0,80
911638,1,1,1,1,2000,1500,13,2,0,80
911638,1,1,1,1,2007,,13,2,0,80
911638,1,1,5,1,2010,,12,2,0,50
911638,2,1,1,1,2006,1510,13,2,0,80
911679,2,1,1,1,1995,1170,13,2,0,80
911751,1,1,1,3,2015,610,13,2,0,
911751,1,1,1,4,2014,279,13,2,0,
911808,1,1,1,1,2016,1200,12,2,0,80
911811,1,1,1,5,2009,980,13,2,0,
911816,1,1,1,1,1995,1400,13,2,0,70
911821,1,1,1,1,2001,1030,13,2,0,80
911823,1,1,1,5,2006,880,13,2,0,
911850,1,1,1,2,1998,500,13,2,0,
911858,1,1,1,1,2011,1350,13,2,0,90
911858,2,1,1,2,2013,270,12,2,0,
911864,1,1,1,1,2012,2200,13,2,0,80
911864,2,2,1,1,2012,1200,13,2,0,65
911867,1,1,1,5,2015,499,13,2,0,
911883,1,1,1,1,2002,658,13,2,0,50
911911,1,1,5,1,2013,1800,13,2,0,70
911913,1,1,1,5,2015,500,13,2,0,
911914,1,1,1,2,1995,600,13,2,0,
911918,1,1,1,1,2009,1250,13,2,0,80
911922,1,1,1,1,2005,1400,13,2,0,90
911940,1,1,1,5,2009,2100,13,2,0,
911947,1,1,2,1,1996,1200,13,2,0,80
911947,2,2,1,1,2003,800,13,2,0,60
911950,1,1,1,1,1998,1156,13,2,0,70
911950,2,2,1,1,2004,780,13,2,0,50
911950,3,1,1,1,1987,1000,13,2,0,50
911950,3,1,1,5,1986,350,13,2,0,
911950,4,1,1,1,1974,700,13,2,0,60
911950,4,1,1,4,1974,300,12,2,0,
911952,1,1,1,1,2008,1540,13,2,0,80
911952,2,2,1,1,2013,860,13,2,0,75
911956,1,1,1,1,2000,1440,13,2,0,75
911960,1,1,1,1,1990,1200,13,2,0,80
911960,2,2,1,1,2000,550,13,2,0,70
911962,1,1,5,1,1994,3500,13,2,0,90
911963,2,1,1,1,2014,1200,13,2,0,80
911963,2,1,1,5,2009,600,13,2,0,
911966,2,1,1,1,2011,916,13,2,0,70
911972,2,1,1,4,2014,290,8,2,0,
911992,1,1,1,1,2003,1200,13,2,0,80
911993,1,1,1,1,2002,1200,13,2,0,80
911994,1,1,1,1,1996,600,13,2,0,70
911994,1,1,1,5,2008,300,13,2,0,
911997,1,1,1,1,2001,800,13,2,0,60
911997,2,2,1,1,2006,600,13,2,0,70
911999,1,1,1,5,2010,400,14,2,0,
912001,1,1,1,1,1998,1100,13,2,0,70
912020,4,4,1,5,2008,600,13,2,0,
912042,1,1,1,1,2003,,12,2,0,30
912042,1,1,1,1,2015,1500,13,2,0,80
912042,2,1,1,1,2009,1250,13,2,0,80
912087,1,1,1,1,2008,1300,13,2,0,80
912095,1,1,1,1,2015,1500,13,2,0,75
912134,1,1,1,1,2002,1560,13,2,0,90
912142,1,1,1,1,2000,1400,13,2,0,80
912142,2,1,1,1,1979,1500,13,2,0,80
912142,2,1,5,1,1980,,13,2,0,60
912147,1,1,1,1,2008,3200,13,2,0,70
912147,2,2,1,1,1994,800,13,2,0,65
912165,1,1,1,2,2010,490,13,2,0,
912173,1,1,1,1,2003,1650,13,2,0,50
