nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
912368,55924.248843,17500,17500,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,8424.2488426,7200,0,7200,1224.2488426,171.01381091,0,1053.2350317,0,9,5
912372,74320.830489,0,0,0,54600,54600,54600,0,0,0,0,0,0,0,0,0,0,19720.830489,16000,0,16000,3720.8304894,350.47838804,0,3370.3521013,0,10,5
912376,62675.951626,46250,46250,0,1200,0,0,0,1200,0,1200,0,0,0,0,0,0,15225.951626,15000,4200,10800,225.95162609,205.67562609,0,20.276,0,10,5
912377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
912382,34907.330563,16900,16900,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,6007.330563,6000,0,6000,7.3305630485,7.3305630485,0,0,0,7,4
912385,28846.906495,22750,22750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6096.9064951,6000,0,6000,96.906495111,96.906495111,0,0,0,6,3
912398,14454.979223,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,4854.9792229,4800,0,4800,54.979222863,54.979222863,0,0,0,2,1
912400,100593.94554,36300,36300,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,14293.945543,17050,0,17050,-2756.054457,10.755880549,0,0,2766.8103373,10,5
912409,45362.543689,0,0,0,27300,27300,27300,0,0,0,0,0,0,0,0,0,0,18062.543689,18000,0,18000,62.543689145,21.991689145,0,40.552,0,9,5
912411,8806.4252815,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,2600,6206.4252815,6000,0,6000,206.42528152,3.6652815242,0,202.76,0,1,1
912441,41459.935067,20000,20000,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,8459.9350672,8400,0,8400,59.935067239,59.935067239,0,0,0,8,4
912444,99776.078892,60000,60000,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,16376.078892,16200,6600,9600,176.0788922,176.0788922,0,0,0,10,5
912445,16633.722582,0,0,0,11830,11830,11830,0,0,0,0,0,0,0,0,0,0,4803.7225816,4800,0,4800,3.7225816215,3.7225816215,0,0,0,3,2
912446,20953.80922,0,0,0,14924,14924,14924,0,0,0,0,0,0,0,0,0,0,6029.8092197,6000,0,6000,29.809219654,29.809219654,0,0,0,4,2
912449,19537.150904,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,37.150903715,0,0,0,37.150903715,37.150903715,0,0,0,4,2
912451,80254.257622,18000,18000,0,51454,51454,51454,0,0,0,0,0,0,0,0,0,0,10800.257622,8400,0,8400,2400.257622,2400.257622,0,0,0,10,5
912452,41183.318426,0,0,0,26650,26650,26650,0,0,0,0,0,0,0,0,0,0,14533.318426,14400,0,14400,133.31842569,37.399965642,0,95.918460044,0,8,4
912453,24238.959632,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,6038.959632,6000,0,6000,38.959631994,26.171598632,12.788033362,0,0,5,3
912456,24132.333151,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,7232.3331511,7200,0,7200,32.33315105,32.33315105,0,0,0,5,3
912459,27226.021934,0,0,0,21190,21190,21190,0,0,0,0,0,0,0,0,0,0,6036.0219337,6000,0,6000,36.021933694,36.021933694,0,0,0,6,3
912467,24817.095073,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4817.0950727,4800,0,4800,17.095072687,17.095072687,0,0,0,5,3
912473,18010.224918,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.224917806,0,0,0,10.224917806,10.224917806,0,0,0,3,2
912476,31015.497214,18000,18000,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,5015.4972138,5000,0,5000,15.497213819,15.497213819,0,0,0,7,4
912482,22805.67166,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7805.6716604,7800,0,7800,5.6716604187,5.6716604187,0,0,0,5,3
912488,16678.571857,0,0,0,10660,10660,10660,0,0,0,0,0,0,0,0,0,0,6018.5718573,6000,0,6000,18.571857344,18.571857344,0,0,0,3,2
912493,22505.097334,0,0,0,22490,22490,22490,0,0,0,0,0,0,0,0,0,0,15.097334155,0,0,0,15.097334155,15.097334155,0,0,0,5,3
912494,18786.806443,0,0,0,12760,12760,12760,0,0,0,0,0,0,0,0,0,0,6026.8064429,6000,0,6000,26.806442891,26.806442891,0,0,0,4,2
912495,35677.054703,0,0,0,25675,25675,25675,0,0,0,0,0,0,0,0,0,0,10002.054703,10000,0,10000,2.0547025497,2.0547025497,0,0,0,7,4
912497,31373.254595,0,0,0,23540,33540,33540,0,-10000,0,0,-10000,0,10000,0,0,0,7833.2545952,7800,0,7800,33.254595182,33.254595182,0,0,0,7,4
912500,40556.985693,0,0,0,27079,27079,27079,0,0,0,0,0,0,0,0,0,0,13477.985693,13400,0,13400,77.985692932,77.985692932,0,0,0,8,4
912501,21012.066415,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.066414817,0,0,0,12.066414817,12.066414817,0,0,0,4,2
912502,17018.923118,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,11000,0,6018.9231175,6000,0,6000,18.923117511,18.923117511,0,0,0,3,2
912504,36427.059125,18000,18000,0,10530,10530,10530,0,0,0,0,0,0,0,0,0,0,7897.059125,7800,0,7800,97.059124957,97.059124957,0,0,0,8,4
912515,42796.662914,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3796.6629144,7200,0,7200,-3403.337086,55.17583597,0,0,3458.5129216,8,4
912535,11850,0,0,0,5850,5850,5850,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,2,1
912536,10538,0,0,0,10538,8138,8138,0,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
912538,22930.557219,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,6030.5572186,6000,0,6000,30.557218648,30.557218648,0,0,0,5,3
912540,58490.893359,0,0,0,45110,45110,45110,0,0,0,0,0,0,0,0,0,0,13380.893359,13200,0,13200,180.89335947,58.770517576,122.12284189,0,0,10,5
912541,23117.445556,15600,15600,0,300,0,0,0,300,0,0,300,300,0,0,0,0,7217.445556,7200,0,7200,17.445555986,17.445555986,0,0,0,5,3
912543,18482.950033,0,0,0,18460,18460,18460,0,0,0,0,0,0,0,0,0,0,22.950033125,0,0,0,22.950033125,22.950033125,0,0,0,4,2
912552,67990.952352,0,0,0,40732.85401,40732.85401,40732.85401,0,0,0,0,0,0,0,0,0,0,27258.098342,27200,0,27200,58.098342148,58.098342148,0,0,0,10,5
912555,30630.43814,25600,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030.4381404,5000,0,5000,30.438140351,30.438140351,0,0,0,7,4
912560,25245.38968,13000,13000,0,6240,6240,6240,0,0,0,0,0,0,0,0,0,0,6005.3896802,6000,0,6000,5.3896801545,5.3896801545,0,0,0,6,3
912561,8475.0362321,0,0,0,1270,3770,3770,0,-2500,0,0,-2500,0,2500,0,0,0,7205.0362321,7200,0,7200,5.0362321105,5.0362321105,0,0,0,1,1
912562,17311.011246,17300,17300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.011246097,0,0,0,11.011246097,11.011246097,0,0,0,3,2
912563,10626.643526,10600,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.643525656,0,0,0,26.643525656,26.643525656,0,0,0,1,1
912565,14000,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
912566,24222.777779,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222.7777792,7200,0,7200,22.777779161,22.777779161,0,0,0,5,3
912568,50331.123892,32000,32000,0,13520,13520,13520,0,0,0,0,0,0,0,0,0,0,4811.1238923,4800,0,4800,11.123892324,11.123892324,0,0,0,9,5
912571,36011.705529,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.705528587,0,0,0,11.705528587,11.705528587,0,0,0,7,4
912591,68782.745377,0,0,0,29950,40950,40950,0,-11000,0,0,-11000,0,11000,0,0,0,38832.745377,38600,0,38600,232.74537679,232.74537679,0,0,0,10,5
912593,19445.391689,0,0,0,7982,7982,7982,0,0,0,0,0,0,0,0,0,0,11463.391689,8400,0,8400,3063.3916891,21.991689145,0,3041.4,0,4,2
912594,47545.11006,32400,30800,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,15145.11006,15200,0,15200,-54.88993984,16.493766859,0,0,71.383706702,9,5
912597,42241.913581,0,0,0,32045,32045,32045,0,0,0,0,0,0,0,0,0,0,10196.913581,9600,0,9600,596.91358115,43.983378291,0,552.93020286,0,8,4
912615,68169.07683,27600,26600,1000,29290,32890,32890,0,-3600,0,0,-3600,0,3600,0,0,0,11279.07683,12000,0,12000,-720.9231702,153.94182402,1584.9760115,134.04368554,2593.8846912,10,5
912630,42305.063211,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,7205.0632113,7200,0,7200,5.0632113236,5.0632113236,0,0,0,8,4
912631,52417.089382,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10417.089382,10400,0,10400,17.089382104,120.84476975,0,0,103.75538765,9,5
912634,64005.537532,40000,40000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,8405.5375319,8400,0,8400,5.5375318537,5.5375318537,0,0,0,10,5
912635,53079.081518,20000,20000,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,9679.0815182,9600,0,9600,79.081518168,53.088543551,0,25.992974617,0,9,5
912637,28255.076273,0,0,0,19240,19240,19240,0,0,0,0,0,0,0,0,0,0,9015.0762733,9000,0,9000,15.076273274,15.076273274,0,0,0,6,3
912638,27051.339144,16000,16000,0,6240,6240,6240,0,0,0,0,0,0,0,0,0,0,4811.3391436,4800,0,4800,11.33914357,11.33914357,0,0,0,6,3
912639,23415.254089,0,0,0,18590,18590,18590,0,0,0,0,0,0,0,0,0,0,4825.2540888,4800,0,4800,25.254088752,25.254088752,0,0,0,5,3
912640,53358.998596,43000,43000,0,3000,0,0,0,3000,0,3000,0,0,0,0,0,0,7358.9985962,7200,0,7200,158.99859619,5.8321673359,57.291834633,95.87459422,0,9,5
912642,39013.151157,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013.1511571,6000,0,6000,13.15115713,13.15115713,0,0,0,8,4
912646,21774.825305,0,0,0,14560,14560,14560,0,0,0,0,0,0,0,0,0,0,7214.8253047,7200,0,7200,14.825304709,14.825304709,0,0,0,5,3
912647,31838.568793,0,0,0,24600,24600,24600,0,0,0,0,0,0,0,0,0,0,7238.5687929,7200,0,7200,38.568792866,38.568792866,0,0,0,7,4
912649,43425.428594,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9425.4285939,9400,0,9400,25.428593943,25.428593943,0,0,0,8,4
912651,25602.007508,15200,15200,0,5590,5590,5590,0,0,0,0,0,0,0,0,0,0,4812.0075078,4800,0,4800,12.007507818,12.007507818,0,0,0,6,3
912652,34417.787456,13000,13000,0,0,0,0,0,0,0,0,0,0,0,16000,16000,0,5417.7874561,5400,0,5400,17.787456115,17.787456115,0,0,0,7,4
912653,16904.12752,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,4.1275195053,0,0,0,4.1275195053,4.1275195053,0,0,0,3,2
912656,47420.800574,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8420.8005744,8400,0,8400,20.800574396,20.800574396,0,0,0,9,5
912661,25425.289942,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425.2899422,5400,0,5400,25.289942151,25.289942151,0,0,0,6,3
912662,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
912663,15008.421357,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4213571542,0,0,0,8.4213571542,8.4213571542,0,0,0,3,2
912664,93290.111862,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,50000,50000,0,14690.111862,14400,7200,7200,290.11186225,100.39192436,20.607576261,169.11236162,0,10,5
912666,22306.094767,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,5406.0947675,5400,0,5400,6.0947674883,6.0947674883,0,0,0,5,3
912667,55541.85763,0,0,0,43300,48100,48100,0,-4800,0,0,-4800,0,4800,0,0,0,12241.85763,12200,0,12200,41.857629519,22.494279906,19.363349613,0,0,9,5
912673,20409.091489,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,4809.0914885,4800,0,4800,9.0914885178,9.0914885178,0,0,0,4,2
912680,46209.219849,0,0,0,9880,9880,9880,0,0,0,0,0,0,0,30000,30000,0,6329.2198489,7200,0,7200,-870.7801511,28.433208503,0,0,899.21335962,9,5
912681,68137.18923,44500,44500,0,16380,16380,16380,0,0,0,0,0,0,0,0,0,0,7257.1892296,7200,0,7200,57.189229563,57.189229563,0,0,0,10,5
912682,46616.321529,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6616.3215286,6600,0,6600,16.32152864,16.32152864,0,0,0,9,5
912686,21702.264833,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,4802.2648325,4800,0,4800,2.2648325265,2.2648325265,0,0,0,5,3
912689,31481.042045,14000,14000,0,0,0,0,0,0,0,0,0,0,0,9000,9000,0,8481.0420446,8400,0,8400,81.042044611,81.042044611,0,0,0,7,4
912694,14005.255082,10400,10400,0,3600,0,0,0,3600,0,0,3600,3600,0,0,0,0,5.2550815845,0,0,0,5.2550815845,5.2550815845,0,0,0,2,1
912696,47108.244257,0,0,0,34840,34840,34840,0,0,0,0,0,0,0,0,0,0,12268.244257,12000,0,12000,268.24425685,11.910626024,256.33363082,0,0,9,5
912699,23903.206794,0,0,0,17680,17680,17680,0,0,0,0,0,0,0,0,0,0,6223.2067944,6200,0,6200,23.206794428,23.206794428,0,0,0,5,3
912700,24105.643166,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,7205.6431662,7200,0,7200,5.6431662383,5.6431662383,0,0,0,5,3
912701,19051.051994,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051.0519939,4800,0,4800,-2748.948006,17.862331202,0,0,2766.8103373,4,2
912716,52037.884918,0,0,0,41600,41600,41600,0,0,0,0,0,0,0,0,0,0,10437.884918,10340,0,10340,97.884917949,97.884917949,0,0,0,9,5
912717,24671.317146,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,9071.3171455,9060,0,9060,11.31714551,11.31714551,0,0,0,5,3
912721,43861.117518,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,8761.1175184,8750,0,8750,11.117518413,11.117518413,0,0,0,9,5
912731,102497.16507,0,0,0,52000,52000,52000,0,0,0,0,0,0,0,33000,33000,0,17497.165068,16206.453963,7806.4539628,8400,1290.7111049,70.629413352,0,1220.0816915,0,10,5
912737,14410.227806,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8410.2278061,8400,0,8400,10.227806142,10.227806142,0,0,0,2,1
912740,39079.574437,31362,30000,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,7717.5744369,10200,0,10200,-2482.425563,7.7037404789,0,0,2490.1293036,8,4
912751,13004.869461,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8694605167,0,0,0,4.8694605167,4.8694605167,0,0,0,2,1
912759,68982.757874,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,33982.757874,33600,0,33600,382.75787367,47.648659815,0,335.10921386,0,10,5
912761,37611.54893,0,0,0,16700,18200,18200,0,-1500,0,0,-1500,0,1500,0,0,0,20911.54893,20600,0,20600,311.54892956,311.54892956,0,0,0,8,4
912768,58257.736352,20400,20400,0,30000,30000,30000,0,0,0,0,0,0,0,0,0,0,7857.7363523,7800,0,7800,57.736352314,57.736352314,0,0,0,10,5
912773,35056.226598,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,8400,8400,0,9756.2265979,9600,0,9600,156.22659794,14.294597944,0,141.932,0,7,4
912778,67550.835978,36000,36000,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,11550.835978,12000,0,12000,-449.1640218,3.6652815242,0,100.53276416,553.36206746,10,5
912779,65823.695772,65000,57000,8000,-10000,0,0,0,-10000,0,0,-10000,0,10000,0,0,0,10823.695772,14400,0,14400,-3576.304228,3.6652815242,0,120.63931699,3700.6088261,10,5
912793,78246.195718,0,0,0,49000,50700,50700,0,-1700,0,0,-1700,0,1700,2800,2800,0,26446.195718,25200,6000,19200,1246.1957182,1246.1957182,0,0,0,10,5
912798,111893.89874,57080,54000,3080,36400,36400,36400,0,0,0,0,0,0,0,0,0,0,18413.898739,18000,0,18000,413.89873867,413.89873867,0,0,0,10,5
912799,106587.3691,0,0,0,72800,72800,72800,0,0,0,0,0,0,0,0,0,0,33787.369097,31000,1000,30000,2787.369097,73.305630485,990.61000718,1723.4534594,0,10,5
912810,6.8621092602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8621092602,0,0,0,6.8621092602,6.8621092602,0,0,0,1,1
912813,35645.961239,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,17445.961239,18000,0,18000,-554.038761,18.326407621,0,811.04,1383.4051686,7,4
912815,35670.940641,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,17470.940641,16800,0,16800,670.94064076,1.8326407621,0,669.108,0,7,4
912821,23500.89875,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500.8987502,8400,0,8400,100.89875017,100.89875017,0,0,0,5,3
912840,87018.859172,0,0,0,53300,53300,53300,0,0,0,0,0,0,0,0,0,0,33718.859172,33600,0,33600,118.85917178,18.326407621,0,100.53276416,0,10,5
912841,17029.252261,0,0,0,13390,13390,13390,0,0,0,0,0,0,0,0,0,0,3639.2522612,3600,0,3600,39.252261188,15.204710553,0,24.047550635,0,3,2
912848,29318.539545,17300,17300,0,6000,0,0,0,6000,0,0,6000,6000,0,0,0,0,6018.5395451,6000,6000,0,18.539545058,18.539545058,0,0,0,6,3
912849,166835.74421,25000,25000,0,20800,20800,20800,0,0,0,0,0,0,0,45000,0,45000,76035.744208,76000,0,76000,35.744208313,35.744208313,0,0,0,10,5
912854,24018.886962,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,12318.886962,12300,0,12300,18.886962494,18.886962494,0,0,0,5,3
912861,111013.83165,0,0,0,82485,82485,82485,0,0,0,0,0,0,0,0,0,0,28528.831647,28300,6700,21600,228.83164659,109.95844573,118.87320086,0,0,10,5
912870,75428.104584,0,0,0,41275,41275,41275,0,0,0,0,0,0,0,0,0,0,34153.104584,34000,0,34000,153.10458353,153.10458353,0,0,0,10,5
912883,17400.632968,2600,2600,0,14800,14300,14300,0,500,500,0,0,0,0,0,0,0,0.6329677418,0,0,0,0.6329677418,0.6329677418,0,0,0,3,2
912888,59435.416022,33000,30000,3000,9000,0,0,0,9000,9000,0,0,0,0,0,0,0,17435.416022,17400,3000,14400,35.416021523,35.416021523,0,0,0,10,5
912891,56694.815632,0,0,0,38259,38259,38259,0,0,0,0,0,0,0,0,0,0,18435.815632,12750,4950,7800,5685.8156319,1844.6494045,0,3841.1662274,0,10,5
912892,14010.889252,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.889251511,0,0,0,10.889251511,10.889251511,0,0,0,2,1
912896,18208.431875,18200,17000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4318752104,0,0,0,8.4318752104,8.4318752104,0,0,0,4,2
912897,67183.804063,0,0,0,33280,33280,33280,0,0,0,0,0,0,0,21000,0,21000,12903.804063,12850,0,12850,53.804062825,53.804062825,0,0,0,10,5
912898,14338.185005,0,0,0,8320,8320,8320,0,0,0,0,0,0,0,0,0,0,6018.1850047,6000,0,6000,18.185004688,18.185004688,0,0,0,2,1
912899,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,10800,0,10800,0,0,0,0,0,2,1
912900,49316.632038,20840,20000,840,18785,18785,18785,0,0,0,0,0,0,0,0,0,0,9691.6320381,9600,0,9600,91.632038106,91.632038106,0,0,0,9,5
912903,35319.916891,22750,22750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12569.916891,12350,0,12350,219.91689145,219.91689145,0,0,0,7,4
912905,34435.111913,28069.6,26800,1269.6,0,0,0,0,0,0,0,0,0,0,500,500,0,5865.5119135,9600,0,9600,-3734.488087,11.518212674,0,58.357914583,3804.3642138,7,4
912906,47500,0,0,0,0,0,0,0,0,0,0,0,0,0,38500,28000,10500,9000,9000,0,9000,0,0,0,0,0,9,5
912912,59448.590385,37800,37800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21648.590385,21600,0,21600,48.590385406,48.590385406,0,0,0,10,5
912913,36483.72424,26745.397832,25700,1045.398,0,0,0,0,0,0,0,0,0,0,0,0,0,9738.3264076,9720,0,9720,18.326407621,18.326407621,0,0,0,8,4
912926,67026.114254,59400,59400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7626.1142537,10800,0,10800,-3173.885746,1.0291157789,0,0,3174.914862,10,5
912928,60616.64684,46000,44000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,14616.64684,14400,0,14400,216.64684036,37.846162614,0,178.80067774,0,10,5
912935,65776.107567,16560,15600,960,26000,26000,26000,0,0,0,0,0,0,0,14000,14000,0,9216.1075666,9200,0,9200,16.107566577,16.107566577,0,0,0,10,5
912936,68722.326842,42500,40300,2200,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,13222.326842,13200,0,13200,22.326841917,22.326841917,0,0,0,10,5
912938,47232.294206,36400,34000,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,10832.294206,14900,0,14900,-4067.705794,82.509712042,0,0,4150.2155059,9,5
912941,7402.1452819,6500,6500,0,900,0,0,0,900,900,0,0,0,0,0,0,0,2.1452818663,0,0,0,2.1452818663,2.1452818663,0,0,0,1,1
912944,20003.920058,0,0,0,-14400,0,0,0,-14400,0,0,-14400,0,14400,26000,26000,0,8403.9200581,8400,0,8400,3.9200580968,3.9200580968,0,0,0,4,2
912946,31405.808026,22400,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9005.8080258,9000,0,9000,5.808025813,5.808025813,0,0,0,7,4
912947,43725.108859,32500,30000,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,11225.108859,11000,0,11000,225.10885873,225.10885873,0,0,0,9,5
912956,13009.538425,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,9.5384247533,0,0,0,9.5384247533,9.5384247533,0,0,0,2,1
912960,46005.419399,44200,43000,1200,0,0,0,0,0,0,0,0,0,0,1800,1800,0,5.4193990376,0,0,0,5.4193990376,5.4193990376,0,0,0,9,5
912964,23044.302659,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9044.3026589,9000,0,9000,44.302658915,44.302658915,0,0,0,5,3
912968,37169.746747,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17169.746747,19500,7500,12000,-2330.253253,90.705791637,0,0,2420.9590451,8,4
912977,40400.909668,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400.909668,13400,1200,12200,0.9096679948,0.9096679948,0,0,0,8,4
912979,54921.902368,33200,32000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,21721.902368,21600,0,21600,121.90236822,38.313702267,0,83.58866595,0,9,5
912986,68906.915816,61200,59000,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,7706.9158161,12200,0,12200,-4493.084184,37.567743383,0,0,4530.6519273,10,5
912999,26151.4079,26150,26000,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4079000555,0,0,0,1.4079000555,1.4079000555,0,0,0,6,3
913002,20405.484645,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,8405.4846455,8400,0,8400,5.4846454825,5.4846454825,0,0,0,4,2
913004,19226.194612,19200,18000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,26.194611573,0,0,0,26.194611573,26.194611573,0,0,0,4,2
913010,4500,3500,3500,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,1,1
913012,17205.965718,17200,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9657181486,0,0,0,5.9657181486,5.9657181486,0,0,0,3,2
913024,35656.820074,26500,24500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,9156.8200742,14400,0,14400,-5243.179926,48.344844277,0,0,5291.5247701,7,4
913028,21003.665282,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,0,0,0,4,2
913030,29401.832641,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8401.8326408,8400,0,8400,1.8326407621,1.8326407621,0,0,0,7,4
913031,72026.81165,72000,69500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,26.811650127,0,0,0,26.811650127,26.811650127,0,0,0,10,5
913033,29119.414502,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9619.414502,9600,0,9600,19.41450202,19.41450202,0,0,0,6,3
913034,85361.31941,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50361.31941,50250,25250,25000,111.31941045,47.648659815,0,63.670750633,0,10,5
913040,32896.332949,32880,30800,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,16.332948938,0,0,0,16.332948938,16.332948938,0,0,0,7,4
913046,29626.192811,24200,23000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,5426.1928114,14400,0,14400,-8973.807189,18.326407621,0,0,8992.1335962,7,4
913061,44910.924916,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,13710.924916,13700,0,13700,10.924915711,10.924915711,0,0,0,9,5
913064,27641.705284,0,0,0,22230,22230,22230,0,0,0,0,0,0,0,0,0,0,5411.705284,5400,0,5400,11.705283996,11.705283996,0,0,0,6,3
913065,28074.19942,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12074.19942,12000,0,12000,74.199420181,16.929120844,0,57.270299337,0,6,3
913067,24753.532249,0,0,0,18720,18720,18720,0,0,0,0,0,0,0,0,0,0,6033.5322486,6000,0,6000,33.532248556,33.532248556,0,0,0,5,3
913069,30425.275632,0,0,0,24400,36400,36400,0,-12000,0,0,-12000,0,12000,0,0,0,6025.275632,6000,0,6000,25.275632027,25.275632027,0,0,0,7,4
913070,96238.380649,27000,27000,0,11050,11050,11050,0,0,0,0,0,0,0,46000,0,46000,12188.380649,12000,0,12000,188.38064944,17.600869088,137.83592282,32.943857526,0,10,5
913072,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,6000,6000,0,6000,0,0,0,0,0,6,3
913076,35140,0,0,0,23140,23140,23140,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,0,0,0,0,7,4
913080,16900,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
913084,17001.47956,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4795601297,0,0,0,1.4795601297,1.4795601297,0,0,0,3,2
913107,28405.77246,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8405.7724602,8400,0,8400,5.7724602082,5.7724602082,0,0,0,6,3
