nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,fscoper1,carta,carte,usocart,cartdeb,cartdeb1,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,trading,DEPOSIT,NDEPOSIT
856328,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,700,1,2,1,1
856363,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,2
856374,2,1,1,1,1,1,2,,,,,2,,,,,1,1,2,,600,2,,1,1
856430,1,1,1,2,2,1,2,,,,,1,1,2,,,1,2,1,1,1000,1,2,1,2
856674,1,1,2,1,1,2,,,,,,1,1,2,,,1,2,2,,5087,1,2,1,2
856688,2,,,1,1,2,,,,,,1,1,2,,,1,3,1,2,1000,1,2,1,4
856708,1,4,2,2,6,1,1,12,9000,,2,1,6,2,,,1,4,2,,500,1,2,1,8
856731,1,1,2,1,1,1,2,,,,,1,2,2,,,1,3,1,2,1000,1,2,1,3
856759,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,1000,1,2,1,1
856963,,,,1,1,,,,,,,2,,,,,2,,2,,400,1,2,1,1
857044,,,,1,1,,,,,,,2,,,,,2,,2,,600,2,,1,1
857107,2,,,2,2,1,2,,,,,1,1,2,,,1,1,1,1,1000,2,,1,2
857172,2,,,1,1,2,,,,,,2,,,,,2,,1,1,1700,2,,1,1
857273,2,,,1,1,1,2,,,,,1,2,1,,,1,1,1,1,800,1,2,1,1
857353,2,,,2,2,1,1,12,2500,2500,,1,2,3,7000,,1,1,2,,1500,2,,1,3
857398,2,,,2,2,2,,,,,,1,1,2,,,2,,2,,2000,2,,1,2
857466,2,,,1,1,1,2,,,,,1,2,2,,,1,2,2,,600,1,2,1,1
857467,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1000,1,2,1,2
857514,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
857521,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
857549,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
857621,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
857670,2,,,2,2,1,2,,,,,2,,,,,1,2,2,,500,2,,1,2
857679,2,,,2,2,2,,,,,,1,1,2,,,1,1,1,1,1500,1,2,1,3
857718,2,,,2,3,2,,,,,,1,1,1,,,2,,2,,300,1,2,1,3
857741,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,200,2,,1,2
857856,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
857914,2,,,2,2,2,,,,,,2,,,,,1,2,2,,600,2,,1,2
858214,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
858238,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
858353,1,1,1,2,2,3,,,,,,2,,,,,1,2,1,1,200,1,2,1,4
858445,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
858474,2,1,1,2,2,4,,,,,,2,,,,,1,2,2,,1500,2,,1,2
858481,2,1,1,1,1,2,,,,,,2,,,,,2,,2,,900,2,,1,1
858534,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,700,2,,1,2
858712,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1000,2,,1,1
858735,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1200,2,,1,1
858811,1,2,2,2,2,1,2,,,,,1,2,2,,,1,3,1,3,500,1,1,1,2
859244,2,,,1,1,2,,,,,,2,,,,,2,,2,,2800,2,,1,1
859261,2,1,1,1,1,1,2,,,,,1,10,2,,,1,4,1,3,6000,2,,1,5
859293,2,,,1,1,1,2,,,,,1,1,2,,,2,,2,,1000,1,2,1,1
859321,1,2,1,2,3,2,,,,,,2,,,,,1,4,1,1,300,1,2,1,6
859360,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,1,2,1,1
859449,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,200,2,,1,2
859456,1,2,2,2,4,1,2,,,,,1,2,2,,,1,3,1,2,1000,1,1,1,6
859459,2,1,1,2,3,1,1,4,1300,0,,1,2,2,,,1,7,1,1,500,1,2,1,7
859507,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
859573,2,,,1,1,2,,,,,,2,,,,,2,,2,,550,2,,1,1
859587,2,,,2,2,2,,,,,,2,,,,,1,1,2,,400,2,,1,2
859588,,,,,,,,,,,,2,,,,,2,,2,,590,2,,2,0
859592,2,,,2,2,2,,,,,,1,3,3,,1,1,4,2,,1500,1,2,1,2
859597,2,,,2,2,2,,,,,,1,1,1,,,1,2,2,,600,1,2,1,2
859611,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1300,1,1,1,2
859616,2,,,2,2,2,,,,,,1,1,3,0,,1,2,2,,600,1,2,1,2
859696,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
859908,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,1,2,1,1
859913,2,,,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
859920,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
859946,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,800,2,,1,1
859993,2,,,1,1,1,2,,,,,1,1,2,,,2,,2,,400,1,2,1,1
860092,2,1,1,1,1,1,2,,,,,1,3,2,,,1,2,2,,600,2,,1,2
860095,1,1,1,1,1,1,2,,,,,1,1,2,,,1,1,1,1,400,1,2,1,1
860127,1,1,1,2,2,1,2,,,,,1,1,2,,,1,2,1,1,500,1,2,1,2
860164,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,300,2,,1,2
860182,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
860328,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
860353,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
860381,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,4
860525,2,,,1,1,2,,,,,,2,,,,,1,2,1,3,500,1,2,1,1
860573,2,,,1,1,2,,,,,,2,,,,,1,2,2,,400,2,,1,1
860684,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
860688,2,,,2,2,2,,,,,,1,1,1,,,1,3,2,,3000,1,1,1,5
860704,2,,,1,1,1,2,,,,,2,,,,,1,2,1,2,700,1,2,1,1
860726,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,400,1,2,1,1
860757,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
860780,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
860783,,,,1,1,,,,,,,2,,,,,1,1,2,,1000,2,,1,1
860787,,,,,,,,,,,,2,,,,,1,1,2,,499,2,,2,0
860799,2,,,1,1,1,1,12,5000,,1,2,,,,,1,2,2,,1700,2,,1,1
860820,2,,,1,1,3,,,,,,2,,,,,1,2,1,1,1300,2,,1,2
860826,2,,,2,2,1,2,,,,,1,1,1,,,1,2,2,,1500,2,,1,2
860900,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,2
860929,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,900,2,,1,1
860940,2,,,1,1,1,2,,,,,1,1,2,,,1,2,1,1,2000,1,2,1,1
860963,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,550,2,,1,2
860977,2,,,1,1,3,,,,,,2,,,,,1,2,2,,400,2,,1,1
860985,2,,,1,1,1,2,,,,,1,4,2,,,1,5,2,,2000,1,2,1,5
861061,1,1,2,2,2,1,2,,,,,1,1,1,,,1,1,1,1,500,1,2,1,3
861065,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,500,1,2,1,1
861272,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1000,2,,1,1
861452,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
861471,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,400,1,2,1,1
861502,2,1,1,1,1,1,1,2,1300,1000,,2,,,,,2,,2,,300,2,,1,1
861508,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,1
861578,2,,,2,2,2,,,,,,2,,,,,1,2,1,2,1000,2,,1,2
861581,2,,,2,2,2,,,,,,2,,,,,1,2,1,3,1000,2,,1,3
861584,2,,,1,1,2,,,,,,2,,,,,1,1,1,2,800,2,,1,1
861731,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,400,2,,1,1
861752,,,,1,1,,,,,,,2,,,,,2,,2,,800,2,,1,1
861850,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,600,2,,1,1
861949,2,,,2,3,3,,,,,,1,2,3,,2,1,5,2,,700,1,2,1,4
861954,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,1300,1,2,1,3
861992,1,1,1,2,2,2,,,,,,2,,,,,1,2,2,,500,1,2,1,2
862003,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,2,,1,2
862007,,,,,,,,,,,,2,,,,,2,,2,,360,2,,2,0
862012,2,1,1,1,1,1,2,,,,,2,,,,,1,1,2,,400,2,,1,4
862062,2,,,1,1,2,,,,,,1,1,2,,,1,2,1,1,600,1,2,1,2
862075,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
862080,2,1,1,2,4,2,,,,,,1,1,3,0,,2,,2,,1000,2,,1,4
862146,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,1300,1,2,1,2
862150,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1600,2,,1,1
862168,2,,,2,2,1,2,,,,,2,,,,,1,1,2,,1000,1,2,1,2
862302,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
862303,2,,,1,1,4,,,,,,2,,,,,1,1,2,,1000,2,,1,1
862314,2,,,1,1,2,,,,,,2,,,,,2,,2,,150,2,,1,1
862358,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
862416,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,300,2,,1,1
862424,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
862455,2,1,1,1,1,1,2,,,,,1,2,1,,,1,2,2,,1000,1,2,1,1
862462,2,,,2,2,2,,,,,,2,,,,,1,2,1,2,300,2,,1,2
862466,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,300,2,,1,1
862503,1,2,2,2,2,1,1,12,50000,48500,,1,2,2,,,1,2,1,1,2000,1,2,1,2
862583,1,1,2,2,2,2,,,,,,1,1,2,,,1,2,1,1,1500,1,1,1,2
862590,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,2,,1,1
862604,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,3
862789,2,,,1,1,2,,,,,,2,,,,,2,,2,,400,2,,1,1
862824,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
862826,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
862853,1,1,1,1,1,1,2,,,,,2,,,,,1,1,2,,1000,2,,1,1
862877,,,,,,,,,,,,2,,,,,2,,2,,850,2,,1,1
862939,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
863078,2,,,1,1,2,,,,,,1,2,1,,,1,1,2,,1500,1,1,1,1
863087,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
863099,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
863223,2,,,1,1,1,2,,,,,2,,,,,2,,2,,500,2,,1,1
863239,2,,,2,2,1,2,,,,,1,1,1,,,1,2,2,,800,1,2,1,2
863308,1,1,1,2,2,1,2,,,,,1,1,2,,,1,1,1,2,600,1,1,1,3
863331,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
863333,2,,,1,1,3,,,,,,2,,,,,1,1,2,,600,2,,1,1
863387,2,,,2,2,2,,,,,,2,,,,,1,1,1,1,1200,2,,1,2
863397,2,,,2,2,2,,,,,,1,1,1,,,1,2,2,,600,1,2,1,2
863402,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,500,1,1,1,1
863430,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
863447,2,,,1,1,2,,,,,,2,,,,,2,,2,,1500,2,,1,1
863451,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
863458,2,,,1,1,2,,,,,,2,,,,,2,,2,,1500,2,,1,1
863542,,,,1,1,,,,,,,2,,,,,2,,1,1,400,2,,1,1
863575,2,1,1,1,1,2,,,,,,2,,,,,2,,2,,1100,2,,1,1
863673,2,,,1,1,2,,,,,,2,,,,,1,1,2,,2000,2,,1,1
863684,2,,,2,2,1,2,,,,,1,2,2,,,1,2,2,,600,2,,1,2
863863,2,,,1,1,2,,,,,,1,1,2,,,1,3,1,2,200,1,1,1,2
864040,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,1500,1,1,1,1
864120,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,600,1,2,1,2
864133,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,1500,2,,1,1
864138,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
864156,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
864213,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,400,1,2,1,1
864395,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
864441,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
864452,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
864456,2,1,1,2,2,1,2,,,,,1,1,1,,,1,2,1,1,3000,1,2,1,2
864457,2,,,2,2,2,,,,,,2,,,,,1,1,1,1,700,1,2,1,2
864458,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,600,1,2,1,1
864473,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,600,2,,1,1
864477,1,1,1,1,1,1,2,,,,,1,2,2,,,1,2,2,,900,1,2,1,2
864482,1,1,1,1,1,1,2,,,,,1,1,2,,,1,1,1,1,300,2,,1,1
864754,,,,1,1,,,,,,,2,,,,,2,,1,1,1100,2,,1,1
864809,2,,,1,1,1,2,,,,,1,3,2,,,1,4,1,1,200,2,,1,3
865142,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,1000,2,,1,1
865155,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,600,2,,1,2
865192,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
865202,2,,,1,1,2,,,,,,1,2,2,,,1,2,2,,2000,1,2,1,2
865323,2,1,1,2,2,1,2,,,,,2,,,,,1,1,2,,120,2,,1,3
865357,2,,,1,1,2,,,,,,2,,,,,1,1,1,2,600,1,2,1,4
865481,2,,,1,1,2,,,,,,2,,,,,2,,2,,1500,2,,1,1
865483,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
865491,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
865494,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
865498,2,,,1,1,2,,,,,,2,,,,,1,2,2,,600,1,2,1,1
865500,2,,,2,2,2,,,,,,2,,,,,1,1,2,,900,1,2,1,3
865504,2,1,1,2,2,2,,,,,,2,,,,,1,1,2,,1000,1,1,1,2
865515,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
865680,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
865764,2,,,1,1,3,,,,,,2,,,,,1,1,2,,600,2,,1,1
865780,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,600,1,2,1,2
865806,1,4,2,2,4,1,2,,,,,1,2,2,,,1,3,1,1,400,1,1,1,4
865882,1,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,600,2,,1,1
866028,2,1,1,2,2,2,,,,,,1,1,2,,,1,2,2,,800,2,,1,2
866035,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
866041,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
866071,1,1,2,1,1,1,1,12,15000,15000,,1,2,2,,,1,2,2,,300,1,2,1,3
866106,1,1,1,1,1,3,,,,,,1,1,2,,,2,,2,,400,2,,1,1
866220,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
866382,2,,,1,1,2,,,,,,2,,,,,2,,1,1,1000,2,,1,1
866386,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
866387,2,,,1,1,1,1,12,1000,600,,2,,,,,1,2,2,,400,2,,1,2
866452,2,,,1,1,2,,,,,,2,,,,,2,,2,,500,2,,1,1
866489,,,,1,1,,,,,,,2,,,,,2,,2,,500,2,,1,1
866507,2,,,1,1,2,,,,,,1,1,3,0,,1,2,1,1,1300,1,2,1,1
866541,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,300,2,,1,1
866855,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,550,1,2,1,1
866960,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,1700,1,2,1,1
866985,,,,,,,,,,,,2,,,,,2,,2,,690,2,,2,0
867003,2,,,1,1,2,,,,,,2,,,,,2,,2,,2500,2,,1,2
867008,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
867019,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
867025,2,,,1,1,2,,,,,,2,,,,,2,,2,,1100,2,,1,1
867090,2,,,1,1,3,,,,,,2,,,,,1,1,2,,300,2,,1,1
867104,,,,1,1,,,,,,,2,,,,,1,1,2,,800,2,,1,1
867114,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
867201,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
867205,2,1,1,1,1,1,2,,,,,1,1,3,0,,1,2,2,,400,2,,1,1
867275,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,1
867318,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,250,2,,1,1
867344,1,1,2,1,1,1,2,,,,,1,1,2,,,1,4,1,1,2000,1,2,1,4
867373,2,,,2,2,2,,,,,,2,,,,,1,2,2,,800,2,,1,3
867433,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
867462,2,,,1,1,1,1,12,5000,5000,,1,2,2,,,1,3,1,1,1500,1,2,1,2
867498,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
867505,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,200,2,,1,1
867522,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
867653,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,250,1,2,1,1
867674,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
867686,1,1,1,1,1,1,2,,,,,1,1,1,,,1,1,2,,600,2,,1,1
867784,1,2,3,1,1,1,2,,,,,2,,,,,1,2,2,,2500,2,,1,2
867799,2,1,1,1,1,2,,,,,,2,,,,,1,2,1,1,600,1,2,1,2
867801,2,1,1,1,1,2,,,,,,2,,,,,1,1,2,,500,1,2,1,1
867914,2,,,1,1,1,1,6,1000,1000,,2,,,,,1,2,2,,1300,2,,1,1
867925,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1400,2,,1,1
867929,2,,,1,1,3,,,,,,2,,,,,1,1,2,,500,2,,1,1
867993,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,200,1,2,1,1
868013,2,,,1,1,2,,,,,,2,,,,,2,,2,,1300,2,,1,1
868093,2,,,2,2,1,1,12,2000,2000,,1,2,2,,,1,1,2,,700,1,2,1,2
868098,2,,,2,2,2,,,,,,1,1,2,,,1,2,1,1,200,1,2,1,2
868165,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
868231,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
868264,2,,,1,1,2,,,,,,1,1,2,,,1,2,1,2,600,1,2,1,1
868280,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
868283,2,,,2,3,2,,,,,,1,1,3,1500,,1,2,2,,200,1,2,1,3
868294,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
868337,2,,,1,1,3,,,,,,2,,,,,1,2,2,,600,2,,1,1
868406,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,600,2,,1,1
868456,2,,,2,2,4,,,,,,1,1,1,,,1,1,2,,200,2,,1,2
868463,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,2,,1,2
868474,2,,,2,2,2,,,,,,1,2,3,,2,1,2,2,,1000,2,,1,2
868478,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
868483,,,,1,1,,,,,,,2,,,,,2,,2,,400,2,,1,2
868489,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
868500,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
868504,2,,,1,1,2,,,,,,2,,,,,2,,2,,1300,2,,1,1
868505,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
868564,,,,,,,,,,,,2,,,,,2,,1,1,300,2,,2,0
868583,2,,,2,2,1,1,3,1500,1200,,2,,,,,1,2,2,,300,2,,1,4
868697,,,,1,1,,,,,,,2,,,,,2,,2,,600,2,,1,1
868805,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
868843,2,,,2,2,2,,,,,,2,,,,,1,1,2,,300,2,,1,3
869003,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,300,2,,1,1
869006,2,,,2,2,2,,,,,,1,1,3,,1,1,2,2,,1400,1,2,1,3
869019,,,,,,,,,,,,2,,,,,2,,2,,100,2,,2,0
869021,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,400,2,,1,3
869022,2,,,2,2,1,1,12,200,200,,2,,,,,1,1,2,,500,2,,1,2
869023,2,,,1,1,2,,,,,,2,,,,,1,1,2,,100,2,,1,1
869042,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,900,2,,1,1
869043,2,,,1,1,2,,,,,,1,2,2,,,1,1,2,,300,1,2,1,1
871009,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
871078,2,,,1,1,2,,,,,,2,,,,,1,1,2,,580,2,,1,1
871085,1,1,1,1,1,2,,,,,,1,1,1,,,1,2,2,,2500,2,,1,2
871090,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1500,2,,1,3
871145,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
871191,1,3,2,2,5,1,1,12,500,5000,,1,6,2,,,1,4,2,,1000,1,1,1,9
871218,2,,,1,1,3,,,,,,2,,,,,1,1,2,,850,2,,1,1
871237,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
871242,,,,1,1,,,,,,,2,,,,,2,,2,,900,2,,1,1
871268,,,,1,1,,,,,,,2,,,,,2,,2,,730,2,,1,1
871272,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,1
871273,2,,,2,2,1,2,,,,,2,,,,,1,1,2,,2900,2,,1,2
871320,2,1,1,2,2,1,2,,,,,1,2,2,,,1,3,1,1,400,1,2,1,2
871385,2,,,1,1,2,,,,,,2,,,,,1,2,2,,500,1,2,1,1
871395,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1400,2,,1,1
871412,2,,,1,1,1,2,,,,,1,1,1,,,1,2,2,,1000,1,1,1,1
871440,2,,,2,2,2,,,,,,1,1,1,,,1,1,2,,1000,2,,1,2
871442,2,,,1,1,2,,,,,,2,,,,,1,1,2,,250,2,,1,1
871461,1,2,2,2,2,1,2,,,,,1,2,2,,,1,2,2,,500,1,2,1,2
871470,1,1,2,1,1,2,,,,,,1,1,1,,,1,2,1,2,500,1,1,1,1
871517,1,1,1,1,1,2,,,,,,2,,,,,1,1,2,,200,2,,1,1
871521,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,1
871533,2,,,1,1,2,,,,,,2,,,,,1,1,2,,100,2,,1,1
871572,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
871580,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
871610,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
871617,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,4
871618,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,600,2,,1,1
871631,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1200,2,,1,1
871634,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,3
871642,,,,1,1,,,,,,,2,,,,,1,1,2,,600,2,,1,1
871695,,,,1,1,,,,,,,2,,,,,2,,2,,400,2,,1,1
871697,2,1,1,2,4,3,,,,,,1,2,1,,,1,4,2,,300,2,,1,5
871747,,,,1,1,,,,,,,2,,,,,2,,2,,400,2,,1,1
871798,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
871807,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
871811,1,1,1,1,1,2,,,,,,2,,,,,1,1,1,1,300,1,2,1,1
871886,2,,,1,1,3,,,,,,2,,,,,1,1,2,,300,2,,1,1
871892,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,300,2,,1,1
871903,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,500,2,,1,1
872005,,,,1,1,,,,,,,2,,,,,2,,2,,1200,2,,1,2
872027,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
872065,2,,,1,1,3,,,,,,2,,,,,1,1,1,1,400,1,2,1,1
872073,2,1,1,1,1,2,,,,,,1,1,2,,,1,1,2,,300,2,,1,1
872077,2,,,2,2,2,,,,,,2,,,,,1,4,2,,1400,2,,1,3
872082,2,,,2,2,1,2,,,,,1,1,2,,,2,,2,,500,2,,1,2
872107,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
872112,2,1,1,2,2,2,,,,,,2,,,,,2,,2,,1800,2,,1,2
872122,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
872125,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1200,2,,1,2
872133,2,,,1,1,2,,,,,,1,1,1,,,1,2,2,,1300,2,,1,2
872161,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
872166,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
872190,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,1000,1,2,1,1
872192,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
872199,2,,,1,1,2,,,,,,2,,,,,2,,2,,2500,2,,1,1
872217,1,1,2,1,1,2,,,,,,2,,,,,1,2,2,,900,2,,1,1
872228,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
872229,1,2,2,2,2,2,,,,,,1,4,1,,,1,4,2,,1000,1,2,1,2
872233,2,,,1,1,2,,,,,,2,,,,,2,,2,,300,2,,1,2
872261,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,1000,1,2,1,4
872306,1,1,2,1,1,3,,,,,,1,1,2,,,1,2,2,,700,1,2,1,1
872312,2,,,1,1,1,1,7,500,0,,2,,,,,1,1,2,,400,2,,1,1
872357,2,,,2,4,2,,,,,,2,,,,,1,3,2,,2000,1,2,1,7
872367,,,,,,,,,,,,2,,,,,2,,2,,350,2,,2,0
872377,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
872385,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
872407,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
872413,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
