nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,occnow,problav1,cerc2,problav2,finelav,etalav2,etapen,coppu,coppmax,coppmin,prevcom,coppip
861949,3,0,,,,,,,,1,,1,,,,,,,,,
861949,4,1,2,,,27,1,1,,1,,2,,,,,,,,2,
861949,5,0,,,,,,,,2,,1,,,,,,,,,
861954,1,1,2,,,22,2,,,1,100,2,,,,66,60,80,30,2,
861954,2,1,1,18,,19,1,10,,2,,2,,2012,,,,,,,
861954,3,0,,,,,,,,2,,2,,,,,,,,,
861992,1,1,2,,,26,1,35,,2,,,,2012,,,,,,,
862003,1,2,2,,1,14,1,36,,2,,,,1999,,,,,,,
862003,2,2,2,,1,15,1,19,,1,100,2,,,40,67,60,65,55,2,
862007,1,3,1,10,1,18,1,18,,2,,,,1995,,,,,,,
862012,1,3,2,,1,20,1,41,,2,,,,2010,,,,,,,
862012,2,2,1,5,1,16,1,21,,2,,,,2015,,,,,,,
862062,1,4,1,5,3,19,1,6,,1,10,1,10,,47,80,50,100,50,2,
862062,2,6,1,1,1,19,1,2,,2,,1,20,2016,26,75,10,100,10,3,
862075,1,1,2,,,14,1,35,,2,,,,1979,,,,,,,
862080,1,4,2,,1,15,1,37,,2,,,,2002,,,,,,,
862080,2,2,2,,1,15,1,36,,1,,2,,,41,,,,,2,
862146,1,2,2,,1,15,1,32,,1,100,2,,,19,65,70,75,65,1,75
862146,2,0,,,,,,,,2,,2,,,,,,,,,
862146,3,1,2,,,25,1,2,,1,40,1,60,,,65,50,55,40,2,
862146,4,0,,,,,,,,2,,2,,,,,,,,,
862146,5,,,,,,,,,,,,,,,,,,,,
862150,1,3,1,1,1,18,1,22,,1,10,2,,,33,70,70,70,60,2,
862150,2,1,1,2,,18,1,2,,1,100,2,,,,65,50,50,50,,
862150,3,,,,,,,,,,,,,,,,,,,,
862168,1,4,1,4,3,15,2,,,1,100,2,,,56,80,50,55,30,,
862168,2,0,,,,,,,,2,,2,,,,,,,,,
862168,3,0,,,,,,,,2,,2,,,,,,,,,
862168,4,0,,,,,,,,2,,2,,,,,,,,,
862168,5,0,,,,,,,,2,,2,,,,,,,,,
862168,6,0,,,,,,,,2,,,,,,,,,,,
862302,1,1,2,,,15,1,3,,1,100,2,,,,80,20,50,20,,
862302,2,0,,,,,,,,2,,2,,,,,,,,,
862303,1,0,,,,,,,,2,,2,,,,,,,,,
862314,1,1,2,,,23,1,35,,2,,,,2003,,,,,,,
862314,2,0,,,,,,,,2,,2,,,,,,,,,
862358,1,1,1,2,,26,2,,,2,,1,20,2014,,,,,,,
862358,2,2,2,,3,44,1,11,,1,,2,,,44,,,,,,
862358,3,0,,,,,,,,2,,2,,,,,,,,,
862416,1,0,,,,,,,,2,,2,,,,,,,,,
862416,2,1,1,4,,17,1,5,,1,,2,,,,,,,,2,
862424,1,1,2,,,25,1,35,,2,,,,1996,,,,,,,
862424,2,0,,,,,,,,2,,2,,,,,,,,,
862424,3,0,,,,,,,,2,,2,,,,,,,,,
862424,4,1,1,1,,18,2,,,1,,1,,,,,,,,,
862455,1,1,2,,,18,1,20,,1,100,2,,,,67,50,60,50,,
862455,2,1,2,,,28,1,10,,1,,2,,,,,,,,3,
862455,3,,,,,,,,,,,,,,,,,,,,
862455,4,,,,,,,,,,,,,,,,,,,,
862462,1,1,,30,,25,1,5,,2,,1,0,1990,,,,,,,
862462,2,1,2,,,25,1,24,,1,,2,,,,,,,,2,
862462,3,0,,,,,,,,2,,1,,,,,,,,,
862466,1,1,,15,,20,1,6,,2,,1,100,2010,,,,,,,
862466,2,0,,,,,,,,2,,2,,,,,,,,,
862466,3,,,,,,,,,,,,,,,,,,,,
862503,1,5,2,,1,22,1,37,,2,,,,2006,,,,,,,
862503,2,1,2,,,15,1,40,,2,,,,2010,,,,,,,
862583,1,3,2,,1,17,1,31,,1,50,1,70,,38,60,60,60,50,1,65
862583,2,7,1,3,1,19,1,17,,1,100,2,,,31,71,60,65,50,2,
862583,3,0,,,,,,,,2,,2,,,,,,,,,
862590,1,1,2,,,19,1,32,,1,100,2,,,,66,70,70,50,2,
862590,2,1,2,,,16,1,38,,1,100,2,,,,66,70,75,65,,
862590,3,0,,,,,,,,2,,2,,,,,,,,,
862590,4,,,,,,,,,,,,,,,,,,,,
862590,5,,,,,,,,,,,,,,,,,,,,
862604,1,1,1,10,,14,1,30,,2,,,,1987,,,,,,,
862604,2,1,2,,,17,1,4,,1,,2,,,,,,,,3,
862789,1,1,1,1,,14,1,32,,2,,,,1993,,,,,,,
862789,2,0,,,,,,,,2,,,,,,,,,,,
862824,1,5,1,1,1,18,1,9,,1,5,1,5,,50,70,50,50,50,3,
862826,1,3,1,1,1,23,1,30,,1,9,2,,,44,57,50,50,50,3,
862853,1,1,2,,,21,1,41,,2,,,,2014,,,,,,,
862877,1,0,,,,,,,,2,,,,,,,,,,,
862939,1,1,2,,,24,1,39,,2,,,,1999,,,,,,,
863078,1,1,2,,,32,1,9,,1,100,2,,,,70,80,90,60,,
863078,2,1,2,,,28,1,8,,1,,2,,,,,,,,,
863078,3,,,,,,,,,,,,,,,,,,,,
863087,1,1,,2,,20,1,30,,2,,1,0,2014,,,,,,,
863087,2,1,2,,,21,1,40,,2,,,,1990,,,,,,,
863087,3,0,,,,,,,,2,,2,,,,,,,,,
863087,4,1,,5,,20,1,24,,2,,2,,2013,,,,,,,
863087,5,0,,,,,,,,2,,2,,,,,,,,,
863099,1,4,1,2,1,20,1,12,,1,60,2,,,36,70,70,80,60,2,
863223,1,2,2,,1,18,1,40,,1,100,2,,,45,60,70,80,60,2,
863223,2,2,2,,1,18,1,8,,2,,2,,2004,,,,,,,
863239,1,2,2,,3,14,1,41,,2,,,,2014,,,,,,,
863239,2,5,2,,1,20,1,34,,1,100,2,,,38,66,50,60,40,1,70
863308,1,1,2,,,26,1,32,,2,,,,2002,,,,,,,
863331,1,2,2,,1,38,1,21,,2,,,,2007,,,,,,,
863331,2,5,2,,1,19,1,37,,2,,,,2007,,,,,,,
863333,1,2,1,2,1,15,1,24,,1,90,2,,,41,70,50,55,40,2,
863333,2,4,,5,1,17,1,11,,2,,1,40,2015,,,,,,,
863333,3,,,,,,,,,,,,,,,,,,,,
863333,4,,,,,,,,,,,,,,,,,,,,
863333,5,,,,,,,,,,,,,,,,,,,,
863387,1,2,2,,1,25,1,44,,2,,,,2002,,,,,,,
863387,2,1,2,,,20,1,40,,2,,,,2004,,,,,,,
863387,3,1,2,,,27,1,11,,1,,1,,,,,,,,2,
863397,1,3,2,,3,20,1,40,,2,,,,2009,,,,,,,
863397,2,3,1,2,3,19,1,25,,2,,,,2009,,,,,,,
863402,1,1,2,,,20,1,25,,1,100,2,,,,70,50,50,50,,
863402,2,3,2,,1,18,1,35,,1,,2,,,25,,,,,,
863430,1,1,2,,,25,1,35,,2,,,,1994,,,,,,,
863430,2,1,2,,,24,1,35,,2,,,,1997,,,,,,,
863447,1,1,2,,,30,1,35,,2,,,,2010,,,,,,,
863447,2,0,,,,,,,,2,,,,,,,,,,,
863447,3,1,2,,,30,1,6,,1,,2,,,,,,,,2,
863451,1,1,2,,,25,1,16,,1,100,2,,,,60,80,90,70,2,
863451,2,1,2,,,25,1,20,,1,100,2,,,,65,80,90,80,2,
863451,3,,,,,,,,,,,,,,,,,,,,
863458,1,1,2,,,30,1,35,,2,,,,2006,,,,,,,
863458,2,1,2,,,28,1,30,,2,,,,2006,,,,,,,
863542,1,1,1,1,,23,1,12,,1,100,2,,,,67,90,91,80,2,
863542,2,0,,,,,,,,2,,2,,,,,,,,,
863542,3,,,,,,,,,,,,,,,,,,,,
863575,1,1,2,,,14,1,35,,2,,,,1992,,,,,,,
863575,2,1,2,,,13,1,35,,2,,,,1992,,,,,,,
863673,1,1,2,,,19,1,37,,2,,,,1995,,,,,,,
863673,2,3,2,,1,19,1,33,,2,,,,1990,,,,,,,
863684,1,1,2,,,16,1,35,,1,100,2,,,,65,100,100,0,,
863684,2,1,2,,,16,2,,,1,,2,,,,,,,,2,
863684,3,3,2,,1,24,2,,,1,,2,,,29,,,,,2,
863863,1,4,2,,1,16,1,25,,1,100,2,,,30,65,70,75,60,1,80
863863,2,2,2,,3,16,1,33,,1,,2,,,27,,,,,1,
863863,3,1,2,,,19,2,,,1,,2,,,,,,,,,
864040,1,1,2,,,31,1,34,,2,,,,2003,,,,,,,
864040,2,1,2,,,14,1,9,,2,,2,,2000,,,,,,,
864120,1,1,1,3,,20,1,15,,1,100,2,,,,70,60,63,58,2,
864120,2,1,2,,,26,1,16,,1,,2,,,,,,,,2,
864120,3,,,,,,,,,,,,,,,,,,,,
864133,1,1,2,,,28,1,35,,2,,2,,2017,,63,90,90,90,,
864133,2,1,2,,,25,1,35,,2,,2,,2016,,,,,,,
864138,1,1,,1,,19,1,20,,2,,2,,2015,,,,,,,
864156,1,0,,,,,,,,2,,2,,,,,,,,,
864156,2,1,2,,,21,1,40,,2,,,,2007,,,,,,,
864213,1,2,2,,1,21,1,22,,1,100,2,,,30,65,60,60,50,3,
864395,1,5,2,,3,17,1,40,,2,,,,1994,,,,,,,
864441,1,3,2,,1,16,1,38,,2,,,,2006,,,,,,,
864452,1,0,,,,,,,,2,,,,,,,,,,,
864452,2,1,2,,,23,1,40,,2,,,,2008,,,,,,,
864456,1,1,2,,,31,1,10,,1,100,2,,,,70,60,70,50,,
864457,1,2,2,,2,40,1,13,,1,80,2,,,43,80,40,50,40,,
864457,2,1,,2,,25,2,,,2,,1,,2015,,,,,,,
864458,1,3,2,,2,25,1,14,,1,100,2,,,30,65,60,60,40,,
864473,1,3,2,,1,25,1,26,,1,100,2,,,47,65,60,70,50,2,
864473,2,2,2,,1,24,1,27,,1,100,2,,,47,65,60,70,50,2,
864473,3,0,,,,,,,,2,,1,,,,,,,,,
864473,4,1,2,,,21,1,2,,1,,2,,,,,,,,2,
864473,5,1,2,,,20,1,1,,1,,2,,,,,,,,2,
864477,1,2,2,,1,19,1,35,,2,,,,2014,,,,,,,
864477,2,1,2,,,20,1,28,,1,100,2,,,,60,100,100,90,,
864477,3,0,,,,,,,,2,,2,,,,,,,,,
864482,1,1,2,,,25,1,37,,2,,,,2015,,,,,,,
864754,1,0,,,,,,,,2,,2,,,,,,,,,
864754,2,1,2,,,22,1,30,,2,,,,2000,,,,,,,
864809,1,1,2,,,15,1,41,,2,,,,2014,,,,,,,
864809,2,1,2,,,20,1,41,,1,,2,,,,,,,,2,
864809,3,1,2,,,22,1,4,,1,,1,,,,,,,,,
864809,4,1,1,2,,19,1,3,,1,,1,,,,,,,,,
865142,1,1,2,,,20,1,24,,1,80,2,,,,65,70,70,60,2,
865155,1,2,2,,1,18,1,35,,2,,,,2012,,,,,,,
865192,1,2,2,,1,15,1,5,,2,,,,1956,,,,,,,
865202,1,7,2,,3,27,1,22,,1,100,2,,,47,65,50,50,40,,
865202,2,3,2,,3,24,1,20,,1,,2,,,37,,,,,2,
865202,3,,,,,,,,,,,,,,,,,,,,
865202,4,,,,,,,,,,,,,,,,,,,,
865323,1,1,1,20,,19,1,26,,2,,,,2001,,,,,,,
865323,2,1,2,,,14,1,40,,2,,,,1993,,,,,,,
865357,1,9,2,,3,16,1,16,,1,99,2,,,26,68,40,50,40,2,
865357,2,4,,20,1,20,1,7,,2,,1,,2007,,,,,,,
865481,1,4,1,6,3,14,1,15,,2,,1,30,2016,25,80,40,50,40,,
865481,2,0,,,,,,,,2,,1,10,,,,,,,,
865481,3,0,,,,,,,,2,,1,,,,,,,,,
865481,4,0,,,,,,,,2,,2,,,,,,,,,
865481,5,,,,,,,,,,,,,,,,,,,,
865481,6,0,,,,,,,,2,,,,,,,,,,,
865481,7,2,2,,1,13,1,40,,2,,,,2001,,,,,,,
865483,1,4,1,2,3,15,1,12,,1,100,2,,,40,70,50,50,40,,
865483,2,0,,,,,,,,2,,2,,,,,,,,,
865483,3,0,,,,,,,,2,,1,,,,,,,,,
865483,4,0,,,,,,,,2,,1,70,,,,,,,,
865491,1,0,,,,,,,,2,,2,,,,,,,,,
865491,2,0,,,,,,,,2,,1,10,,,,,,,,
865491,3,10,1,7,1,13,1,37,,1,,2,,,50,,,,,2,
865494,1,1,2,,,35,1,22,,1,0,2,,,,67,75,80,70,,
865494,2,0,,,,,,,,2,,2,,,,,,,,,
865498,1,3,,2,1,13,1,40,,2,,1,10,2015,,,,,,,
865498,2,0,,,,,,,,2,,2,,,,,,,,,
865498,3,0,,,,,,,,2,,2,,,,,,,,,
865498,4,1,2,,,14,1,40,,2,,,,2000,,,,,,,
865500,1,5,,1,1,15,1,23,,2,,1,40,2016,,,,,,,
865500,2,0,,,,,,,,2,,1,30,,,,,,,,
865500,3,2,1,2,1,19,1,3,,1,,2,,,22,,,,,2,
865500,4,0,,,,,,,,2,,2,,,,,,,,,
865504,1,1,2,,,18,1,30,,1,100,2,,,,67,60,65,50,,
865504,2,0,,,,,,,,2,,2,,,,,,,,,
865515,1,0,,,,,,,,2,,,,,,,,,,,
865680,1,4,2,,1,18,1,36,,2,,,,1993,,,,,,,
865680,2,0,,,,,,,,2,,2,,,,,,,,,
865764,1,1,2,,,15,1,15,,2,,,,1983,,,,,,,
865780,1,1,2,,,20,1,34,,1,100,2,,,,70,60,70,55,,
865780,2,1,2,,,25,1,25,,1,,2,,,,,,,,2,
865806,1,2,2,,1,20,1,18,,1,100,2,,,29,70,40,50,40,2,
865806,2,1,2,,,19,1,24,,1,,2,,,,,,,,2,
865806,3,,,,,,,,,,,,,,,,,,,,
865806,4,,,,,,,,,,,,,,,,,,,,
865882,1,1,2,,,15,1,60,,1,100,2,,,,80,70,100,70,,
866028,1,1,1,2,,27,1,35,,2,,,,2011,,,,,,,
866028,2,1,2,,,25,1,32,,2,,,,2007,,,,,,,
866035,1,5,2,,1,14,1,35,,2,,,,1993,,,,,,,
866035,2,0,,,,,,,,2,,2,,,,,,,,,
866041,1,0,,,,,,,,2,,2,,,,,,,,,
866041,2,3,2,,3,15,1,35,,2,,,,2014,,,,,,,
866071,1,1,2,,,20,1,27,,1,100,2,,,,65,70,80,60,2,
866071,2,1,2,,,22,1,20,,1,,2,,,,,,,,2,
866071,3,0,,,,,,,,2,,2,,,,,,,,,
866071,4,,,,,,,,,,,,,,,,,,,,
866106,1,1,1,17,,15,1,22,,2,,,,2004,,,,,,,
866220,1,1,2,,,21,1,35,,1,90,2,,,,65,80,90,10,,
866220,2,0,,,,,,,,2,,2,,,,,,,,,
866220,3,0,,,,,,,,2,,1,,,,,,,,,
866382,1,2,1,20,1,19,1,7,,2,,2,,2015,,,,,,,
866382,2,2,2,,3,18,1,22,,1,,2,,,35,,,,,,
866382,3,0,,,,,,,,2,,1,,,,,,,,,
866386,1,3,2,,1,18,1,35,,2,,,,1998,,,,,,,
866386,2,0,,,,,,,,2,,2,,,,,,,,,
866387,1,3,2,,1,19,1,32,,2,,1,0,2016,20,67,80,90,75,2,
866387,2,1,2,,,24,1,2,,1,,2,,,,,,,,2,
866452,1,0,,,,,,,,2,,,,,,,,,,,
866489,1,0,,,,,,,,2,,,,,,,,,,,
866507,1,1,2,,,27,1,19,,1,100,2,,,,65,50,55,40,,
866507,2,0,,,,,,,,2,,2,,,,,,,,,
866507,3,,,,,,,,,,,,,,,,,,,,
866507,4,,,,,,,,,,,,,,,,,,,,
866541,1,1,2,,,20,1,20,,1,100,2,,,,67,70,80,60,2,
866855,1,2,2,,1,22,1,33,,1,80,2,,,24,67,70,75,68,2,
866960,1,1,2,,,20,1,35,,2,,,,2000,,,,,,,
866960,2,0,,,,,,,,2,,2,,,,,,,,,
866985,1,0,,,,,,,,2,,,,,,,,,,,
867003,1,1,2,,,30,1,15,,1,50,2,,,,65,80,90,70,,
867003,2,1,2,,,31,1,27,,1,,2,,,,,,,,,
867003,3,,,,,,,,,,,,,,,,,,,,
867008,1,1,2,,,16,1,35,,2,,,,2009,,,,,,,
867008,2,0,,,,,,,,2,,,,,,,,,,,
867019,1,0,,,,,,,,2,,,,,,,,,,,
867019,2,1,2,,,17,1,30,,2,,,,1995,,,,,,,
867025,1,0,,,,,,,,2,,,,,,,,,,,
867025,2,1,2,,,20,1,30,,2,,,,2010,,,,,,,
867090,1,0,,,,,,,,2,,,,,,,,,,,
867104,1,0,,,,,,,,2,,2,,,,,,,,,
867104,2,1,1,1,,18,1,30,,1,,2,,,,,,,,3,
867104,3,1,2,,,21,1,3,,1,,2,,,,,,,,2,
867114,1,3,1,3,1,14,1,23,,2,,,,2002,,,,,,,
867201,1,5,2,,1,14,1,41,,2,,,,2012,,,,,,,
867201,2,1,2,,,14,1,3,,2,,2,,1977,,,,,,,
867205,1,5,2,,1,23,1,23,,1,80,2,,,30,69,80,100,80,1,100
867205,2,3,2,,1,19,1,23,,2,,1,50,2016,20,67,80,100,80,1,100
867205,3,,,,,,,,,,,,,,,,,,,,
867205,4,,,,,,,,,,,,,,,,,,,,
867275,1,6,1,3,1,14,1,13,,1,80,1,10,,44,67,70,70,55,2,
867275,2,4,1,2,1,14,1,10,,1,70,2,,,44,65,70,70,50,2,
867318,1,2,2,,1,22,1,18,,2,,,,1977,,,,,,,
867344,1,3,2,,1,25,1,40,,2,,,,2008,,,,,,,
867344,2,1,2,,,25,1,40,,2,,,,2012,,,,,,,
867344,3,0,,,,,,,,2,,1,,,,,,,,,
867344,4,0,,,,,,,,2,,1,,,,,,,,,
867373,1,0,,,,,,,,2,,,,,,,,,,,
867373,2,1,2,,,20,1,38,,2,,,,1994,,,,,,,
867433,1,0,,,,,,,,2,,,,,,,,,,,
867462,1,3,2,,3,28,1,25,,1,100,2,,,28,70,50,50,30,2,
867462,2,5,2,,1,25,1,30,,1,,2,,,55,,,,,2,
867462,3,0,,,,,,,,2,,2,,,,,,,,,
867498,1,5,2,,1,16,1,34,,2,,,,1997,,,,,,,
867498,2,2,1,20,3,16,1,25,,1,,2,,,49,,,,,,
867505,1,1,2,,,16,1,15,,2,,,,1973,,,,,,,
867522,1,2,2,,1,37,1,30,,2,,,,2000,,,,,,,
867522,2,4,,10,3,15,1,27,,2,,1,0,2010,,,,,,,
867653,1,3,2,,1,18,1,22,,1,100,2,,,34,65,70,70,60,2,
867653,2,2,2,,1,26,1,4,,2,,2,,2004,,,,,,,
867674,1,4,1,2,1,16,1,10,,1,40,1,40,,34,70,50,55,45,2,
867686,1,2,2,,1,20,1,40,,2,,,,1990,,,,,,,
867784,1,1,2,,,15,1,45,,2,,,,2007,,,,,,,
867784,2,3,2,,1,16,1,37,,2,,,,2001,,,,,,,
867784,3,6,2,,1,19,1,25,,1,70,2,,,30,70,65,70,60,2,
867784,4,1,2,,,13,1,42,,2,,,,1990,,,,,,,
867799,1,1,2,,,18,1,22,,1,100,2,,,,63,40,60,30,,
867799,2,1,2,,,18,1,13,,1,,2,,,,,,,,2,
867801,1,1,2,,,25,1,35,,2,,,,2009,,,,,,,
867914,1,1,2,,,17,1,27,,1,100,2,,,,67,80,85,75,,
867914,2,0,,,,,,,,2,,2,,,,,,,,,
867914,3,0,,,,,,,,2,,2,,,,,,,,,
867914,4,0,,,,,,,,2,,2,,,,,,,,,
867914,5,,,,,,,,,,,,,,,,,,,,
867925,1,1,2,,,22,1,42,,2,,,,1992,,,,,,,
867929,1,3,2,,1,24,1,22,,1,100,2,,,25,65,100,100,80,2,
867929,2,2,2,,1,28,1,10,,2,,2,,2014,,,,,,,
867929,3,0,,,,,,,,2,,2,,,,,,,,,
867929,4,0,,,,,,,,2,,2,,,,,,,,,
867929,5,0,,,,,,,,2,,2,,,,,,,,,
867929,6,,,,,,,,,,,,,,,,,,,,
867929,7,,,,,,,,,,,,,,,,,,,,
867993,1,1,2,,,21,1,35,,1,100,2,,,,61,70,70,60,1,80
868013,1,1,2,,,23,1,35,,2,,,,1998,,,,,,,
868013,2,1,2,,,23,1,21,,2,,,,1979,,,,,,,
868093,1,6,2,,1,19,1,2,,2,,2,,1993,,,,,,,
868093,2,1,2,,,18,1,29,,1,,2,,,,,,,,,
868093,3,0,,,,,,,,2,,2,,,,,,,,,
868093,4,,,,,,,,,,,,,,,,,,,,
868093,5,,,,,,,,,,,,,,,,,,,,
868098,1,1,2,,,22,1,15,,1,100,2,,,,65,65,70,60,2,
868098,2,2,2,,1,22,1,16,,1,,2,,,27,,,,,2,
868098,3,,,,,,,,,,,,,,,,,,,,
868098,4,,,,,,,,,,,,,,,,,,,,
868165,1,0,,,,,,,,2,,2,,,,,,,,,
868165,2,1,2,,,16,1,30,,2,,,,1996,,,,,,,
868165,3,1,2,,,35,1,4,,1,,2,,,,,,,,3,
868165,4,0,,,,,,,,2,,1,,,,,,,,,
868231,1,1,1,2,,20,1,10,,1,0,2,,,,70,60,70,60,2,
868231,2,1,1,2,,19,1,15,,1,,2,,,,,,,,2,
868264,1,2,2,,1,27,1,28,,1,100,2,,,35,67,80,82,50,2,
868264,2,1,2,,,14,1,35,,1,,2,,,,,,,,,
868264,3,0,,,,,,,,2,,2,,,,,,,,,
868264,4,0,,,,,,,,2,,2,,,,,,,,,
868280,1,3,,5,1,16,1,15,,2,,2,,2012,,,,,,,
868280,2,2,1,5,3,22,2,,,1,,1,,,48,,,,,,
868280,3,1,,1,,22,2,,,2,,1,,2015,,,,,,,
868280,4,0,,,,,,,,2,,1,,,,,,,,,
868283,1,3,2,,3,19,1,30,,1,100,2,,,35,60,60,70,50,2,
868283,2,1,1,7,,23,1,10,,2,,1,30,2017,,60,50,50,50,2,
868283,3,2,2,,3,20,1,8,,1,,2,,,28,,,,,,
868283,4,1,,3,,20,1,3,,2,,1,,2014,,,,,,,
868283,5,1,,3,,18,1,,4,2,,1,,2014,,,,,,,
868283,6,,,,,,,,,,,,,,,,,,,,
868294,1,3,2,,2,17,2,,,1,100,2,,,25,70,80,80,60,,
868294,2,0,,,,,,,,2,,2,,,,,,,,,
868294,3,,,,,,,,,,,,,,,,,,,,
868294,4,,,,,,,,,,,,,,,,,,,,
868337,1,1,2,,,18,1,31,,1,99,2,,,,67,70,75,55,,
868337,2,1,2,,,29,1,17,,1,,2,,,,,,,,,
868337,3,0,,,,,,,,2,,2,,,,,,,,,
868337,4,,,,,,,,,,,,,,,,,,,,
868406,1,1,2,,,33,1,10,,1,100,2,,,,67,50,50,50,2,
868406,2,1,2,,,20,2,,,1,100,2,,,,67,50,50,50,2,
868406,3,,,,,,,,,,,,,,,,,,,,
868406,4,,,,,,,,,,,,,,,,,,,,
868456,1,1,2,,,30,1,35,,2,,2,,2016,,70,60,60,55,2,
868456,2,1,2,,,20,1,30,,2,,2,,2016,,,,,,,
868463,1,0,,,,,,,,2,,2,,,,,,,,,
868463,2,1,2,,,14,1,26,,1,,2,,,,,,,,3,
868463,3,1,2,,,29,1,2,,1,,2,,,,,,,,3,
868474,1,1,2,,,24,1,38,,1,100,2,,,,67,80,80,70,3,
868474,2,1,2,,,23,1,35,,2,,,,2015,,,,,,,
868478,1,1,2,,,30,1,12,,1,100,2,,,,70,60,60,50,2,
868478,2,1,2,,,25,1,22,,1,,2,,,,,,,,,
868478,3,1,2,,,22,1,1,,1,,2,,,,,,,,,
868478,4,0,,,,,,,,2,,1,,,,,,,,,
868483,1,0,,,,,,,,2,,2,,,,,,,,,
868483,2,1,2,,,15,1,35,,2,,,,2000,,,,,,,
868483,3,1,2,,,20,1,24,,1,,2,,,,,,,,,
868489,1,0,,,,,,,,2,,2,,,,,,,,,
868489,2,1,2,,,20,1,30,,1,,2,,,,,,,,,
868489,3,0,,,,,,,,2,,1,,,,,,,,,
868500,1,0,,,,,,,,2,,,,,,,,,,,
868504,1,0,,,,,,,,2,,2,,,,,,,,,
868504,2,1,2,,,25,1,25,,1,,2,,,,,,,,2,
868504,3,0,,,,,,,,2,,2,,,,,,,,,
868504,4,0,,,,,,,,2,,2,,,,,,,,,
868504,5,,,,,,,,,,,,,,,,,,,,
868505,1,0,,,,,,,,2,,2,,,,,,,,,
868505,2,1,2,,,20,1,25,,1,,2,,,,,,,,,
868505,3,1,2,,,25,1,2,,1,,2,,,,,,,,2,
868505,4,0,,,,,,,,2,,1,,,,,,,,,
868505,5,0,,,,,,,,2,,1,,,,,,,,,
868564,1,3,,2,3,16,1,7,,2,,2,,2015,,,,,,,
868564,2,1,,5,,22,1,25,,2,,2,,2013,,,,,,,
868564,3,0,,,,,,,,1,,1,,,,,,,,,
868564,4,0,,,,,,,,2,,2,,,,,,,,,
868583,1,1,1,2,,17,1,2,,2,,2,,1980,,,,,,,
868583,2,1,1,2,,16,1,39,,1,0,2,,,,62,80,85,70,2,
868583,3,1,2,,,20,1,1,,1,0,2,,,,60,50,50,40,2,
868697,1,1,2,,,20,1,25,,2,,,,2012,,,,,,,
868697,2,1,2,,,35,1,40,,2,,,,2013,,,,,,,
868805,1,3,,5,1,15,1,13,,2,,1,30,2015,,,,,,,
868805,2,0,,,,,,,,2,,2,,,,,,,,,
868805,3,,,,,,,,,,,,,,,,,,,,
868805,4,,,,,,,,,,,,,,,,,,,,
868805,5,,,,,,,,,,,,,,,,,,,,
868843,1,1,,9,,17,1,30,,2,,1,0,2007,,,,,,,
868843,2,2,2,,1,17,1,25,,1,,2,,,38,,,,,2,
869003,1,5,2,,3,19,1,18,,1,100,2,,,39,65,70,80,60,2,
869006,1,1,2,,,26,1,13,,1,10,2,,,,70,70,80,40,2,
869006,2,1,1,2,,25,1,8,,1,,2,,,,,,,,2,
869006,3,,,,,,,,,,,,,,,,,,,,
869006,4,,,,,,,,,,,,,,,,,,,,
869006,5,,,,,,,,,,,,,,,,,,,,
869019,1,1,,5,,22,2,,,2,,2,,2016,,,,,,,
869021,1,0,,,,,,,,2,,2,,,,,,,,,
869021,2,1,1,1,,14,1,16,,1,,2,,,,,,,,2,
869021,3,,,,,,,,,,,,,,,,,,,,
869021,4,,,,,,,,,,,,,,,,,,,,
869022,1,1,2,,,18,1,10,,1,100,2,,,,70,60,65,55,,
869022,2,4,1,2,1,16,1,20,,1,,2,,,46,,,,,2,
869023,1,3,1,2,1,18,1,18,,1,60,1,30,,39,70,70,75,60,2,
869042,1,0,,,,,,,,2,,1,10,,,,,,,,
869042,2,3,1,1,1,20,1,10,,2,,1,50,2016,26,70,50,60,45,2,
869042,3,,,,,,,,,,,,,,,,,,,,
869042,4,,,,,,,,,,,,,,,,,,,,
869043,1,1,2,,,25,1,4,,2,,2,,2013,,,,,,,
869043,2,1,2,,,25,1,10,,1,,2,,,,,,,,2,
869043,3,,,,,,,,,,,,,,,,,,,,
869043,4,,,,,,,,,,,,,,,,,,,,
871009,1,0,,,,,,,,2,,2,,,,,,,,,
871009,2,0,,,,,,,,2,,1,50,,,,,,,,
871009,3,0,,,,,,,,2,,2,,,,,,,,,
871009,4,0,,,,,,,,2,,2,,,,,,,,,
871078,1,0,,,,,,,,2,,,,,,,,,,,
871085,1,1,2,,,19,1,31,,2,,,,1991,,,,,,,
871085,2,1,2,,,20,1,24,,2,,,,1994,,,,,,,
871090,1,1,2,,,15,1,35,,2,,,,1992,,,,,,,
871090,2,0,,,,,,,,2,,2,,,,,,,,,
871090,3,1,2,,,22,1,31,,1,100,2,,,,67,80,80,70,2,
871145,1,1,1,8,,18,1,14,,1,60,2,,,,70,70,80,65,3,
871191,1,5,2,,3,18,1,22,,1,100,2,,,47,68,50,60,50,,
871191,2,3,1,1,3,18,1,5,,2,,2,,2010,,,,,,,
871191,3,,,,,,,,,,,,,,,,,,,,
871191,4,,,,,,,,,,,,,,,,,,,,
871218,1,0,,,,,,,,2,,2,,,,,,,,,
871218,2,0,,,,,,,,2,,2,,,,,,,,,
871218,3,1,1,1,,23,1,12,,1,,2,,,,,,,,2,
871237,1,1,2,,,25,1,42,,2,,2,,2016,,66,70,70,70,,
