nquest,anmutuo31,anmutuo32,anmutuo33,anmutuo34,debgar31_1,debgar32_1,debgar33_1,debgar34_1,debgar31_2,debgar32_2,debgar33_2,debgar34_2,debgar31_3,debgar32_3,debgar33_3,debgar34_3,debgar31_4,debgar32_4,debgar33_4,debgar34_4,debgar31_5,debgar32_5,debgar33_5,debgar34_5,debm31,debm32,debm33,debm34,debpers31,debpers32,debpers33,debpers34,debrf31,debrf32,debrf33,debrf34,mutuodu31,mutuodu32,mutuodu33,mutuodu34,mutuoin31,mutuoin32,mutuoin33,mutuoin34,taeg11,taeg12,taeg13,taeg14,tdebita31,tdebita32,tdebita33,tdebita34,tipotax31,tipotax32,tipotax33,tipotax34,tmutuoab31,tmutuoab32,tmutuoab33,tmutuoab34
39491,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,5000,,,,4,,,,4500,,,,1,,,,1620,,,
91071,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,1900,,,,1.96,,,,460,,,,1,,,,960,,,
178001,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,1,,,,5,,,,14000,,,,6,,,,10000,,,,1,,,,3600,,,
230037,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,9000,,,,5,,,,8000,,,,2,,,,1000,,,
243067,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,20000,,,,6,,,,13000,,,,1,,,,4800,,,
250010,2015,,,,0,,,,0,,,,0,,,,0,,,,1,,,,2,,,,,,,,3,,,,1,,,,800,,,,,,,,700,,,,3,,,,360,,,
256015,2011,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,7,,,,15000,,,,9,,,,2300,,,,1,,,,2800,,,
505768,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,8000,,,,,,,,6800,,,,3,,,,1100,,,
506107,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,5000,,,,2,,,,2000,,,,1,,,,1800,,,
506152,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,15000,,,,6,,,,5000,,,,1,,,,6000,,,
507037,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,6000,,,,5,,,,900,,,,1,,,,1800,,,
507282,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,4,,,,9000,,,,,,,,7000,,,,3,,,,2250,,,
507419,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,8000,,,,,,,,6000,,,,3,,,,2910,,,
507444,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,1,,,,2700,,,,,,,,100,,,,3,,,,2770,,,
507544,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,6000,,,,5,,,,5000,,,,1,,,,1000,,,
509068,2010,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,2,,,,2,,,,10,,,,11000,,,,5,,,,5000,,,,1,,,,2100,,,
510374,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,5000,,,,6,,,,4000,,,,1,,,,1050,,,
511315,2014,2014,,,1,0,,,0,0,,,0,0,,,0,1,,,0,0,,,1,4,,,,2,,,1,1,,,5,6,,,5000,8000,,,8,7,,,3500,5000,,,1,1,,,1200,2200,,
511629,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,2,,,,2,,,,3,,,,8500,,,,5.5,,,,8500,,,,1,,,,3500,,,
511757,2013,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,4,,,,10000,,,,2,,,,3000,,,,1,,,,3000,,,
512843,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,14000,,,,0,,,,7000,,,,1,,,,3600,,,
611614,2012,2016,2016,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,2,1,1,1,1,1,2,2,2,2,5,1,1,5,12000,480,480,10000,3,,,3.5,1500,440,360,7000,1,3,3,1,3024,80,150,2400
614660,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,12000,,,,5,,,,8160,,,,1,,,,5760,,,
617023,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,4,,,,10000,,,,6,,,,3000,,,,1,,,,3000,,,
623281,2013,2014,2015,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,4,4,2,1,1,1,2,1,1,1,10,7,7,7,15000,16000,10000,10000,0.12,12,12,10,10000,14000,9000,9500,1,1,1,1,2900,4800,3180,2600
634144,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,2,,,,1,,,,3,,,,8000,,,,,,,,8000,,,,3,,,,1000,,,
635346,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,10000,,,,1.7,,,,4500,,,,1,,,,2000,,,
636407,2015,1992,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,2,4,,,1,1,,,2,1,,,5,30,,,10000,30000,,,4,5,,,3000,9000,,,1,1,,,1440,1800,,
639013,2015,2016,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,2,4,,,1,1,,,2,2,,,2,2,,,1775,3000,,,15,15,,,390,2700,,,1,1,,,814,270,,
671136,2004,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,2,,,,2,,,,13,,,,5000,,,,5.5,,,,600,,,,1,,,,600,,,
671520,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,7000,,,,4.5,,,,5000,,,,1,,,,1800,,,
671739,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,4,,,,14000,,,,2,,,,11000,,,,1,,,,3000,,,
671893,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,2,,,,1200,,,,,,,,600,,,,3,,,,1000,,,
672142,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,2,,,,1,,,,5,,,,8000,,,,4.53,,,,6000,,,,1,,,,3000,,,
673452,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,39000,,,,4,,,,38000,,,,1,,,,600,,,
674019,2013,2014,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,1,1,,,1,1,,,2,2,,,6,6,,,20000,10000,,,7,7,,,1200,560,,,1,1,,,1560,1340,,
675132,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,13000,,,,8.5,,,,8000,,,,1,,,,3400,,,
675265,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,6,,,,18000,,,,2,,,,15000,,,,1,,,,3300,,,
675334,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,2,,,,1,,,,10,,,,16000,,,,6,,,,15000,,,,1,,,,2150,,,
677475,2013,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,15000,,,,0,,,,3000,,,,1,,,,1200,,,
678160,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,2,,,,5500,,,,2.5,,,,3000,,,,2,,,,3000,,,
680144,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,2,,,,2400,,,,,,,,1200,,,,3,,,,1200,,,
680244,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,4,,,,8000,,,,3,,,,2000,,,,1,,,,2300,,,
680870,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,20000,,,,6,,,,19000,,,,2,,,,3500,,,
681520,2013,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,7,,,,20000,,,,5.5,,,,14500,,,,1,,,,3600,,,
682812,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,9000,,,,5,,,,250,,,,1,,,,3000,,,
683164,2014,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,20000,,,,3.5,,,,10000,,,,1,,,,4800,,,
683472,2010,2016,2013,,0,0,0,,0,0,0,,0,0,0,,1,1,1,,0,0,0,,1,2,1,,1,1,1,,2,2,2,,6,1,4,,18000,300,16000,,,,,,0,50,1200,,3,3,3,,3000,250,3000,
683861,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,5,,,,10000,,,,0.15,,,,8000,,,,1,,,,2500,,,
684000,2016,2014,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,2,2,,,1,1,,,1,1,,,4,4,,,6000,2000,,,8,12,,,5000,600,,,1,1,,,1340,500,,
684326,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,1,,,,700,,,,,,,,100,,,,3,,,,600,,,
684328,2008,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,10,,,,10000,,,,5.2,,,,1650,,,,2,,,,1220,,,
684973,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,20000,,,,4,,,,18000,,,,1,,,,2000,,,
685164,2012,2015,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,1,3,,,1,1,,,2,2,,,5,4,,,20000,15000,,,2,2,,,400,10000,,,1,1,,,4800,4200,,
686634,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,10000,,,,1,,,,6560,,,,1,,,,2520,,,
687070,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,1,,,,10,,,,10000,,,,7.5,,,,8000,,,,1,,,,2500,,,
687164,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,3,,,,5000,,,,0,,,,1200,,,,1,,,,2100,,,
687250,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,1,,,,2000,,,,,,,,2000,,,,3,,,,2000,,,
687281,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,5,,,,15000,,,,5.5,,,,11400,,,,1,,,,3600,,,
687304,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,1,,,,3,,,,10000,,,,7,,,,1500,,,,1,,,,3900,,,
687497,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,15000,,,,5,,,,12000,,,,1,,,,1800,,,
687699,2014,2015,,,1,0,,,0,0,,,0,0,,,0,1,,,0,0,,,1,2,,,,1,,,2,2,,,5,1,,,20000,2000,,,4.5,,,,15000,1500,,,1,3,,,4500,500,,
700410,2014,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,20000,,,,,,,,12000,,,,3,,,,4000,,,
700752,2013,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,4,,,,11000,,,,6.7,,,,3500,,,,1,,,,3200,,,
701536,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,4,,,,21000,,,,4,,,,17000,,,,1,,,,2800,,,
705513,2016,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,3,,,,8300,,,,2.5,,,,7000,,,,1,,,,1600,,,
707253,2015,,,,1,,,,0,,,,0,,,,0,,,,0,,,,1,,,,,,,,1,,,,10,,,,30000,,,,10.8,,,,29000,,,,1,,,,5250,,,
712141,2015,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,3,,,,8000,,,,1,,,,2000,,,,1,,,,2400,,,
712148,2013,,,,0,,,,0,,,,0,,,,0,,,,1,,,,1,,,,,,,,2,,,,6,,,,13000,,,,3,,,,6000,,,,1,,,,2600,,,
714021,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,2,,,,1,,,,2,,,,1,,,,700,,,,,,,,50,,,,3,,,,700,,,
716937,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,5,,,,8000,,,,,,,,6000,,,,3,,,,1800,,,
717312,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,4,,,,1,,,,2,,,,5,,,,11760,,,,6,,,,10080,,,,1,,,,1680,,,
717409,2015,2015,,,0,0,,,0,0,,,0,0,,,1,1,,,0,0,,,1,1,,,1,1,,,1,2,,,4,4,,,10000,12000,,,6.56,6.7,,,5000,7000,,,1,1,,,2880,4800,,
717858,2016,,,,0,,,,0,,,,0,,,,1,,,,0,,,,1,,,,1,,,,2,,,,6,,,,22500,,,,,,,,21000,,,,3,,,,1500,,,
