nquest,NCOMP,nord,sex,parent,anasc,cit,aningr,motiv,staciv,studio,tipolau,votoedu,suedu,selode,annoedu,tipodip,univer,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,ETA,isco,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT
921740,2,1,1,1,1955,1,,,1,3,,,,,,,,13,,,,,,15,3,15,61,,4,7,3,5,1,1,0,0,1,3,4,0,2,1.2885267861
921740,2,2,1,2,1964,1,,,1,3,,,,,,,,11,,,,,,15,3,15,52,,3,7,3,5,0,0,0,0,1,3,4,0,2,1.2885267861
921742,2,1,1,1,1956,1,,,1,2,,,,,,,,12,1,3,,,,15,3,15,60,,4,7,3,5,1,1,0,0,1,3,4,0,2,1.3373754275
921742,2,2,2,2,1952,1,,,1,2,,,,,,,,13,,,,,,15,3,15,64,,4,7,3,5,0,0,0,0,1,3,4,0,2,1.3373754275
921743,2,1,1,1,1988,1,,,1,3,,,,,,,,11,,,,,,15,3,15,28,,1,7,3,5,1,1,0,0,1,3,4,0,2,2.9994769704
921743,2,2,2,2,1991,1,,,1,3,,,,,,,,13,,,,,,15,3,15,25,,1,7,3,5,0,0,0,0,1,3,4,0,2,2.9994769704
921750,1,1,1,1,1953,1,,,2,3,,,,,,,,1,,3,,,,15,3,15,63,75,4,1,1,2,1,1,1,1,1,3,4,0,2,1.2885267861
921752,3,1,1,1,1961,1,,,1,2,,,,,,,,1,,3,,,,16,3,15,55,93,4,1,1,2,0,1,1,2,2,3,4,0,2,1.7572198624
921752,3,2,2,2,1964,1,,,1,2,,,,,,,,1,,3,,,,15,3,15,52,93,3,1,1,2,1,1,1,2,2,3,4,0,2,1.7572198624
921752,3,3,1,6,1990,1,,,2,5,,10,10,0,2009,2,2,11,,,,,,15,3,15,26,,1,7,3,5,0,0,0,2,2,3,4,0,2,1.7572198624
921755,1,1,2,1,1952,2,2000,3,2,3,,,,,,,,1,,17,,,,,,15,64,91,4,1,1,3,1,1,1,1,1,3,4,0,2,1.3875929653
921758,4,1,1,1,1966,1,,,1,3,,,,,,,,11,,,,,,5,1,15,50,,3,7,3,5,1,1,0,0,1,3,4,0,2,2.743875194
921758,4,2,2,2,1966,1,,,1,3,,,,,,,,13,,,,,,15,3,15,50,,3,7,3,5,0,0,0,0,1,3,4,0,2,2.743875194
921758,4,3,1,6,1991,1,,,2,3,,,,,,,,11,,,,,,15,3,15,25,,1,7,3,5,0,0,0,0,1,3,4,0,2,2.743875194
921758,4,4,2,6,1995,1,,,2,3,,,,,,,,11,,,,,,15,3,15,21,,1,7,3,5,0,0,0,0,1,3,4,0,2,2.743875194
921761,4,1,1,1,1989,1,2010,3,1,3,,,,,,,,1,,1,,,,,,15,27,92,1,1,1,1,1,1,1,1,1,3,4,0,2,3.5811125323
921761,4,2,2,2,1992,1,2010,3,1,3,,,,,,,,13,,,,,,,,15,24,,1,7,3,5,0,0,0,1,1,3,4,0,2,3.5811125323
921761,4,3,1,6,2005,1,2010,2,2,2,,,,,,,,17,,,,,,,,15,11,,1,7,3,5,0,0,0,1,1,3,4,0,2,3.5811125323
921761,4,4,2,6,2016,1,2016,4,2,1,,,,,,,,18,,,,,,,,15,0,,1,7,3,5,0,0,0,1,1,3,4,0,2,3.5811125323
921766,1,1,1,1,1957,1,,,2,3,,,,,,,,1,,6,,,,15,3,15,59,71,4,1,1,4,1,1,1,1,1,3,4,2,4,0.1915412577
921773,4,1,2,1,1931,1,,,4,2,,,,,,,,13,,,,,,17,3,15,85,,5,7,3,5,0,1,0,1,3,3,4,2,4,0.2529694967
921773,4,2,2,11,1942,1,,,2,3,,,,,,,,15,2,17,,,,17,3,15,74,,5,6,3,5,0,1,0,1,3,3,4,2,4,0.2529694967
921773,4,3,2,6,1963,1,,,2,5,,45,60,0,1982,2,2,2,,17,,,,15,3,15,53,22,3,2,1,3,1,1,1,1,3,3,4,2,4,0.2529694967
921773,4,4,1,6,1967,1,,,2,3,,,,,,,,12,1,6,,,,15,3,15,49,,3,7,3,5,0,0,0,1,3,3,4,2,4,0.2529694967
921777,4,1,1,1,1962,1,,,1,5,,49,60,0,1980,2,2,2,,10,,,,15,3,15,54,35,3,2,1,4,1,1,1,1,1,3,4,2,4,0.3534296926
921777,4,2,2,2,1966,1,,,1,5,,42,60,0,1984,3,2,13,,,,,,15,3,15,50,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.3534296926
921777,4,3,1,6,1989,1,,,2,5,,70,100,0,2011,2,1,17,,,,,,15,3,15,27,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3534296926
921777,4,4,2,6,1995,1,,,2,5,,78,100,0,2015,3,2,11,,,,,,15,3,15,21,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3534296926
921780,1,1,2,1,1956,1,,,2,2,,,,,,,,13,,,,,,15,3,15,60,,4,7,3,5,1,1,0,0,1,3,4,2,4,0.2062675798
921784,2,1,1,1,1956,1,,,1,3,,,,,,,,2,,7,,,,15,3,15,60,52,4,2,1,4,1,1,1,1,1,3,4,2,4,0.1988026746
921784,2,2,2,2,1958,1,,,1,2,,,,,,,,13,,,,,,15,3,15,58,,4,7,3,5,0,0,0,1,1,3,4,2,4,0.1988026746
921785,1,1,2,1,1942,1,,,4,2,,,,,,,,16,,,,,,15,3,15,74,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2250597376
921789,2,1,1,1,1935,1,,,1,2,,,,,,,,15,1,1,,,,15,3,15,81,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.2169147367
921789,2,2,2,2,1935,1,,,1,2,,,,,,,,16,,,,,,15,3,15,81,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.2169147367
921792,2,1,2,1,1944,1,,,4,2,,,,,,,,16,,,,,,15,3,15,72,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.3296246891
921792,2,2,2,6,1987,1,,,2,3,,,,,,,,11,,,,,,15,3,15,29,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.3296246891
921800,3,1,1,1,1959,1,,,1,3,,,,,,,,1,,3,,,,15,3,15,57,72,4,1,1,2,1,1,1,1,1,3,4,2,4,0.2612131204
921800,3,2,2,2,1962,1,,,1,3,,,,,,,,13,,,,,,15,3,15,54,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.2612131204
921800,3,3,1,6,1990,1,,,2,3,,,,,,,,11,,,,,,15,3,15,26,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.2612131204
921804,1,1,1,1,1941,1,,,4,2,,,,,,,,15,1,3,,,,15,3,15,75,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2089917631
921805,1,1,1,1,1983,1,,,2,3,,,,,,,,11,,,,,,15,3,15,33,,1,7,3,5,1,1,0,0,1,3,4,2,4,0.5238807107
921806,2,1,2,1,1963,1,2000,2,3,3,,,,,,,,1,,17,,,,,,5,53,53,3,1,1,3,1,1,1,1,1,1,2,0,1,1.133303038
921806,2,2,1,6,1993,1,2000,2,2,3,,,,,,,,11,,,,,,,,5,23,,1,7,3,5,0,0,0,1,1,1,2,0,1,1.133303038
921807,1,1,1,1,1979,1,,,2,3,,,,,,,,11,,,,,,15,3,15,37,,2,7,3,5,1,1,0,0,1,3,4,2,4,0.5238807107
921809,1,1,1,1,1975,1,,,2,3,,,,,,,,11,,,,,,15,3,15,41,,2,7,3,5,1,1,0,0,1,3,4,2,4,0.3574528993
921810,1,1,1,1,1964,1,,,2,3,,,,,,,,1,,3,,,,15,3,15,52,72,3,1,1,2,1,1,1,1,1,3,4,2,4,0.1915412577
921817,1,1,2,1,1943,1,,,4,2,,,,,,,,16,,,,,,15,3,15,73,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4955250043
921827,1,1,1,1,1952,1,,,2,5,,38,60,0,1972,2,1,15,1,8,,,,15,3,15,64,,4,6,3,5,1,1,0,0,1,3,4,3,5,0.4217257318
921828,1,1,2,1,1929,1,,,4,1,,,,,,,,16,,,,,,15,3,15,87,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4955250043
921830,2,1,2,1,1922,1,,,4,1,,,,,,,,16,,,,,,15,3,15,94,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4583950534
921830,2,2,1,6,1960,1,,,2,3,,,,,,,,12,1,3,,,,15,3,15,56,,4,7,3,5,0,0,0,0,1,3,4,3,5,0.4583950534
921834,3,1,2,1,1932,1,,,4,2,,,,,,,,15,1,3,,,,15,3,15,84,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.5757452897
921834,3,2,1,6,1961,1,,,2,5,,40,60,0,1980,1,2,11,,,,,,15,3,15,55,,4,7,3,5,0,0,0,0,1,3,4,3,5,0.5757452897
921834,3,3,2,6,1967,1,,,2,5,,45,60,0,1990,1,2,13,,,,,,15,3,15,49,,3,7,3,5,0,0,0,0,1,3,4,3,5,0.5757452897
921837,1,1,2,1,1924,1,,,4,5,,50,60,0,1943,3,2,16,,,,,,16,3,15,92,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4955250043
921840,2,1,1,1,1936,1,,,1,2,,,,,,,,16,,,,,,15,3,15,80,,5,6,3,5,1,1,0,0,2,3,4,3,5,0.4775917586
921840,2,2,2,2,1940,1,,,1,1,,,,,,,,16,,,,,,15,3,15,76,,5,6,3,5,0,1,0,0,2,3,4,3,5,0.4775917586
921851,1,1,2,1,1933,1,,,4,2,,,,,,,,16,,,,,,15,3,15,83,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4955250043
921860,5,1,2,1,1924,1,,,4,1,,,,,,,,16,,,,,,15,3,15,92,,5,6,3,5,1,1,0,2,4,3,4,3,5,0.5267713411
921860,5,2,2,6,1962,1,,,1,3,,,,,,,,13,,,,,,15,3,15,54,,3,7,3,5,0,0,0,2,4,3,4,3,5,0.5267713411
921860,5,3,1,8,1962,1,,,1,3,,,,,,,,12,1,8,,,,15,3,15,54,,3,7,3,5,0,1,1,2,4,3,4,3,5,0.5267713411
921860,5,4,1,6,1965,1,,,2,1,,,,,,,,16,,,,,,15,3,15,51,,3,6,3,5,0,1,0,2,4,3,4,3,5,0.5267713411
921860,5,5,1,9,1993,1,,,2,4,,,,,,,,1,,7,,,,15,3,15,23,91,1,1,1,4,0,1,1,2,4,3,4,3,5,0.5267713411
921862,2,1,2,1,1936,1,,,1,5,,10,10,0,1955,3,2,13,,,,,,15,3,15,80,,5,7,3,5,0,0,0,0,1,3,4,3,5,0.4775917586
921862,2,2,1,2,1935,1,,,1,7,1,110,110,1,1962,3,,15,2,16,,,,15,3,15,81,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4775917586
921863,1,1,1,1,1966,1,,,3,5,,48,60,0,1987,2,2,2,,17,,,,15,3,15,50,91,3,2,1,3,1,1,1,1,1,3,4,3,5,0.7870214877
921865,3,1,1,1,1938,1,,,1,3,,,,,,,,15,1,3,,,,15,3,15,78,,5,6,3,5,1,1,0,1,2,3,4,3,5,0.6270810869
921865,3,2,2,2,1939,1,,,1,2,,,,,,,,13,,,,,,15,3,15,77,,5,7,3,5,0,0,0,1,2,3,4,3,5,0.6270810869
921865,3,3,2,9,1993,1,,,2,3,,,,,,,,1,,7,,,,15,3,15,23,52,1,1,1,4,0,1,1,1,2,3,4,3,5,0.6270810869
921869,1,1,2,1,1928,1,,,4,2,,,,,,,,16,,,,,,15,3,15,88,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4955250043
921871,6,1,2,1,1939,1,,,4,1,,,,,,,,16,,,,,,15,3,15,77,,5,6,3,5,1,1,0,0,2,3,4,3,5,0.8748135415
921871,6,2,1,8,1966,1,,,1,3,,,,,,,,12,1,8,,,,15,3,15,50,,3,7,3,5,0,1,0,0,2,3,4,3,5,0.8748135415
921871,6,3,2,6,1966,1,,,1,3,,,,,,,,13,,,,,,15,3,15,50,,3,7,3,5,0,0,0,0,2,3,4,3,5,0.8748135415
921871,6,4,1,9,1993,1,,,2,5,,70,100,0,2012,3,1,17,,,,,,15,3,15,23,,1,7,3,5,0,0,0,0,2,3,4,3,5,0.8748135415
921871,6,5,1,9,1995,1,,,2,5,,69,100,0,2014,3,1,17,,,,,,15,3,15,21,,1,7,3,5,0,0,0,0,2,3,4,3,5,0.8748135415
921871,6,6,1,9,2003,1,,,2,2,,,,,,,,17,,,,,,15,3,15,13,,1,7,3,5,0,0,0,0,2,3,4,3,5,0.8748135415
921872,1,1,1,1,1941,1,,,4,3,,,,,,,,15,2,15,,,,15,3,15,75,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.460147361
921881,3,1,1,1,1944,1,,,3,3,,,,,,,,15,2,14,,,,15,3,15,72,,5,6,3,5,1,1,0,0,2,3,4,3,5,0.6270810869
921881,3,2,2,3,1946,1,,,4,2,,,,,,,,13,,,,,,15,3,15,70,,5,7,3,5,0,1,0,0,2,3,4,3,5,0.6270810869
921881,3,3,2,6,1988,1,,,1,6,6,100,110,0,2015,2,,17,,,,,,15,3,15,28,,1,7,3,5,0,0,0,0,2,3,4,3,5,0.6270810869
921882,3,1,1,1,1942,1,,,1,3,,,,,,,,15,1,19,,,,15,3,15,74,,5,6,3,5,1,1,0,0,2,3,4,3,5,0.5799903122
921882,3,2,2,2,1937,1,,,1,3,,,,,,,,13,,,,,,15,3,15,79,,5,7,3,5,0,0,0,0,2,3,4,3,5,0.5799903122
921882,3,3,1,6,1966,1,,,2,2,,,,,,,,16,,,,,,15,3,15,50,,3,6,3,5,0,1,0,0,2,3,4,3,5,0.5799903122
921885,2,1,1,1,1949,1,,,1,3,,,,,,,,16,,,,,,15,3,15,67,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4775917586
921885,2,2,2,2,1949,1,,,1,3,,,,,,,,13,,,,,,15,3,15,67,,5,7,3,5,0,0,0,0,1,3,4,3,5,0.4775917586
921886,1,1,1,1,1949,1,,,4,2,,,,,,,,15,1,5,,,,15,3,3,67,,5,6,3,5,1,1,0,0,1,1,1,0,2,1.2861869831
921887,4,1,2,1,1973,1,,,1,4,,,,,,,,13,,,,,,15,3,15,43,,2,7,3,5,0,0,0,1,1,3,4,3,5,1.0636218978
921887,4,2,1,2,1970,1,,,1,4,,,,,,,,2,,15,,,,15,3,15,46,02,3,2,1,3,1,1,1,1,1,3,4,3,5,1.0636218978
921887,4,3,2,6,2003,1,,,2,2,,,,,,,,17,,,,,,15,3,15,13,,1,7,3,5,0,0,0,1,1,3,4,3,5,1.0636218978
921887,4,4,1,6,2008,1,,,2,1,,,,,,,,17,,,,,,15,3,15,8,,1,7,3,5,0,0,0,1,1,3,4,3,5,1.0636218978
921897,2,1,1,1,1940,1,,,1,7,4,105,110,0,1968,3,,6,,15,,,,15,3,15,76,26,5,4,2,3,1,1,1,1,2,3,4,3,5,0.4775917586
921897,2,2,2,2,1941,1,,,1,3,,,,,,,,15,2,11,,,,15,3,15,75,,5,6,3,5,0,1,0,1,2,3,4,3,5,0.4775917586
921904,2,1,1,1,1948,1,,,4,3,,,,,,,,15,2,11,,,,15,3,15,68,,5,6,3,5,1,1,0,1,2,3,4,3,5,0.61954531
921904,2,2,1,6,1975,1,,,2,3,,,,,,,,2,,7,,,,15,3,15,41,52,2,2,1,4,0,1,1,1,2,3,4,3,5,0.61954531
921905,2,1,1,1,1951,1,,,1,3,,,,,,,,15,1,3,,,,15,3,15,65,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4377135477
921905,2,2,2,3,1952,1,,,1,3,,,,,,,,13,,,,,,15,3,15,64,,4,7,3,5,0,0,0,0,1,3,4,3,5,0.4377135477
921910,6,1,1,1,1945,1,,,1,1,,,,,,,,15,1,5,,,,15,3,15,71,,5,6,3,5,1,1,0,1,3,3,4,3,5,0.8708993059
921910,6,2,2,2,1951,1,,,1,2,,,,,,,,15,1,1,,,,15,3,15,65,,5,6,3,5,0,1,0,1,3,3,4,3,5,0.8708993059
921910,6,3,2,6,1976,1,,,2,3,,,,,,,,13,,,,,,15,3,15,40,,2,7,3,5,0,0,0,1,3,3,4,3,5,0.8708993059
921910,6,4,2,6,1975,1,,,1,3,,,,,,,,13,,,,,,15,3,15,41,,2,7,3,5,0,0,0,1,3,3,4,3,5,0.8708993059
921910,6,5,1,8,1976,1,,,1,3,,,,,,,,1,,3,,,,15,3,15,40,71,2,1,1,2,0,1,1,1,3,3,4,3,5,0.8708993059
921910,6,6,1,9,2009,1,,,2,1,,,,,,,,17,,,,,,15,3,15,7,,1,7,3,5,0,0,0,1,3,3,4,3,5,0.8708993059
921912,2,1,1,1,1939,1,,,1,3,,,,,,,,15,4,15,,,,15,3,15,77,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4775917586
921912,2,2,2,2,1946,1,,,1,5,,7,10,0,1964,2,2,13,,,,,,15,3,15,70,,5,7,3,5,0,0,0,0,1,3,4,3,5,0.4775917586
921914,2,1,1,1,1950,1,,,1,3,,,,,,,,15,1,4,,,,15,3,15,66,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4575513495
921914,2,2,2,2,1954,1,,,1,3,,,,,,,,13,,,,,,15,3,15,62,,4,7,3,5,0,0,0,0,1,3,4,3,5,0.4575513495
921917,2,1,1,1,1950,1,,,1,5,,38,60,0,1971,2,2,7,,7,,,,15,3,15,66,52,5,4,2,4,1,1,1,1,1,3,4,3,5,0.4575513495
921917,2,2,2,2,1953,1,,,1,3,,,,,,,,13,,,,,,15,3,15,63,,4,7,3,5,0,0,0,1,1,3,4,3,5,0.4575513495
921922,2,1,1,1,1955,1,,,1,7,4,105,110,0,1978,3,,15,4,6,,,,15,3,15,61,,4,6,3,5,1,1,0,0,1,3,4,3,5,0.4377135477
921922,2,2,2,2,1963,1,,,1,3,,,,,,,,13,,,,,,15,3,15,53,,3,7,3,5,0,0,0,0,1,3,4,3,5,0.4377135477
921926,3,1,1,1,1955,1,,,1,3,,,,,,,,1,,3,,,,15,3,15,61,35,4,1,1,2,0,1,1,2,2,3,4,3,5,0.6350479505
921926,3,2,2,2,1958,1,,,1,5,,54,60,0,1976,5,2,3,,16,,,,15,3,15,58,23,4,2,1,3,1,1,1,2,2,3,4,3,5,0.6350479505
921926,3,3,1,6,1984,1,,,2,6,5,100,110,0,2008,3,,12,1,15,,,,15,3,15,32,,1,7,3,5,0,0,0,2,2,3,4,3,5,0.6350479505
921928,5,1,1,1,1955,1,,,1,2,,,,,,,,16,,,,,,15,3,15,61,,4,6,3,5,0,1,0,1,2,3,4,3,5,0.8318371944
921928,5,2,2,2,1961,1,,,1,1,,,,,,,,13,,,,,,15,3,15,55,,4,7,3,5,0,0,0,1,2,3,4,3,5,0.8318371944
921928,5,3,2,6,1985,1,,,1,3,,,,,,,,13,,,,,,15,3,15,31,,1,7,3,5,0,0,0,1,2,3,4,3,5,0.8318371944
921928,5,4,1,8,1987,1,,,1,3,,,,,,,,1,,3,,,,15,3,15,29,75,1,1,1,2,1,1,1,1,2,3,4,3,5,0.8318371944
921928,5,5,2,9,2013,1,,,2,1,,,,,,,,18,,,,,,15,3,15,3,,1,7,3,5,0,0,0,1,2,3,4,3,5,0.8318371944
921929,4,1,1,1,1950,1,,,1,2,,,,,,,,15,1,3,,,,15,3,15,66,,5,6,3,5,1,1,0,1,2,3,4,3,5,0.6018233816
921929,4,2,2,2,1954,1,,,1,1,,,,,,,,13,,,,,,15,3,15,62,,4,7,3,5,0,0,0,1,2,3,4,3,5,0.6018233816
921929,4,3,1,6,1993,1,,,2,3,,,,,,,,1,,7,,,,15,3,15,23,83,1,1,1,4,0,1,1,1,2,3,4,3,5,0.6018233816
921929,4,4,1,6,1997,1,,,2,3,,,,,,,,11,,,,,,15,3,15,19,,1,7,3,5,0,0,0,1,2,3,4,3,5,0.6018233816
921935,3,1,1,1,1954,1,,,1,3,,,,,,,,15,1,8,,,,15,3,15,62,,4,6,3,5,1,1,0,0,1,3,4,3,5,0.575125671
921935,3,2,2,2,1956,1,,,1,2,,,,,,,,13,,,,,,15,3,15,60,,4,7,3,5,0,0,0,0,1,3,4,3,5,0.575125671
921935,3,3,1,6,1990,1,,,2,5,,64,100,0,2009,2,2,11,,,,,,15,3,15,26,,1,7,3,5,0,0,0,0,1,3,4,3,5,0.575125671
921939,3,1,1,1,1952,1,,,1,2,,,,,,,,16,,,,,,15,3,15,64,,4,6,3,5,1,1,0,0,2,3,4,3,5,0.5901596062
921939,3,2,2,2,1960,1,,,1,3,,,,,,,,16,,,,,,15,3,15,56,,4,6,3,5,0,1,0,0,2,3,4,3,5,0.5901596062
921939,3,3,2,6,1990,1,,,2,2,,,,,,,,11,,,,,,15,3,15,26,,1,7,3,5,0,0,0,0,2,3,4,3,5,0.5901596062
921955,5,1,2,1,1968,1,,,4,3,,,,,,,,13,,,,,,15,3,15,48,,3,7,3,5,1,1,0,1,3,3,4,3,5,0.9361087776
921955,5,2,2,6,1985,1,,,2,5,,38,60,0,2003,2,2,12,1,7,,,,15,3,15,31,,1,7,3,5,0,1,0,1,3,3,4,3,5,0.9361087776
921955,5,3,2,6,1988,1,,,2,5,,36,60,0,2008,2,2,12,2,18,,,,15,3,15,28,,1,7,3,5,0,0,0,1,3,3,4,3,5,0.9361087776
921955,5,4,2,6,1992,1,,,2,4,,,,,,,,2,,9,,,,15,3,15,24,52,1,2,1,4,0,1,1,1,3,3,4,3,5,0.9361087776
921955,5,5,1,6,2000,1,,,2,3,,,,,,,,17,,,,,,15,3,15,16,,1,7,3,5,0,0,0,1,3,3,4,3,5,0.9361087776
921960,4,1,1,1,1956,1,,,1,5,,48,60,0,1975,2,2,2,,8,,,,15,3,15,60,33,4,2,1,4,1,1,1,1,1,3,4,3,5,0.6804964226
921960,4,2,2,2,1959,1,,,1,5,,46,60,0,1978,2,2,13,,,,,,15,3,15,57,,4,7,3,5,0,0,0,1,1,3,4,3,5,0.6804964226
921960,4,3,2,6,1989,1,,,2,7,9,110,110,1,2016,3,,11,,,,,,15,3,15,27,,1,7,3,5,0,0,0,1,1,3,4,3,5,0.6804964226
921960,4,4,2,6,1993,1,,,2,5,,90,100,0,2012,3,1,17,,,,,,15,3,15,23,,1,7,3,5,0,0,0,1,1,3,4,3,5,0.6804964226
921969,1,1,2,1,1941,1,,,3,5,,10,10,0,1960,5,2,15,3,16,,,,15,3,15,75,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.4955250043
921978,4,1,1,1,1961,1,,,1,4,,,,,,,,1,,6,,,,15,3,15,55,74,4,1,1,4,0,1,1,3,3,3,4,3,5,0.7633550286
921978,4,2,2,2,1966,1,,,1,2,,,,,,,,13,,,,,,15,3,15,50,,3,7,3,5,0,0,0,3,3,3,4,3,5,0.7633550286
921978,4,3,1,6,1988,1,,,2,5,,40,60,0,2009,2,2,1,,6,,,,15,3,15,28,71,1,1,1,4,1,1,1,3,3,3,4,3,5,0.7633550286
921978,4,4,1,6,1992,1,,,2,3,,,,,,,,12,,,,,,15,3,15,24,,1,7,3,5,0,1,1,3,3,3,4,3,5,0.7633550286
921985,3,1,1,1,1966,1,,,1,5,,10,10,0,1987,2,2,4,,13,,,,15,3,15,50,13,3,3,1,4,1,1,1,2,3,3,4,3,5,0.7478758889
921985,3,2,2,2,1968,1,,,1,4,,,,,,,,2,,8,,,,15,3,15,48,41,3,2,1,4,0,1,1,2,3,3,4,3,5,0.7478758889
921985,3,3,1,6,1996,1,,,2,5,,10,10,0,2015,3,1,17,,,,,,15,3,15,20,,1,7,3,5,0,1,0,2,3,3,4,3,5,0.7478758889
921987,2,1,2,1,1987,1,,,3,5,,58,60,0,2007,6,2,2,,13,,,,15,3,15,29,33,1,2,1,4,1,1,1,1,2,3,4,3,5,1.2160834214
921987,2,2,2,7,2014,1,,,2,1,,,,,,,,18,,,,,,15,3,15,2,,1,7,3,5,0,1,0,1,2,3,4,3,5,1.2160834214
921990,4,1,2,1,1930,1,,,4,2,,,,,,,,16,,,,,,8,1,15,86,,5,6,3,5,1,1,0,0,1,3,4,3,5,0.6389831672
921990,4,2,2,6,1973,1,,,1,3,,,,,,,,13,,,,,,15,3,15,43,,2,7,3,5,0,0,0,0,1,3,4,3,5,0.6389831672
921990,4,3,1,8,1970,1,,,1,3,,,,,,,,12,1,8,,,,15,3,15,46,,3,7,3,5,0,0,0,0,1,3,4,3,5,0.6389831672
921990,4,4,2,6,1961,1,,,2,3,,,,,,,,13,,,,,,15,3,15,55,,4,7,3,5,0,0,0,0,1,3,4,3,5,0.6389831672
922007,4,1,1,1,1967,1,,,1,3,,,,,,,,4,,8,,,,15,3,15,49,93,3,3,1,4,1,1,1,2,2,3,4,3,5,0.8248055621
922007,4,2,2,2,1969,1,,,1,3,,,,,,,,13,,,,,,15,3,15,47,,3,7,3,5,0,0,0,2,2,3,4,3,5,0.8248055621
922007,4,3,2,6,1992,1,,,2,5,,78,100,0,2011,2,1,2,,8,,,,15,3,15,24,33,1,2,1,4,0,1,1,2,2,3,4,3,5,0.8248055621
922007,4,4,2,6,1997,1,,,2,3,,,,,,,,17,,,,,,15,3,15,19,,1,7,3,5,0,0,0,2,2,3,4,3,5,0.8248055621
922022,3,1,1,1,1978,1,,,1,5,,50,60,0,1999,2,2,2,,13,,,,15,3,15,38,33,2,2,1,4,1,1,1,1,1,3,4,3,5,1.2338667627
922022,3,2,2,2,1981,1,,,1,5,,65,100,0,2001,2,2,13,,,,,,15,3,15,35,,2,7,3,5,0,0,0,1,1,3,4,3,5,1.2338667627
922022,3,3,1,6,2012,1,,,2,1,,,,,,,,18,,,,,,15,3,15,4,,1,7,3,5,0,0,0,1,1,3,4,3,5,1.2338667627
922112,3,1,1,1,1958,1,,,1,2,,,,,,,,1,,6,,,,15,3,15,58,71,4,1,1,4,1,1,1,1,1,3,4,2,4,0.2458555397
922112,3,2,2,2,1959,1,,,1,2,,,,,,,,13,,,,,,15,3,15,57,,4,7,3,5,0,0,0,1,1,3,4,2,4,0.2458555397
922112,3,3,2,6,1987,1,,,2,5,,94,100,0,2007,2,2,13,,,,,,15,3,15,29,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.2458555397
922117,1,1,1,1,1947,1,,,4,3,,,,,,,,15,2,15,,,,15,3,15,69,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.1916935293
922122,1,1,1,1,1930,1,,,4,1,,,,,,,,16,,,,,,15,3,15,86,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.1916935293
922125,2,1,1,1,1944,1,,,1,3,,,,,,,,15,1,12,,,,15,3,15,72,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.1989607189
922125,2,2,2,2,1945,1,,,1,2,,,,,,,,16,,,,,,15,3,15,71,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.1989607189
922126,1,1,2,1,1945,1,,,4,2,,,,,,,,16,,,,,,16,3,15,71,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2064315586
922128,2,1,1,1,1936,1,,,1,2,,,,,,,,15,8,7,,,,15,3,15,80,,5,6,3,5,0,1,0,0,2,3,4,2,4,0.1989607189
922128,2,2,2,2,1938,1,,,1,5,,42,60,0,1959,3,2,15,3,16,,,,15,3,15,78,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.1989607189
922157,3,1,1,1,1955,1,,,1,5,,55,60,0,1974,2,2,2,,8,,,,15,3,15,61,83,4,2,1,4,1,1,1,2,2,3,4,2,4,0.6790522176
922157,3,2,2,2,1959,1,,,1,3,,,,,,,,13,,,,,,15,3,15,57,,4,7,3,5,0,0,0,2,2,3,4,2,4,0.6790522176
922157,3,3,2,6,1987,1,,,2,5,,90,100,0,2006,3,2,2,,14,,,,15,3,15,29,33,1,2,1,4,0,1,1,2,2,3,4,2,4,0.6790522176
