nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,tfitimp2,ritaff,supab,ancostr,bagni,valabit,aspvalabit1_1,aspvalabit1_2,aspvalabit1_3,aspvalabit1_4,aspvalabit1_5,aspvalabit2_1,aspvalabit2_2,aspvalabit2_3,aspvalabit2_4,aspvalabit2_5,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra11,tmanstra11,manstra12,tmanstra12,manstra21,tmanstra21,manstra22,tmanstra22,energia,tenergia,tenergian,ristrut,tristrut,tristrutn,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,ndebitf,debitg,ndebitg,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,reapmut3,mutuoric,mutuoric3,casafut,ncasafut,cla_ered,cla_ered2,intpersezd,docsezd,ROTAZIONE
32190,1987,1,2,50,1987,1,,,,,,,,,1,26000,2,,,,,,,,500,,52,1965,1,75000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32318,2006,1,1,100,2006,1,,,,,,,,,2,200000,,,,,,,,600,,,47,2006,1,200000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
32320,2004,1,1,100,2004,1,2,,,,,,,,7,150000,,,,,,,,900,,,76,2004,2,400000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
32471,1963,5,,,,,,,,,,,,,,,,,,,,,2,,300,,90,1949,1,70000,,,,,,40,40,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32524,1976,1,1,100,1975,1,,,,,,,,,2,13000,,,,,,,,,700,,120,1975,2,300000,,,,,,0,0,100,0,0,1,1,1,1,1,1,2,,2,,2,,1,9000,2,,2,,1,1550,,1,3410,,2,,2,,2,,2,,2,,2,,2,,,,,1,11000,2,,2,,,,,2,,,2,2,,,,,1,1,2
32556,1963,5,,,,,,,,,,,,,,,,,,,,,2,,400,,140,1963,1,100000,,,,,,10,10,50,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32668,1976,1,1,100,1976,1,2,,,,,,,,6,,,,,,,,,,200,,90,1975,2,130000,,,,,,60,20,15,5,0,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32703,1969,2,,,,,,,,,,,,,,,,,600,1,2,,4,,,2,80,1965,1,50000,0,50,50,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
32709,1972,1,1,100,1972,1,2,,,,,,,,1,14000,,,,,,,,600,,,220,1972,2,280000,40,20,10,10,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
32729,1979,1,1,100,1979,1,2,,,,,,,,5,30000,,,,,,,,800,,,290,1975,2,450000,10,45,45,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
32734,2016,2,,,,,,,,,,,,,,,,,450,4,2,,4,,,2,65,1965,1,140000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,1,1,2,,2,,2,,2,,,1,1,2,,1,3500,1,2,1,,,,,,,,,,,,1,2,2
32751,1976,1,1,100,2006,1,,,,,,,,,4,,,,,,,,,,800,,100,1973,2,170000,,,,,,0,10,80,10,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32765,1996,1,1,100,1991,1,,,,,,,,,1,10000,,,,,,,,500,,,140,1900,2,250000,0,10,50,40,0,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,3,4,,2,2,1
32772,1973,1,1,100,1989,1,2,,,,,,,,1,43000,,,,,,,,600,,,100,1972,1,200000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,1,1600,1,1400,2,,2,,1,800,,1,700,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
32810,1957,1,1,100,1955,1,,,,,,,,,7,8000,,,,,,,,200,,,100,1955,1,50000,10,20,50,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
32822,1971,2,,,,,,,,,,,,,,,,,270,2,1,400,3,,,2,70,1950,1,100000,,,,,,0,30,50,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32839,1980,1,1,100,1979,1,2,,,,,,,,7,170000,,,,,,,,,600,,135,1979,2,170000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32861,1969,1,1,100,1969,2,,,,,,,,,7,7000,,,,,,,,,600,,110,1967,1,150000,,,,,,0,30,50,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
32887,2005,1,1,100,2005,1,2,,,,,,,,1,400000,,,,,,,,700,,,280,1974,2,350000,0,0,100,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
33036,1961,2,,,,,,,,,,,,,,,,,55,6,1,300,6,,,2,65,1950,1,80000,0,0,10,80,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
33038,1986,4,,,,,,,,,,,,,,,,,,,,,1,,250,,90,1800,1,140000,,,,,,50,40,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
33275,1979,1,1,100,1991,2,,,,,,,,,5,25000,,,,,,,,500,,,100,1974,2,300000,90,7,1,1,1,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
33303,1960,1,1,100,2000,2,,,,,,,,,4,,,,,,,,,,600,,95,1950,2,150000,,,,,,10,20,50,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,1,1,,,,,,,,1,2,2
33335,1985,1,1,100,1997,1,2,,,,,,,,4,,,,,,,,,500,,,110,1982,2,200000,0,0,100,0,0,,,,,,2,,1,1,1,1,2,,2,,2,,2,,2,,1,8000,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,4,,1,2,1
33336,1981,1,1,100,1981,2,,,,,,,,,2,30000,,,,,,,,400,,,92,1981,1,100000,0,0,100,0,0,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
33348,1939,1,1,100,1965,1,2,,,,,,,,1,40000,,,,,,,,,250,,70,1840,2,100000,,,,,,80,10,5,5,0,1,1,1,1,1,1,2,,2,,1,3000,2,,2,,2,,1,1500,,1,7000,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33451,1995,1,1,100,1995,1,,,,,,,,,1,145000,,,,,,,,,450,,130,1985,2,320000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33455,2003,5,,,,,,,,,,,,,,,,,,,,,2,300,,,75,1952,1,100000,50,20,10,10,10,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,1,2400,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
33479,1968,1,1,100,1960,1,2,,,,,,,,7,10000,,,,,,,,700,,,120,1960,2,500000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,1,1
33644,1937,1,1,100,1937,1,,,,,,,,,6,,,,,,,,,,300,,130,1937,1,80000,,,,,,30,40,20,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33823,1955,1,1,100,1955,1,,,,,,,,,4,,,,,,,,,,400,,85,1955,1,50000,,,,,,20,20,20,30,10,2,,2,,2,,2,,2,,1,800,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33839,1981,1,1,100,1981,1,,,,,,,,,7,10000,,,,,,,,450,,,110,1980,1,185000,0,0,100,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
33877,1988,1,1,100,1988,1,2,,,,,,,,1,150000,,,,,,,,,450,,147,1600,2,250000,,,,,,30,40,30,0,0,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33882,1996,1,1,100,1996,1,,,,,,,,,2,200000,,,,,,,,,500,,170,1995,2,250000,,,,,,0,0,0,100,0,2,,2,,2,,2,,2,,1,3500,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33937,1985,4,,,,,,,,,,,,,,,,,,,,,2,,800,,140,1985,2,300000,,,,,,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
33985,1991,1,1,100,1991,2,,,,,,,,,1,150000,,,,,,,,,1200,,220,1931,2,500000,,,,,,0,0,30,60,10,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
33994,1980,1,1,100,1980,1,,,,,,,,,7,18000,,,,,,,,900,,,95,1980,2,125000,0,0,100,0,0,,,,,,2,,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
34059,1978,1,1,100,2009,1,,,,,,,,,4,,,,,,,,,,600,,150,1930,2,200000,,,,,,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,1,30000,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
34252,1960,1,1,100,1950,1,,,,,,,,,4,,,,,,,,,150,,,130,1950,2,90000,30,20,20,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
34732,1968,1,1,100,1964,1,,,,,,,,,4,,,,,,,,,250,,,300,1964,2,220000,5,10,25,50,10,,,,,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
34778,1955,1,1,100,1955,1,,,,,,,,,4,,,,,,,,,,400,,100,1940,1,120000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
34825,1995,1,1,100,1995,1,2,,,,,,,,2,175000,,,,,,,,,1000,,200,1995,2,220000,,,,,,10,30,40,20,0,1,1,2,,2,,2,,2,,2,,2,,2,,1,7000,1,,1,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
34900,1990,1,1,100,1990,1,,,,,,,,,5,100000,,,,,,,,,500,,180,1990,2,150000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,1,1,,2,1,2,2
35005,1983,4,,,,,,,,,,,,,,,,,,,,,3,,700,,70,1950,1,160000,,,,,,10,10,50,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35022,2004,1,1,100,2004,1,2,,,,,,,,2,70000,,,,,,,,400,,,110,2003,2,160000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
35032,1996,1,1,100,2016,1,2,,,,,,,,7,130000,,,,,,,,600,,,95,1996,2,160000,10,50,10,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
35234,1973,1,1,100,1973,1,,,,,,,,,2,5000,,,,,,,,,600,,90,1972,2,150000,,,,,,0,10,70,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,1,1,2,,2,,1,1,2,,,3,2,2,,2,,1,2,2,3,1,,,,,,,,,,1,2,2
35319,1960,5,,,,,,,,,,,,,,,,,,,,,2,,500,,90,1960,2,350000,,,,,,20,20,10,50,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35322,1962,1,1,100,1968,1,2,,,,,,,,1,16000,,,,,,,,,300,,90,1962,2,150000,,,,,,20,20,20,20,20,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,2
35323,1990,4,,,,,,,,,,,,,,,,,,,,,2,,350,,66,1980,1,180000,,,,,,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35326,1959,1,1,100,1959,1,,,,,,,,,4,,,,,,,,,400,,,110,1950,1,170000,10,40,30,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35340,1975,2,,,,,,,,,,,,,,,,,40,6,1,130,7,,,2,60,1970,1,80000,10,30,20,30,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35349,1950,4,,,,,,,,,,,,,,,,,,,,,2,300,,,80,1948,1,70000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35355,1940,1,2,50,1940,1,,,,,,,,,4,,2,,,,,,,,300,,60,1940,1,50000,,,,,,20,10,20,20,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35370,1970,4,,,,,,,,,,,,,,,,,,,,,2,200,,,100,1965,1,100000,20,40,10,20,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35372,1978,1,1,100,1978,1,2,,,,,,,,4,,,,,,,,,,350,,130,1975,2,150000,,,,,,50,10,20,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
35374,1981,1,1,100,1981,2,,,,,,,,,4,,,,,,,,,,400,,90,1970,1,140000,,,,,,40,20,10,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35379,1976,1,1,100,1976,1,2,,,,,,,,4,,,,,,,,,,500,,100,1976,2,120000,,,,,,30,30,20,15,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35502,1982,1,1,100,1984,1,2,,,,,,,,1,7000,,,,,,,,,300,,65,1920,1,70000,,,,,,60,10,10,10,10,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
35507,1970,1,1,100,1970,2,3,,,,,,,,2,5000,,,,,,,,,500,,110,1965,2,150000,,,,,,40,20,20,15,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,2,,,,,1,1,,,,,,,,1,2,2
35508,1990,5,,,,,,,,,,,,,,,,,,,,,1,,150,,80,1920,1,50000,,,,,,60,10,10,10,10,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,10000,1,3,1,,,,,,,,1,1,,3,1,2,2
35518,1978,1,1,100,1978,1,,,,,,,,,2,35000,,,,,,,,700,,,160,1978,2,180000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35600,1980,3,1,100,2005,1,,,,,,,,,3,15000,,,,,,,,250,,,60,1970,1,40000,20,20,40,20,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35640,1978,1,1,100,1977,1,2,,,,,,,,2,60000,,,,,,,,500,,,140,1971,2,250000,10,10,40,40,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
35682,1949,1,1,100,1976,1,2,,,,,,,,5,50000,,,,,,,,,300,,100,1949,1,70000,,,,,,10,30,60,0,0,1,1,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,2
35788,1977,1,1,100,1977,1,,,,,,,,,4,,,,,,,,,,800,,140,1956,2,300000,,,,,,0,20,50,15,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
35968,1927,1,1,100,1993,1,,,,,,,,,4,,,,,,,,,,1200,,100,1850,1,300000,,,,,,10,10,60,10,10,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
36067,1995,1,1,100,1995,1,2,,,,,,,,1,70000,,,,,,,,500,,,128,1975,2,120000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
36130,1986,1,1,100,1986,2,,,,,,,,,4,,,,,,,,,,500,,90,1974,1,130000,,,,,,0,50,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,2,2
36164,1985,1,1,100,1985,1,2,,,,,,,,5,15000,,,,,,,,,400,,100,1980,1,80000,,,,,,0,30,50,10,10,2,,2,,2,,1,1,2,,2,,1,1500,2,,2,,1,,1,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
36186,2007,1,1,100,2011,1,,,,,,,,,4,,,,,,,,,,200,,60,1965,2,100000,,,,,,0,20,80,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
36250,1988,1,1,100,1981,1,,,,,,,,,5,25000,,,,,,,,,350,,90,1975,2,130000,,,,,,20,30,30,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,,,,,,,1,2,2
36321,1980,1,1,100,1979,1,2,,,,,,,,3,30000,,,,,,,,350,,,68,1965,1,80000,0,60,40,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
36333,2013,1,1,100,2013,1,,,,,,,,,1,180000,,,,,,,,500,,,110,1987,2,200000,50,30,20,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,50000,2,,,,,2,,,2,2,,,,,1,2,1
36378,1996,1,1,100,1996,1,2,,,,,,,,1,130000,,,,,,,,550,,,135,1996,1,125000,0,50,50,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,1
36403,1978,2,,,,,,,,,,,,,,,,,330,2,1,500,7,,,2,90,1970,1,90000,0,20,30,30,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
36409,1985,1,1,100,1995,1,2,,,,,,,,1,140000,,,,,,,,400,,,78,1960,1,140000,10,20,20,30,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
36443,1990,1,1,100,1990,1,2,,,,,,,,1,60000,,,,,,,,,500,,100,1985,1,145000,,,,,,0,0,100,0,0,2,,2,,2,,2,,1,15000,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,2,1,1,2
36450,1952,1,1,100,2014,1,,,,,,,,,4,,,,,,,,,450,,,70,1917,2,300000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,1,3400,2,,2,,2,,1,170,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
36522,1987,1,1,100,1987,1,,,,,,,,,6,,,,,,,,,,500,,90,1968,2,300000,,,,,,0,0,0,20,80,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,3,2,2,2
36524,1976,1,1,100,1976,1,2,,,,,,,,7,45000,,,,,,,,,400,,110,1974,2,220000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
36697,1997,2,,,,,,,,,,,,,,,,,500,1,2,,4,,,2,80,1967,1,100000,,,,,,30,20,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
36893,1985,1,1,100,1985,1,,,,,,,,,7,45000,,,,,,,,,600,,160,1985,2,140000,,,,,,0,0,100,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
37001,1974,1,1,100,1984,1,2,,,,,,,,4,,,,,,,,,700,,,100,1902,1,300000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,2,2,1
37011,2000,1,1,100,2000,1,2,,,,,,,,2,250000,,,,,,,,,800,,220,2000,2,500000,,,,,,0,40,50,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
37299,1987,3,1,100,1987,1,,,,,,,,,3,30000,,,,,,,,,600,,80,1980,1,200000,,,,,,10,90,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
