nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
896764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,9000,9000,0
896764,2,5500,0,0,0,2000,0,0,0,5500,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,7500,0,0
896842,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,6000,6000,26.637529374,0,0,0,26.637529374,6026.6375294,21026.637529,0,0
896842,2,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
896842,3,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
896842,4,7500,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0
896856,1,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,18.326407621,0,48.866385672,0,67.192793293,67.192793293,14567.192793,0,0
896856,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
896875,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,7200,7200,2.565697067,0,0,0,2.565697067,7202.5656971,28002.565697,0,0
896875,2,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
896897,1,55000,6000,0,0,0,0,0,0,61000,0,0,0,0,0,0,24000,24000,0,0,9.8056778915,0,9.8056778915,24009.805678,85009.805678,0,0
896897,2,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
896897,3,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
896902,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,6000,6000,2.1991689145,0,0,0,2.1991689145,6002.1991689,24202.199169,0,0
896927,1,0,0,11960,0,0,0,0,0,0,11960,0,0,11960,0,0,5200,5200,148.69580949,0,0,0,148.69580949,5348.6958095,17308.695809,0,0
896927,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
896981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,6000,6000,19.059463926,79.248800574,0,0,98.3082645,6098.3082645,26098.308265,20000,0
896981,2,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,0,0,23400,0,0
896981,3,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
896988,1,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,100,6000,6100,27.14532867,0,0,0,27.14532867,6127.1453287,29527.145329,0,0
896995,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,6000,6000,2.9322252194,0,0,0,2.9322252194,6002.9322252,24002.932225,0,0
896996,1,35000,2000,0,0,0,0,0,0,37000,0,0,0,0,0,0,24000,24000,10.995844573,0,0,5533.6206746,-5522.62483,18477.37517,55477.37517,0,0
896996,2,18000,250,0,0,0,0,0,0,18250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250,0,0
897030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,6000,0,0
897127,1,0,0,8400,0,0,0,0,0,0,8400,0,0,8400,0,0,8400,8400,48.232063769,0,0,0,48.232063769,8448.2320638,16848.232064,0,0
897127,2,0,0,10200,0,0,0,0,0,0,10200,0,0,10200,0,0,0,0,0,0,0,0,0,0,10200,0,0
897127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,10000,10000,0
897134,1,0,0,12000,0,0,0,0,1000,0,12000,-1000,-1000,11000,0,0,12000,12000,172.42894478,28.676776087,209.4706747,0,410.57639557,12410.576396,23410.576396,0,0
897225,1,0,0,19630,0,0,0,0,0,0,19630,0,0,19630,0,0,6000,6000,5.5176930696,0,0,0,5.5176930696,6005.5176931,25635.517693,0,0
897226,1,0,0,15360,0,0,0,0,0,0,15360,0,0,15360,0,0,4800,4800,19.216442838,0,0,0,19.216442838,4819.2164428,20179.216443,0,0
897228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,16200,2.3283543559,0,0,0,2.3283543559,16202.328354,16202.328354,0,0
897228,2,0,0,12428,0,0,0,0,0,0,12428,0,0,12428,0,0,0,0,0,0,0,0,0,0,12428,0,0
897263,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,6000,6000,13.136920863,0,0,0,13.136920863,6013.1369209,24013.136921,0,0
897265,1,16500,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,5.4673917721,0,0,0,5.4673917721,5.4673917721,16505.467392,0,0
897397,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,4800,4800,68.103065234,0,0,0,68.103065234,4868.1030652,17868.103065,0,0
897414,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,8.3586600886,0,0,0,8.3586600886,8.3586600886,11708.35866,0,0
897435,1,0,0,21450,0,0,0,0,0,0,21450,0,0,21450,0,0,4200,4200,41.646776614,0,0,0,41.646776614,4241.6467766,25691.646777,0,0
897435,2,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,0,0,0,0,0,0,0,0,19500,0,0
897442,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,5400,5400,22.553198688,113.09512705,0,0,135.64832573,5535.6483257,23535.648326,0,0
897442,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
897572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,14.899930289,0,0,0,14.899930289,14.899930289,17014.89993,17000,0
897604,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,16.311893391,0,0,0,16.311893391,16.311893391,20016.311893,0,0
897616,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,16.429236276,0,0,0,16.429236276,16.429236276,19016.429236,0,0
897635,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,6600,6600,32.987533718,0,0,0,32.987533718,6632.9875337,24832.987534,0,0
897636,1,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,7250,7250,105.92663605,0,0,0,105.92663605,7355.9266361,25555.926636,0,0
897636,2,0,0,14170,0,0,0,0,0,0,14170,0,0,14170,0,0,0,0,0,0,0,0,0,0,14170,0,0
897676,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4200,4200,6.5975067436,0,0,0,6.5975067436,4206.5975067,14606.597507,0,0
897676,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,20000,20000,0
897683,1,4000,0,0,0,0,0,0,0,4000,0,0,0,0,0,300,5200,5500,3.6652815242,0,0,0,3.6652815242,5503.6652815,9503.6652815,0,0
897683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,8000,8000,0
897686,1,0,0,14950,0,0,0,0,0,0,14950,0,0,14950,0,0,4800,4800,21.991689145,0,0,0,21.991689145,4821.9916891,19771.991689,0,0
897686,2,0,0,7670,0,0,0,0,0,0,7670,0,0,7670,0,0,0,0,0,0,0,0,0,0,7670,0,0
897705,1,0,0,20020,0,0,0,0,5000,0,20020,-5000,-5000,15020,0,0,6000,6000,97.326061754,0,0,0,97.326061754,6097.3260618,21117.326062,0,0
897712,1,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,4800,4800,2.9322252194,0,0,0,2.9322252194,4802.9322252,19302.932225,0,0
897712,2,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0
897713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,2075.107753,-2075.107753,2724.892247,2724.892247,0,0
897713,2,0,0,0,0,0,0,16000,0,0,0,16000,16000,16000,0,0,0,0,0,0,0,0,0,0,16000,0,0
897715,1,18200,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,6000,6000,0,0,0,0,0,6000,24200,0,0
897782,1,0,0,32400,0,0,0,0,0,0,32400,0,0,32400,0,4800,7200,12000,418.63400764,0,140.05641931,0,558.69042695,12558.690427,44958.690427,0,0
897808,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,4800,4800,35.608843664,0,0,345.85129216,-310.2424485,4489.7575515,22489.757552,0,0
897828,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,3600,9000,12600,7.3305630485,0,33.510921386,0,40.841484434,12640.841484,24340.841484,0,0
897828,2,0,0,18650,500,0,0,0,0,0,19150,0,0,19150,0,0,0,0,0,0,0,0,0,0,19150,0,0
897837,1,0,0,20020,0,0,0,0,0,0,20020,0,0,20020,0,0,12000,12000,128.28485335,515.11720373,0,0,643.40205708,12643.402057,32663.402057,0,0
897837,2,0,0,12350,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,0,0,12350,0,0
897853,1,8100,840,0,0,0,0,0,0,8940,0,0,0,0,0,0,6000,6000,17.593351316,0,26.714446419,0,44.307797735,6044.3077977,14984.307798,0,0
897859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,0,0,0,0,0,0,0,0,0,5800,5800,0
897859,2,16800,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16800,0,0
897870,1,17500,1200,0,0,0,0,0,0,18700,0,0,0,0,0,0,7200,7200,2.9322252194,0,0,3458.5129216,-3455.580696,3744.4193036,22444.419304,0,0
897876,1,0,0,18000,0,0,0,0,0,0,18000,0,0,18000,0,0,3850,3850,32.987533718,0,0,0,32.987533718,3882.9875337,21882.987534,0,0
897876,2,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0
897893,1,0,0,5590,0,0,0,0,0,0,5590,0,0,5590,0,0,5400,5400,0,0,0,0,0,5400,10990,0,0
897893,2,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,0,0,5200,0,0
897925,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6000,6000,26.390026974,0,0,0,26.390026974,6026.390027,21626.390027,0,0
897935,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,5400,5400,10.995844573,0,0,0,10.995844573,5410.9958446,11910.995845,0,0
897989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,8400,8400,3.6652815242,0,0,0,3.6652815242,8403.6652815,14403.665282,6000,0
897995,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,6600,6600,0,0,0,0,0,6600,14400,0,0
898029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0521515988,0,0,0,6.0521515988,6.0521515988,6.0521515988,0,0
898029,2,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
898032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.534048463,0,0,0,15.534048463,15.534048463,15.534048463,0,0
898032,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
898051,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,22.971494804,0,0,0,22.971494804,22.971494804,15622.971495,0,0
898051,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
898053,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4200,4200,15.910010608,0,0,0,15.910010608,4215.9100106,14615.910011,0,0
898057,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,4800,4800,31.337518882,0,0,0,31.337518882,4831.3375189,17831.337519,0,0
898071,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,5400,5400,0,0,0,0,0,5400,17400,0,0
898071,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
898090,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,0,0,0,0,4200,4200,0,0
898090,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
898138,1,0,0,33800,0,0,0,0,0,0,33800,0,0,33800,0,0,14400,14400,246.35617518,441.67319576,333.23196855,0,1021.2613395,15421.261339,49221.261339,0,0
898138,2,0,0,5044,420,0,0,0,0,0,5464,0,0,5464,0,0,0,0,0,0,0,0,0,0,5464,0,0
898191,1,9600,0,0,0,960,0,0,0,9600,0,0,960,960,0,7460,7800,15260,73.305630485,0,7.7075119187,1037.5538765,-956.5407341,14303.459266,24863.459266,0,0
898191,2,9000,0,0,0,8000,0,0,0,9000,0,0,8000,8000,0,0,0,0,0,0,0,0,0,0,17000,0,0
898208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.692935774,0,0,0,18.692935774,18.692935774,18.692935774,0,0
898208,2,24300,0,0,0,800,0,0,0,24300,0,0,800,800,500,0,0,0,0,0,0,0,0,0,25600,500,0
898220,1,60000,5000,0,0,0,0,0,20000,65000,0,-20000,-20000,-20000,0,3600,45000,48600,131.95013487,0,15079.412501,0,15211.362636,63811.362636,108811.36264,0,0
898288,1,16600,0,0,0,0,0,0,0,16600,0,0,0,0,0,0,0,0,9.1632038106,59.436600431,0,0,68.599804241,68.599804241,16668.599804,0,0
898326,1,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,1800,1800,0,0,0,0,0,1800,26800,0,0
898326,2,0,0,0,0,10000,0,0,0,0,0,0,10000,10000,0,0,0,0,0,0,0,0,0,0,10000,0,0
898326,3,0,0,0,0,0,25000,0,0,0,0,0,25000,25000,0,0,0,0,0,0,0,0,0,0,25000,0,0
898380,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,3600,3600,124.21562624,0,0,0,124.21562624,3724.2156262,19324.215626,0,0
898380,2,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,0,0,0,0,0,0,0,0,16250,0,0
898387,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,3600,3600,0,0,0,0,0,3600,17900,0,0
898390,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,2400,2400,2.3493400846,0,0,0,2.3493400846,2402.3493401,18002.34934,0,0
898390,2,0,0,13650,0,0,0,0,0,0,13650,0,0,13650,0,0,0,0,0,0,0,0,0,0,13650,0,0
898401,1,20000,400,0,0,0,0,0,0,20400,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,24000,0,0
898416,1,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,3600,3600,2.8315546686,0,0,0,2.8315546686,3602.8315547,17602.831555,0,0
898434,1,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,4800,4800,117.28900878,0,0,0,117.28900878,4917.2890088,22467.289009,0,0
898434,2,0,0,11375,0,0,0,0,0,0,11375,0,0,11375,0,0,0,0,0,0,0,0,0,0,11375,0,0
898442,1,35000,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,4800,4800,5.4979222863,0,0,0,5.4979222863,4805.4979223,39805.497922,0,0
898590,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,3.482017448,0,0,0,3.482017448,3.482017448,20003.482017,0,0
898590,2,10500,0,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0
898591,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,7200,7200,44.865500425,316.63953685,0,0,361.50503727,7561.5050373,29661.505037,0,0
898591,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
898594,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,6000,6000,15.929122646,59.062619751,0,0,74.991742397,6074.9917424,19074.991742,0,0
898633,1,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,7200,7200,23.059895301,0,0,0,23.059895301,7223.0598953,18273.059895,0,0
898640,1,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,4200,4200,5.1660601129,0,0,0,5.1660601129,4205.1660601,10705.16606,0,0
898640,2,0,0,3250,0,0,0,0,0,0,3250,0,0,3250,0,0,0,0,0,0,0,0,0,0,3250,0,0
898659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,7000,13400,20400,55.529259266,0,0,0,55.529259266,20455.529259,68455.529259,48000,0
898659,2,25000,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0
898661,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,7200,7200,5.3454497667,0,0,0,5.3454497667,7205.3454498,28205.34545,0,0
898667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,6000,6000,18.690617748,0,0,3458.5129216,-3439.822304,2560.1776961,26560.177696,24000,0
898667,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
898673,1,12000,0,0,0,0,0,0,8000,12000,0,-8000,-8000,-8000,0,0,7200,7200,18.014824999,0,0,0,18.014824999,7218.014825,11218.014825,0,0
898674,1,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,5500,5500,16.297644437,0,0,0,16.297644437,5516.2976444,19516.297644,0,0
898674,3,4800,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0
898678,1,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,5400,5400,80.636193533,0,0,0,80.636193533,5480.6361935,28480.636194,0,0
898678,2,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0
898680,1,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,4800,4800,62.231959657,0,0,0,62.231959657,4862.2319597,28262.23196,0,0
898682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,0,0,0,3600,3600,0,0
898699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,43.45872041,0,0,0,43.45872041,3643.4587204,3643.4587204,0,0
898699,4,8400,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,0,0
898811,1,15500,0,0,0,0,0,0,0,15500,0,0,0,0,0,0,7200,7200,10.995844573,0,0,0,10.995844573,7210.9958446,22710.995845,0,0
898816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,4800,0,0
898816,2,0,0,0,0,0,0,6000,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,6000,0,0
898823,1,7000,0,0,0,0,0,0,1500,7000,0,-1500,-1500,-1500,0,0,6000,6000,0,0,0,0,0,6000,11500,0,0
898977,1,0,0,22100,100,0,0,0,0,0,22200,0,0,22200,0,0,17200,17200,879.66756581,0,22.855997562,0,902.52356338,18102.523563,40302.523563,0,0
898985,1,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,7200,7200,1.7013977847,27.646871737,450.8435085,0,480.19177802,7680.191778,31080.191778,0,0
898985,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
898985,3,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0
898992,1,0,0,12168,0,0,0,0,840,0,12168,-840,-840,11328,0,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,11331.665282,0,0
898993,1,0,0,13200,0,0,0,0,0,0,13200,0,0,13200,0,0,0,0,20.159048383,0,0,0,20.159048383,20.159048383,13220.159048,0,0
898999,1,0,0,24700,0,0,0,0,0,0,24700,0,0,24700,0,0,8400,8400,1.3434981275,70.059653007,240.8189148,0,312.22206593,8712.2220659,33412.222066,0,0
899005,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,6000,6000,55.826857985,0,0,0,55.826857985,6055.826858,16455.826858,0,0
899005,2,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,0,0,11700,0,0
899032,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,6000,6000,91.632038106,0,0,0,91.632038106,6091.6320381,25591.632038,0,0
899032,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
899032,3,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
899055,1,22000,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,8500,8500,19.463728197,0,0,2766.8103373,-2747.346609,5752.6533909,27752.653391,0,0
899055,2,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0
899076,1,0,0,9880,0,0,0,0,0,0,9880,0,0,9880,0,0,3600,3600,13.928069792,0,0,0,13.928069792,3613.9280698,13493.92807,0,0
899077,1,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,4200,4200,32.254477413,0,0,0,32.254477413,4232.2544774,19232.254477,0,0
899077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,13000,13000,0
899077,3,0,0,9490,0,0,0,0,0,0,9490,0,0,9490,0,0,0,0,0,0,0,0,0,0,9490,0,0
899077,4,0,0,3640,0,0,0,0,0,0,3640,0,0,3640,0,0,0,0,0,0,0,0,0,0,3640,0,0
899079,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,7200,7200,60.47714515,0,0,0,60.47714515,7260.4771451,18960.477145,0,0
899079,2,9600,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0
899081,1,0,0,9880,0,0,0,0,0,0,9880,0,0,9880,0,0,3000,3000,17.422402163,0,0,0,17.422402163,3017.4224022,12897.422402,0,0
899140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,28.4329938,0,0,0,28.4329938,12028.432994,12028.432994,0,0
899140,2,0,0,23400,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,0,0,23400,0,0
899143,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,4800,4800,5.5350373559,0,0,0,5.5350373559,4805.5350374,16505.535037,0,0
899144,1,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,6000,6000,26.208547468,0,0,0,26.208547468,6026.2085475,18026.208547,0,0
899144,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
899233,1,36000,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,14000,14000,219.91689145,0,909.6098681,0,1129.5267596,15129.52676,51129.52676,0,0
899233,2,34000,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,0,0
899233,3,4500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0
899248,1,26000,0,0,0,0,0,90,0,26000,0,90,90,90,0,0,4900,4900,29.322252194,0,0,0,29.322252194,4929.3222522,31019.322252,0,0
899248,2,0,0,0,0,0,0,90,0,0,0,90,90,90,8000,0,0,0,0,0,0,0,0,0,8090,8000,0
899248,3,0,0,0,0,0,0,90,0,0,0,90,90,90,0,0,0,0,0,0,0,0,0,0,90,0,0
899248,4,0,0,0,0,0,0,90,0,0,0,90,90,90,0,0,0,0,0,0,0,0,0,0,90,0,0
899248,5,0,0,0,0,0,0,90,0,0,0,90,90,90,0,0,0,0,0,0,0,0,0,0,90,0,0
899268,1,9100,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,10.383708631,0,0,0,10.383708631,10.383708631,9110.3837086,0,0
899301,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,6000,6000,109.95844573,475.49280345,0,0,585.45124917,6585.4512492,27385.451249,0,0
899301,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
899306,1,0,0,29900,0,0,0,0,0,0,29900,0,0,29900,0,0,24000,24000,54.979222863,0,67.021842771,0,122.00106563,24122.001066,54022.001066,0,0
899306,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
899437,1,0,0,32500,0,0,0,0,0,0,32500,0,0,32500,0,0,4800,4800,91.632038106,0,0,0,91.632038106,4891.6320381,37391.632038,0,0
899437,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
899488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,4800,0,0
899488,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
899500,1,0,0,16510,0,0,0,0,0,0,16510,0,0,16510,0,0,29000,29000,32.987533718,0,0,0,32.987533718,29032.987534,45542.987534,0,0
899500,3,0,0,9750,0,0,0,0,0,0,9750,0,0,9750,0,0,0,0,0,0,0,0,0,0,9750,0,0
899500,4,0,0,6487,0,0,0,0,0,0,6487,0,0,6487,0,0,0,0,0,0,0,0,0,0,6487,0,0
899501,1,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,17800,0,0
899536,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,6000,6000,25.65697067,0,0,0,25.65697067,6025.6569707,21625.656971,0,0
899536,2,0,0,7540,0,0,0,0,0,0,7540,0,0,7540,0,0,0,0,0,0,0,0,0,0,7540,0,0
899536,3,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
899538,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,9600,9600,32.987533718,198.12200144,0,0,231.10953515,9831.1095352,24131.109535,0,0
899538,2,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
899539,1,0,0,12740,0,0,0,0,0,0,12740,0,0,12740,0,0,7200,7200,135.6154164,0,0,0,135.6154164,7335.6154164,20075.615416,0,0
899540,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,19200,19200,49.481300577,99.061000718,0,0,148.54230129,19348.542301,32348.542301,0,0
899540,2,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,0,0,0,0,0,0,0,0,7150,0,0
899546,1,0,0,0,0,0,0,0,15000,0,0,-15000,-15000,-15000,80000,0,9600,9600,65.975067436,198.12200144,1053.2350317,0,1317.3321005,10917.332101,75917.332101,80000,0
899546,2,23000,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0
899549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,6000,6000,150.27654249,0,0,0,150.27654249,6150.2765425,14150.276542,8000,0
899549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,8000,8000,0
899549,3,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
