nquest,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA2,YTA31,YTA32,YL,YTP,YTA3,YTA,YT,YM,YCA1,YCA2,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y,YMA1,YMA2
817276,1,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,4800,4800,14.661126097,0,315.9705095,0,330.6316356,5130.6316356,20730.631636,0,0
817402,1,19000,1500,0,0,0,0,0,0,20500,0,0,0,0,0,0,3600,3600,160.94634829,0,0,0,160.94634829,3760.9463483,24260.946348,0,0
817402,2,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
817480,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,4800,4800,128.28485335,0,0,0,128.28485335,4928.2848533,15328.284853,0,0
817480,2,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,0,0,0,0,0,0,0,0,11050,0,0
817487,1,0,0,22100,0,0,0,0,0,0,22100,0,0,22100,0,0,6000,6000,326.21005566,0,0,0,326.21005566,6326.2100557,28426.210056,0,0
817487,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
817487,3,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
817675,1,11000,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0
817742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817742,2,7000,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0
817747,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,6000,6000,18.326407621,0,0,0,18.326407621,6018.3264076,22918.326408,0,0
817749,1,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,10400,10400,26.890553893,0,0,0,26.890553893,10426.890554,23426.890554,0,0
817842,3,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
817905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,6600,6600,22.528986514,0,0,2351.7887867,-2329.2598,4270.7401998,14270.7402,10000,0
817905,2,16900,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16900,0,0
817967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,4800,4800,0,0,0,0,0,4800,10800,6000,0
817967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,6000,0
818057,1,16900,0,0,0,0,0,0,0,16900,0,0,0,0,0,0,4800,4800,13.454106656,0,0,0,13.454106656,4813.4541067,21713.454107,0,0
818064,1,0,0,13481,0,0,0,0,0,0,13481,0,0,13481,0,0,6000,6000,57.114867047,0,0,0,57.114867047,6057.114867,19538.114867,0,0
818290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818290,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,7000,7000,0
818290,3,5200,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,0
818345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35572.340351,0,9200,9200,331.34144979,0,1340.7719646,0,1672.1134144,10872.113414,46444.453766,35572.340351,0
818345,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
818345,3,1650,0,0,0,2940,0,0,0,1650,0,0,2940,2940,0,0,0,0,0,0,0,0,0,0,4590,0,0
818425,1,0,0,16250,700,0,0,0,0,0,16950,0,0,16950,0,6000,7200,13200,25.654151101,0,201.69752122,0,227.35167232,13427.351672,30377.351672,0,0
818425,2,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,0,0,0,0,0,0,0,0,19500,0,0
818426,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,6000,6000,12000,60.945856883,0,0,0,60.945856883,12060.945857,22460.945857,0,0
818640,1,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,14800,0,0
818640,4,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
819010,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,6000,6000,17.313611828,0,0,0,17.313611828,6017.3136118,26017.313612,0,0
819010,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
819031,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,8.3466579238,0,0,0,8.3466579238,8.3466579238,16908.346658,0,0
819125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,3300,3300,0,0,0,0,0,3300,18300,15000,0
819127,1,0,0,25185.651101,0,0,0,0,0,0,25185.651101,0,0,25185.651101,0,0,4800,4800,20.159048383,0,0,0,20.159048383,4820.1590484,30005.810149,0,0
819127,2,0,0,5200,0,0,0,0,0,0,5200,0,0,5200,0,0,0,0,0,0,0,0,0,0,5200,0,0
819156,1,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,7.5658006998,0,0,0,7.5658006998,7.5658006998,7807.5658007,0,0
819168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,12.11793062,0,0,0,12.11793062,3612.1179306,3612.1179306,0,0
819168,2,0,0,12350,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,0,0,12350,0,0
819330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,157.13249792,0,0,0,157.13249792,6157.1324979,6157.1324979,0,0
819350,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,8400,8400,25.748207492,0,0,0,25.748207492,8425.7482075,20125.748207,0,0
819350,2,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
819350,3,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
819433,1,0,0,7150,0,0,0,0,0,0,7150,0,0,7150,0,0,1800,1800,2.1991689145,0,0,0,2.1991689145,1802.1991689,8952.1991689,0,0
819517,1,14500,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,9600,9600,39.864976073,0,0,4496.0667981,-4456.201822,5143.798178,19643.798178,0,0
819517,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
819517,3,0,0,0,0,1800,0,0,0,0,0,0,1800,1800,0,0,0,0,0,0,0,0,0,0,1800,0,0
819575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,27000,27000,12.828485335,0,0,7608.7284276,-7595.899942,19404.100058,89404.100058,70000,0
819575,3,0,0,2400,0,0,0,0,0,0,2400,0,0,2400,0,0,0,0,0,0,0,0,0,0,2400,0,0
819626,1,0,0,15210,0,0,0,0,0,0,15210,0,0,15210,0,0,6000,6000,73.305630485,0,0,0,73.305630485,6073.3056305,21283.30563,0,0
819626,2,0,0,6487,0,0,0,0,0,0,6487,0,0,6487,0,0,0,0,0,0,0,0,0,0,6487,0,0
819653,1,0,0,11700,0,0,0,0,0,0,11700,0,0,11700,0,0,10100,10100,183.26407621,118.87320086,0,0,302.13727707,10402.137277,22102.137277,0,0
819653,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
819664,1,0,0,10790,0,0,0,0,0,0,10790,0,0,10790,0,0,3600,3600,32.987533718,0,0,0,32.987533718,3632.9875337,14422.987534,0,0
819693,1,11700,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,36.652815242,0,0,0,36.652815242,36.652815242,11736.652815,0,0
819693,2,9500,0,0,0,0,0,0,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0
819831,1,17550,0,0,0,0,0,0,0,17550,0,0,0,0,0,0,8400,8400,2.9494192933,0,0,0,2.9494192933,8402.9494193,25952.949419,0,0
819972,1,0,0,0,0,450,0,0,0,0,0,0,450,450,0,0,7200,7200,116.73921655,0,0,0,116.73921655,7316.7392165,7766.7392165,0,0
819972,2,0,0,11928,0,0,0,0,0,0,11928,0,0,11928,0,0,0,0,0,0,0,0,0,0,11928,0,0
820115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,4800,4800,0,0
820171,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,6000,6000,11.698691818,0,0,0,11.698691818,6011.6986918,22911.698692,0,0
820465,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,8400,8400,54.979222863,0,0,0,54.979222863,8454.9792229,29254.979223,0,0
820465,2,0,0,18200,0,0,0,0,0,0,18200,0,0,18200,0,0,0,0,0,0,0,0,0,0,18200,0,0
820465,3,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0
820606,1,0,0,0,0,0,0,0,700,0,0,-700,-700,-700,0,0,15400,15400,164.67844812,0,97.621752274,0,262.3002004,15662.3002,14962.3002,0,0
820606,2,30000,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0
820675,1,18200,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,2160,2160,87.31120173,0,0,0,87.31120173,2247.3112017,20447.311202,0,0
820697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,7800,7800,32.66454125,0,57.090484921,0,89.755026171,7889.7550262,9189.7550262,1300,0
820697,2,24000,0,0,0,0,4500,0,0,24000,0,0,4500,4500,0,0,0,0,0,0,0,0,0,0,28500,0,0
820707,1,21500,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,2760,2760,121.5377919,0,0,51.877693824,69.660098078,2829.6600981,24329.660098,0,0
820707,3,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
820718,1,0,0,11180,0,0,0,0,0,0,11180,0,0,11180,0,0,2400,2400,13.782483823,0,0,0,13.782483823,2413.7824838,13593.782484,0,0
820847,1,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,7200,7200,33.458576049,0,0,0,33.458576049,7233.458576,24233.458576,0,0
820847,2,17000,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0
820966,1,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,8400,8400,58.644504388,0,0,2766.8103373,-2708.165833,5691.8341671,25691.834167,0,0
820966,2,0,0,0,0,1500,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,1500,0,0
821008,1,29000,0,0,0,0,0,0,0,29000,0,0,0,0,0,0,9600,9600,56.811863626,0,0,0,56.811863626,9656.8118636,38656.811864,0,0
821020,1,26000,2500,0,0,0,0,0,0,28500,0,0,0,0,0,0,9600,9600,41.063798771,0,0,0,41.063798771,9641.0637988,38141.063799,0,0
821170,1,0,0,24830,0,0,0,0,0,0,24830,0,0,24830,0,0,17600,17600,25.65697067,0,67.021842771,0,92.678813441,17692.678813,42522.678813,0,0
821170,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
821350,1,24000,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,18000,18000,14.661126097,0,0,0,14.661126097,18014.661126,42014.661126,0,0
821350,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,16000,16000,0
821387,1,0,0,20800,0,0,0,0,0,0,20800,0,0,20800,0,0,7200,7200,40.318096766,0,0,0,40.318096766,7240.3180968,28040.318097,0,0
821489,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,0,0,9100,0,0
821713,1,0,0,13200,0,0,0,0,0,0,13200,0,0,13200,0,0,4200,4200,68.986860246,13.980426567,0,0,82.967286813,4282.9672868,17482.967287,0,0
821727,1,20000,0,0,0,0,0,0,2000,20000,0,-2000,-2000,-2000,0,0,8400,8400,13.630997681,30.539551028,248.21543904,0,292.38598774,8692.3859877,26692.385988,0,0
821727,5,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0
821770,1,0,0,25800,0,0,0,0,0,0,25800,0,0,25800,0,0,4800,4800,50.024629138,42.312810537,0,0,92.337439675,4892.3374397,30692.33744,0,0
821789,1,0,0,13200,0,0,0,0,0,0,13200,0,0,13200,0,0,0,0,33.063285011,0,0,0,33.063285011,33.063285011,13233.063285,0,0
821789,2,0,0,14400,0,0,0,0,0,0,14400,0,0,14400,0,0,0,0,0,0,0,0,0,0,14400,0,0
821841,1,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,4800,4800,3.6652815242,0,0,0,3.6652815242,4803.6652815,10803.665282,0,0
821841,2,16800,0,0,0,0,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16800,0,0
821844,1,21500,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,1800,1800,0.9163203811,0,0,0,0.9163203811,1800.9163204,23300.91632,0,0
821854,1,0,0,16440,0,100,0,0,0,0,16440,0,100,16540,0,0,7600,7600,18.326407621,0,0,0,18.326407621,7618.3264076,24158.326408,0,0
821854,2,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0
822033,1,0,0,10530,0,0,0,0,0,0,10530,0,0,10530,0,0,0,0,256.5697067,0,0,0,256.5697067,256.5697067,10786.569707,0,0
822033,2,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,0,0,0,0,0,0,0,0,14300,0,0
822191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,18.326407621,0,0,691.70258432,-673.3761767,5326.6238233,5326.6238233,0,0
822191,2,36000,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0
822266,1,0,0,6890,0,0,0,0,0,0,6890,0,0,6890,0,0,7800,7800,26.422135095,0,0,31.126616295,-4.7044812,7795.2955188,14685.295519,0,0
822266,2,0,0,7800,0,0,0,0,0,0,7800,0,0,7800,0,0,0,0,0,0,0,0,0,0,7800,0,0
822266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,8000,8000,0
822398,1,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,13200,13200,150.27654249,0,0,0,150.27654249,13350.276542,23750.276542,0,0
822398,2,0,0,6500,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,0,0,6500,0,0
822408,1,0,0,12480,0,0,0,0,0,0,12480,0,0,12480,0,0,12000,12000,65.975067436,0,0,0,65.975067436,12065.975067,24545.975067,0,0
822408,2,0,0,7840,0,0,0,0,0,0,7840,0,0,7840,0,0,0,0,0,0,0,0,0,0,7840,0,0
822408,3,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
822497,1,17290,0,0,0,0,0,0,0,17290,0,0,0,0,0,0,0,0,0,0,1.0053276416,0,1.0053276416,1.0053276416,17291.005328,0,0
822530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4800,5300,36.652815242,0,0,0,36.652815242,5336.6528152,5336.6528152,0,0
822530,2,19500,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0
822826,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,10.995844573,0,0,0,10.995844573,10.995844573,18010.995845,0,0
822826,2,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
823046,1,19800,0,0,0,0,0,0,0,19800,0,0,0,0,0,0,4800,4800,51.318476507,0,0,0,51.318476507,4851.3184765,24651.318477,0,0
823053,1,0,0,7540,0,0,0,0,0,0,7540,0,0,7540,0,0,2400,2400,11.517201309,0,0,0,11.517201309,2411.5172013,9951.5172013,0,0
823250,1,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,25.133724258,61.699269396,0,0,86.832993655,86.832993655,18086.832994,0,0
823250,2,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
823250,3,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
823250,4,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
823258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27400,27400,114.68743298,0,0,0,114.68743298,27514.687433,27514.687433,0,0
823258,2,26000,500,0,0,0,0,0,0,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26500,0,0
823338,1,0,0,52650,0,0,0,0,0,0,52650,0,0,52650,0,4266,25000,29266,89.563150618,39.640116586,1748.9315392,0,1878.1348064,31144.134806,83794.134806,0,0
823338,2,0,0,2632,0,0,0,0,0,0,2632,0,0,2632,0,0,0,0,0,0,0,0,0,0,2632,0,0
823488,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,4800,4800,22.980958264,0,0,0,22.980958264,4822.9809583,21722.980958,0,0
823488,3,14000,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0
823488,4,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0
823524,1,0,0,21840,0,0,0,0,2000,0,21840,-2000,-2000,19840,0,0,2400,2400,24.530368579,0,0,0,24.530368579,2424.5303686,22264.530369,0,0
823767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,4800,4800,179.59879469,0,0,0,179.59879469,4979.5987947,18979.598795,14000,0
823963,1,18000,1500,0,0,0,0,0,0,19500,0,0,0,0,0,0,9600,9600,183.26407621,0,67.021842771,0,250.28591898,9850.285919,29350.285919,0,0
823963,2,35000,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0
823993,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,10800,10800,43.983378291,0,0,0,43.983378291,10843.983378,27743.983378,0,0
824236,1,0,0,8320,0,0,0,0,0,0,8320,0,0,8320,0,0,3000,3000,0,0,0,0,0,3000,11320,0,0
824302,1,0,0,9828,0,0,0,0,0,0,9828,0,0,9828,0,0,4800,4800,0,0,0,0,0,4800,14628,0,0
824338,1,0,0,18850,0,0,0,0,0,0,18850,0,0,18850,0,0,12800,12800,329.87533718,0,0,0,329.87533718,13129.875337,31979.875337,0,0
824338,2,0,0,15600,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,0,0,15600,0,0
824574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,3000,3000,0,0
824637,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,3600,3600,181.33209342,0,0,0,181.33209342,3781.3320934,18081.332093,0,0
824637,2,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,0,0,0,0,0,0,0,0,16900,0,0
824724,1,0,0,19500,0,0,0,0,0,0,19500,0,0,19500,0,0,9600,9600,89.793774282,0,0,0,89.793774282,9689.7937743,29189.793774,0,0
824724,2,0,0,17550,0,0,0,0,0,0,17550,0,0,17550,0,0,0,0,0,0,0,0,0,0,17550,0,0
824724,3,18000,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0
824730,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,6000,6000,0,0,0,0,0,6000,20300,0,0
824734,1,0,0,14300,0,0,0,0,0,0,14300,0,0,14300,0,0,11400,11400,63.281014221,0,0,857.71120456,-794.4301903,10605.56981,24905.56981,0,0
824735,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,5000,5900,10900,114.99500758,0,0,691.70258432,-576.7075767,10323.292423,29323.292423,0,0
824808,1,19500,250,0,0,0,0,0,0,19750,0,0,0,0,0,0,6000,6000,117.28900878,0,0,0,117.28900878,6117.2890088,25867.289009,0,0
824808,2,19500,320,0,0,0,0,0,0,19820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19820,0,0
824824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,6000,6000,21.258632841,0,0,0,21.258632841,6021.2586328,66021.258633,60000,0
824887,1,0,0,13678,0,0,0,0,0,0,13678,0,0,13678,0,0,8400,8400,3.2987533718,0,0,0,3.2987533718,8403.2987534,22081.298753,0,0
824887,2,0,0,7933,0,0,0,0,0,0,7933,0,0,7933,0,0,0,0,0,0,0,0,0,0,7933,0,0
824887,3,15000,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
824891,1,0,0,6300,0,0,0,0,0,0,6300,0,0,6300,0,0,6000,6000,21.991689145,0,0,0,21.991689145,6021.9916891,12321.991689,0,0
824891,2,0,0,12350,0,0,0,0,0,0,12350,0,0,12350,0,0,0,0,0,0,0,0,0,0,12350,0,0
825078,1,21000,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,26000,26000,1286.5211456,316.9952023,1685.1760507,0,3288.6923985,29288.692399,50288.692399,0,0
825078,2,50000,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0
825172,1,19000,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,7.3305630485,0,0,0,7.3305630485,7.3305630485,19007.330563,0,0
825184,1,0,0,17160,0,0,0,0,0,0,17160,0,0,17160,0,0,6000,6000,109.95844573,0,0,0,109.95844573,6109.9584457,23269.958446,0,0
825849,1,0,0,12960,0,0,0,0,0,0,12960,0,0,12960,0,0,1200,1200,0,0,0,0,0,1200,14160,0,0
825889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21700,21700,5.8105103603,0,364.51773579,0,370.32824615,22070.328246,22070.328246,0,0
825889,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
825977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,41.417681224,0,0,0,41.417681224,4841.4176812,4841.4176812,0,0
825977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,12000,12000,0
825977,3,0,0,13000,0,0,0,0,0,0,13000,0,0,13000,0,0,0,0,0,0,0,0,0,0,13000,0,0
826006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,11.161314079,0,0,0,11.161314079,4811.1613141,4811.1613141,0,0
826006,2,13000,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0
826006,3,6000,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0
826115,1,0,0,16900,0,0,0,0,0,0,16900,0,0,16900,0,0,9600,9600,3.6652815242,0,0,0,3.6652815242,9603.6652815,26503.665282,0,0
826115,3,3000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0
826118,1,16000,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,5400,5400,62.252707083,0,0,1833.0118485,-1770.759141,3629.2408586,19629.240859,0,0
826118,2,20000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0
826132,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,6000,6000,3.6652815242,0,0,0,3.6652815242,6003.6652815,15103.665282,0,0
826234,1,18000,0,0,0,0,0,0,2000,18000,0,-2000,-2000,-2000,0,0,0,0,36.652815242,0,0,0,36.652815242,36.652815242,16036.652815,0,0
826242,1,9100,0,0,0,0,0,0,3000,9100,0,-3000,-3000,-3000,0,0,0,0,3.6652815242,0,0,0,3.6652815242,3.6652815242,6103.6652815,0,0
826248,1,0,0,28600,0,0,0,0,0,0,28600,0,0,28600,0,8400,22000,30400,41.796335732,0,1719.3922969,0,1761.1886326,32161.188633,60761.188633,0,0
826248,2,0,0,17680,0,0,0,0,0,0,17680,0,0,17680,0,0,0,0,0,0,0,0,0,0,17680,0,0
826266,1,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,12000,12000,113.62372725,0,692.05730346,0,805.68103072,12805.681031,29055.681031,0,0
826266,2,0,0,11050,0,0,0,0,0,0,11050,0,0,11050,0,0,0,0,0,0,0,0,0,0,11050,0,0
826307,1,0,0,13065,0,0,0,0,0,0,13065,0,0,13065,0,0,7200,7200,16.441305001,78.406099163,927.82358023,0,1022.6709844,8222.6709844,21287.670984,0,0
826347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,9500,9500,25.65697067,0,85.528423521,0,111.18539419,9611.1853942,33611.185394,24000,0
826362,1,0,0,8359,0,0,0,0,0,0,8359,0,0,8359,0,0,1200,1200,5.4979222863,0,0,0,5.4979222863,1205.4979223,9564.4979223,0,0
826362,3,12000,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0
826362,4,0,0,10400,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,0,0,10400,0,0
826427,1,0,0,16250,0,0,0,0,0,0,16250,0,0,16250,0,0,1800,1800,109.95844573,0,0,0,109.95844573,1909.9584457,18159.958446,0,0
826456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,7220,7220,7.3305630485,0,0,2593.8846912,-2586.554128,4633.4458718,24633.445872,20000,0
826456,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,13000,13000,0
826565,1,0,0,9100,0,0,0,0,0,0,9100,0,0,9100,0,0,2400,2400,1.693896047,11.250731999,23.084177613,0,36.028805658,2436.0288057,11536.028806,0,0
826687,1,0,0,20670,0,0,0,0,0,0,20670,0,0,20670,0,7200,12000,19200,337.20590023,0,0,0,337.20590023,19537.2059,40207.2059,0,0
826687,2,12000,0,10400,0,0,0,0,0,12000,10400,0,0,10400,6990.7529723,0,0,0,0,0,0,0,0,0,29390.752972,6990.7529723,0
826687,3,0,0,12480,0,0,0,0,0,0,12480,0,0,12480,7743.2086997,0,0,0,0,0,0,0,0,0,20223.2087,7743.2086997,0
826744,1,26400,0,0,0,0,0,0,0,26400,0,0,0,0,0,0,9350,9350,16.265069621,0,0,2766.8103373,-2750.545268,6599.4547323,32999.454732,0,0
826744,2,15600,0,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0
826744,3,16500,0,0,0,0,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0
826744,4,1100,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0
827006,1,0,0,17147,0,0,0,0,0,0,17147,0,0,17147,0,0,4800,4800,14.661126097,99.061000718,16.755460693,0,130.47758751,4930.4775875,22077.477588,0,0
827036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15500,0,5400,5400,51.313941339,0,0,0,51.313941339,5451.3139413,20951.313941,15500,0
827146,1,0,0,4200,0,0,0,0,0,0,4200,0,0,4200,0,0,4600,4600,29.322252194,0,0,0,29.322252194,4629.3222522,8829.3222522,0,0
